depth,sector,condition,rg_similarity,composite_coherence,binding_persistence,recursive_internal_stability,assembly_reproducibility,bounded_composite_drift,composite_gain,classification
48,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,Projection,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,Projection,CompositeTransportStability,0.96,0.9519,0.94,0.9196,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,Projection,CompositeTransportStability,0.9361,0.9127,0.9146,0.8652,0.8881,0.8864,0.9122,COMPOSITE-STABLE
33554432,Projection,CompositeTransportStability,0.846,0.8026,0.7957,0.8041,0.7858,0.7765,0.7978,COMPOSITE-BOUNDED
1,Projection,NullBindingControl,0.7811,0.741,0.7354,0.6956,0.692,0.6843,0.6871,COMPOSITE-PARTIAL
2,Projection,NullBindingControl,0.7864,0.7064,0.698,0.7056,0.6976,0.6798,0.7032,COMPOSITE-PARTIAL
4,Projection,NullBindingControl,0.7609,0.7428,0.7066,0.7162,0.6975,0.6905,0.7106,COMPOSITE-PARTIAL
6,Projection,NullBindingControl,0.7595,0.7259,0.7032,0.7188,0.7083,0.6698,0.7097,COMPOSITE-PARTIAL
8,Projection,NullBindingControl,0.7561,0.7067,0.7317,0.69,0.7092,0.6995,0.7017,COMPOSITE-PARTIAL
12,Projection,NullBindingControl,0.7707,0.7077,0.7075,0.6863,0.7146,0.7017,0.6914,COMPOSITE-PARTIAL
16,Projection,NullBindingControl,0.7569,0.7245,0.7279,0.7236,0.6938,0.6879,0.7132,COMPOSITE-PARTIAL
20,Projection,NullBindingControl,0.7501,0.7251,0.7043,0.7065,0.6795,0.7044,0.7071,COMPOSITE-PARTIAL
24,Projection,NullBindingControl,0.7857,0.7124,0.7161,0.7119,0.6808,0.6929,0.7064,COMPOSITE-PARTIAL
32,Projection,NullBindingControl,0.768,0.7108,0.7044,0.7196,0.6795,0.6793,0.688,COMPOSITE-PARTIAL
40,Projection,NullBindingControl,0.7755,0.7057,0.7269,0.6982,0.7115,0.6775,0.7101,COMPOSITE-PARTIAL
48,Projection,NullBindingControl,0.7561,0.7369,0.7241,0.6958,0.6758,0.6897,0.7021,COMPOSITE-PARTIAL
64,Projection,NullBindingControl,0.7772,0.7125,0.7012,0.696,0.7113,0.6697,0.6982,COMPOSITE-PARTIAL
80,Projection,NullBindingControl,0.7635,0.7165,0.725,0.6936,0.7069,0.6736,0.7099,COMPOSITE-PARTIAL
96,Projection,NullBindingControl,0.7679,0.7385,0.7274,0.6933,0.7111,0.6827,0.721,COMPOSITE-PARTIAL
128,Projection,NullBindingControl,0.7571,0.7415,0.7293,0.6879,0.7002,0.704,0.721,COMPOSITE-PARTIAL
160,Projection,NullBindingControl,0.7541,0.7333,0.7312,0.7012,0.694,0.6941,0.7181,COMPOSITE-PARTIAL
192,Projection,NullBindingControl,0.7592,0.7386,0.704,0.7094,0.6961,0.6799,0.7141,COMPOSITE-PARTIAL
256,Projection,NullBindingControl,0.7504,0.7265,0.7301,0.6883,0.6771,0.7031,0.725,COMPOSITE-PARTIAL
320,Projection,NullBindingControl,0.7839,0.7105,0.696,0.6952,0.7139,0.7043,0.7132,COMPOSITE-PARTIAL
512,Projection,NullBindingControl,0.7827,0.7222,0.7098,0.6964,0.6963,0.7007,0.7099,COMPOSITE-PARTIAL
768,Projection,NullBindingControl,0.7651,0.7149,0.7116,0.7247,0.6836,0.6971,0.7001,COMPOSITE-PARTIAL
1024,Projection,NullBindingControl,0.7614,0.7095,0.7236,0.6924,0.7079,0.687,0.7222,COMPOSITE-PARTIAL
1536,Projection,NullBindingControl,0.7657,0.7201,0.7225,0.7206,0.6958,0.6897,0.7098,COMPOSITE-PARTIAL
2048,Projection,NullBindingControl,0.7572,0.7373,0.7258,0.6999,0.691,0.6813,0.711,COMPOSITE-PARTIAL
3072,Projection,NullBindingControl,0.7758,0.734,0.7326,0.7131,0.6816,0.6944,0.7117,COMPOSITE-PARTIAL
4096,Projection,NullBindingControl,0.759,0.7235,0.7283,0.6945,0.7138,0.6751,0.7068,COMPOSITE-PARTIAL
6144,Projection,NullBindingControl,0.7781,0.7229,0.7082,0.695,0.6961,0.7028,0.7094,COMPOSITE-PARTIAL
8192,Projection,NullBindingControl,0.768,0.7187,0.7268,0.6937,0.6908,0.67,0.7245,COMPOSITE-PARTIAL
12288,Projection,NullBindingControl,0.7767,0.7419,0.6967,0.7152,0.713,0.6991,0.7146,COMPOSITE-PARTIAL
16384,Projection,NullBindingControl,0.7583,0.7326,0.7313,0.7194,0.7027,0.6865,0.692,COMPOSITE-PARTIAL
24576,Projection,NullBindingControl,0.7696,0.7446,0.7028,0.7002,0.7073,0.6667,0.7237,COMPOSITE-PARTIAL
32768,Projection,NullBindingControl,0.7704,0.7165,0.7179,0.6928,0.6816,0.6985,0.725,COMPOSITE-PARTIAL
65536,Projection,NullBindingControl,0.7547,0.7379,0.7235,0.699,0.7094,0.6787,0.7102,COMPOSITE-PARTIAL
131072,Projection,NullBindingControl,0.7489,0.7294,0.7197,0.7026,0.7011,0.6775,0.6881,COMPOSITE-PARTIAL
262144,Projection,NullBindingControl,0.7768,0.7288,0.7155,0.7069,0.6904,0.6713,0.7101,COMPOSITE-PARTIAL
524288,Projection,NullBindingControl,0.7722,0.7376,0.7014,0.7053,0.6808,0.6741,0.6968,COMPOSITE-PARTIAL
1048576,Projection,NullBindingControl,0.7783,0.7045,0.6935,0.6964,0.6718,0.6989,0.7156,COMPOSITE-PARTIAL
2097152,Projection,NullBindingControl,0.7599,0.7193,0.7165,0.7079,0.7026,0.6784,0.693,COMPOSITE-PARTIAL
4194304,Projection,NullBindingControl,0.7514,0.7011,0.6763,0.6926,0.6868,0.6449,0.6736,COMPOSITE-PARTIAL
8388608,Projection,NullBindingControl,0.7077,0.6807,0.6679,0.6786,0.6554,0.6286,0.6523,COMPOSITE-DEGRADING
16777216,Projection,NullBindingControl,0.6688,0.6533,0.6164,0.636,0.6319,0.6165,0.6215,COMPOSITE-DEGRADING
33554432,Projection,NullBindingControl,0.6083,0.5708,0.5804,0.5498,0.536,0.5451,0.5706,COMPOSITE-DEGRADING
1,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,Antisymmetry,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.9165,0.91,0.93,COMPOSITE-STABLE
8388608,Antisymmetry,CompositeBindingEmergence,0.96,0.9594,0.9207,0.9288,0.8812,0.8911,0.8984,COMPOSITE-STABLE
16777216,Antisymmetry,CompositeBindingEmergence,0.9061,0.8727,0.8598,0.851,0.8409,0.8452,0.8468,COMPOSITE-BOUNDED
33554432,Antisymmetry,CompositeBindingEmergence,0.8118,0.7992,0.7769,0.7645,0.7574,0.7342,0.7879,COMPOSITE-PARTIAL
1,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.9519,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,Antisymmetry,RecursiveBoundStatePersistence,0.96,0.9415,0.94,0.9245,0.8861,0.8861,0.9152,COMPOSITE-STABLE
16777216,Antisymmetry,RecursiveBoundStatePersistence,0.9306,0.8718,0.8945,0.8673,0.8386,0.8281,0.8666,COMPOSITE-BOUNDED
33554432,Antisymmetry,RecursiveBoundStatePersistence,0.8213,0.7655,0.7856,0.7835,0.744,0.7377,0.7505,COMPOSITE-PARTIAL
1,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,Antisymmetry,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,Antisymmetry,InternalCoherenceStability,0.96,0.9515,0.94,0.93,0.92,0.9053,0.93,COMPOSITE-STABLE
8388608,Antisymmetry,InternalCoherenceStability,0.96,0.9289,0.9306,0.93,0.8878,0.8983,0.9139,COMPOSITE-STABLE
16777216,Antisymmetry,InternalCoherenceStability,0.9105,0.8841,0.8574,0.8972,0.8443,0.8266,0.8592,COMPOSITE-BOUNDED
33554432,Antisymmetry,InternalCoherenceStability,0.8118,0.7892,0.7868,0.7964,0.7618,0.7445,0.7775,COMPOSITE-PARTIAL
1,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,Antisymmetry,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
