depth,sector,condition,rg_similarity,semantic_coherence,relational_meaning_persistence,semantic_transport_alignment,recursive_semantic_stability,semantic_reproduction_index,abstraction_semantic_gain,classification
256,Projection,NullSemanticControl,0.562,0.5546,0.5496,0.5558,0.5369,0.529,0.5524,SEMANTIC-DEGRADING
320,Projection,NullSemanticControl,0.5356,0.5325,0.5167,0.5158,0.5004,0.4907,0.5188,SEMANTIC-FAILED
512,Projection,NullSemanticControl,0.4185,0.4187,0.4177,0.4316,0.402,0.4097,0.4102,SEMANTIC-FAILED
768,Projection,NullSemanticControl,0.3467,0.3396,0.3366,0.3428,0.333,0.3146,0.3292,SEMANTIC-FAILED
1024,Projection,NullSemanticControl,0.2833,0.2765,0.28,0.2874,0.2746,0.2648,0.2681,SEMANTIC-FAILED
1536,Projection,NullSemanticControl,0.2165,0.214,0.2062,0.2123,0.2011,0.2034,0.2078,SEMANTIC-FAILED
2048,Projection,NullSemanticControl,0.1662,0.1641,0.1622,0.1673,0.1601,0.1582,0.1658,SEMANTIC-FAILED
3072,Projection,NullSemanticControl,0.1184,0.1184,0.1183,0.1212,0.1183,0.116,0.1176,SEMANTIC-FAILED
4096,Projection,NullSemanticControl,0.0958,0.0939,0.0922,0.092,0.0901,0.0867,0.0896,SEMANTIC-FAILED
6144,Projection,NullSemanticControl,0.0659,0.0646,0.0641,0.0645,0.0609,0.0614,0.0634,SEMANTIC-FAILED
8192,Projection,NullSemanticControl,0.05,0.05,0.05,0.0501,0.05,0.05,0.05,SEMANTIC-FAILED
12288,Projection,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
32,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.914,0.91,0.9,0.92,SEMANTIC-STABLE
40,Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.9171,0.8924,0.8772,0.8827,0.9084,SEMANTIC-STABLE
48,Antisymmetry,SemanticRelationExtraction,0.9336,0.9293,0.9104,0.8822,0.886,0.8784,0.8853,SEMANTIC-STABLE
64,Antisymmetry,SemanticRelationExtraction,0.9223,0.8782,0.8911,0.8724,0.8674,0.8576,0.8577,SEMANTIC-BOUNDED
80,Antisymmetry,SemanticRelationExtraction,0.8932,0.8526,0.8589,0.8513,0.8233,0.8306,0.8587,SEMANTIC-BOUNDED
96,Antisymmetry,SemanticRelationExtraction,0.8649,0.8487,0.8385,0.8271,0.8055,0.8023,0.8116,SEMANTIC-BOUNDED
128,Antisymmetry,SemanticRelationExtraction,0.8178,0.789,0.8069,0.7924,0.7603,0.7543,0.7829,SEMANTIC-PARTIAL
160,Antisymmetry,SemanticRelationExtraction,0.7917,0.7628,0.742,0.7519,0.7302,0.7396,0.7282,SEMANTIC-PARTIAL
192,Antisymmetry,SemanticRelationExtraction,0.7625,0.7228,0.7294,0.7187,0.6893,0.6854,0.6952,SEMANTIC-PARTIAL
256,Antisymmetry,SemanticRelationExtraction,0.6845,0.6706,0.6479,0.6369,0.6457,0.6463,0.6376,SEMANTIC-DEGRADING
320,Antisymmetry,SemanticRelationExtraction,0.6323,0.612,0.6097,0.5884,0.5958,0.5979,0.6024,SEMANTIC-DEGRADING
512,Antisymmetry,SemanticRelationExtraction,0.5174,0.4958,0.4862,0.4839,0.4833,0.4842,0.4888,SEMANTIC-FAILED
768,Antisymmetry,SemanticRelationExtraction,0.4149,0.3964,0.3954,0.3776,0.3865,0.3825,0.3917,SEMANTIC-FAILED
1024,Antisymmetry,SemanticRelationExtraction,0.3426,0.3305,0.3222,0.3252,0.3114,0.3167,0.323,SEMANTIC-FAILED
1536,Antisymmetry,SemanticRelationExtraction,0.2548,0.2513,0.2405,0.2419,0.2353,0.2407,0.2426,SEMANTIC-FAILED
2048,Antisymmetry,SemanticRelationExtraction,0.206,0.1942,0.1944,0.1896,0.1908,0.1915,0.1907,SEMANTIC-FAILED
3072,Antisymmetry,SemanticRelationExtraction,0.147,0.1415,0.1397,0.1369,0.1348,0.1371,0.1342,SEMANTIC-FAILED
4096,Antisymmetry,SemanticRelationExtraction,0.1115,0.1106,0.1072,0.1082,0.1037,0.1062,0.1053,SEMANTIC-FAILED
6144,Antisymmetry,SemanticRelationExtraction,0.0776,0.0758,0.075,0.0721,0.0731,0.0728,0.0737,SEMANTIC-FAILED
8192,Antisymmetry,SemanticRelationExtraction,0.0601,0.0577,0.0563,0.0555,0.0553,0.0566,0.0562,SEMANTIC-FAILED
12288,Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
32,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
40,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.9254,0.9095,0.9074,0.9,0.8972,SEMANTIC-STABLE
48,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9484,0.9154,0.9064,0.9177,0.8803,0.8824,0.8832,SEMANTIC-STABLE
64,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9143,0.9116,0.8993,0.8857,0.8692,0.8451,0.8797,SEMANTIC-BOUNDED
80,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8958,0.8876,0.8566,0.8388,0.8472,0.8222,0.8407,SEMANTIC-BOUNDED
96,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8788,0.8565,0.8582,0.8331,0.8336,0.8218,0.8333,SEMANTIC-BOUNDED
128,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8438,0.8049,0.7915,0.7923,0.7643,0.78,0.7903,SEMANTIC-PARTIAL
160,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.7924,0.7564,0.7488,0.7409,0.7553,0.7354,0.7471,SEMANTIC-PARTIAL
192,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.7418,0.7206,0.7199,0.7041,0.696,0.7033,0.7108,SEMANTIC-PARTIAL
256,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.688,0.667,0.6743,0.6435,0.6375,0.6445,0.6449,SEMANTIC-DEGRADING
320,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.6261,0.631,0.6074,0.6124,0.6056,0.585,0.6108,SEMANTIC-DEGRADING
512,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.5252,0.5022,0.5062,0.4803,0.4884,0.4851,0.4903,SEMANTIC-FAILED
768,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.4143,0.3958,0.3924,0.3847,0.3911,0.3751,0.3878,SEMANTIC-FAILED
1024,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.3485,0.3306,0.326,0.3201,0.3152,0.3204,0.3218,SEMANTIC-FAILED
1536,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.2612,0.2515,0.2507,0.2423,0.2374,0.2372,0.2462,SEMANTIC-FAILED
2048,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.2045,0.2006,0.1976,0.1924,0.195,0.1882,0.1922,SEMANTIC-FAILED
3072,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.1451,0.1439,0.1435,0.1386,0.1392,0.1328,0.1377,SEMANTIC-FAILED
4096,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.115,0.1092,0.1112,0.1083,0.1071,0.1068,0.1087,SEMANTIC-FAILED
6144,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.0785,0.075,0.0771,0.0735,0.072,0.0726,0.0733,SEMANTIC-FAILED
8192,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.0602,0.058,0.058,0.0566,0.0567,0.0565,0.0559,SEMANTIC-FAILED
12288,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.93,0.92,0.91,0.9,0.9137,SEMANTIC-STABLE
32,Antisymmetry,SemanticTransportCoherence,0.96,0.9351,0.93,0.92,0.8951,0.8879,0.9105,SEMANTIC-STABLE
40,Antisymmetry,SemanticTransportCoherence,0.96,0.94,0.9241,0.9107,0.9,0.8855,0.8916,SEMANTIC-STABLE
48,Antisymmetry,SemanticTransportCoherence,0.96,0.9111,0.8938,0.8961,0.8678,0.8767,0.9021,SEMANTIC-BOUNDED
64,Antisymmetry,SemanticTransportCoherence,0.9233,0.8778,0.8915,0.9018,0.864,0.8537,0.8665,SEMANTIC-BOUNDED
80,Antisymmetry,SemanticTransportCoherence,0.9062,0.8515,0.8679,0.8744,0.8304,0.8154,0.8596,SEMANTIC-BOUNDED
96,Antisymmetry,SemanticTransportCoherence,0.8826,0.8578,0.8526,0.8408,0.7973,0.8133,0.8201,SEMANTIC-BOUNDED
128,Antisymmetry,SemanticTransportCoherence,0.8212,0.807,0.7813,0.7946,0.7657,0.7655,0.7888,SEMANTIC-PARTIAL
160,Antisymmetry,SemanticTransportCoherence,0.7975,0.7541,0.7433,0.746,0.744,0.7367,0.7273,SEMANTIC-PARTIAL
192,Antisymmetry,SemanticTransportCoherence,0.7557,0.7326,0.7316,0.7256,0.689,0.6845,0.7047,SEMANTIC-PARTIAL
256,Antisymmetry,SemanticTransportCoherence,0.6928,0.6688,0.6685,0.6567,0.6486,0.635,0.6512,SEMANTIC-DEGRADING
320,Antisymmetry,SemanticTransportCoherence,0.6303,0.6128,0.5994,0.6007,0.5934,0.593,0.6023,SEMANTIC-DEGRADING
512,Antisymmetry,SemanticTransportCoherence,0.5179,0.4941,0.4971,0.5011,0.4854,0.4712,0.4924,SEMANTIC-FAILED
768,Antisymmetry,SemanticTransportCoherence,0.4126,0.3902,0.3999,0.3939,0.3874,0.3759,0.3854,SEMANTIC-FAILED
1024,Antisymmetry,SemanticTransportCoherence,0.3383,0.3348,0.3204,0.3235,0.3145,0.3152,0.3145,SEMANTIC-FAILED
1536,Antisymmetry,SemanticTransportCoherence,0.2495,0.2476,0.2444,0.248,0.2344,0.2378,0.242,SEMANTIC-FAILED
2048,Antisymmetry,SemanticTransportCoherence,0.2031,0.1981,0.1922,0.1942,0.1924,0.1864,0.1938,SEMANTIC-FAILED
3072,Antisymmetry,SemanticTransportCoherence,0.142,0.1389,0.14,0.1413,0.1354,0.1358,0.134,SEMANTIC-FAILED
4096,Antisymmetry,SemanticTransportCoherence,0.113,0.1112,0.11,0.1083,0.1035,0.106,0.1068,SEMANTIC-FAILED
6144,Antisymmetry,SemanticTransportCoherence,0.0768,0.0767,0.0754,0.0759,0.0739,0.073,0.0727,SEMANTIC-FAILED
8192,Antisymmetry,SemanticTransportCoherence,0.0603,0.0585,0.0581,0.0575,0.0544,0.0557,0.0567,SEMANTIC-FAILED
12288,Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
32,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.9165,0.9129,0.91,0.9,0.92,SEMANTIC-STABLE
40,Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.9155,0.9074,0.9025,0.9094,0.8745,0.8923,SEMANTIC-STABLE
48,Antisymmetry,RecursiveSemanticTransformationTracking,0.94,0.9268,0.9175,0.8977,0.9014,0.8555,0.9001,SEMANTIC-STABLE
64,Antisymmetry,RecursiveSemanticTransformationTracking,0.9018,0.875,0.8634,0.8654,0.8598,0.8413,0.8648,SEMANTIC-BOUNDED
80,Antisymmetry,RecursiveSemanticTransformationTracking,0.9054,0.8434,0.8429,0.8485,0.8393,0.8248,0.8402,SEMANTIC-BOUNDED
96,Antisymmetry,RecursiveSemanticTransformationTracking,0.8796,0.8457,0.8256,0.8261,0.8332,0.8021,0.8167,SEMANTIC-BOUNDED
128,Antisymmetry,RecursiveSemanticTransformationTracking,0.8242,0.7924,0.7794,0.7782,0.7951,0.7757,0.7722,SEMANTIC-PARTIAL
160,Antisymmetry,RecursiveSemanticTransformationTracking,0.7862,0.7628,0.7453,0.739,0.7417,0.7281,0.7258,SEMANTIC-PARTIAL
192,Antisymmetry,RecursiveSemanticTransformationTracking,0.7586,0.731,0.7222,0.7151,0.7078,0.6882,0.6987,SEMANTIC-PARTIAL
256,Antisymmetry,RecursiveSemanticTransformationTracking,0.6722,0.6601,0.6573,0.6528,0.6544,0.641,0.6352,SEMANTIC-DEGRADING
320,Antisymmetry,RecursiveSemanticTransformationTracking,0.6356,0.6064,0.6014,0.5874,0.5932,0.593,0.5892,SEMANTIC-DEGRADING
512,Antisymmetry,RecursiveSemanticTransformationTracking,0.5128,0.4856,0.4905,0.4876,0.4875,0.4767,0.4822,SEMANTIC-FAILED
768,Antisymmetry,RecursiveSemanticTransformationTracking,0.4037,0.3922,0.3838,0.3812,0.3879,0.3766,0.3807,SEMANTIC-FAILED
1024,Antisymmetry,RecursiveSemanticTransformationTracking,0.3419,0.3295,0.3199,0.3237,0.3292,0.3119,0.316,SEMANTIC-FAILED
1536,Antisymmetry,RecursiveSemanticTransformationTracking,0.2507,0.249,0.2399,0.2408,0.2386,0.2384,0.2352,SEMANTIC-FAILED
2048,Antisymmetry,RecursiveSemanticTransformationTracking,0.2044,0.1915,0.1924,0.1884,0.1954,0.1892,0.1911,SEMANTIC-FAILED
3072,Antisymmetry,RecursiveSemanticTransformationTracking,0.1415,0.1409,0.1372,0.1345,0.1407,0.1311,0.1381,SEMANTIC-FAILED
4096,Antisymmetry,RecursiveSemanticTransformationTracking,0.1107,0.1071,0.1061,0.1049,0.109,0.1039,0.1042,SEMANTIC-FAILED
6144,Antisymmetry,RecursiveSemanticTransformationTracking,0.077,0.074,0.0735,0.0746,0.0757,0.0728,0.0719,SEMANTIC-FAILED
8192,Antisymmetry,RecursiveSemanticTransformationTracking,0.0595,0.0582,0.0574,0.0559,0.0571,0.0543,0.0564,SEMANTIC-FAILED
12288,Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
32,Antisymmetry,AbstractionToSemanticsMapping,0.96,0.9314,0.9127,0.92,0.9004,0.8983,0.92,SEMANTIC-STABLE
40,Antisymmetry,AbstractionToSemanticsMapping,0.9433,0.9163,0.902,0.8904,0.8852,0.8778,0.9197,SEMANTIC-STABLE
48,Antisymmetry,AbstractionToSemanticsMapping,0.9334,0.915,0.9034,0.8796,0.8949,0.8873,0.92,SEMANTIC-STABLE
64,Antisymmetry,AbstractionToSemanticsMapping,0.9182,0.8969,0.8665,0.8572,0.8565,0.8654,0.8968,SEMANTIC-BOUNDED
80,Antisymmetry,AbstractionToSemanticsMapping,0.8974,0.8679,0.8492,0.8321,0.839,0.8289,0.8508,SEMANTIC-BOUNDED
96,Antisymmetry,AbstractionToSemanticsMapping,0.8731,0.8246,0.8227,0.8212,0.8233,0.8049,0.8356,SEMANTIC-BOUNDED
128,Antisymmetry,AbstractionToSemanticsMapping,0.8246,0.808,0.7817,0.7716,0.767,0.752,0.7812,SEMANTIC-PARTIAL
160,Antisymmetry,AbstractionToSemanticsMapping,0.7759,0.7634,0.7477,0.7407,0.7224,0.7166,0.7539,SEMANTIC-PARTIAL
192,Antisymmetry,AbstractionToSemanticsMapping,0.7304,0.7159,0.7121,0.7184,0.7002,0.6867,0.7173,SEMANTIC-PARTIAL
256,Antisymmetry,AbstractionToSemanticsMapping,0.676,0.6657,0.6399,0.6508,0.627,0.6428,0.648,SEMANTIC-DEGRADING
320,Antisymmetry,AbstractionToSemanticsMapping,0.6331,0.6112,0.6124,0.5955,0.5881,0.588,0.6138,SEMANTIC-DEGRADING
512,Antisymmetry,AbstractionToSemanticsMapping,0.4968,0.494,0.4932,0.483,0.4747,0.481,0.5003,SEMANTIC-FAILED
768,Antisymmetry,AbstractionToSemanticsMapping,0.3991,0.3945,0.3874,0.3912,0.3818,0.3781,0.3989,SEMANTIC-FAILED
1024,Antisymmetry,AbstractionToSemanticsMapping,0.3369,0.3237,0.3184,0.3164,0.3142,0.3159,0.3291,SEMANTIC-FAILED
1536,Antisymmetry,AbstractionToSemanticsMapping,0.256,0.242,0.2422,0.24,0.2329,0.235,0.2494,SEMANTIC-FAILED
2048,Antisymmetry,AbstractionToSemanticsMapping,0.2008,0.1967,0.1969,0.1927,0.1907,0.1899,0.1922,SEMANTIC-FAILED
3072,Antisymmetry,AbstractionToSemanticsMapping,0.1427,0.1375,0.1368,0.1368,0.1368,0.1365,0.1405,SEMANTIC-FAILED
4096,Antisymmetry,AbstractionToSemanticsMapping,0.1104,0.1083,0.1076,0.104,0.1058,0.1047,0.1102,SEMANTIC-FAILED
6144,Antisymmetry,AbstractionToSemanticsMapping,0.0781,0.074,0.0739,0.0746,0.0735,0.0726,0.0735,SEMANTIC-FAILED
8192,Antisymmetry,AbstractionToSemanticsMapping,0.0592,0.0577,0.0573,0.0561,0.0566,0.0553,0.0573,SEMANTIC-FAILED
12288,Antisymmetry,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
12,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
16,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
20,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
24,Antisymmetry,SemanticReproductionDynamics,0.96,0.9343,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
32,Antisymmetry,SemanticReproductionDynamics,0.96,0.94,0.9153,0.9067,0.91,0.9,0.92,SEMANTIC-STABLE
40,Antisymmetry,SemanticReproductionDynamics,0.9382,0.9264,0.9099,0.8955,0.9041,0.8875,0.92,SEMANTIC-STABLE
48,Antisymmetry,SemanticReproductionDynamics,0.9222,0.9249,0.8887,0.8819,0.8855,0.896,0.9062,SEMANTIC-BOUNDED
64,Antisymmetry,SemanticReproductionDynamics,0.9056,0.8942,0.8682,0.8577,0.8496,0.8598,0.8576,SEMANTIC-BOUNDED
80,Antisymmetry,SemanticReproductionDynamics,0.8778,0.86,0.8656,0.8458,0.8376,0.8278,0.8546,SEMANTIC-BOUNDED
96,Antisymmetry,SemanticReproductionDynamics,0.8563,0.8462,0.8184,0.8293,0.8068,0.8319,0.8229,SEMANTIC-BOUNDED
128,Antisymmetry,SemanticReproductionDynamics,0.8236,0.8037,0.7717,0.7705,0.7681,0.7631,0.7693,SEMANTIC-PARTIAL
160,Antisymmetry,SemanticReproductionDynamics,0.7873,0.7681,0.7415,0.7382,0.7497,0.7492,0.7269,SEMANTIC-PARTIAL
192,Antisymmetry,SemanticReproductionDynamics,0.7502,0.7175,0.7044,0.7033,0.6981,0.704,0.7003,SEMANTIC-PARTIAL
256,Antisymmetry,SemanticReproductionDynamics,0.6793,0.6533,0.653,0.657,0.6356,0.6336,0.643,SEMANTIC-DEGRADING
320,Antisymmetry,SemanticReproductionDynamics,0.6131,0.6044,0.6051,0.6015,0.5929,0.6061,0.6021,SEMANTIC-DEGRADING
512,Antisymmetry,SemanticReproductionDynamics,0.4972,0.4933,0.4913,0.475,0.4905,0.4846,0.4811,SEMANTIC-FAILED
768,Antisymmetry,SemanticReproductionDynamics,0.3973,0.3952,0.3821,0.3841,0.3877,0.3914,0.3873,SEMANTIC-FAILED
1024,Antisymmetry,SemanticReproductionDynamics,0.3369,0.326,0.3249,0.3182,0.3202,0.322,0.3157,SEMANTIC-FAILED
1536,Antisymmetry,SemanticReproductionDynamics,0.2517,0.2438,0.2454,0.2434,0.2385,0.2349,0.2363,SEMANTIC-FAILED
2048,Antisymmetry,SemanticReproductionDynamics,0.1969,0.1964,0.191,0.19,0.1937,0.1905,0.1881,SEMANTIC-FAILED
