depth,sector,condition,rg_similarity,geometric_coherence,relational_metric_stability,topology_persistence,spatial_transport_alignment,locality_geometry_consistency,recursive_spatialization_gain,classification
4,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,RelationalGeometricCoherenceMapping,0.9286,0.9424,0.9083,0.9135,0.8998,0.8895,0.9084,GEOMETRY-STABLE
262144,P-A,RelationalGeometricCoherenceMapping,0.8564,0.8382,0.8063,0.8017,0.7932,0.804,0.7953,GEOMETRY-BOUNDED
1,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,TransportInducedSpatialPersistence,0.9513,0.9165,0.9061,0.8936,0.9197,0.8715,0.9229,GEOMETRY-STABLE
262144,P-A,TransportInducedSpatialPersistence,0.8258,0.8378,0.8141,0.8019,0.8189,0.7816,0.802,GEOMETRY-BOUNDED
1,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,LocalityDrivenGeometricStabilization,0.9242,0.9106,0.9085,0.9051,0.9011,0.8955,0.8988,GEOMETRY-STABLE
262144,P-A,LocalityDrivenGeometricStabilization,0.8323,0.8232,0.7993,0.8192,0.7853,0.8095,0.8247,GEOMETRY-BOUNDED
1,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,RecursiveMetricConsistencyTracking,0.9255,0.9062,0.94,0.9152,0.8721,0.8834,0.8937,GEOMETRY-STABLE
262144,P-A,RecursiveMetricConsistencyTracking,0.8473,0.8362,0.8399,0.8249,0.7828,0.7856,0.8085,GEOMETRY-BOUNDED
1,P-A,NullGeometryControl,0.7767,0.7541,0.7469,0.7417,0.7224,0.6924,0.7213,GEOMETRY-PARTIAL
2,P-A,NullGeometryControl,0.7825,0.7528,0.7402,0.736,0.7163,0.7154,0.7167,GEOMETRY-PARTIAL
4,P-A,NullGeometryControl,0.7716,0.7508,0.7253,0.7061,0.7166,0.6994,0.7322,GEOMETRY-PARTIAL
6,P-A,NullGeometryControl,0.7885,0.7401,0.7191,0.7435,0.7086,0.7039,0.7379,GEOMETRY-PARTIAL
8,P-A,NullGeometryControl,0.7513,0.747,0.751,0.7455,0.7186,0.6896,0.7199,GEOMETRY-PARTIAL
12,P-A,NullGeometryControl,0.7835,0.7281,0.7445,0.7143,0.7001,0.6912,0.7245,GEOMETRY-PARTIAL
16,P-A,NullGeometryControl,0.7558,0.7497,0.7477,0.7193,0.7127,0.7176,0.7295,GEOMETRY-PARTIAL
20,P-A,NullGeometryControl,0.7894,0.752,0.7466,0.7291,0.734,0.6915,0.7338,GEOMETRY-PARTIAL
24,P-A,NullGeometryControl,0.7601,0.7409,0.7351,0.719,0.7288,0.6955,0.7184,GEOMETRY-PARTIAL
32,P-A,NullGeometryControl,0.7591,0.7532,0.7457,0.7331,0.7316,0.7119,0.7229,GEOMETRY-PARTIAL
40,P-A,NullGeometryControl,0.7728,0.7554,0.7343,0.7058,0.7158,0.7128,0.7094,GEOMETRY-PARTIAL
48,P-A,NullGeometryControl,0.7603,0.7635,0.7225,0.742,0.7332,0.7106,0.7341,GEOMETRY-PARTIAL
64,P-A,NullGeometryControl,0.7566,0.736,0.7311,0.7096,0.7265,0.7004,0.7346,GEOMETRY-PARTIAL
80,P-A,NullGeometryControl,0.769,0.7491,0.7433,0.7348,0.7293,0.6969,0.7409,GEOMETRY-PARTIAL
96,P-A,NullGeometryControl,0.7871,0.7615,0.7419,0.7329,0.7201,0.7214,0.7122,GEOMETRY-PARTIAL
128,P-A,NullGeometryControl,0.7848,0.7605,0.7519,0.7279,0.6995,0.7177,0.7336,GEOMETRY-PARTIAL
160,P-A,NullGeometryControl,0.7643,0.741,0.73,0.7291,0.7274,0.7033,0.7441,GEOMETRY-PARTIAL
192,P-A,NullGeometryControl,0.78,0.7493,0.7243,0.7133,0.7004,0.7099,0.7169,GEOMETRY-PARTIAL
256,P-A,NullGeometryControl,0.759,0.7638,0.744,0.7228,0.7114,0.7126,0.7391,GEOMETRY-PARTIAL
320,P-A,NullGeometryControl,0.7569,0.7522,0.7344,0.7429,0.727,0.7242,0.7224,GEOMETRY-PARTIAL
512,P-A,NullGeometryControl,0.7638,0.7553,0.729,0.7182,0.7049,0.6939,0.7163,GEOMETRY-PARTIAL
768,P-A,NullGeometryControl,0.773,0.7531,0.722,0.7098,0.7328,0.715,0.7267,GEOMETRY-PARTIAL
1024,P-A,NullGeometryControl,0.7634,0.7554,0.7309,0.7193,0.7095,0.7195,0.7089,GEOMETRY-PARTIAL
1536,P-A,NullGeometryControl,0.7699,0.7397,0.7214,0.7351,0.7234,0.7231,0.735,GEOMETRY-PARTIAL
2048,P-A,NullGeometryControl,0.7776,0.7288,0.7419,0.7389,0.7085,0.6985,0.7263,GEOMETRY-PARTIAL
3072,P-A,NullGeometryControl,0.7679,0.7512,0.7218,0.7372,0.7166,0.7102,0.7195,GEOMETRY-PARTIAL
4096,P-A,NullGeometryControl,0.7661,0.7409,0.7511,0.724,0.7058,0.6896,0.7124,GEOMETRY-PARTIAL
6144,P-A,NullGeometryControl,0.7583,0.7607,0.737,0.7146,0.7136,0.7208,0.7167,GEOMETRY-PARTIAL
8192,P-A,NullGeometryControl,0.7503,0.7535,0.743,0.7205,0.7164,0.7134,0.7,GEOMETRY-PARTIAL
12288,P-A,NullGeometryControl,0.7445,0.7335,0.7073,0.7294,0.6954,0.7054,0.7005,GEOMETRY-PARTIAL
16384,P-A,NullGeometryControl,0.7715,0.7495,0.7287,0.7295,0.7195,0.683,0.7244,GEOMETRY-PARTIAL
24576,P-A,NullGeometryControl,0.7524,0.7292,0.7154,0.715,0.716,0.6882,0.7194,GEOMETRY-PARTIAL
32768,P-A,NullGeometryControl,0.7339,0.7087,0.6939,0.6966,0.7004,0.6756,0.7133,GEOMETRY-PARTIAL
65536,P-A,NullGeometryControl,0.7305,0.7144,0.6948,0.6734,0.6886,0.6615,0.6907,GEOMETRY-PARTIAL
131072,P-A,NullGeometryControl,0.6818,0.6513,0.6551,0.637,0.6317,0.6284,0.6247,GEOMETRY-DEGRADING
262144,P-A,NullGeometryControl,0.595,0.5814,0.5782,0.5651,0.5534,0.5684,0.5706,GEOMETRY-DEGRADING
1,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,EmergentDistanceMetricAnalysis,0.96,0.9583,0.9332,0.8988,0.8974,0.91,0.93,GEOMETRY-STABLE
131072,P-N,EmergentDistanceMetricAnalysis,0.9353,0.905,0.8635,0.8698,0.8647,0.8369,0.8582,GEOMETRY-STABLE
262144,P-N,EmergentDistanceMetricAnalysis,0.8133,0.817,0.797,0.7629,0.7789,0.7673,0.7775,GEOMETRY-BOUNDED
1,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
