depth,sector,condition,rg_similarity,localization_coherence,packet_persistence,bounded_transport_stability,recursive_identity_retention,interference_confinement_strength,localization_gain,classification
64,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,Projection,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,Projection,LocalizationStabilityPerturbation,0.96,0.9584,0.9352,0.9285,0.92,0.898,0.93,LOCALIZATION-STABLE
4194304,Projection,LocalizationStabilityPerturbation,0.9166,0.9198,0.8819,0.8942,0.8646,0.8449,0.9013,LOCALIZATION-STABLE
8388608,Projection,LocalizationStabilityPerturbation,0.8256,0.8219,0.8076,0.7802,0.7793,0.7647,0.8147,LOCALIZATION-BOUNDED
1,Projection,NullLocalizationControl,0.7552,0.737,0.7126,0.7068,0.6759,0.6872,0.688,LOCALIZATION-PARTIAL
2,Projection,NullLocalizationControl,0.7828,0.7236,0.7083,0.7131,0.6807,0.6761,0.6879,LOCALIZATION-PARTIAL
4,Projection,NullLocalizationControl,0.7592,0.7107,0.7116,0.6956,0.6862,0.6708,0.7101,LOCALIZATION-PARTIAL
6,Projection,NullLocalizationControl,0.7745,0.7316,0.7164,0.6928,0.7046,0.6966,0.6886,LOCALIZATION-PARTIAL
8,Projection,NullLocalizationControl,0.7557,0.7386,0.7226,0.6897,0.6837,0.6769,0.7084,LOCALIZATION-PARTIAL
12,Projection,NullLocalizationControl,0.7516,0.7306,0.6962,0.7074,0.6864,0.6986,0.717,LOCALIZATION-PARTIAL
16,Projection,NullLocalizationControl,0.7481,0.7373,0.7097,0.7058,0.6855,0.6782,0.699,LOCALIZATION-PARTIAL
20,Projection,NullLocalizationControl,0.7743,0.7407,0.7006,0.7177,0.7049,0.67,0.6894,LOCALIZATION-PARTIAL
24,Projection,NullLocalizationControl,0.7581,0.7172,0.7343,0.7068,0.6917,0.6841,0.7105,LOCALIZATION-PARTIAL
32,Projection,NullLocalizationControl,0.7733,0.7387,0.7272,0.7095,0.7065,0.6908,0.6876,LOCALIZATION-PARTIAL
40,Projection,NullLocalizationControl,0.7783,0.7326,0.725,0.7154,0.6814,0.6868,0.7001,LOCALIZATION-PARTIAL
48,Projection,NullLocalizationControl,0.7797,0.7293,0.7139,0.6936,0.6903,0.6715,0.7046,LOCALIZATION-PARTIAL
64,Projection,NullLocalizationControl,0.7523,0.7323,0.7041,0.6865,0.6804,0.6736,0.7207,LOCALIZATION-PARTIAL
80,Projection,NullLocalizationControl,0.786,0.7346,0.729,0.7139,0.7088,0.6705,0.7051,LOCALIZATION-PARTIAL
96,Projection,NullLocalizationControl,0.7785,0.7339,0.7133,0.6953,0.6922,0.7009,0.7194,LOCALIZATION-PARTIAL
128,Projection,NullLocalizationControl,0.7594,0.7131,0.7055,0.7065,0.7062,0.6842,0.7204,LOCALIZATION-PARTIAL
160,Projection,NullLocalizationControl,0.7502,0.7091,0.7341,0.7095,0.691,0.6668,0.7242,LOCALIZATION-PARTIAL
192,Projection,NullLocalizationControl,0.7495,0.7384,0.7239,0.71,0.6947,0.6887,0.6918,LOCALIZATION-PARTIAL
256,Projection,NullLocalizationControl,0.7842,0.7191,0.7309,0.7081,0.6948,0.694,0.7239,LOCALIZATION-PARTIAL
320,Projection,NullLocalizationControl,0.775,0.7144,0.707,0.6965,0.6901,0.6986,0.7185,LOCALIZATION-PARTIAL
512,Projection,NullLocalizationControl,0.7729,0.7092,0.7111,0.7085,0.6757,0.6723,0.7207,LOCALIZATION-PARTIAL
768,Projection,NullLocalizationControl,0.7572,0.7219,0.7234,0.7199,0.7118,0.6979,0.7103,LOCALIZATION-PARTIAL
1024,Projection,NullLocalizationControl,0.781,0.7255,0.7252,0.7126,0.6793,0.6865,0.6868,LOCALIZATION-PARTIAL
1536,Projection,NullLocalizationControl,0.7536,0.7401,0.7136,0.7168,0.6871,0.6831,0.7044,LOCALIZATION-PARTIAL
2048,Projection,NullLocalizationControl,0.7694,0.7189,0.7053,0.7243,0.6956,0.7002,0.6936,LOCALIZATION-PARTIAL
3072,Projection,NullLocalizationControl,0.7583,0.7395,0.7073,0.7116,0.7091,0.6736,0.7199,LOCALIZATION-PARTIAL
4096,Projection,NullLocalizationControl,0.7522,0.7102,0.7333,0.703,0.7086,0.7047,0.7145,LOCALIZATION-PARTIAL
6144,Projection,NullLocalizationControl,0.7821,0.7396,0.7139,0.7045,0.6972,0.6832,0.6972,LOCALIZATION-PARTIAL
8192,Projection,NullLocalizationControl,0.774,0.7116,0.7341,0.7104,0.6858,0.69,0.6961,LOCALIZATION-PARTIAL
12288,Projection,NullLocalizationControl,0.7722,0.7284,0.7029,0.7099,0.6965,0.6899,0.6985,LOCALIZATION-PARTIAL
16384,Projection,NullLocalizationControl,0.7747,0.745,0.7181,0.6857,0.6995,0.6698,0.6989,LOCALIZATION-PARTIAL
24576,Projection,NullLocalizationControl,0.7469,0.7406,0.7065,0.7171,0.6773,0.6832,0.7243,LOCALIZATION-PARTIAL
32768,Projection,NullLocalizationControl,0.7789,0.7146,0.7284,0.7029,0.7052,0.6994,0.7156,LOCALIZATION-PARTIAL
65536,Projection,NullLocalizationControl,0.7511,0.7223,0.7041,0.6995,0.6931,0.6931,0.7149,LOCALIZATION-PARTIAL
131072,Projection,NullLocalizationControl,0.7631,0.7393,0.7096,0.7083,0.7028,0.6733,0.7158,LOCALIZATION-PARTIAL
262144,Projection,NullLocalizationControl,0.7679,0.7157,0.7202,0.7157,0.6971,0.6766,0.6852,LOCALIZATION-PARTIAL
524288,Projection,NullLocalizationControl,0.7657,0.7104,0.7153,0.6813,0.6759,0.6722,0.6997,LOCALIZATION-PARTIAL
1048576,Projection,NullLocalizationControl,0.7594,0.6939,0.6962,0.6692,0.6908,0.6464,0.6651,LOCALIZATION-DEGRADING
2097152,Projection,NullLocalizationControl,0.7277,0.6743,0.6801,0.6583,0.6434,0.641,0.6596,LOCALIZATION-DEGRADING
4194304,Projection,NullLocalizationControl,0.6638,0.643,0.621,0.6362,0.616,0.597,0.6079,LOCALIZATION-DEGRADING
8388608,Projection,NullLocalizationControl,0.6187,0.5885,0.5522,0.5649,0.5668,0.5378,0.5596,LOCALIZATION-DEGRADING
1,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,Antisymmetry,LocalizedPacketEmergence,0.96,0.96,0.9397,0.93,0.909,0.91,0.9168,LOCALIZATION-STABLE
2097152,Antisymmetry,LocalizedPacketEmergence,0.956,0.94,0.9325,0.9065,0.9132,0.91,0.92,LOCALIZATION-STABLE
4194304,Antisymmetry,LocalizedPacketEmergence,0.9152,0.8883,0.8759,0.8598,0.8481,0.8336,0.8442,LOCALIZATION-BOUNDED
8388608,Antisymmetry,LocalizedPacketEmergence,0.8229,0.7919,0.775,0.7659,0.7694,0.7426,0.7583,LOCALIZATION-PARTIAL
1,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.9535,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,Antisymmetry,RecursiveLocalizationPersistence,0.96,0.9223,0.9384,0.889,0.8875,0.8851,0.9173,LOCALIZATION-STABLE
4194304,Antisymmetry,RecursiveLocalizationPersistence,0.9141,0.8774,0.886,0.8607,0.8554,0.8268,0.8765,LOCALIZATION-BOUNDED
8388608,Antisymmetry,RecursiveLocalizationPersistence,0.8237,0.7653,0.7815,0.7541,0.7792,0.7579,0.7881,LOCALIZATION-PARTIAL
1,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.9541,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,Antisymmetry,ConstructiveInterferenceConfinement,0.96,0.9199,0.9172,0.9108,0.896,0.8978,0.9211,LOCALIZATION-STABLE
4194304,Antisymmetry,ConstructiveInterferenceConfinement,0.8973,0.887,0.863,0.8673,0.8509,0.8643,0.8733,LOCALIZATION-BOUNDED
8388608,Antisymmetry,ConstructiveInterferenceConfinement,0.8139,0.7882,0.7644,0.7494,0.7676,0.7739,0.769,LOCALIZATION-PARTIAL
1,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,Antisymmetry,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
