depth,sector,condition,rg_similarity,self_reference_fidelity,reflexive_coherence,self_simulation_alignment,reflexive_stabilization_gain,recursive_self_persistence,self_model_adaptation_strength,classification
1536,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.1339,0.1315,0.1326,0.1285,0.1265,0.1246,0.1282,SELF-REF-FAILED
2048,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.102,0.1002,0.1037,0.0991,0.0975,0.0971,0.1024,SELF-REF-FAILED
3072,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.0706,0.0697,0.0701,0.0694,0.07,0.0696,0.0709,SELF-REF-FAILED
4096,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.0532,0.0531,0.0547,0.0536,0.0534,0.0523,0.0527,SELF-REF-FAILED
6144,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,NullSelfReferenceControl,0.7412,0.757,0.7705,0.747,0.747,0.7134,0.7417,SELF-REF-PARTIAL
2,Projection-Antisymmetry,NullSelfReferenceControl,0.7349,0.7619,0.7427,0.7617,0.7135,0.7328,0.7425,SELF-REF-PARTIAL
4,Projection-Antisymmetry,NullSelfReferenceControl,0.7321,0.766,0.7425,0.7497,0.7382,0.7275,0.7428,SELF-REF-PARTIAL
6,Projection-Antisymmetry,NullSelfReferenceControl,0.7439,0.7694,0.7358,0.7424,0.7364,0.7282,0.7156,SELF-REF-PARTIAL
8,Projection-Antisymmetry,NullSelfReferenceControl,0.7211,0.7565,0.7487,0.7404,0.7141,0.7234,0.7122,SELF-REF-PARTIAL
12,Projection-Antisymmetry,NullSelfReferenceControl,0.7213,0.7274,0.7399,0.7342,0.6996,0.7,0.7207,SELF-REF-PARTIAL
16,Projection-Antisymmetry,NullSelfReferenceControl,0.7162,0.7106,0.7266,0.7049,0.6878,0.6986,0.6998,SELF-REF-PARTIAL
20,Projection-Antisymmetry,NullSelfReferenceControl,0.6908,0.7144,0.6952,0.7207,0.6751,0.6594,0.6799,SELF-REF-DEGRADING
24,Projection-Antisymmetry,NullSelfReferenceControl,0.7001,0.7086,0.6752,0.6948,0.6572,0.6783,0.6849,SELF-REF-DEGRADING
32,Projection-Antisymmetry,NullSelfReferenceControl,0.6735,0.6774,0.663,0.6809,0.6502,0.6416,0.6783,SELF-REF-DEGRADING
40,Projection-Antisymmetry,NullSelfReferenceControl,0.6406,0.676,0.6521,0.6483,0.6452,0.6244,0.6317,SELF-REF-DEGRADING
48,Projection-Antisymmetry,NullSelfReferenceControl,0.6528,0.6564,0.6405,0.6522,0.6145,0.6019,0.6371,SELF-REF-DEGRADING
64,Projection-Antisymmetry,NullSelfReferenceControl,0.6198,0.6087,0.6053,0.6064,0.5794,0.5839,0.5853,SELF-REF-DEGRADING
80,Projection-Antisymmetry,NullSelfReferenceControl,0.5645,0.567,0.578,0.567,0.5438,0.5568,0.5616,SELF-REF-DEGRADING
96,Projection-Antisymmetry,NullSelfReferenceControl,0.5504,0.5515,0.5535,0.5429,0.5383,0.5267,0.5324,SELF-REF-DEGRADING
128,Projection-Antisymmetry,NullSelfReferenceControl,0.4899,0.5023,0.5044,0.5064,0.4765,0.4766,0.4936,SELF-REF-FAILED
160,Projection-Antisymmetry,NullSelfReferenceControl,0.4577,0.4598,0.4658,0.4726,0.4461,0.4545,0.446,SELF-REF-FAILED
192,Projection-Antisymmetry,NullSelfReferenceControl,0.4368,0.4381,0.4175,0.4393,0.4176,0.4056,0.4313,SELF-REF-FAILED
256,Projection-Antisymmetry,NullSelfReferenceControl,0.3842,0.3739,0.3733,0.3757,0.3593,0.3676,0.3766,SELF-REF-FAILED
320,Projection-Antisymmetry,NullSelfReferenceControl,0.3314,0.3434,0.3324,0.3305,0.3241,0.3269,0.3265,SELF-REF-FAILED
512,Projection-Antisymmetry,NullSelfReferenceControl,0.2517,0.2483,0.2447,0.2515,0.2471,0.236,0.2502,SELF-REF-FAILED
768,Projection-Antisymmetry,NullSelfReferenceControl,0.1885,0.1853,0.1867,0.1914,0.1821,0.1755,0.1789,SELF-REF-FAILED
1024,Projection-Antisymmetry,NullSelfReferenceControl,0.1459,0.1494,0.1483,0.1465,0.1408,0.1444,0.1448,SELF-REF-FAILED
1536,Projection-Antisymmetry,NullSelfReferenceControl,0.1059,0.105,0.1066,0.1072,0.1048,0.1002,0.1037,SELF-REF-FAILED
2048,Projection-Antisymmetry,NullSelfReferenceControl,0.0807,0.0853,0.0815,0.0848,0.0793,0.077,0.0793,SELF-REF-FAILED
3072,Projection-Antisymmetry,NullSelfReferenceControl,0.0584,0.0589,0.0571,0.0573,0.0554,0.0539,0.0557,SELF-REF-FAILED
4096,Projection-Antisymmetry,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
6144,Projection-Antisymmetry,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,SelfModelExtraction,0.96,0.94,0.93,0.9022,0.91,0.9,0.9179,SELF-REF-STABLE
2,Projection-Neutral,SelfModelExtraction,0.9544,0.94,0.9273,0.9013,0.91,0.9,0.9136,SELF-REF-STABLE
4,Projection-Neutral,SelfModelExtraction,0.9466,0.9367,0.93,0.9004,0.8801,0.8915,0.9018,SELF-REF-STABLE
6,Projection-Neutral,SelfModelExtraction,0.9501,0.9152,0.929,0.8841,0.9023,0.8866,0.8999,SELF-REF-STABLE
8,Projection-Neutral,SelfModelExtraction,0.927,0.9066,0.909,0.8775,0.8632,0.8973,0.8847,SELF-REF-STABLE
12,Projection-Neutral,SelfModelExtraction,0.9064,0.9023,0.8845,0.8671,0.8599,0.8747,0.8902,SELF-REF-BOUNDED
16,Projection-Neutral,SelfModelExtraction,0.9076,0.8751,0.866,0.8729,0.8477,0.866,0.8708,SELF-REF-BOUNDED
20,Projection-Neutral,SelfModelExtraction,0.9023,0.8615,0.88,0.8663,0.8589,0.8339,0.8446,SELF-REF-BOUNDED
24,Projection-Neutral,SelfModelExtraction,0.8671,0.88,0.8706,0.8373,0.8153,0.8251,0.832,SELF-REF-BOUNDED
32,Projection-Neutral,SelfModelExtraction,0.8532,0.8507,0.8329,0.7983,0.8071,0.7984,0.8018,SELF-REF-BOUNDED
40,Projection-Neutral,SelfModelExtraction,0.8415,0.8262,0.8215,0.7959,0.7719,0.7766,0.7882,SELF-REF-BOUNDED
48,Projection-Neutral,SelfModelExtraction,0.8057,0.8056,0.7965,0.7567,0.7783,0.764,0.7754,SELF-REF-PARTIAL
64,Projection-Neutral,SelfModelExtraction,0.7541,0.7678,0.7496,0.7324,0.7089,0.7286,0.7189,SELF-REF-PARTIAL
80,Projection-Neutral,SelfModelExtraction,0.7459,0.7225,0.7018,0.6928,0.703,0.6956,0.6958,SELF-REF-PARTIAL
96,Projection-Neutral,SelfModelExtraction,0.6912,0.6756,0.6918,0.667,0.6601,0.648,0.6675,SELF-REF-DEGRADING
128,Projection-Neutral,SelfModelExtraction,0.6409,0.6402,0.6252,0.5957,0.5938,0.61,0.595,SELF-REF-DEGRADING
160,Projection-Neutral,SelfModelExtraction,0.5974,0.5728,0.5764,0.5682,0.5595,0.5473,0.5576,SELF-REF-DEGRADING
192,Projection-Neutral,SelfModelExtraction,0.547,0.5272,0.531,0.5284,0.5111,0.5242,0.5135,SELF-REF-FAILED
256,Projection-Neutral,SelfModelExtraction,0.4709,0.4762,0.4545,0.4537,0.4476,0.4407,0.459,SELF-REF-FAILED
320,Projection-Neutral,SelfModelExtraction,0.4206,0.4174,0.4173,0.3949,0.3908,0.3976,0.4056,SELF-REF-FAILED
512,Projection-Neutral,SelfModelExtraction,0.3164,0.3096,0.3014,0.2995,0.2984,0.2941,0.2997,SELF-REF-FAILED
768,Projection-Neutral,SelfModelExtraction,0.2402,0.2359,0.2296,0.2218,0.2255,0.2263,0.2264,SELF-REF-FAILED
1024,Projection-Neutral,SelfModelExtraction,0.1885,0.1841,0.1876,0.1764,0.1746,0.1805,0.1832,SELF-REF-FAILED
1536,Projection-Neutral,SelfModelExtraction,0.1369,0.1299,0.133,0.1291,0.124,0.126,0.1299,SELF-REF-FAILED
2048,Projection-Neutral,SelfModelExtraction,0.1046,0.1036,0.1008,0.0981,0.1,0.1004,0.0995,SELF-REF-FAILED
3072,Projection-Neutral,SelfModelExtraction,0.0732,0.0713,0.0719,0.0681,0.0686,0.0669,0.0703,SELF-REF-FAILED
4096,Projection-Neutral,SelfModelExtraction,0.0553,0.0549,0.054,0.0527,0.0524,0.0523,0.0521,SELF-REF-FAILED
6144,Projection-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,ReflexiveRepresentationFidelity,0.9484,0.94,0.93,0.92,0.91,0.9,0.9182,SELF-REF-STABLE
2,Projection-Neutral,ReflexiveRepresentationFidelity,0.96,0.94,0.93,0.9143,0.91,0.9,0.9181,SELF-REF-STABLE
4,Projection-Neutral,ReflexiveRepresentationFidelity,0.96,0.94,0.9119,0.9003,0.9005,0.8839,0.92,SELF-REF-STABLE
6,Projection-Neutral,ReflexiveRepresentationFidelity,0.9483,0.9197,0.9291,0.8899,0.91,0.8757,0.8939,SELF-REF-STABLE
8,Projection-Neutral,ReflexiveRepresentationFidelity,0.96,0.9239,0.9292,0.9071,0.8995,0.886,0.9004,SELF-REF-STABLE
12,Projection-Neutral,ReflexiveRepresentationFidelity,0.9315,0.9175,0.8985,0.8954,0.8689,0.858,0.8675,SELF-REF-BOUNDED
16,Projection-Neutral,ReflexiveRepresentationFidelity,0.9031,0.8874,0.8823,0.8787,0.8741,0.8556,0.8843,SELF-REF-BOUNDED
20,Projection-Neutral,ReflexiveRepresentationFidelity,0.9075,0.8834,0.8864,0.8506,0.8441,0.8425,0.8728,SELF-REF-BOUNDED
24,Projection-Neutral,ReflexiveRepresentationFidelity,0.9044,0.8883,0.8396,0.843,0.8405,0.8231,0.8466,SELF-REF-BOUNDED
32,Projection-Neutral,ReflexiveRepresentationFidelity,0.8749,0.8654,0.835,0.8274,0.8308,0.7967,0.828,SELF-REF-BOUNDED
40,Projection-Neutral,ReflexiveRepresentationFidelity,0.843,0.8264,0.7958,0.7837,0.7928,0.7673,0.8118,SELF-REF-PARTIAL
48,Projection-Neutral,ReflexiveRepresentationFidelity,0.8025,0.7943,0.7929,0.7761,0.7688,0.7585,0.775,SELF-REF-PARTIAL
64,Projection-Neutral,ReflexiveRepresentationFidelity,0.7599,0.7706,0.7334,0.7502,0.7167,0.7108,0.7497,SELF-REF-PARTIAL
80,Projection-Neutral,ReflexiveRepresentationFidelity,0.743,0.7226,0.7174,0.6955,0.6826,0.6903,0.715,SELF-REF-PARTIAL
96,Projection-Neutral,ReflexiveRepresentationFidelity,0.6904,0.6832,0.67,0.6668,0.6755,0.6623,0.6815,SELF-REF-DEGRADING
128,Projection-Neutral,ReflexiveRepresentationFidelity,0.6463,0.6228,0.617,0.6184,0.6155,0.6007,0.6185,SELF-REF-DEGRADING
160,Projection-Neutral,ReflexiveRepresentationFidelity,0.5916,0.5771,0.562,0.5722,0.5549,0.548,0.5673,SELF-REF-DEGRADING
192,Projection-Neutral,ReflexiveRepresentationFidelity,0.5442,0.5351,0.5334,0.5293,0.5207,0.5178,0.515,SELF-REF-FAILED
256,Projection-Neutral,ReflexiveRepresentationFidelity,0.4728,0.4761,0.4723,0.4522,0.4528,0.4403,0.449,SELF-REF-FAILED
320,Projection-Neutral,ReflexiveRepresentationFidelity,0.4312,0.4246,0.4187,0.3981,0.4062,0.4039,0.4,SELF-REF-FAILED
512,Projection-Neutral,ReflexiveRepresentationFidelity,0.3119,0.3083,0.3128,0.3064,0.3041,0.3037,0.3073,SELF-REF-FAILED
768,Projection-Neutral,ReflexiveRepresentationFidelity,0.2363,0.2336,0.2259,0.2324,0.2269,0.2261,0.2293,SELF-REF-FAILED
1024,Projection-Neutral,ReflexiveRepresentationFidelity,0.1901,0.1877,0.18,0.1842,0.1785,0.1748,0.1827,SELF-REF-FAILED
1536,Projection-Neutral,ReflexiveRepresentationFidelity,0.1356,0.1324,0.133,0.1307,0.1304,0.1263,0.1272,SELF-REF-FAILED
2048,Projection-Neutral,ReflexiveRepresentationFidelity,0.107,0.1051,0.1009,0.1,0.1007,0.0966,0.1013,SELF-REF-FAILED
3072,Projection-Neutral,ReflexiveRepresentationFidelity,0.0729,0.0707,0.0717,0.0683,0.0682,0.0695,0.0697,SELF-REF-FAILED
4096,Projection-Neutral,ReflexiveRepresentationFidelity,0.0568,0.0547,0.0538,0.0535,0.0536,0.0528,0.0531,SELF-REF-FAILED
6144,Projection-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9509,0.9364,0.93,0.92,0.91,0.8887,0.9063,SELF-REF-STABLE
2,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9394,0.94,0.93,0.917,0.91,0.8917,0.9198,SELF-REF-STABLE
4,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9469,0.94,0.9128,0.9053,0.9069,0.8716,0.8927,SELF-REF-STABLE
6,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9295,0.9341,0.8974,0.92,0.8741,0.8818,0.9006,SELF-REF-BOUNDED
8,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9321,0.9072,0.889,0.9005,0.8662,0.8767,0.8748,SELF-REF-BOUNDED
12,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9329,0.9174,0.8676,0.8816,0.8616,0.8429,0.8728,SELF-REF-BOUNDED
16,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.8999,0.9032,0.8669,0.8667,0.8711,0.8515,0.853,SELF-REF-BOUNDED
20,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.9066,0.8778,0.8429,0.8652,0.8411,0.8455,0.8578,SELF-REF-BOUNDED
24,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.8853,0.8566,0.8355,0.8535,0.8217,0.8103,0.8352,SELF-REF-BOUNDED
32,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.8537,0.8552,0.8378,0.8243,0.7954,0.7929,0.8043,SELF-REF-BOUNDED
40,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.8336,0.8132,0.7954,0.8088,0.7906,0.7806,0.7808,SELF-REF-PARTIAL
48,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.8073,0.7813,0.7933,0.7926,0.7655,0.7588,0.7866,SELF-REF-PARTIAL
64,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.7683,0.7481,0.7468,0.7341,0.71,0.7232,0.7423,SELF-REF-PARTIAL
80,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.733,0.7324,0.6886,0.7014,0.6873,0.6823,0.6829,SELF-REF-DEGRADING
96,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.6846,0.6978,0.6729,0.6655,0.6597,0.6609,0.6552,SELF-REF-DEGRADING
128,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.6366,0.6333,0.6207,0.6135,0.5992,0.5897,0.6174,SELF-REF-DEGRADING
160,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.5976,0.5825,0.5541,0.5671,0.558,0.5448,0.5576,SELF-REF-DEGRADING
192,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.5471,0.5307,0.5295,0.5287,0.511,0.5176,0.5261,SELF-REF-FAILED
256,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.4791,0.4732,0.4668,0.4666,0.4463,0.4366,0.4575,SELF-REF-FAILED
320,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.4148,0.4143,0.4143,0.4121,0.4038,0.4006,0.3997,SELF-REF-FAILED
512,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.3206,0.3151,0.2993,0.3013,0.3005,0.289,0.2961,SELF-REF-FAILED
768,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.2337,0.2365,0.2299,0.2252,0.2215,0.2233,0.225,SELF-REF-FAILED
1024,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.1849,0.1877,0.179,0.186,0.1809,0.176,0.1809,SELF-REF-FAILED
1536,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.1344,0.1304,0.1312,0.1336,0.1246,0.1244,0.128,SELF-REF-FAILED
2048,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.1048,0.1014,0.1018,0.1025,0.0996,0.0974,0.1007,SELF-REF-FAILED
3072,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.071,0.07,0.0703,0.0712,0.0695,0.0681,0.0676,SELF-REF-FAILED
4096,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.0552,0.054,0.0527,0.0538,0.0513,0.0514,0.0527,SELF-REF-FAILED
6144,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,SelfModelStabilizationGain,0.9556,0.9368,0.9125,0.9185,0.91,0.9,0.92,SELF-REF-STABLE
2,Projection-Neutral,SelfModelStabilizationGain,0.9298,0.9366,0.911,0.92,0.91,0.8947,0.92,SELF-REF-STABLE
4,Projection-Neutral,SelfModelStabilizationGain,0.9499,0.9254,0.9002,0.8865,0.8961,0.8768,0.92,SELF-REF-STABLE
6,Projection-Neutral,SelfModelStabilizationGain,0.9167,0.9126,0.9158,0.9107,0.91,0.8929,0.8978,SELF-REF-STABLE
8,Projection-Neutral,SelfModelStabilizationGain,0.9255,0.8989,0.9032,0.8957,0.91,0.8816,0.92,SELF-REF-BOUNDED
12,Projection-Neutral,SelfModelStabilizationGain,0.9284,0.9082,0.9022,0.8859,0.8782,0.8592,0.9138,SELF-REF-STABLE
16,Projection-Neutral,SelfModelStabilizationGain,0.8844,0.868,0.8901,0.8744,0.8558,0.8615,0.8879,SELF-REF-BOUNDED
20,Projection-Neutral,SelfModelStabilizationGain,0.8943,0.8872,0.8461,0.8682,0.8652,0.8261,0.8819,SELF-REF-BOUNDED
24,Projection-Neutral,SelfModelStabilizationGain,0.8831,0.8535,0.8496,0.8431,0.8342,0.8019,0.8553,SELF-REF-BOUNDED
32,Projection-Neutral,SelfModelStabilizationGain,0.8308,0.8149,0.8384,0.824,0.8282,0.8123,0.8387,SELF-REF-BOUNDED
40,Projection-Neutral,SelfModelStabilizationGain,0.8097,0.7928,0.7996,0.7901,0.8064,0.7873,0.8046,SELF-REF-PARTIAL
48,Projection-Neutral,SelfModelStabilizationGain,0.794,0.7827,0.7701,0.7626,0.7874,0.749,0.8041,SELF-REF-PARTIAL
64,Projection-Neutral,SelfModelStabilizationGain,0.7673,0.7622,0.7422,0.7296,0.7391,0.7075,0.75,SELF-REF-PARTIAL
80,Projection-Neutral,SelfModelStabilizationGain,0.7219,0.7171,0.6936,0.7084,0.6967,0.6654,0.724,SELF-REF-DEGRADING
96,Projection-Neutral,SelfModelStabilizationGain,0.6943,0.6862,0.68,0.6674,0.6849,0.6606,0.6743,SELF-REF-DEGRADING
128,Projection-Neutral,SelfModelStabilizationGain,0.6219,0.6161,0.6203,0.6029,0.6107,0.5818,0.6153,SELF-REF-DEGRADING
160,Projection-Neutral,SelfModelStabilizationGain,0.5885,0.5642,0.5731,0.5556,0.5681,0.5368,0.5659,SELF-REF-DEGRADING
192,Projection-Neutral,SelfModelStabilizationGain,0.5374,0.537,0.5209,0.5105,0.518,0.5046,0.5362,SELF-REF-FAILED
256,Projection-Neutral,SelfModelStabilizationGain,0.4807,0.4685,0.4669,0.4614,0.4621,0.4516,0.4626,SELF-REF-FAILED
320,Projection-Neutral,SelfModelStabilizationGain,0.4203,0.4156,0.4035,0.4048,0.4146,0.3867,0.4042,SELF-REF-FAILED
512,Projection-Neutral,SelfModelStabilizationGain,0.3074,0.3023,0.3106,0.3015,0.3001,0.2928,0.3137,SELF-REF-FAILED
768,Projection-Neutral,SelfModelStabilizationGain,0.2356,0.2329,0.2274,0.2219,0.2228,0.2213,0.2292,SELF-REF-FAILED
1024,Projection-Neutral,SelfModelStabilizationGain,0.1867,0.1809,0.1822,0.1812,0.1846,0.1774,0.1845,SELF-REF-FAILED
1536,Projection-Neutral,SelfModelStabilizationGain,0.1355,0.1309,0.1284,0.1256,0.1284,0.1248,0.129,SELF-REF-FAILED
2048,Projection-Neutral,SelfModelStabilizationGain,0.103,0.1019,0.1021,0.0982,0.0994,0.0978,0.1038,SELF-REF-FAILED
3072,Projection-Neutral,SelfModelStabilizationGain,0.0717,0.0702,0.0683,0.0703,0.0697,0.0686,0.0713,SELF-REF-FAILED
4096,Projection-Neutral,SelfModelStabilizationGain,0.0549,0.0534,0.0532,0.0536,0.0533,0.0511,0.0528,SELF-REF-FAILED
6144,Projection-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,RecursiveReflexivePersistence,0.9434,0.9355,0.93,0.9004,0.8962,0.9,0.8965,SELF-REF-STABLE
2,Projection-Neutral,RecursiveReflexivePersistence,0.9533,0.94,0.9257,0.92,0.8956,0.9,0.9158,SELF-REF-STABLE
4,Projection-Neutral,RecursiveReflexivePersistence,0.9344,0.9159,0.9139,0.8987,0.8945,0.8926,0.92,SELF-REF-STABLE
6,Projection-Neutral,RecursiveReflexivePersistence,0.9241,0.9345,0.8889,0.9007,0.8687,0.8857,0.9072,SELF-REF-BOUNDED
8,Projection-Neutral,RecursiveReflexivePersistence,0.9087,0.8946,0.8845,0.8975,0.9,0.9,0.8756,SELF-REF-BOUNDED
12,Projection-Neutral,RecursiveReflexivePersistence,0.8993,0.8843,0.8842,0.882,0.8638,0.8611,0.8937,SELF-REF-BOUNDED
16,Projection-Neutral,RecursiveReflexivePersistence,0.9072,0.8923,0.8919,0.8679,0.8375,0.8503,0.8542,SELF-REF-BOUNDED
20,Projection-Neutral,RecursiveReflexivePersistence,0.8933,0.8555,0.8451,0.8484,0.8241,0.8446,0.845,SELF-REF-BOUNDED
24,Projection-Neutral,RecursiveReflexivePersistence,0.8849,0.8402,0.8429,0.8507,0.823,0.8496,0.8444,SELF-REF-BOUNDED
32,Projection-Neutral,RecursiveReflexivePersistence,0.831,0.8156,0.8078,0.8,0.8085,0.8295,0.8042,SELF-REF-BOUNDED
40,Projection-Neutral,RecursiveReflexivePersistence,0.8288,0.8249,0.8079,0.7768,0.7708,0.7811,0.7959,SELF-REF-BOUNDED
48,Projection-Neutral,RecursiveReflexivePersistence,0.8014,0.7801,0.7942,0.7684,0.7464,0.7765,0.7863,SELF-REF-PARTIAL
64,Projection-Neutral,RecursiveReflexivePersistence,0.7647,0.7353,0.7424,0.7349,0.7148,0.7238,0.7401,SELF-REF-PARTIAL
80,Projection-Neutral,RecursiveReflexivePersistence,0.7108,0.7001,0.7138,0.6835,0.6856,0.6939,0.6856,SELF-REF-PARTIAL
96,Projection-Neutral,RecursiveReflexivePersistence,0.6778,0.6635,0.6753,0.6682,0.648,0.6507,0.6535,SELF-REF-DEGRADING
128,Projection-Neutral,RecursiveReflexivePersistence,0.6205,0.6184,0.6113,0.6148,0.6092,0.613,0.6191,SELF-REF-DEGRADING
160,Projection-Neutral,RecursiveReflexivePersistence,0.5759,0.5802,0.5719,0.5525,0.5648,0.5498,0.5514,SELF-REF-DEGRADING
192,Projection-Neutral,RecursiveReflexivePersistence,0.541,0.5293,0.5177,0.5161,0.5157,0.5255,0.5303,SELF-REF-FAILED
256,Projection-Neutral,RecursiveReflexivePersistence,0.4631,0.4563,0.455,0.4486,0.4537,0.4616,0.4597,SELF-REF-FAILED
320,Projection-Neutral,RecursiveReflexivePersistence,0.4244,0.4083,0.3982,0.4024,0.3971,0.3995,0.4011,SELF-REF-FAILED
512,Projection-Neutral,RecursiveReflexivePersistence,0.3161,0.3021,0.2978,0.296,0.2947,0.3068,0.2975,SELF-REF-FAILED
768,Projection-Neutral,RecursiveReflexivePersistence,0.2377,0.2331,0.2316,0.2239,0.2205,0.223,0.2285,SELF-REF-FAILED
1024,Projection-Neutral,RecursiveReflexivePersistence,0.1849,0.1857,0.1797,0.177,0.179,0.1836,0.1793,SELF-REF-FAILED
1536,Projection-Neutral,RecursiveReflexivePersistence,0.133,0.1329,0.1288,0.1298,0.1292,0.1308,0.13,SELF-REF-FAILED
2048,Projection-Neutral,RecursiveReflexivePersistence,0.1023,0.1015,0.0995,0.0978,0.0989,0.098,0.099,SELF-REF-FAILED
3072,Projection-Neutral,RecursiveReflexivePersistence,0.0716,0.0701,0.0691,0.0701,0.0683,0.07,0.0676,SELF-REF-FAILED
4096,Projection-Neutral,RecursiveReflexivePersistence,0.0556,0.0541,0.054,0.0529,0.0512,0.0517,0.0526,SELF-REF-FAILED
6144,Projection-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,SelfReferentialPerturbationResponse,0.955,0.9223,0.9245,0.9142,0.8979,0.9,0.9075,SELF-REF-STABLE
2,Projection-Neutral,SelfReferentialPerturbationResponse,0.9278,0.9191,0.9253,0.9081,0.91,0.8958,0.9089,SELF-REF-STABLE
4,Projection-Neutral,SelfReferentialPerturbationResponse,0.9444,0.9354,0.9074,0.9013,0.8955,0.9,0.8957,SELF-REF-STABLE
6,Projection-Neutral,SelfReferentialPerturbationResponse,0.9142,0.9192,0.9183,0.9135,0.9087,0.8887,0.9136,SELF-REF-STABLE
8,Projection-Neutral,SelfReferentialPerturbationResponse,0.8997,0.9218,0.9254,0.8919,0.8769,0.8977,0.91,SELF-REF-STABLE
12,Projection-Neutral,SelfReferentialPerturbationResponse,0.9057,0.8875,0.9024,0.8891,0.8683,0.8855,0.8911,SELF-REF-BOUNDED
