depth,sector,condition,rg_similarity,predictive_stability,anticipatory_coherence,perturbation_forecast_accuracy,future_state_alignment,recursive_prediction_persistence,adaptive_anticipation_gain,classification
2048,Projection-Antisymmetry,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
3072,Projection-Antisymmetry,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,PredictiveStabilizationAnalysis,0.96,0.9292,0.93,0.9172,0.8962,0.9,0.92,PREDICTIVE-STABLE
2,Projection-Neutral,PredictiveStabilizationAnalysis,0.9381,0.9308,0.9217,0.901,0.8957,0.879,0.8955,PREDICTIVE-STABLE
4,Projection-Neutral,PredictiveStabilizationAnalysis,0.9243,0.9249,0.9131,0.8915,0.8739,0.8855,0.9033,PREDICTIVE-STABLE
6,Projection-Neutral,PredictiveStabilizationAnalysis,0.928,0.903,0.8766,0.8777,0.8484,0.8503,0.8825,PREDICTIVE-BOUNDED
8,Projection-Neutral,PredictiveStabilizationAnalysis,0.8886,0.9002,0.8737,0.8544,0.8503,0.8373,0.8661,PREDICTIVE-BOUNDED
12,Projection-Neutral,PredictiveStabilizationAnalysis,0.8859,0.8512,0.8375,0.8262,0.8127,0.8207,0.8236,PREDICTIVE-BOUNDED
16,Projection-Neutral,PredictiveStabilizationAnalysis,0.8591,0.84,0.8261,0.8079,0.8153,0.8095,0.8027,PREDICTIVE-BOUNDED
20,Projection-Neutral,PredictiveStabilizationAnalysis,0.8206,0.8088,0.8047,0.7789,0.7796,0.7782,0.7729,PREDICTIVE-BOUNDED
24,Projection-Neutral,PredictiveStabilizationAnalysis,0.7945,0.8007,0.7721,0.7571,0.7582,0.7575,0.7501,PREDICTIVE-PARTIAL
32,Projection-Neutral,PredictiveStabilizationAnalysis,0.7685,0.7533,0.7326,0.735,0.7202,0.7143,0.7398,PREDICTIVE-PARTIAL
40,Projection-Neutral,PredictiveStabilizationAnalysis,0.7253,0.701,0.7032,0.6915,0.6816,0.6946,0.686,PREDICTIVE-PARTIAL
48,Projection-Neutral,PredictiveStabilizationAnalysis,0.6934,0.676,0.6653,0.6589,0.6621,0.6496,0.6719,PREDICTIVE-DEGRADING
64,Projection-Neutral,PredictiveStabilizationAnalysis,0.6368,0.6132,0.6201,0.6134,0.6016,0.6066,0.6023,PREDICTIVE-DEGRADING
80,Projection-Neutral,PredictiveStabilizationAnalysis,0.5833,0.5675,0.5698,0.5505,0.5495,0.5466,0.5584,PREDICTIVE-DEGRADING
96,Projection-Neutral,PredictiveStabilizationAnalysis,0.5538,0.5226,0.5151,0.5136,0.5017,0.5059,0.5223,PREDICTIVE-FAILED
128,Projection-Neutral,PredictiveStabilizationAnalysis,0.4652,0.4589,0.4546,0.4476,0.4416,0.4511,0.4528,PREDICTIVE-FAILED
160,Projection-Neutral,PredictiveStabilizationAnalysis,0.414,0.4169,0.401,0.3934,0.3919,0.4002,0.4071,PREDICTIVE-FAILED
192,Projection-Neutral,PredictiveStabilizationAnalysis,0.3808,0.3721,0.3624,0.3628,0.3608,0.3619,0.3533,PREDICTIVE-FAILED
256,Projection-Neutral,PredictiveStabilizationAnalysis,0.312,0.3131,0.3065,0.3036,0.2939,0.2945,0.2967,PREDICTIVE-FAILED
320,Projection-Neutral,PredictiveStabilizationAnalysis,0.2657,0.2665,0.2566,0.257,0.2506,0.2507,0.2574,PREDICTIVE-FAILED
512,Projection-Neutral,PredictiveStabilizationAnalysis,0.1902,0.1871,0.1845,0.1816,0.1763,0.175,0.1812,PREDICTIVE-FAILED
768,Projection-Neutral,PredictiveStabilizationAnalysis,0.1332,0.1304,0.127,0.1245,0.1259,0.1232,0.125,PREDICTIVE-FAILED
1024,Projection-Neutral,PredictiveStabilizationAnalysis,0.1046,0.1008,0.1021,0.0984,0.0976,0.0976,0.1003,PREDICTIVE-FAILED
1536,Projection-Neutral,PredictiveStabilizationAnalysis,0.0709,0.0698,0.0706,0.0681,0.0681,0.0689,0.068,PREDICTIVE-FAILED
2048,Projection-Neutral,PredictiveStabilizationAnalysis,0.0539,0.0544,0.053,0.0524,0.0507,0.0508,0.0532,PREDICTIVE-FAILED
3072,Projection-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,AnticipatoryRoutingTracking,0.9568,0.94,0.93,0.9016,0.9041,0.8852,0.92,PREDICTIVE-STABLE
2,Projection-Neutral,AnticipatoryRoutingTracking,0.9399,0.9291,0.9106,0.92,0.91,0.8843,0.9169,PREDICTIVE-STABLE
4,Projection-Neutral,AnticipatoryRoutingTracking,0.9375,0.9218,0.8994,0.8803,0.8966,0.8593,0.8779,PREDICTIVE-BOUNDED
6,Projection-Neutral,AnticipatoryRoutingTracking,0.9119,0.9124,0.9091,0.8662,0.8537,0.8797,0.8936,PREDICTIVE-STABLE
8,Projection-Neutral,AnticipatoryRoutingTracking,0.9119,0.8889,0.8783,0.8495,0.8503,0.8556,0.8652,PREDICTIVE-BOUNDED
12,Projection-Neutral,AnticipatoryRoutingTracking,0.8812,0.8569,0.8512,0.8401,0.8249,0.838,0.8333,PREDICTIVE-BOUNDED
16,Projection-Neutral,AnticipatoryRoutingTracking,0.8545,0.8384,0.8263,0.8076,0.803,0.7862,0.8154,PREDICTIVE-BOUNDED
20,Projection-Neutral,AnticipatoryRoutingTracking,0.8343,0.7981,0.8178,0.786,0.7794,0.78,0.7985,PREDICTIVE-PARTIAL
24,Projection-Neutral,AnticipatoryRoutingTracking,0.8064,0.8007,0.8032,0.7814,0.761,0.7554,0.7665,PREDICTIVE-BOUNDED
32,Projection-Neutral,AnticipatoryRoutingTracking,0.7567,0.7636,0.7629,0.7241,0.7191,0.7209,0.7471,PREDICTIVE-PARTIAL
40,Projection-Neutral,AnticipatoryRoutingTracking,0.721,0.7056,0.7091,0.6922,0.683,0.6807,0.6849,PREDICTIVE-PARTIAL
48,Projection-Neutral,AnticipatoryRoutingTracking,0.6935,0.674,0.6799,0.6661,0.6636,0.6598,0.6662,PREDICTIVE-DEGRADING
64,Projection-Neutral,AnticipatoryRoutingTracking,0.648,0.6201,0.6306,0.6194,0.6154,0.6082,0.6188,PREDICTIVE-DEGRADING
80,Projection-Neutral,AnticipatoryRoutingTracking,0.5973,0.582,0.5673,0.5572,0.544,0.5427,0.5538,PREDICTIVE-DEGRADING
96,Projection-Neutral,AnticipatoryRoutingTracking,0.5381,0.536,0.5251,0.5134,0.5212,0.5079,0.5113,PREDICTIVE-FAILED
128,Projection-Neutral,AnticipatoryRoutingTracking,0.4762,0.4726,0.4592,0.4569,0.4394,0.4505,0.4555,PREDICTIVE-FAILED
160,Projection-Neutral,AnticipatoryRoutingTracking,0.4229,0.4168,0.4188,0.4037,0.4003,0.3905,0.4037,PREDICTIVE-FAILED
192,Projection-Neutral,AnticipatoryRoutingTracking,0.3882,0.3728,0.3707,0.3565,0.3572,0.3542,0.3603,PREDICTIVE-FAILED
256,Projection-Neutral,AnticipatoryRoutingTracking,0.3132,0.3133,0.3053,0.2986,0.3004,0.2941,0.298,PREDICTIVE-FAILED
320,Projection-Neutral,AnticipatoryRoutingTracking,0.2763,0.2579,0.2676,0.257,0.2591,0.2559,0.2524,PREDICTIVE-FAILED
512,Projection-Neutral,AnticipatoryRoutingTracking,0.191,0.1851,0.182,0.1768,0.1792,0.1762,0.1823,PREDICTIVE-FAILED
768,Projection-Neutral,AnticipatoryRoutingTracking,0.1356,0.132,0.1334,0.1301,0.1281,0.1235,0.1273,PREDICTIVE-FAILED
1024,Projection-Neutral,AnticipatoryRoutingTracking,0.1064,0.1003,0.1029,0.0979,0.0973,0.0956,0.1005,PREDICTIVE-FAILED
1536,Projection-Neutral,AnticipatoryRoutingTracking,0.0718,0.0716,0.072,0.0695,0.0696,0.0686,0.0676,PREDICTIVE-FAILED
2048,Projection-Neutral,AnticipatoryRoutingTracking,0.0561,0.0547,0.0539,0.0535,0.0529,0.0525,0.0527,PREDICTIVE-FAILED
3072,Projection-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,PerturbationForecastingEvaluation,0.9384,0.9321,0.9248,0.9103,0.91,0.8994,0.9128,PREDICTIVE-STABLE
2,Projection-Neutral,PerturbationForecastingEvaluation,0.942,0.9125,0.8919,0.9013,0.8908,0.8751,0.8923,PREDICTIVE-BOUNDED
4,Projection-Neutral,PerturbationForecastingEvaluation,0.9183,0.888,0.8789,0.92,0.8664,0.8627,0.9019,PREDICTIVE-BOUNDED
6,Projection-Neutral,PerturbationForecastingEvaluation,0.9038,0.8844,0.8761,0.909,0.8474,0.8331,0.8801,PREDICTIVE-BOUNDED
8,Projection-Neutral,PerturbationForecastingEvaluation,0.915,0.8929,0.8744,0.8953,0.8588,0.8256,0.8413,PREDICTIVE-BOUNDED
12,Projection-Neutral,PerturbationForecastingEvaluation,0.8649,0.8373,0.8337,0.8595,0.807,0.8061,0.8458,PREDICTIVE-BOUNDED
16,Projection-Neutral,PerturbationForecastingEvaluation,0.832,0.8215,0.8211,0.8104,0.8011,0.797,0.8239,PREDICTIVE-BOUNDED
20,Projection-Neutral,PerturbationForecastingEvaluation,0.8369,0.7881,0.805,0.7984,0.7848,0.7716,0.778,PREDICTIVE-PARTIAL
24,Projection-Neutral,PerturbationForecastingEvaluation,0.7936,0.7943,0.7629,0.7821,0.7585,0.7547,0.7712,PREDICTIVE-PARTIAL
32,Projection-Neutral,PerturbationForecastingEvaluation,0.761,0.7437,0.7373,0.749,0.7183,0.7207,0.7281,PREDICTIVE-PARTIAL
40,Projection-Neutral,PerturbationForecastingEvaluation,0.7227,0.6982,0.6995,0.7206,0.6726,0.6772,0.6816,PREDICTIVE-DEGRADING
48,Projection-Neutral,PerturbationForecastingEvaluation,0.7009,0.684,0.6726,0.6811,0.6409,0.6375,0.6706,PREDICTIVE-DEGRADING
64,Projection-Neutral,PerturbationForecastingEvaluation,0.6233,0.616,0.6203,0.6266,0.6012,0.5923,0.5975,PREDICTIVE-DEGRADING
80,Projection-Neutral,PerturbationForecastingEvaluation,0.5852,0.5694,0.5611,0.5701,0.5384,0.5348,0.5456,PREDICTIVE-DEGRADING
96,Projection-Neutral,PerturbationForecastingEvaluation,0.5372,0.5333,0.5259,0.5256,0.5187,0.5032,0.516,PREDICTIVE-FAILED
128,Projection-Neutral,PerturbationForecastingEvaluation,0.4733,0.4688,0.461,0.459,0.4427,0.4384,0.4465,PREDICTIVE-FAILED
160,Projection-Neutral,PerturbationForecastingEvaluation,0.4134,0.3989,0.4043,0.4017,0.3939,0.3984,0.4017,PREDICTIVE-FAILED
192,Projection-Neutral,PerturbationForecastingEvaluation,0.3827,0.3654,0.3573,0.3631,0.352,0.3454,0.3527,PREDICTIVE-FAILED
256,Projection-Neutral,PerturbationForecastingEvaluation,0.3191,0.3021,0.3075,0.3052,0.2978,0.2913,0.2926,PREDICTIVE-FAILED
320,Projection-Neutral,PerturbationForecastingEvaluation,0.269,0.2573,0.2621,0.2638,0.2527,0.2544,0.2498,PREDICTIVE-FAILED
512,Projection-Neutral,PerturbationForecastingEvaluation,0.1894,0.1788,0.1831,0.1834,0.173,0.1714,0.1758,PREDICTIVE-FAILED
768,Projection-Neutral,PerturbationForecastingEvaluation,0.1346,0.1324,0.1257,0.1301,0.1261,0.1244,0.1265,PREDICTIVE-FAILED
1024,Projection-Neutral,PerturbationForecastingEvaluation,0.1027,0.1021,0.1,0.0995,0.0996,0.0966,0.1007,PREDICTIVE-FAILED
1536,Projection-Neutral,PerturbationForecastingEvaluation,0.0704,0.0712,0.0689,0.0705,0.0684,0.0666,0.0695,PREDICTIVE-FAILED
2048,Projection-Neutral,PerturbationForecastingEvaluation,0.0556,0.0541,0.0518,0.0525,0.0516,0.052,0.0528,PREDICTIVE-FAILED
3072,Projection-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,FutureStateReconstruction,0.96,0.9193,0.9015,0.9015,0.91,0.8729,0.9195,PREDICTIVE-STABLE
2,Projection-Neutral,FutureStateReconstruction,0.9564,0.9093,0.9013,0.9141,0.8901,0.8759,0.8854,PREDICTIVE-STABLE
4,Projection-Neutral,FutureStateReconstruction,0.9388,0.8923,0.8939,0.8975,0.8776,0.854,0.8978,PREDICTIVE-BOUNDED
6,Projection-Neutral,FutureStateReconstruction,0.9235,0.8718,0.8889,0.852,0.8789,0.8544,0.8529,PREDICTIVE-BOUNDED
8,Projection-Neutral,FutureStateReconstruction,0.9085,0.8951,0.8538,0.85,0.8847,0.8336,0.8615,PREDICTIVE-BOUNDED
12,Projection-Neutral,FutureStateReconstruction,0.8633,0.8405,0.8357,0.8375,0.8292,0.798,0.8503,PREDICTIVE-BOUNDED
16,Projection-Neutral,FutureStateReconstruction,0.8398,0.8393,0.831,0.8134,0.8197,0.7851,0.8175,PREDICTIVE-BOUNDED
20,Projection-Neutral,FutureStateReconstruction,0.8164,0.8089,0.8019,0.797,0.8087,0.7857,0.7724,PREDICTIVE-BOUNDED
24,Projection-Neutral,FutureStateReconstruction,0.7939,0.7964,0.7899,0.7513,0.7642,0.7499,0.7602,PREDICTIVE-PARTIAL
32,Projection-Neutral,FutureStateReconstruction,0.7665,0.7549,0.7231,0.7209,0.7442,0.7231,0.7236,PREDICTIVE-PARTIAL
40,Projection-Neutral,FutureStateReconstruction,0.7167,0.6937,0.6952,0.6992,0.7064,0.6652,0.7014,PREDICTIVE-DEGRADING
48,Projection-Neutral,FutureStateReconstruction,0.7024,0.6844,0.6627,0.6561,0.6553,0.6527,0.6694,PREDICTIVE-DEGRADING
64,Projection-Neutral,FutureStateReconstruction,0.6344,0.6158,0.6208,0.6113,0.6219,0.5953,0.5999,PREDICTIVE-DEGRADING
80,Projection-Neutral,FutureStateReconstruction,0.5817,0.5572,0.5563,0.5512,0.5574,0.5383,0.5629,PREDICTIVE-DEGRADING
96,Projection-Neutral,FutureStateReconstruction,0.5308,0.5187,0.5282,0.5157,0.5242,0.5078,0.5245,PREDICTIVE-FAILED
128,Projection-Neutral,FutureStateReconstruction,0.4725,0.4632,0.4561,0.4584,0.4599,0.4407,0.45,PREDICTIVE-FAILED
160,Projection-Neutral,FutureStateReconstruction,0.4191,0.4081,0.4063,0.3942,0.4057,0.3906,0.3989,PREDICTIVE-FAILED
192,Projection-Neutral,FutureStateReconstruction,0.3824,0.3639,0.3651,0.363,0.367,0.357,0.3559,PREDICTIVE-FAILED
256,Projection-Neutral,FutureStateReconstruction,0.3068,0.3041,0.3045,0.2986,0.2968,0.2877,0.3018,PREDICTIVE-FAILED
320,Projection-Neutral,FutureStateReconstruction,0.2685,0.2598,0.2606,0.2506,0.2543,0.2515,0.2576,PREDICTIVE-FAILED
512,Projection-Neutral,FutureStateReconstruction,0.1893,0.1841,0.1772,0.1769,0.1834,0.1704,0.1799,PREDICTIVE-FAILED
768,Projection-Neutral,FutureStateReconstruction,0.1324,0.1316,0.1308,0.128,0.1276,0.1253,0.1281,PREDICTIVE-FAILED
1024,Projection-Neutral,FutureStateReconstruction,0.1036,0.1002,0.0989,0.0994,0.099,0.0947,0.0984,PREDICTIVE-FAILED
1536,Projection-Neutral,FutureStateReconstruction,0.0719,0.069,0.0675,0.0674,0.0689,0.068,0.0668,PREDICTIVE-FAILED
2048,Projection-Neutral,FutureStateReconstruction,0.0537,0.0539,0.053,0.0527,0.0518,0.0508,0.0524,PREDICTIVE-FAILED
3072,Projection-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,AdaptivePredictiveModulation,0.941,0.9104,0.9258,0.92,0.88,0.8909,0.92,PREDICTIVE-STABLE
2,Projection-Neutral,AdaptivePredictiveModulation,0.9182,0.9251,0.9022,0.9087,0.8738,0.8696,0.92,PREDICTIVE-STABLE
4,Projection-Neutral,AdaptivePredictiveModulation,0.9185,0.8957,0.8835,0.8829,0.8772,0.8793,0.92,PREDICTIVE-BOUNDED
6,Projection-Neutral,AdaptivePredictiveModulation,0.9002,0.8862,0.884,0.8865,0.8497,0.8677,0.8733,PREDICTIVE-BOUNDED
8,Projection-Neutral,AdaptivePredictiveModulation,0.8824,0.8835,0.8751,0.8505,0.86,0.8502,0.8865,PREDICTIVE-BOUNDED
12,Projection-Neutral,AdaptivePredictiveModulation,0.8656,0.8566,0.8541,0.8278,0.8408,0.7959,0.8622,PREDICTIVE-BOUNDED
16,Projection-Neutral,AdaptivePredictiveModulation,0.852,0.8104,0.8218,0.8005,0.7885,0.7918,0.8124,PREDICTIVE-BOUNDED
20,Projection-Neutral,AdaptivePredictiveModulation,0.8272,0.797,0.803,0.7716,0.7936,0.7657,0.7947,PREDICTIVE-PARTIAL
24,Projection-Neutral,AdaptivePredictiveModulation,0.8045,0.7716,0.7661,0.7641,0.7445,0.738,0.7794,PREDICTIVE-PARTIAL
32,Projection-Neutral,AdaptivePredictiveModulation,0.7461,0.7272,0.747,0.7208,0.7026,0.7095,0.7572,PREDICTIVE-PARTIAL
40,Projection-Neutral,AdaptivePredictiveModulation,0.7113,0.7029,0.7118,0.705,0.684,0.6852,0.6932,PREDICTIVE-PARTIAL
48,Projection-Neutral,AdaptivePredictiveModulation,0.6772,0.6681,0.6592,0.6454,0.6631,0.636,0.6815,PREDICTIVE-DEGRADING
64,Projection-Neutral,AdaptivePredictiveModulation,0.6145,0.6158,0.5986,0.598,0.5848,0.5784,0.6092,PREDICTIVE-DEGRADING
80,Projection-Neutral,AdaptivePredictiveModulation,0.5797,0.5655,0.57,0.564,0.5459,0.553,0.5774,PREDICTIVE-DEGRADING
96,Projection-Neutral,AdaptivePredictiveModulation,0.5321,0.5301,0.515,0.5183,0.4999,0.5006,0.5204,PREDICTIVE-FAILED
128,Projection-Neutral,AdaptivePredictiveModulation,0.4745,0.4564,0.4528,0.4417,0.449,0.4333,0.4531,PREDICTIVE-FAILED
160,Projection-Neutral,AdaptivePredictiveModulation,0.4225,0.407,0.4075,0.4054,0.3995,0.3979,0.4075,PREDICTIVE-FAILED
192,Projection-Neutral,AdaptivePredictiveModulation,0.369,0.3642,0.3655,0.3606,0.3601,0.3445,0.3726,PREDICTIVE-FAILED
256,Projection-Neutral,AdaptivePredictiveModulation,0.3041,0.3068,0.3024,0.297,0.2966,0.2902,0.3082,PREDICTIVE-FAILED
320,Projection-Neutral,AdaptivePredictiveModulation,0.2649,0.2603,0.2523,0.2527,0.2567,0.2439,0.2585,PREDICTIVE-FAILED
512,Projection-Neutral,AdaptivePredictiveModulation,0.184,0.1857,0.1836,0.1758,0.1743,0.1757,0.1839,PREDICTIVE-FAILED
768,Projection-Neutral,AdaptivePredictiveModulation,0.1344,0.1281,0.1301,0.1289,0.1274,0.1268,0.1289,PREDICTIVE-FAILED
1024,Projection-Neutral,AdaptivePredictiveModulation,0.1013,0.102,0.0983,0.0991,0.0989,0.0973,0.1005,PREDICTIVE-FAILED
1536,Projection-Neutral,AdaptivePredictiveModulation,0.0722,0.0696,0.068,0.0692,0.0677,0.0658,0.0703,PREDICTIVE-FAILED
2048,Projection-Neutral,AdaptivePredictiveModulation,0.0534,0.0522,0.0518,0.0518,0.0524,0.05,0.0536,PREDICTIVE-FAILED
3072,Projection-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,RecursiveAnticipationPersistence,0.9448,0.94,0.9296,0.896,0.8806,0.8948,0.9147,PREDICTIVE-STABLE
2,Projection-Neutral,RecursiveAnticipationPersistence,0.94,0.909,0.9043,0.8914,0.8794,0.9,0.8817,PREDICTIVE-STABLE
4,Projection-Neutral,RecursiveAnticipationPersistence,0.9301,0.9072,0.9198,0.8877,0.8576,0.8659,0.8944,PREDICTIVE-STABLE
6,Projection-Neutral,RecursiveAnticipationPersistence,0.8997,0.8857,0.8848,0.8545,0.8773,0.8717,0.8683,PREDICTIVE-BOUNDED
8,Projection-Neutral,RecursiveAnticipationPersistence,0.8905,0.8711,0.891,0.8525,0.8359,0.8729,0.8761,PREDICTIVE-BOUNDED
12,Projection-Neutral,RecursiveAnticipationPersistence,0.8557,0.8511,0.8513,0.8215,0.8351,0.837,0.829,PREDICTIVE-BOUNDED
16,Projection-Neutral,RecursiveAnticipationPersistence,0.8468,0.8489,0.8104,0.8168,0.7974,0.8021,0.8182,PREDICTIVE-BOUNDED
20,Projection-Neutral,RecursiveAnticipationPersistence,0.8299,0.8162,0.8054,0.782,0.7803,0.7835,0.7787,PREDICTIVE-BOUNDED
24,Projection-Neutral,RecursiveAnticipationPersistence,0.7844,0.8059,0.7972,0.7528,0.7692,0.753,0.778,PREDICTIVE-PARTIAL
32,Projection-Neutral,RecursiveAnticipationPersistence,0.7469,0.7623,0.7443,0.7159,0.7169,0.7105,0.7365,PREDICTIVE-PARTIAL
40,Projection-Neutral,RecursiveAnticipationPersistence,0.7143,0.725,0.6949,0.6803,0.6692,0.6843,0.6941,PREDICTIVE-DEGRADING
48,Projection-Neutral,RecursiveAnticipationPersistence,0.6818,0.6832,0.6584,0.6457,0.6569,0.6542,0.6605,PREDICTIVE-DEGRADING
64,Projection-Neutral,RecursiveAnticipationPersistence,0.6243,0.6333,0.6092,0.6028,0.5988,0.6123,0.6072,PREDICTIVE-DEGRADING
80,Projection-Neutral,RecursiveAnticipationPersistence,0.5638,0.5772,0.5726,0.5455,0.5457,0.5585,0.5427,PREDICTIVE-DEGRADING
96,Projection-Neutral,RecursiveAnticipationPersistence,0.5323,0.5227,0.528,0.5072,0.5057,0.5216,0.506,PREDICTIVE-FAILED
128,Projection-Neutral,RecursiveAnticipationPersistence,0.4683,0.474,0.4612,0.4398,0.4455,0.4559,0.4501,PREDICTIVE-FAILED
160,Projection-Neutral,RecursiveAnticipationPersistence,0.4114,0.4066,0.3986,0.4068,0.4029,0.4037,0.3997,PREDICTIVE-FAILED
192,Projection-Neutral,RecursiveAnticipationPersistence,0.3758,0.3767,0.3677,0.3593,0.3468,0.3545,0.3575,PREDICTIVE-FAILED
256,Projection-Neutral,RecursiveAnticipationPersistence,0.3029,0.306,0.304,0.3016,0.2907,0.3024,0.2962,PREDICTIVE-FAILED
320,Projection-Neutral,RecursiveAnticipationPersistence,0.2621,0.2649,0.2636,0.2569,0.2544,0.2532,0.2554,PREDICTIVE-FAILED
512,Projection-Neutral,RecursiveAnticipationPersistence,0.1851,0.1861,0.1858,0.1756,0.1767,0.1763,0.1751,PREDICTIVE-FAILED
768,Projection-Neutral,RecursiveAnticipationPersistence,0.1292,0.1311,0.1311,0.1277,0.1259,0.1295,0.1263,PREDICTIVE-FAILED
1024,Projection-Neutral,RecursiveAnticipationPersistence,0.1017,0.1021,0.1015,0.098,0.0987,0.1,0.0992,PREDICTIVE-FAILED
1536,Projection-Neutral,RecursiveAnticipationPersistence,0.0713,0.0706,0.071,0.0693,0.0671,0.0691,0.0682,PREDICTIVE-FAILED
2048,Projection-Neutral,RecursiveAnticipationPersistence,0.0539,0.0538,0.0541,0.0513,0.0522,0.0517,0.0514,PREDICTIVE-FAILED
3072,Projection-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Neutral,NullPredictiveControl,0.7548,0.7581,0.7297,0.7672,0.7265,0.7029,0.7399,PREDICTIVE-PARTIAL
2,Projection-Neutral,NullPredictiveControl,0.7449,0.7666,0.7241,0.7608,0.7143,0.7025,0.7188,PREDICTIVE-PARTIAL
4,Projection-Neutral,NullPredictiveControl,0.7501,0.7565,0.7157,0.7421,0.709,0.7075,0.7328,PREDICTIVE-PARTIAL
6,Projection-Neutral,NullPredictiveControl,0.7188,0.7354,0.7281,0.7385,0.6893,0.7017,0.7253,PREDICTIVE-PARTIAL
8,Projection-Neutral,NullPredictiveControl,0.7156,0.7007,0.7204,0.7006,0.677,0.6699,0.6844,PREDICTIVE-PARTIAL
12,Projection-Neutral,NullPredictiveControl,0.6882,0.6869,0.6781,0.6983,0.6683,0.6699,0.6631,PREDICTIVE-DEGRADING
16,Projection-Neutral,NullPredictiveControl,0.6756,0.6785,0.6773,0.6824,0.6386,0.6255,0.6633,PREDICTIVE-DEGRADING
20,Projection-Neutral,NullPredictiveControl,0.6613,0.6544,0.6486,0.6608,0.6181,0.6329,0.6418,PREDICTIVE-DEGRADING
24,Projection-Neutral,NullPredictiveControl,0.633,0.6298,0.6131,0.6411,0.6104,0.606,0.628,PREDICTIVE-DEGRADING
32,Projection-Neutral,NullPredictiveControl,0.5973,0.5971,0.6134,0.6001,0.5783,0.5685,0.5748,PREDICTIVE-DEGRADING
40,Projection-Neutral,NullPredictiveControl,0.5826,0.5903,0.5602,0.5751,0.5599,0.5562,0.5619,PREDICTIVE-DEGRADING
48,Projection-Neutral,NullPredictiveControl,0.5325,0.5389,0.5556,0.5472,0.5342,0.5231,0.5283,PREDICTIVE-FAILED
64,Projection-Neutral,NullPredictiveControl,0.5037,0.4962,0.5069,0.4926,0.4713,0.4738,0.482,PREDICTIVE-FAILED
80,Projection-Neutral,NullPredictiveControl,0.4532,0.4737,0.4532,0.4601,0.4497,0.4337,0.4586,PREDICTIVE-FAILED
96,Projection-Neutral,NullPredictiveControl,0.4264,0.4303,0.4216,0.4329,0.4081,0.4116,0.408,PREDICTIVE-FAILED
128,Projection-Neutral,NullPredictiveControl,0.3733,0.3755,0.373,0.3709,0.365,0.3465,0.3562,PREDICTIVE-FAILED
160,Projection-Neutral,NullPredictiveControl,0.3295,0.325,0.3292,0.3364,0.3107,0.3226,0.3264,PREDICTIVE-FAILED
