depth,sector,condition,rg_similarity,representation_fidelity,internal_model_coherence,simulation_alignment,predictive_model_gain,recursive_representation_persistence,model_adaptation_strength,classification
320,Projection-Neutral,InternalModelExtraction,0.3274,0.3301,0.326,0.3162,0.3146,0.3123,0.3198,MODEL-FAILED
512,Projection-Neutral,InternalModelExtraction,0.2363,0.2341,0.2339,0.2284,0.2206,0.2264,0.2245,MODEL-FAILED
768,Projection-Neutral,InternalModelExtraction,0.1709,0.1667,0.1676,0.1614,0.1645,0.1635,0.1601,MODEL-FAILED
1024,Projection-Neutral,InternalModelExtraction,0.1325,0.1302,0.1337,0.1303,0.1274,0.1245,0.1276,MODEL-FAILED
1536,Projection-Neutral,InternalModelExtraction,0.0957,0.0923,0.0925,0.091,0.0872,0.09,0.0879,MODEL-FAILED
2048,Projection-Neutral,InternalModelExtraction,0.0721,0.0707,0.0708,0.0681,0.0684,0.067,0.0704,MODEL-FAILED
3072,Projection-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,RepresentationFidelityAnalysis,0.9572,0.94,0.93,0.92,0.91,0.9,0.9198,MODEL-STABLE
2,Projection-Neutral,RepresentationFidelityAnalysis,0.9455,0.94,0.93,0.913,0.91,0.8904,0.92,MODEL-STABLE
4,Projection-Neutral,RepresentationFidelityAnalysis,0.9535,0.9331,0.9147,0.8913,0.91,0.8722,0.92,MODEL-STABLE
6,Projection-Neutral,RepresentationFidelityAnalysis,0.9423,0.9206,0.9156,0.8797,0.8971,0.8699,0.9135,MODEL-STABLE
8,Projection-Neutral,RepresentationFidelityAnalysis,0.916,0.9356,0.9102,0.8964,0.8945,0.8781,0.8805,MODEL-STABLE
12,Projection-Neutral,RepresentationFidelityAnalysis,0.9134,0.906,0.8796,0.8531,0.8723,0.8457,0.8505,MODEL-BOUNDED
16,Projection-Neutral,RepresentationFidelityAnalysis,0.8878,0.879,0.8527,0.8402,0.8473,0.8471,0.8543,MODEL-BOUNDED
20,Projection-Neutral,RepresentationFidelityAnalysis,0.8737,0.8409,0.8417,0.8425,0.8141,0.8085,0.8467,MODEL-BOUNDED
24,Projection-Neutral,RepresentationFidelityAnalysis,0.8323,0.8565,0.837,0.7984,0.8168,0.805,0.8146,MODEL-BOUNDED
32,Projection-Neutral,RepresentationFidelityAnalysis,0.8122,0.8144,0.792,0.7724,0.7583,0.7748,0.7758,MODEL-PARTIAL
40,Projection-Neutral,RepresentationFidelityAnalysis,0.7752,0.7667,0.7468,0.7358,0.758,0.7466,0.7458,MODEL-PARTIAL
48,Projection-Neutral,RepresentationFidelityAnalysis,0.7482,0.7305,0.7212,0.7086,0.7033,0.721,0.712,MODEL-PARTIAL
64,Projection-Neutral,RepresentationFidelityAnalysis,0.6876,0.7012,0.6896,0.6629,0.6738,0.6526,0.6653,MODEL-DEGRADING
80,Projection-Neutral,RepresentationFidelityAnalysis,0.6469,0.644,0.6256,0.6262,0.6336,0.6054,0.6262,MODEL-DEGRADING
96,Projection-Neutral,RepresentationFidelityAnalysis,0.6092,0.6162,0.5876,0.5977,0.5909,0.5803,0.5828,MODEL-DEGRADING
128,Projection-Neutral,RepresentationFidelityAnalysis,0.5392,0.5528,0.5398,0.5224,0.5219,0.522,0.5182,MODEL-DEGRADING
160,Projection-Neutral,RepresentationFidelityAnalysis,0.4962,0.4802,0.4743,0.4646,0.4674,0.4649,0.4773,MODEL-FAILED
192,Projection-Neutral,RepresentationFidelityAnalysis,0.4505,0.441,0.4279,0.4251,0.428,0.4202,0.4397,MODEL-FAILED
256,Projection-Neutral,RepresentationFidelityAnalysis,0.3844,0.3793,0.3719,0.3615,0.3621,0.3507,0.372,MODEL-FAILED
320,Projection-Neutral,RepresentationFidelityAnalysis,0.3308,0.3334,0.3209,0.3155,0.3101,0.3079,0.324,MODEL-FAILED
512,Projection-Neutral,RepresentationFidelityAnalysis,0.2357,0.2363,0.2345,0.2273,0.2257,0.2267,0.2279,MODEL-FAILED
768,Projection-Neutral,RepresentationFidelityAnalysis,0.1755,0.1709,0.1653,0.1617,0.16,0.1595,0.1665,MODEL-FAILED
1024,Projection-Neutral,RepresentationFidelityAnalysis,0.1344,0.1331,0.1322,0.1272,0.1302,0.1247,0.1289,MODEL-FAILED
1536,Projection-Neutral,RepresentationFidelityAnalysis,0.096,0.0929,0.0914,0.0894,0.0909,0.0869,0.089,MODEL-FAILED
2048,Projection-Neutral,RepresentationFidelityAnalysis,0.074,0.0725,0.0705,0.0711,0.0689,0.0672,0.0706,MODEL-FAILED
3072,Projection-Neutral,RepresentationFidelityAnalysis,0.05,0.0501,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,SimulatedPerturbationEvaluation,0.96,0.94,0.93,0.92,0.8906,0.9,0.92,MODEL-STABLE
2,Projection-Neutral,SimulatedPerturbationEvaluation,0.9406,0.936,0.93,0.92,0.8882,0.8894,0.9056,MODEL-STABLE
4,Projection-Neutral,SimulatedPerturbationEvaluation,0.9217,0.94,0.9168,0.92,0.8824,0.8954,0.9035,MODEL-STABLE
6,Projection-Neutral,SimulatedPerturbationEvaluation,0.915,0.9274,0.8978,0.9196,0.867,0.8709,0.9034,MODEL-BOUNDED
8,Projection-Neutral,SimulatedPerturbationEvaluation,0.9314,0.9206,0.8881,0.9013,0.855,0.8462,0.8819,MODEL-BOUNDED
12,Projection-Neutral,SimulatedPerturbationEvaluation,0.8795,0.9023,0.8511,0.8851,0.8668,0.8432,0.8668,MODEL-BOUNDED
16,Projection-Neutral,SimulatedPerturbationEvaluation,0.8768,0.867,0.8373,0.859,0.8359,0.8235,0.8547,MODEL-BOUNDED
20,Projection-Neutral,SimulatedPerturbationEvaluation,0.8632,0.8479,0.8386,0.8249,0.8055,0.8186,0.8154,MODEL-BOUNDED
24,Projection-Neutral,SimulatedPerturbationEvaluation,0.8414,0.8224,0.818,0.8164,0.7983,0.7736,0.796,MODEL-BOUNDED
32,Projection-Neutral,SimulatedPerturbationEvaluation,0.8126,0.7829,0.768,0.7816,0.7747,0.7478,0.7668,MODEL-PARTIAL
40,Projection-Neutral,SimulatedPerturbationEvaluation,0.7792,0.762,0.7424,0.7607,0.7394,0.7212,0.7287,MODEL-PARTIAL
48,Projection-Neutral,SimulatedPerturbationEvaluation,0.7561,0.7302,0.7108,0.7196,0.6925,0.6902,0.7179,MODEL-PARTIAL
64,Projection-Neutral,SimulatedPerturbationEvaluation,0.6948,0.688,0.6663,0.6759,0.6529,0.6461,0.6589,MODEL-DEGRADING
80,Projection-Neutral,SimulatedPerturbationEvaluation,0.6459,0.6505,0.6202,0.6311,0.6088,0.6184,0.6128,MODEL-DEGRADING
96,Projection-Neutral,SimulatedPerturbationEvaluation,0.6076,0.61,0.5935,0.5934,0.5692,0.5673,0.5926,MODEL-DEGRADING
128,Projection-Neutral,SimulatedPerturbationEvaluation,0.5523,0.5466,0.5144,0.5215,0.5113,0.4976,0.5123,MODEL-FAILED
160,Projection-Neutral,SimulatedPerturbationEvaluation,0.4882,0.4818,0.4694,0.4783,0.4545,0.4557,0.471,MODEL-FAILED
192,Projection-Neutral,SimulatedPerturbationEvaluation,0.4414,0.4361,0.4234,0.4375,0.4156,0.4196,0.422,MODEL-FAILED
256,Projection-Neutral,SimulatedPerturbationEvaluation,0.3801,0.37,0.3731,0.3738,0.3529,0.3501,0.3561,MODEL-FAILED
320,Projection-Neutral,SimulatedPerturbationEvaluation,0.3266,0.3198,0.3133,0.3262,0.3173,0.3016,0.3171,MODEL-FAILED
512,Projection-Neutral,SimulatedPerturbationEvaluation,0.2328,0.2373,0.2268,0.2285,0.221,0.2227,0.2219,MODEL-FAILED
768,Projection-Neutral,SimulatedPerturbationEvaluation,0.1694,0.1695,0.1681,0.1664,0.1643,0.16,0.1644,MODEL-FAILED
1024,Projection-Neutral,SimulatedPerturbationEvaluation,0.1353,0.1302,0.1315,0.1334,0.1252,0.1238,0.1309,MODEL-FAILED
1536,Projection-Neutral,SimulatedPerturbationEvaluation,0.0941,0.0913,0.09,0.093,0.0883,0.0862,0.0881,MODEL-FAILED
2048,Projection-Neutral,SimulatedPerturbationEvaluation,0.0721,0.0722,0.0699,0.069,0.0682,0.0685,0.0703,MODEL-FAILED
3072,Projection-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,PredictiveModelAdaptationTracking,0.9357,0.94,0.915,0.9029,0.91,0.897,0.92,MODEL-STABLE
2,Projection-Neutral,PredictiveModelAdaptationTracking,0.946,0.9203,0.9232,0.92,0.9074,0.8963,0.92,MODEL-STABLE
4,Projection-Neutral,PredictiveModelAdaptationTracking,0.9339,0.931,0.8989,0.9045,0.9041,0.8952,0.9062,MODEL-BOUNDED
6,Projection-Neutral,PredictiveModelAdaptationTracking,0.9289,0.9168,0.8892,0.8703,0.8954,0.8573,0.8918,MODEL-BOUNDED
8,Projection-Neutral,PredictiveModelAdaptationTracking,0.9126,0.9131,0.8772,0.8915,0.9038,0.8553,0.8977,MODEL-BOUNDED
12,Projection-Neutral,PredictiveModelAdaptationTracking,0.8746,0.8632,0.8591,0.8681,0.8849,0.8553,0.8742,MODEL-BOUNDED
16,Projection-Neutral,PredictiveModelAdaptationTracking,0.8861,0.861,0.8503,0.8249,0.8381,0.8208,0.8649,MODEL-BOUNDED
20,Projection-Neutral,PredictiveModelAdaptationTracking,0.858,0.8448,0.8463,0.8203,0.8168,0.7958,0.8479,MODEL-BOUNDED
24,Projection-Neutral,PredictiveModelAdaptationTracking,0.8217,0.8133,0.7971,0.792,0.8085,0.7871,0.8296,MODEL-PARTIAL
32,Projection-Neutral,PredictiveModelAdaptationTracking,0.7842,0.7938,0.7682,0.7643,0.7955,0.7604,0.779,MODEL-PARTIAL
40,Projection-Neutral,PredictiveModelAdaptationTracking,0.7734,0.7494,0.7363,0.7574,0.753,0.7321,0.7455,MODEL-PARTIAL
48,Projection-Neutral,PredictiveModelAdaptationTracking,0.7309,0.7179,0.7243,0.7238,0.7183,0.7015,0.7153,MODEL-PARTIAL
64,Projection-Neutral,PredictiveModelAdaptationTracking,0.7002,0.6762,0.6763,0.6524,0.6592,0.6379,0.6862,MODEL-DEGRADING
80,Projection-Neutral,PredictiveModelAdaptationTracking,0.646,0.6306,0.6279,0.6086,0.6298,0.6089,0.6396,MODEL-DEGRADING
96,Projection-Neutral,PredictiveModelAdaptationTracking,0.5979,0.6066,0.5842,0.5731,0.5845,0.566,0.5857,MODEL-DEGRADING
128,Projection-Neutral,PredictiveModelAdaptationTracking,0.5439,0.5198,0.5325,0.5264,0.5291,0.5094,0.5305,MODEL-FAILED
160,Projection-Neutral,PredictiveModelAdaptationTracking,0.4937,0.4725,0.4723,0.4585,0.4693,0.4595,0.4725,MODEL-FAILED
192,Projection-Neutral,PredictiveModelAdaptationTracking,0.4357,0.4357,0.4405,0.4295,0.4333,0.4085,0.4417,MODEL-FAILED
256,Projection-Neutral,PredictiveModelAdaptationTracking,0.3769,0.3728,0.3597,0.3587,0.3725,0.3589,0.3733,MODEL-FAILED
320,Projection-Neutral,PredictiveModelAdaptationTracking,0.3202,0.3266,0.3136,0.3117,0.3239,0.309,0.3256,MODEL-FAILED
512,Projection-Neutral,PredictiveModelAdaptationTracking,0.2331,0.2314,0.2302,0.2234,0.2241,0.2235,0.2285,MODEL-FAILED
768,Projection-Neutral,PredictiveModelAdaptationTracking,0.1725,0.1641,0.1644,0.1659,0.1628,0.1607,0.1682,MODEL-FAILED
1024,Projection-Neutral,PredictiveModelAdaptationTracking,0.1313,0.132,0.1271,0.1282,0.1308,0.123,0.13,MODEL-FAILED
1536,Projection-Neutral,PredictiveModelAdaptationTracking,0.092,0.0924,0.0926,0.0903,0.0901,0.0892,0.0928,MODEL-FAILED
2048,Projection-Neutral,PredictiveModelAdaptationTracking,0.071,0.0711,0.0709,0.0677,0.0686,0.067,0.0716,MODEL-FAILED
3072,Projection-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,RecursiveSimulationPersistence,0.96,0.9271,0.93,0.9083,0.89,0.9,0.9027,MODEL-STABLE
2,Projection-Neutral,RecursiveSimulationPersistence,0.9522,0.9202,0.9181,0.9163,0.8999,0.9,0.92,MODEL-STABLE
4,Projection-Neutral,RecursiveSimulationPersistence,0.9122,0.91,0.9057,0.8881,0.8744,0.8887,0.916,MODEL-STABLE
6,Projection-Neutral,RecursiveSimulationPersistence,0.9279,0.9229,0.9013,0.9014,0.8889,0.897,0.8978,MODEL-STABLE
8,Projection-Neutral,RecursiveSimulationPersistence,0.9204,0.8809,0.8842,0.8796,0.8571,0.8652,0.875,MODEL-BOUNDED
12,Projection-Neutral,RecursiveSimulationPersistence,0.8769,0.8879,0.8507,0.8599,0.8477,0.8669,0.8638,MODEL-BOUNDED
16,Projection-Neutral,RecursiveSimulationPersistence,0.876,0.8741,0.864,0.8476,0.8438,0.8252,0.8465,MODEL-BOUNDED
20,Projection-Neutral,RecursiveSimulationPersistence,0.8458,0.8345,0.8315,0.8146,0.8079,0.8046,0.8158,MODEL-BOUNDED
24,Projection-Neutral,RecursiveSimulationPersistence,0.8194,0.8386,0.8224,0.7998,0.7956,0.8136,0.7971,MODEL-BOUNDED
32,Projection-Neutral,RecursiveSimulationPersistence,0.787,0.7918,0.7852,0.7621,0.7759,0.7555,0.7745,MODEL-PARTIAL
40,Projection-Neutral,RecursiveSimulationPersistence,0.7815,0.7626,0.7576,0.749,0.7397,0.7495,0.7314,MODEL-PARTIAL
48,Projection-Neutral,RecursiveSimulationPersistence,0.737,0.7437,0.7376,0.7104,0.7126,0.7192,0.706,MODEL-PARTIAL
64,Projection-Neutral,RecursiveSimulationPersistence,0.672,0.6933,0.6843,0.6774,0.6689,0.6716,0.6566,MODEL-DEGRADING
80,Projection-Neutral,RecursiveSimulationPersistence,0.6492,0.6326,0.618,0.632,0.6027,0.6287,0.6265,MODEL-DEGRADING
96,Projection-Neutral,RecursiveSimulationPersistence,0.611,0.5994,0.5835,0.5842,0.5816,0.5744,0.5815,MODEL-DEGRADING
128,Projection-Neutral,RecursiveSimulationPersistence,0.5369,0.5258,0.5264,0.5194,0.524,0.528,0.5133,MODEL-FAILED
160,Projection-Neutral,RecursiveSimulationPersistence,0.4787,0.4864,0.4796,0.4608,0.4677,0.4627,0.465,MODEL-FAILED
192,Projection-Neutral,RecursiveSimulationPersistence,0.4437,0.4327,0.4388,0.4225,0.4307,0.4199,0.434,MODEL-FAILED
256,Projection-Neutral,RecursiveSimulationPersistence,0.3696,0.3745,0.3697,0.3651,0.3564,0.3553,0.3566,MODEL-FAILED
320,Projection-Neutral,RecursiveSimulationPersistence,0.3213,0.3192,0.3115,0.3171,0.3164,0.3167,0.3169,MODEL-FAILED
512,Projection-Neutral,RecursiveSimulationPersistence,0.2354,0.2269,0.2248,0.2292,0.2256,0.2292,0.2215,MODEL-FAILED
768,Projection-Neutral,RecursiveSimulationPersistence,0.1675,0.1647,0.1633,0.1649,0.1629,0.1662,0.1621,MODEL-FAILED
1024,Projection-Neutral,RecursiveSimulationPersistence,0.1306,0.1308,0.1278,0.129,0.1248,0.1264,0.1287,MODEL-FAILED
1536,Projection-Neutral,RecursiveSimulationPersistence,0.0914,0.0929,0.0898,0.0886,0.0895,0.0892,0.0909,MODEL-FAILED
2048,Projection-Neutral,RecursiveSimulationPersistence,0.071,0.0694,0.0686,0.0675,0.0679,0.0699,0.0702,MODEL-FAILED
3072,Projection-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,ModelDrivenStabilizationTesting,0.9528,0.9236,0.93,0.9166,0.9095,0.9,0.9173,MODEL-STABLE
2,Projection-Neutral,ModelDrivenStabilizationTesting,0.9314,0.9263,0.93,0.8963,0.91,0.9,0.92,MODEL-STABLE
4,Projection-Neutral,ModelDrivenStabilizationTesting,0.9259,0.8996,0.9175,0.9104,0.8963,0.8968,0.9123,MODEL-BOUNDED
6,Projection-Neutral,ModelDrivenStabilizationTesting,0.9217,0.9177,0.9086,0.8893,0.8886,0.8849,0.9135,MODEL-STABLE
8,Projection-Neutral,ModelDrivenStabilizationTesting,0.9066,0.8943,0.879,0.8853,0.8752,0.8651,0.8869,MODEL-BOUNDED
12,Projection-Neutral,ModelDrivenStabilizationTesting,0.898,0.8756,0.8744,0.8525,0.8416,0.832,0.8669,MODEL-BOUNDED
16,Projection-Neutral,ModelDrivenStabilizationTesting,0.8557,0.8723,0.8406,0.8267,0.8557,0.8209,0.8419,MODEL-BOUNDED
20,Projection-Neutral,ModelDrivenStabilizationTesting,0.8495,0.8231,0.8277,0.8189,0.8189,0.8168,0.8216,MODEL-BOUNDED
24,Projection-Neutral,ModelDrivenStabilizationTesting,0.8346,0.8133,0.8294,0.7986,0.7891,0.7995,0.7993,MODEL-BOUNDED
32,Projection-Neutral,ModelDrivenStabilizationTesting,0.8016,0.8016,0.779,0.7561,0.7888,0.7571,0.7857,MODEL-PARTIAL
40,Projection-Neutral,ModelDrivenStabilizationTesting,0.7562,0.7543,0.7472,0.7359,0.7268,0.7282,0.7647,MODEL-PARTIAL
48,Projection-Neutral,ModelDrivenStabilizationTesting,0.7425,0.7345,0.7296,0.7287,0.7059,0.7012,0.7285,MODEL-PARTIAL
64,Projection-Neutral,ModelDrivenStabilizationTesting,0.6694,0.6711,0.6645,0.6554,0.6595,0.6458,0.6639,MODEL-DEGRADING
80,Projection-Neutral,ModelDrivenStabilizationTesting,0.6378,0.6321,0.6436,0.6226,0.6153,0.6069,0.6267,MODEL-DEGRADING
96,Projection-Neutral,ModelDrivenStabilizationTesting,0.6073,0.5958,0.6086,0.5803,0.5934,0.5746,0.5996,MODEL-DEGRADING
128,Projection-Neutral,ModelDrivenStabilizationTesting,0.531,0.533,0.5338,0.5236,0.53,0.5108,0.5317,MODEL-FAILED
160,Projection-Neutral,ModelDrivenStabilizationTesting,0.4711,0.4825,0.4726,0.4647,0.4785,0.4551,0.4728,MODEL-FAILED
192,Projection-Neutral,ModelDrivenStabilizationTesting,0.4456,0.4433,0.445,0.4241,0.4183,0.4243,0.4304,MODEL-FAILED
256,Projection-Neutral,ModelDrivenStabilizationTesting,0.3708,0.3637,0.3626,0.3579,0.3575,0.3549,0.3602,MODEL-FAILED
320,Projection-Neutral,ModelDrivenStabilizationTesting,0.3287,0.3152,0.3161,0.3102,0.3123,0.3115,0.3153,MODEL-FAILED
512,Projection-Neutral,ModelDrivenStabilizationTesting,0.2267,0.2345,0.231,0.2246,0.2254,0.2265,0.2284,MODEL-FAILED
768,Projection-Neutral,ModelDrivenStabilizationTesting,0.1657,0.166,0.1639,0.1667,0.1645,0.1597,0.1659,MODEL-FAILED
1024,Projection-Neutral,ModelDrivenStabilizationTesting,0.1311,0.1329,0.1331,0.1294,0.1271,0.1269,0.13,MODEL-FAILED
1536,Projection-Neutral,ModelDrivenStabilizationTesting,0.0928,0.0928,0.0909,0.0882,0.0902,0.0869,0.0909,MODEL-FAILED
2048,Projection-Neutral,ModelDrivenStabilizationTesting,0.0714,0.0695,0.0715,0.0685,0.07,0.068,0.0702,MODEL-FAILED
3072,Projection-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,NullRepresentationControl,0.7652,0.7696,0.7716,0.7482,0.7456,0.7448,0.7472,MODEL-PARTIAL
2,Projection-Neutral,NullRepresentationControl,0.7369,0.7638,0.746,0.7808,0.7116,0.714,0.7347,MODEL-PARTIAL
4,Projection-Neutral,NullRepresentationControl,0.7511,0.7345,0.7311,0.7537,0.7047,0.7276,0.7286,MODEL-PARTIAL
6,Projection-Neutral,NullRepresentationControl,0.7323,0.758,0.7284,0.7269,0.7062,0.7108,0.7301,MODEL-PARTIAL
8,Projection-Neutral,NullRepresentationControl,0.7269,0.731,0.724,0.7341,0.7149,0.7089,0.7333,MODEL-PARTIAL
12,Projection-Neutral,NullRepresentationControl,0.716,0.7104,0.6931,0.7205,0.6809,0.6706,0.6808,MODEL-DEGRADING
16,Projection-Neutral,NullRepresentationControl,0.6771,0.7024,0.7115,0.6913,0.6657,0.6588,0.679,MODEL-PARTIAL
20,Projection-Neutral,NullRepresentationControl,0.6836,0.6785,0.6875,0.6869,0.6575,0.6458,0.6826,MODEL-DEGRADING
24,Projection-Neutral,NullRepresentationControl,0.6521,0.6659,0.6546,0.6648,0.6315,0.634,0.6377,MODEL-DEGRADING
32,Projection-Neutral,NullRepresentationControl,0.6458,0.6473,0.6503,0.6298,0.6064,0.5961,0.6296,MODEL-DEGRADING
40,Projection-Neutral,NullRepresentationControl,0.6138,0.6156,0.6255,0.6068,0.6009,0.583,0.6152,MODEL-DEGRADING
48,Projection-Neutral,NullRepresentationControl,0.5813,0.5978,0.5913,0.6121,0.5879,0.5588,0.5804,MODEL-DEGRADING
64,Projection-Neutral,NullRepresentationControl,0.5406,0.5674,0.5417,0.5412,0.5306,0.5354,0.5305,MODEL-DEGRADING
80,Projection-Neutral,NullRepresentationControl,0.5208,0.51,0.5098,0.5314,0.5022,0.5014,0.5007,MODEL-FAILED
96,Projection-Neutral,NullRepresentationControl,0.4896,0.4815,0.4809,0.4871,0.4751,0.4621,0.4774,MODEL-FAILED
128,Projection-Neutral,NullRepresentationControl,0.427,0.4436,0.4353,0.4233,0.4191,0.4207,0.4197,MODEL-FAILED
160,Projection-Neutral,NullRepresentationControl,0.3919,0.3887,0.3962,0.3852,0.3816,0.3814,0.3784,MODEL-FAILED
192,Projection-Neutral,NullRepresentationControl,0.3545,0.3566,0.361,0.3515,0.34,0.3385,0.3393,MODEL-FAILED
256,Projection-Neutral,NullRepresentationControl,0.2999,0.3004,0.3002,0.3059,0.2866,0.2809,0.2935,MODEL-FAILED
320,Projection-Neutral,NullRepresentationControl,0.2637,0.2688,0.2539,0.2622,0.2531,0.247,0.2577,MODEL-FAILED
512,Projection-Neutral,NullRepresentationControl,0.182,0.1844,0.1826,0.1855,0.1769,0.1737,0.1878,MODEL-FAILED
768,Projection-Neutral,NullRepresentationControl,0.1315,0.1394,0.1381,0.1391,0.1336,0.1305,0.1346,MODEL-FAILED
1024,Projection-Neutral,NullRepresentationControl,0.1044,0.1056,0.1056,0.1099,0.1036,0.0993,0.105,MODEL-FAILED
1536,Projection-Neutral,NullRepresentationControl,0.0757,0.0765,0.0726,0.0753,0.0739,0.0721,0.072,MODEL-FAILED
2048,Projection-Neutral,NullRepresentationControl,0.0571,0.0564,0.0572,0.0589,0.0556,0.0538,0.0573,MODEL-FAILED
3072,Projection-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,InternalModelExtraction,0.96,0.9399,0.9167,0.92,0.91,0.8893,0.9123,MODEL-STABLE
2,Antisymmetry-Neutral,InternalModelExtraction,0.9407,0.9219,0.93,0.8947,0.898,0.894,0.9113,MODEL-STABLE
4,Antisymmetry-Neutral,InternalModelExtraction,0.96,0.9379,0.93,0.8931,0.8846,0.8793,0.9142,MODEL-STABLE
6,Antisymmetry-Neutral,InternalModelExtraction,0.9284,0.937,0.8898,0.9061,0.8782,0.8838,0.8999,MODEL-BOUNDED
8,Antisymmetry-Neutral,InternalModelExtraction,0.9277,0.9164,0.9007,0.8868,0.8775,0.862,0.8869,MODEL-STABLE
12,Antisymmetry-Neutral,InternalModelExtraction,0.8959,0.8814,0.8634,0.8529,0.8588,0.8433,0.876,MODEL-BOUNDED
16,Antisymmetry-Neutral,InternalModelExtraction,0.8848,0.865,0.8645,0.8373,0.8418,0.8385,0.8228,MODEL-BOUNDED
20,Antisymmetry-Neutral,InternalModelExtraction,0.8564,0.8524,0.8384,0.8217,0.8203,0.8147,0.8244,MODEL-BOUNDED
24,Antisymmetry-Neutral,InternalModelExtraction,0.8518,0.8327,0.8121,0.7999,0.7852,0.7909,0.8111,MODEL-BOUNDED
32,Antisymmetry-Neutral,InternalModelExtraction,0.8176,0.7902,0.7868,0.7656,0.7729,0.7776,0.7627,MODEL-PARTIAL
40,Antisymmetry-Neutral,InternalModelExtraction,0.7742,0.774,0.7566,0.7396,0.7254,0.7392,0.7291,MODEL-PARTIAL
48,Antisymmetry-Neutral,InternalModelExtraction,0.7578,0.7343,0.7417,0.7283,0.7001,0.6915,0.7031,MODEL-PARTIAL
64,Antisymmetry-Neutral,InternalModelExtraction,0.7089,0.6853,0.6873,0.6636,0.6528,0.668,0.6501,MODEL-DEGRADING
80,Antisymmetry-Neutral,InternalModelExtraction,0.6455,0.6394,0.638,0.6217,0.6255,0.6223,0.6278,MODEL-DEGRADING
96,Antisymmetry-Neutral,InternalModelExtraction,0.6213,0.6083,0.5994,0.5821,0.5689,0.5888,0.5777,MODEL-DEGRADING
128,Antisymmetry-Neutral,InternalModelExtraction,0.5399,0.5283,0.523,0.5303,0.5158,0.5215,0.5189,MODEL-FAILED
