depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
8,P-A-N,AdversarialRecursivePerturbation,0.9827,0.9827,0.0,1.0,0.9827,0.9817,0.0173,0.987,0.9567,0.9401,PERTURBATION-STABLE
12,P-A-N,AdversarialRecursivePerturbation,0.9793,0.9793,0.0,1.0,0.9793,0.9782,0.0207,0.9845,0.9567,0.9369,PERTURBATION-STABLE
16,P-A-N,AdversarialRecursivePerturbation,0.9769,0.9769,0.0,1.0,0.9769,0.9757,0.0231,0.9827,0.9567,0.9346,PERTURBATION-STABLE
20,P-A-N,AdversarialRecursivePerturbation,0.9751,0.9751,0.0,1.0,0.9751,0.9737,0.0249,0.9813,0.9567,0.9328,PERTURBATION-STABLE
24,P-A-N,AdversarialRecursivePerturbation,0.9735,0.9735,0.0,1.0,0.9735,0.9721,0.0265,0.9802,0.9567,0.9314,PERTURBATION-STABLE
32,P-A-N,AdversarialRecursivePerturbation,0.9712,0.9712,0.0,1.0,0.9712,0.9696,0.0288,0.9784,0.9567,0.9291,PERTURBATION-STABLE
40,P-A-N,AdversarialRecursivePerturbation,0.9693,0.9693,0.0,1.0,0.9693,0.9676,0.0307,0.977,0.9567,0.9273,PERTURBATION-STABLE
48,P-A-N,AdversarialRecursivePerturbation,0.9678,0.9678,0.0,1.0,0.9678,0.966,0.0322,0.9758,0.9567,0.9259,PERTURBATION-STABLE
64,P-A-N,AdversarialRecursivePerturbation,0.9654,0.9654,0.0,1.0,0.9654,0.9635,0.0346,0.974,0.9567,0.9236,PERTURBATION-STABLE
80,P-A-N,AdversarialRecursivePerturbation,0.9635,0.9635,0.0,1.0,0.9635,0.9615,0.0365,0.9726,0.9567,0.9218,PERTURBATION-STABLE
96,P-A-N,AdversarialRecursivePerturbation,0.962,0.962,0.0,1.0,0.962,0.9599,0.038,0.9715,0.9567,0.9204,PERTURBATION-STABLE
128,P-A-N,AdversarialRecursivePerturbation,0.9596,0.9596,0.0,1.0,0.9596,0.9574,0.0404,0.9697,0.9567,0.9181,PERTURBATION-STABLE
160,P-A-N,AdversarialRecursivePerturbation,0.9578,0.9578,0.0,1.0,0.9578,0.9554,0.0422,0.9683,0.9567,0.9163,PERTURBATION-STABLE
192,P-A-N,AdversarialRecursivePerturbation,0.9562,0.9562,0.0,1.0,0.9562,0.9538,0.0438,0.9672,0.9567,0.9148,PERTURBATION-STABLE
256,P-A-N,AdversarialRecursivePerturbation,0.9538,0.9538,0.0,1.0,0.9538,0.9513,0.0462,0.9654,0.9567,0.9125,PERTURBATION-STABLE
320,P-A-N,AdversarialRecursivePerturbation,0.952,0.952,0.0,1.0,0.952,0.9493,0.048,0.964,0.9567,0.9108,PERTURBATION-STABLE
512,P-A-N,AdversarialRecursivePerturbation,0.9481,0.9481,0.0,1.0,0.9481,0.9452,0.0519,0.9611,0.9567,0.907,PERTURBATION-STABLE
768,P-A-N,AdversarialRecursivePerturbation,0.9447,0.9447,0.0,1.0,0.9447,0.9417,0.0553,0.9585,0.9567,0.9038,PERTURBATION-STABLE
1024,P-A-N,AdversarialRecursivePerturbation,0.9423,0.9423,0.0,1.0,0.9423,0.9391,0.0577,0.9567,0.9567,0.9015,PERTURBATION-STABLE
1536,P-A-N,AdversarialRecursivePerturbation,0.9389,0.9389,0.0,1.0,0.9389,0.9356,0.0611,0.9542,0.9567,0.8983,PERTURBATION-STABLE
2048,P-A-N,AdversarialRecursivePerturbation,0.9365,0.9365,0.0,1.0,0.9365,0.933,0.0635,0.9524,0.9567,0.896,PERTURBATION-STABLE
3072,P-A-N,AdversarialRecursivePerturbation,0.9332,0.9332,0.0,1.0,0.9332,0.9295,0.0668,0.9499,0.9567,0.8927,PERTURBATION-STABLE
4096,P-A-N,AdversarialRecursivePerturbation,0.9308,0.9308,0.0,1.0,0.9308,0.927,0.0692,0.9481,0.9567,0.8905,PERTURBATION-STABLE
6144,P-A-N,AdversarialRecursivePerturbation,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.9455,0.9567,0.8872,PERTURBATION-STABLE
8192,P-A-N,AdversarialRecursivePerturbation,0.925,0.925,0.0,1.0,0.925,0.9209,0.075,0.9437,0.9567,0.8849,PERTURBATION-STABLE
12288,P-A-N,AdversarialRecursivePerturbation,0.9216,0.9216,0.0,1.0,0.9216,0.9173,0.0784,0.9412,0.9567,0.8817,PERTURBATION-STABLE
16384,P-A-N,AdversarialRecursivePerturbation,0.9192,0.9192,0.0,1.0,0.9192,0.9148,0.0808,0.9394,0.9566,0.8794,PERTURBATION-STABLE
24576,P-A-N,AdversarialRecursivePerturbation,0.9159,0.9159,0.0,1.0,0.9159,0.9112,0.0841,0.9369,0.9566,0.8761,PERTURBATION-STABLE
32768,P-A-N,AdversarialRecursivePerturbation,0.9135,0.9135,0.0,1.0,0.9135,0.9087,0.0865,0.9351,0.9566,0.8738,PERTURBATION-STABLE
65536,P-A-N,AdversarialRecursivePerturbation,0.9077,0.9077,0.0,1.0,0.9077,0.9026,0.0923,0.9308,0.9565,0.8682,PERTURBATION-STABLE
131072,P-A-N,AdversarialRecursivePerturbation,0.9019,0.9019,0.0,1.0,0.9019,0.8965,0.0981,0.9264,0.9562,0.8624,PERTURBATION-STABLE
262144,P-A-N,AdversarialRecursivePerturbation,0.8962,0.8962,0.0,1.0,0.8962,0.8904,0.1038,0.9221,0.9557,0.8565,PERTURBATION-STABLE
524288,P-A-N,AdversarialRecursivePerturbation,0.8904,0.8904,0.0,1.0,0.8904,0.8843,0.1096,0.9178,0.9547,0.8501,PERTURBATION-STABLE
1048576,P-A-N,AdversarialRecursivePerturbation,0.8846,0.8846,0.0,1.0,0.8846,0.8782,0.1154,0.9135,0.9528,0.8429,PERTURBATION-STABLE
2097152,P-A-N,AdversarialRecursivePerturbation,0.8788,0.8788,0.0,1.0,0.8788,0.8721,0.1212,0.9091,0.9489,0.834,PERTURBATION-STABLE
4194304,P-A-N,AdversarialRecursivePerturbation,0.8731,0.8731,0.0,1.0,0.8731,0.866,0.1269,0.9048,0.9413,0.8218,PERTURBATION-STABLE
8388608,P-A-N,AdversarialRecursivePerturbation,0.8673,0.8673,0.0,1.0,0.8673,0.8597,0.1327,0.9005,0.9263,0.8034,PERTURBATION-STABLE
16777216,P-A-N,AdversarialRecursivePerturbation,0.8615,0.8615,0.0,1.0,0.8615,0.8534,0.1385,0.8962,0.8979,0.7735,PERTURBATION-STABLE
33554432,P-A-N,AdversarialRecursivePerturbation,0.8558,0.8558,0.0,1.0,0.8558,0.8467,0.1442,0.8918,0.8458,0.7238,PERTURBATION-STABLE
67108864,P-A-N,AdversarialRecursivePerturbation,0.85,0.85,0.0,1.0,0.85,0.8394,0.15,0.8875,0.758,0.6443,PERTURBATION-STABLE
1,P-A-N,OperatorPhaseJitter,0.9333,0.9333,0.0,1.0,0.9333,0.9296,0.0667,0.9,0.9567,0.8928,PERTURBATION-STABLE
2,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9567,0.9567,PERTURBATION-STABLE
4,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9567,0.9567,PERTURBATION-STABLE
6,P-A-N,OperatorPhaseJitter,0.8258,0.8258,0.0,1.0,0.8258,0.8162,0.1742,0.9,0.9567,0.7901,PERTURBATION-STABLE
8,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9567,0.9567,PERTURBATION-STABLE
12,P-A-N,OperatorPhaseJitter,0.9568,0.9568,0.0,1.0,0.9568,0.9544,0.0432,0.9,0.9567,0.9154,PERTURBATION-STABLE
16,P-A-N,OperatorPhaseJitter,0.9,0.9,0.0,1.0,0.9,0.8944,0.1,0.9,0.9567,0.861,PERTURBATION-STABLE
20,P-A-N,OperatorPhaseJitter,0.9771,0.9771,0.0,1.0,0.9771,0.9759,0.0229,0.9,0.9567,0.9348,PERTURBATION-STABLE
24,P-A-N,OperatorPhaseJitter,0.9072,0.9072,0.0,1.0,0.9072,0.902,0.0928,0.9,0.9567,0.8679,PERTURBATION-STABLE
32,P-A-N,OperatorPhaseJitter,0.9143,0.9143,0.0,1.0,0.9143,0.9095,0.0857,0.9,0.9567,0.8747,PERTURBATION-STABLE
40,P-A-N,OperatorPhaseJitter,0.9611,0.9611,0.0,1.0,0.9611,0.959,0.0389,0.9,0.9567,0.9195,PERTURBATION-STABLE
48,P-A-N,OperatorPhaseJitter,0.9074,0.9074,0.0,1.0,0.9074,0.9023,0.0926,0.9,0.9567,0.8681,PERTURBATION-STABLE
64,P-A-N,OperatorPhaseJitter,0.9694,0.9694,0.0,1.0,0.9694,0.9677,0.0306,0.9,0.9567,0.9274,PERTURBATION-STABLE
80,P-A-N,OperatorPhaseJitter,0.9861,0.9861,0.0,1.0,0.9861,0.9853,0.0139,0.9,0.9567,0.9434,PERTURBATION-STABLE
96,P-A-N,OperatorPhaseJitter,0.9771,0.9771,0.0,1.0,0.9771,0.9758,0.0229,0.9,0.9567,0.9348,PERTURBATION-STABLE
128,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9567,0.9567,PERTURBATION-STABLE
160,P-A-N,OperatorPhaseJitter,0.8668,0.8668,0.0,1.0,0.8668,0.8595,0.1332,0.9,0.9567,0.8293,PERTURBATION-STABLE
192,P-A-N,OperatorPhaseJitter,0.967,0.967,0.0,1.0,0.967,0.9651,0.033,0.9,0.9567,0.9251,PERTURBATION-STABLE
256,P-A-N,OperatorPhaseJitter,0.9035,0.9035,0.0,1.0,0.9035,0.8982,0.0965,0.9,0.9567,0.8644,PERTURBATION-STABLE
320,P-A-N,OperatorPhaseJitter,0.9166,0.9166,0.0,1.0,0.9166,0.912,0.0834,0.9,0.9567,0.8769,PERTURBATION-STABLE
512,P-A-N,OperatorPhaseJitter,0.7816,0.7816,0.0,1.0,0.7816,0.7695,0.2184,0.9,0.9567,0.7477,PERTURBATION-BOUNDED
768,P-A-N,OperatorPhaseJitter,0.8894,0.8894,0.0,1.0,0.8894,0.8833,0.1106,0.9,0.9567,0.8509,PERTURBATION-STABLE
1024,P-A-N,OperatorPhaseJitter,0.7587,0.7587,0.0,1.0,0.7587,0.7454,0.2413,0.9,0.9567,0.7259,PERTURBATION-BOUNDED
1536,P-A-N,OperatorPhaseJitter,0.8264,0.8264,0.0,1.0,0.8264,0.8168,0.1736,0.9,0.9567,0.7906,PERTURBATION-STABLE
2048,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9567,0.9567,PERTURBATION-STABLE
3072,P-A-N,OperatorPhaseJitter,0.8354,0.8354,0.0,1.0,0.8354,0.8263,0.1646,0.9,0.9567,0.7992,PERTURBATION-STABLE
4096,P-A-N,OperatorPhaseJitter,0.746,0.746,0.0,1.0,0.746,0.732,0.254,0.9,0.9567,0.7137,PERTURBATION-BOUNDED
6144,P-A-N,OperatorPhaseJitter,0.711,0.711,0.0,1.0,0.711,0.6951,0.289,0.9,0.9567,0.6802,PERTURBATION-BOUNDED
8192,P-A-N,OperatorPhaseJitter,0.6849,0.6849,0.0,1.0,0.6849,0.6675,0.3151,0.9,0.9567,0.6552,PERTURBATION-BOUNDED
12288,P-A-N,OperatorPhaseJitter,0.9969,0.9969,0.0,1.0,0.9969,0.9967,0.0031,0.9,0.9567,0.9537,PERTURBATION-STABLE
16384,P-A-N,OperatorPhaseJitter,0.9069,0.9069,0.0,1.0,0.9069,0.9018,0.0931,0.9,0.9566,0.8676,PERTURBATION-STABLE
24576,P-A-N,OperatorPhaseJitter,0.9915,0.9915,0.0,1.0,0.9915,0.991,0.0085,0.9,0.9566,0.9485,PERTURBATION-STABLE
32768,P-A-N,OperatorPhaseJitter,0.8951,0.8951,0.0,1.0,0.8951,0.8893,0.1049,0.9,0.9566,0.8562,PERTURBATION-STABLE
65536,P-A-N,OperatorPhaseJitter,0.9695,0.9695,0.0,1.0,0.9695,0.9678,0.0305,0.9,0.9565,0.9273,PERTURBATION-STABLE
131072,P-A-N,OperatorPhaseJitter,0.979,0.979,0.0,1.0,0.979,0.9778,0.021,0.9,0.9562,0.9361,PERTURBATION-STABLE
262144,P-A-N,OperatorPhaseJitter,0.8682,0.8682,0.0,1.0,0.8682,0.8609,0.1318,0.9,0.9557,0.8298,PERTURBATION-STABLE
524288,P-A-N,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9547,0.9547,PERTURBATION-STABLE
1048576,P-A-N,OperatorPhaseJitter,0.9742,0.9742,0.0,1.0,0.9742,0.9728,0.0258,0.9,0.9528,0.9282,PERTURBATION-STABLE
2097152,P-A-N,OperatorPhaseJitter,0.7118,0.7118,0.0,1.0,0.7118,0.6958,0.2882,0.9,0.9489,0.6755,PERTURBATION-BOUNDED
4194304,P-A-N,OperatorPhaseJitter,0.8891,0.8891,0.0,1.0,0.8891,0.8829,0.1109,0.9,0.9413,0.8369,PERTURBATION-STABLE
8388608,P-A-N,OperatorPhaseJitter,0.8978,0.8978,0.0,1.0,0.8978,0.892,0.1022,0.9,0.9263,0.8317,PERTURBATION-STABLE
16777216,P-A-N,OperatorPhaseJitter,0.8516,0.8516,0.0,1.0,0.8516,0.8429,0.1484,0.9,0.8979,0.7646,PERTURBATION-STABLE
33554432,P-A-N,OperatorPhaseJitter,0.9481,0.9481,0.0,1.0,0.9481,0.9448,0.0519,0.9,0.8458,0.8019,PERTURBATION-STABLE
67108864,P-A-N,OperatorPhaseJitter,0.8734,0.8734,0.0,1.0,0.8734,0.8644,0.1266,0.9,0.758,0.662,PERTURBATION-STABLE
1,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9567,0.9017,PERTURBATION-STABLE
2,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9567,0.8439,PERTURBATION-STABLE
4,P-A-N,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9567,0.942,PERTURBATION-STABLE
6,P-A-N,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9567,0.8912,PERTURBATION-STABLE
8,P-A-N,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9567,0.853,PERTURBATION-STABLE
12,P-A-N,TransportDisruption,0.8851,0.8851,0.0,1.0,0.8851,0.8788,0.1149,0.94,0.9567,0.8468,PERTURBATION-STABLE
16,P-A-N,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9567,0.8779,PERTURBATION-STABLE
20,P-A-N,TransportDisruption,0.9586,0.9586,0.0,1.0,0.9586,0.9563,0.0414,0.94,0.9567,0.9171,PERTURBATION-STABLE
24,P-A-N,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9567,0.9542,PERTURBATION-STABLE
32,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9567,0.9017,PERTURBATION-STABLE
40,P-A-N,TransportDisruption,0.9057,0.9057,0.0,1.0,0.9057,0.9005,0.0943,0.94,0.9567,0.8664,PERTURBATION-STABLE
48,P-A-N,TransportDisruption,0.8867,0.8867,0.0,1.0,0.8867,0.8805,0.1133,0.94,0.9567,0.8483,PERTURBATION-STABLE
64,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9567,0.8439,PERTURBATION-STABLE
80,P-A-N,TransportDisruption,0.9003,0.9003,0.0,1.0,0.9003,0.8948,0.0997,0.94,0.9567,0.8613,PERTURBATION-STABLE
96,P-A-N,TransportDisruption,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.94,0.9567,0.8872,PERTURBATION-STABLE
128,P-A-N,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9567,0.942,PERTURBATION-STABLE
160,P-A-N,TransportDisruption,0.9673,0.9673,0.0,1.0,0.9673,0.9655,0.0327,0.94,0.9567,0.9254,PERTURBATION-STABLE
192,P-A-N,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9567,0.8912,PERTURBATION-STABLE
256,P-A-N,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9567,0.853,PERTURBATION-STABLE
320,P-A-N,TransportDisruption,0.8801,0.8801,0.0,1.0,0.8801,0.8735,0.1199,0.94,0.9567,0.842,PERTURBATION-STABLE
512,P-A-N,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9567,0.8779,PERTURBATION-STABLE
768,P-A-N,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9567,0.9542,PERTURBATION-STABLE
1024,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9567,0.9017,PERTURBATION-STABLE
1536,P-A-N,TransportDisruption,0.8867,0.8867,0.0,1.0,0.8867,0.8805,0.1133,0.94,0.9567,0.8483,PERTURBATION-STABLE
2048,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9567,0.8439,PERTURBATION-STABLE
3072,P-A-N,TransportDisruption,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.94,0.9567,0.8872,PERTURBATION-STABLE
4096,P-A-N,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9567,0.942,PERTURBATION-STABLE
6144,P-A-N,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9567,0.8912,PERTURBATION-STABLE
8192,P-A-N,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9567,0.8529,PERTURBATION-STABLE
12288,P-A-N,TransportDisruption,0.8851,0.8851,0.0,1.0,0.8851,0.8788,0.1149,0.94,0.9567,0.8467,PERTURBATION-STABLE
16384,P-A-N,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9566,0.8778,PERTURBATION-STABLE
24576,P-A-N,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9566,0.9541,PERTURBATION-STABLE
32768,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9566,0.9015,PERTURBATION-STABLE
65536,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9565,0.8437,PERTURBATION-STABLE
131072,P-A-N,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9562,0.9415,PERTURBATION-STABLE
262144,P-A-N,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9557,0.8521,PERTURBATION-STABLE
524288,P-A-N,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9547,0.8761,PERTURBATION-STABLE
1048576,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9528,0.898,PERTURBATION-STABLE
2097152,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8755,0.1179,0.94,0.9489,0.837,PERTURBATION-STABLE
4194304,P-A-N,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9413,0.9268,PERTURBATION-STABLE
8388608,P-A-N,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8854,0.1084,0.94,0.9263,0.8259,PERTURBATION-STABLE
16777216,P-A-N,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9128,0.0824,0.94,0.8979,0.8239,PERTURBATION-STABLE
33554432,P-A-N,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9389,0.0575,0.94,0.8458,0.7972,PERTURBATION-STABLE
67108864,P-A-N,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8737,0.1179,0.94,0.758,0.6686,PERTURBATION-STABLE
1,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9567,0.861,PERTURBATION-STABLE
2,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
4,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
6,P-A-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9567,0.878,PERTURBATION-STABLE
8,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9567,0.861,PERTURBATION-STABLE
12,P-A-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9567,0.8927,PERTURBATION-STABLE
16,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
20,P-A-N,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9567,0.9534,PERTURBATION-STABLE
24,P-A-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9567,0.9559,PERTURBATION-STABLE
32,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
40,P-A-N,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9567,0.9017,PERTURBATION-STABLE
48,P-A-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9567,0.878,PERTURBATION-STABLE
64,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9567,0.861,PERTURBATION-STABLE
80,P-A-N,RecursiveTimingDistortion,0.9109,0.9109,0.0,1.0,0.9109,0.906,0.0891,0.96,0.9567,0.8715,PERTURBATION-STABLE
96,P-A-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9567,0.8927,PERTURBATION-STABLE
128,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
160,P-A-N,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9567,0.9534,PERTURBATION-STABLE
192,P-A-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9567,0.9559,PERTURBATION-STABLE
256,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
320,P-A-N,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9567,0.9017,PERTURBATION-STABLE
512,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9567,0.861,PERTURBATION-STABLE
768,P-A-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9567,0.8927,PERTURBATION-STABLE
1024,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
1536,P-A-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9567,0.9559,PERTURBATION-STABLE
2048,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
3072,P-A-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9567,0.878,PERTURBATION-STABLE
4096,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9567,0.861,PERTURBATION-STABLE
6144,P-A-N,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9567,0.8926,PERTURBATION-STABLE
8192,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9567,0.9328,PERTURBATION-STABLE
12288,P-A-N,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9567,0.9559,PERTURBATION-STABLE
16384,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9566,0.9327,PERTURBATION-STABLE
24576,P-A-N,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9566,0.8779,PERTURBATION-STABLE
32768,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9566,0.8609,PERTURBATION-STABLE
65536,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9565,0.9325,PERTURBATION-STABLE
131072,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9562,0.9323,PERTURBATION-STABLE
262144,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9557,0.8601,PERTURBATION-STABLE
524288,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9547,0.9309,PERTURBATION-STABLE
1048576,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9528,0.929,PERTURBATION-STABLE
2097152,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8944,0.1,0.96,0.9489,0.854,PERTURBATION-STABLE
4194304,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9413,0.9177,PERTURBATION-STABLE
8388608,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9263,0.9032,PERTURBATION-STABLE
16777216,P-A-N,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8941,0.1,0.96,0.8979,0.8081,PERTURBATION-STABLE
33554432,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9734,0.025,0.96,0.8458,0.8247,PERTURBATION-STABLE
67108864,P-A-N,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9732,0.025,0.96,0.758,0.739,PERTURBATION-STABLE
1,P-A-N,BoundedStochasticCorruption,0.9829,0.9829,0.0,1.0,0.9829,0.982,0.0171,0.925,0.9567,0.9404,PERTURBATION-STABLE
2,P-A-N,BoundedStochasticCorruption,0.9096,0.9096,0.0,1.0,0.9096,0.9046,0.0904,0.925,0.9567,0.8702,PERTURBATION-STABLE
