depth,sector,condition,rg_similarity,wave_coherence,interference_stability,standing_mode_persistence,oscillatory_transport_alignment,recursive_mode_synchronization,interference_gain,classification
262144,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,RecursiveInterferenceCoherence,0.96,0.9598,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,RecursiveInterferenceCoherence,0.9414,0.9103,0.9251,0.8879,0.8791,0.8818,0.9127,WAVE-STABLE
4194304,P-A,RecursiveInterferenceCoherence,0.8594,0.8268,0.8264,0.8113,0.7933,0.8103,0.8125,WAVE-BOUNDED
1,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,StandingModePersistence,0.9408,0.9293,0.9233,0.93,0.9019,0.8734,0.8995,WAVE-STABLE
4194304,P-A,StandingModePersistence,0.8454,0.8198,0.8113,0.8169,0.7878,0.7814,0.8193,WAVE-BOUNDED
1,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,OscillatoryTransportStability,0.9311,0.9332,0.9147,0.8909,0.9099,0.8692,0.913,WAVE-STABLE
4194304,P-A,OscillatoryTransportStability,0.8496,0.819,0.834,0.816,0.8179,0.8043,0.7986,WAVE-BOUNDED
1,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,ConstructiveDestructiveInteraction,0.96,0.9575,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,ConstructiveDestructiveInteraction,0.9375,0.9324,0.9129,0.9071,0.884,0.8641,0.9255,WAVE-STABLE
4194304,P-A,ConstructiveDestructiveInteraction,0.8478,0.8358,0.8319,0.7954,0.8089,0.7732,0.8337,WAVE-BOUNDED
1,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,RecursiveModeSynchronization,0.96,0.9547,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,RecursiveModeSynchronization,0.922,0.9241,0.9009,0.9077,0.8999,0.8982,0.8897,WAVE-STABLE
4194304,P-A,RecursiveModeSynchronization,0.8416,0.8352,0.8213,0.8124,0.7811,0.8082,0.8171,WAVE-BOUNDED
1,P-A,NullWaveControl,0.7719,0.7353,0.7335,0.7264,0.7034,0.7248,0.7407,WAVE-PARTIAL
2,P-A,NullWaveControl,0.7673,0.7343,0.721,0.7266,0.7251,0.7056,0.7323,WAVE-PARTIAL
4,P-A,NullWaveControl,0.7517,0.7385,0.7377,0.7288,0.7227,0.7067,0.7405,WAVE-PARTIAL
6,P-A,NullWaveControl,0.7851,0.7369,0.7298,0.7245,0.7014,0.6925,0.7163,WAVE-PARTIAL
8,P-A,NullWaveControl,0.7598,0.727,0.7282,0.7428,0.6972,0.6895,0.7303,WAVE-PARTIAL
12,P-A,NullWaveControl,0.7631,0.7335,0.7506,0.7333,0.7156,0.7147,0.7099,WAVE-PARTIAL
16,P-A,NullWaveControl,0.7823,0.7295,0.7257,0.7107,0.7153,0.7096,0.7338,WAVE-PARTIAL
20,P-A,NullWaveControl,0.7766,0.7652,0.7376,0.7252,0.7325,0.6915,0.7373,WAVE-PARTIAL
24,P-A,NullWaveControl,0.7593,0.7351,0.7416,0.7348,0.6995,0.7156,0.7333,WAVE-PARTIAL
32,P-A,NullWaveControl,0.7515,0.7268,0.7278,0.7081,0.729,0.7017,0.7303,WAVE-PARTIAL
40,P-A,NullWaveControl,0.7804,0.7494,0.7159,0.7252,0.698,0.7188,0.7439,WAVE-PARTIAL
48,P-A,NullWaveControl,0.7689,0.7485,0.73,0.7282,0.7006,0.7087,0.719,WAVE-PARTIAL
64,P-A,NullWaveControl,0.7558,0.7394,0.7526,0.7235,0.73,0.7216,0.7113,WAVE-PARTIAL
80,P-A,NullWaveControl,0.7546,0.7393,0.7425,0.7166,0.7293,0.7184,0.7156,WAVE-PARTIAL
96,P-A,NullWaveControl,0.7615,0.747,0.7478,0.7154,0.707,0.7034,0.7369,WAVE-PARTIAL
128,P-A,NullWaveControl,0.768,0.7654,0.7489,0.7153,0.7338,0.6886,0.7104,WAVE-PARTIAL
160,P-A,NullWaveControl,0.7687,0.7292,0.7283,0.7153,0.7138,0.7007,0.7172,WAVE-PARTIAL
192,P-A,NullWaveControl,0.7812,0.7547,0.7501,0.7188,0.7103,0.706,0.7279,WAVE-PARTIAL
256,P-A,NullWaveControl,0.7511,0.7506,0.7423,0.7114,0.7286,0.7123,0.7304,WAVE-PARTIAL
320,P-A,NullWaveControl,0.7625,0.7593,0.7233,0.732,0.717,0.7022,0.7361,WAVE-PARTIAL
512,P-A,NullWaveControl,0.7577,0.7432,0.7263,0.7355,0.7316,0.6953,0.7311,WAVE-PARTIAL
768,P-A,NullWaveControl,0.753,0.7616,0.7443,0.7059,0.7297,0.7151,0.7189,WAVE-PARTIAL
1024,P-A,NullWaveControl,0.7625,0.7567,0.7441,0.732,0.6977,0.7018,0.7307,WAVE-PARTIAL
1536,P-A,NullWaveControl,0.777,0.7557,0.7426,0.713,0.7247,0.7061,0.7206,WAVE-PARTIAL
2048,P-A,NullWaveControl,0.7788,0.7636,0.7357,0.7212,0.7131,0.7136,0.7209,WAVE-PARTIAL
3072,P-A,NullWaveControl,0.7642,0.7632,0.74,0.7211,0.7318,0.6874,0.7103,WAVE-PARTIAL
4096,P-A,NullWaveControl,0.7707,0.7544,0.7412,0.7075,0.734,0.7062,0.7078,WAVE-PARTIAL
6144,P-A,NullWaveControl,0.7871,0.7467,0.7485,0.7281,0.7154,0.6909,0.7089,WAVE-PARTIAL
8192,P-A,NullWaveControl,0.7855,0.7563,0.7469,0.7437,0.7227,0.6883,0.7084,WAVE-PARTIAL
12288,P-A,NullWaveControl,0.7495,0.7594,0.7299,0.7422,0.7314,0.724,0.7113,WAVE-PARTIAL
16384,P-A,NullWaveControl,0.7607,0.7586,0.7253,0.7271,0.6971,0.6989,0.7239,WAVE-PARTIAL
24576,P-A,NullWaveControl,0.7877,0.7399,0.7426,0.7331,0.7193,0.7212,0.7231,WAVE-PARTIAL
32768,P-A,NullWaveControl,0.7827,0.7372,0.7165,0.7251,0.7034,0.7072,0.7404,WAVE-PARTIAL
65536,P-A,NullWaveControl,0.7513,0.7397,0.7228,0.7423,0.718,0.7146,0.7253,WAVE-PARTIAL
131072,P-A,NullWaveControl,0.7763,0.7475,0.7483,0.7125,0.725,0.7053,0.7371,WAVE-PARTIAL
262144,P-A,NullWaveControl,0.7411,0.7428,0.7236,0.6973,0.6966,0.6968,0.715,WAVE-PARTIAL
524288,P-A,NullWaveControl,0.7476,0.727,0.7002,0.7215,0.7104,0.6813,0.709,WAVE-PARTIAL
1048576,P-A,NullWaveControl,0.7129,0.6815,0.6746,0.6634,0.6529,0.6631,0.6673,WAVE-DEGRADING
2097152,P-A,NullWaveControl,0.6938,0.6598,0.6485,0.6587,0.6259,0.6387,0.6447,WAVE-DEGRADING
4194304,P-A,NullWaveControl,0.6097,0.581,0.5746,0.5659,0.5765,0.5706,0.5693,WAVE-DEGRADING
1,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
