recursive_closure,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence,operator_continuity,operator_reversibility,compositional_stability,transition_smoothness,null_observer_continuity,null_recursive_identity
0.3276,0.2819,1.0,0.0,0.3276,0.0,0.3276,1.0,0.3276,0.189337,0.9976,0.14482894608000002,0.3276
0.0066,0.2017,1.0,0.0,0.0066,0.0,0.0066,1.0,0.0066,0.000106,1.0,0.00221230548,0.0066
0.1531,0.2383,1.0,0.0,0.1531,0.0,0.1531,1.0,0.1531,0.103217,1.0,0.05878769013000001,0.1531
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.009168,1.0,0.0067932,0.02
0.0,0.1267,0.6333,0.0,0.0,0.0,0.0,0.6333,0.0,0.000166,0.9997,0.0,0.0
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.046512,0.9999,0.12987,0.3
0.032,0.208,1.0,0.0,0.032,0.0,0.032,1.0,0.032,0.016815,1.0,0.010996992,0.032
0.085,0.2146,0.9667,0.0,0.085,0.0,0.085,0.9667,0.085,0.050433,1.0,0.029768368500000003,0.085
0.0728,0.2182,1.0,0.0,0.0728,0.0,0.0728,1.0,0.0728,0.096931,0.9999,0.026007246720000005,0.0728
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.003,0.2007,1.0,0.0,0.003,0.0,0.003,1.0,0.003,0.001599,1.0,0.0010019970000000001,0.003
0.2,0.301,1.0,0.0,0.2,0.34,0.2,1.0,0.2,0.076072,0.9999,0.07992,0.2
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.9098,0.3941,0.8333,0.0,0.9098,0.0,0.9098,0.8333,0.9098,0.138713,0.9998,0.52809550254,0.9098
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.011676,1.0,0.0067932,0.02
0.1331,0.1799,0.7333,0.0,0.1331,0.0,0.1331,0.7333,0.1331,0.078817,0.9999,0.038400840719999996,0.1331
0.3963,0.2991,1.0,0.0,0.3963,0.0,0.3963,1.0,0.3963,0.268445,0.9996,0.18426677877,0.3963
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.027173,0.9999,0.07992,0.2
0.002,0.2005,1.0,0.0,0.002,0.0,0.002,1.0,0.002,0.000788,1.0,0.0006673320000000001,0.002
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.029816,1.0,0.1040625,0.25
0.0902,0.2226,1.0,0.0,0.0902,0.0,0.0902,1.0,0.0902,0.117494,0.9999,0.032745901320000007,0.0902
0.085,0.2213,1.0,0.0,0.085,0.0,0.085,1.0,0.085,0.016741,1.0,0.030710925000000003,0.085
0.3994,0.2998,1.0,0.0,0.3994,0.0,0.3994,1.0,0.3994,0.255883,0.9993,0.18612047988000002,0.3994
0.185,0.0596,0.0667,0.0,0.185,0.0,0.185,0.0667,0.185,0.046812,0.9999,0.0155059785,0.185
0.1841,0.066,0.1,0.0,0.1841,0.0,0.1841,0.1,0.1841,0.04703,0.9998,0.017416835730000003,0.1841
0.11,0.2275,1.0,0.0,0.11,0.0,0.11,1.0,0.11,0.028125,1.0,0.0406593,0.11
0.0433,0.2108,1.0,0.0,0.0433,0.0,0.0433,1.0,0.0433,0.006006,1.0,0.01504323837,0.0433
0.1192,0.2298,1.0,0.0,0.1192,0.0,0.1192,1.0,0.1192,0.004783,1.0,0.04442507712,0.1192
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.098339,0.9999,0.009585072,0.028
0.0,0.1333,0.6667,0.0,0.0,0.0,0.0,0.6667,0.0,0.000171,0.9997,0.0,0.0
1.0,0.847,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.132045,0.9998,0.9990000000000001,1.0
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4e-05,1.0,0.0,0.0
0.4575,0.3144,1.0,0.0,0.4575,0.0,0.4575,1.0,0.4575,0.319854,0.9989,0.22204648125000004,0.4575
0.04,0.1033,0.4667,0.0,0.04,0.0,0.04,0.4667,0.04,0.016244,0.9999,0.006749244000000001,0.04
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.6651,0.4113,1.0,0.0,0.6651,0.3,0.6651,1.0,0.6651,0.539723,0.9989,0.36878351733000003,0.6651
0.0757,0.1789,0.8,0.0,0.0757,0.0,0.0757,0.8,0.0757,0.035076,0.9998,0.02207473317,0.0757
0.1625,0.3306,1.0,0.0,0.1625,0.6,0.1625,1.0,0.1625,0.081589,1.0,0.06290578125000001,0.1625
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.027232,0.9999,0.07992,0.2
0.095,0.2238,1.0,0.0,0.095,0.0,0.095,1.0,0.095,0.039273,0.9998,0.034640325000000007,0.095
0.1575,0.2754,1.0,0.0,0.1575,0.24,0.1575,1.0,0.1575,0.062016,0.9999,0.06070798125,0.1575
0.022,0.2055,1.0,0.0,0.022,0.0,0.022,1.0,0.022,0.011293,1.0,0.007487172,0.022
0.1646,0.2345,0.9667,0.0,0.1646,0.0,0.1646,0.9667,0.1646,0.110379,1.0,0.06200858934,0.1646
0.1218,0.2304,1.0,0.0,0.1218,0.0,0.1218,1.0,0.1218,0.082336,1.0,0.04549953492,0.1218
0.028,0.187,0.9,0.0,0.028,0.0,0.028,0.9,0.028,0.01542,1.0,0.008652672,0.028
0.105,0.2263,1.0,0.0,0.105,0.0,0.105,1.0,0.105,0.093264,0.9999,0.038636325,0.105
0.0199,0.205,1.0,0.0,0.0199,0.0,0.0199,1.0,0.0199,0.000331,1.0,0.006758571330000001,0.0199
0.9977,0.7423,1.0,0.8,0.9977,0.02,0.9977,1.0,0.9977,0.122372,0.9998,0.9294913415700001,0.9977
0.0212,0.2053,1.0,0.0,0.0212,0.0,0.0212,1.0,0.0212,0.000304,1.0,0.00720926352,0.0212
0.0183,0.0446,0.2,0.0,0.0183,0.0,0.0183,0.2,0.0183,0.007693,0.9998,0.00133029837,0.0183
0.1465,0.21,0.8667,0.0,0.1465,0.0,0.1465,0.8667,0.1465,0.101692,0.9999,0.0494284554,0.1465
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.040181,0.9999,0.12987,0.3
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.020795,1.0,0.0574425,0.15
0.095,0.621,1.0,1.0,0.095,0.02,0.095,1.0,0.095,0.051889,1.0,0.06627532500000001,0.095
0.002,0.2005,1.0,0.0,0.002,0.0,0.002,1.0,0.002,0.000529,0.9999,0.0006673320000000001,0.002
0.312,0.278,1.0,0.0,0.312,0.0,0.312,1.0,0.312,0.106965,0.9998,0.136311552,0.312
0.9989,0.4497,1.0,0.0,0.9989,0.0,0.9989,1.0,0.9989,0.026831,0.9998,0.66490150293,0.9989
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,0.0,0.9999,0.00016658325000000002,0.0005
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.004,0.201,1.0,0.0,0.004,0.0,0.004,1.0,0.004,0.0014,1.0,0.001337328,0.004
0.1992,0.2498,1.0,0.0,0.1992,0.0,0.1992,1.0,0.1992,0.075014,0.9999,0.07954725312000001,0.1992
0.4,0.5944,0.8667,0.8,0.4,0.06,0.4,0.8667,0.4,0.067752,0.9999,0.2752844400000001,0.4
0.1498,0.2374,1.0,0.0,0.1498,0.0,0.1498,1.0,0.1498,0.105904,1.0,0.057355933320000003,0.1498
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.010334,1.0,0.0067932,0.02
0.125,0.0579,0.1333,0.0,0.125,0.0,0.125,0.1333,0.125,0.037273,0.9999,0.0107517375,0.125
0.0915,0.2029,0.9,0.0,0.0915,0.0,0.0915,0.9,0.0915,0.041383,0.9997,0.030210509250000003,0.0915
0.0212,0.2053,1.0,0.0,0.0212,0.0,0.0212,1.0,0.0212,0.078917,0.9999,0.00720926352,0.0212
0.4,0.28,0.9,0.0,0.4,0.0,0.4,0.9,0.4,0.028062,0.9999,0.17316000000000004,0.4
0.3314,0.2828,1.0,0.0,0.3314,0.0,0.3314,1.0,0.3314,0.212526,0.999,0.14692824468,0.3314
0.55,0.6202,0.4333,0.975,0.55,0.08,0.55,0.4333,0.55,0.071625,0.9996,0.35866264500000006,0.55
0.1799,0.664,1.0,1.0,0.1799,0.14,0.1799,1.0,0.1799,0.071859,0.9999,0.13059061533000002,0.1799
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000102,1.0,0.0,0.0
0.3,0.4433,0.9667,0.48,0.3,0.02,0.3,0.9667,0.3,0.05536,0.9998,0.17449533,0.3
0.7576,0.3894,1.0,0.0,0.7576,0.0,0.7576,1.0,0.7576,0.129868,0.9999,0.44340873408000003,0.7576
0.097,0.1576,0.6667,0.0,0.097,0.0,0.097,0.6667,0.097,0.036588,0.9995,0.024668273700000003,0.097
0.1442,0.2361,1.0,0.0,0.1442,0.0,0.1442,1.0,0.1442,0.013177,1.0,0.05494288212,0.1442
0.1216,0.2304,1.0,0.0,0.1216,0.0,0.1216,1.0,0.1216,0.10292,0.9999,0.045416724480000004,0.1216
0.65,0.6699,0.5,1.0,0.65,0.06,0.65,0.5,0.65,0.054181,0.9995,0.46536750000000005,0.65
0.0596,0.1416,0.6333,0.0,0.0596,0.0,0.0596,0.6333,0.0596,0.000475,0.9999,0.01375184772,0.0596
0.0011,0.1203,0.6,0.0,0.0011,0.0,0.0011,0.6,0.0011,0.004799,0.9999,0.00022018293000000002,0.0011
0.1556,0.2389,1.0,0.0,0.1556,0.0,0.1556,1.0,0.1556,0.008548,1.0,0.059877182880000004,0.1556
0.25,0.2492,0.9333,0.0,0.25,0.0,0.25,0.9333,0.25,0.04761,0.9998,0.098509725,0.25
0.5255,0.3314,1.0,0.0,0.5255,0.0,0.5255,1.0,0.5255,0.40043,0.998,0.26694953325,0.5255
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.009633,1.0,0.004727268000000001,0.014
0.9999,0.45,1.0,0.0,0.9999,0.0,0.9999,1.0,0.9999,0.040527,0.9999,0.66590010333,0.9999
0.4181,0.3045,1.0,0.0,0.4181,0.0,0.4181,1.0,0.4181,0.162732,1.0,0.19743823413000006,0.4181
0.9891,0.4473,1.0,0.0,0.9891,0.0,0.9891,1.0,0.9891,0.035643,0.9999,0.6551504637300001,0.9891
0.0066,0.2017,1.0,0.0,0.0066,0.0,0.0066,1.0,0.0066,0.000212,1.0,0.00221230548,0.0066
0.5903,0.3476,1.0,0.0,0.5903,0.0,0.5903,1.0,0.5903,0.178044,0.9998,0.31260511197000007,0.5903
0.3531,0.6903,1.0,1.0,0.3531,0.08,0.3531,1.0,0.3531,0.117433,0.9999,0.27668291013000007,0.3531
0.4556,0.3139,1.0,0.0,0.4556,0.0,0.4556,1.0,0.4556,0.342131,0.999,0.22083606288000002,0.4556
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.016425,0.9999,0.0574425,0.15
0.0364,0.2091,1.0,0.0,0.0364,0.0,0.0364,1.0,0.0364,0.067838,0.9999,0.012562411680000002,0.0364
0.095,0.2238,1.0,0.0,0.095,0.0,0.095,1.0,0.095,0.022674,1.0,0.034640325000000007,0.095
0.084,0.221,1.0,0.0,0.084,0.0,0.084,1.0,0.084,0.099152,0.9998,0.030321648000000003,0.084
0.9408,0.4352,1.0,0.0,0.9408,0.0,0.9408,1.0,0.9408,0.117091,0.9999,0.60802624512,0.9408
0.8,0.281,0.3,0.0,0.8,0.14,0.8,0.3,0.8,0.115473,0.9994,0.2930400000000001,0.8
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.010066,1.0,0.006101892,0.018
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4e-05,1.0,0.0,0.0
0.3846,0.2362,0.7,0.0,0.3846,0.0,0.3846,0.7,0.3846,0.319795,0.9906,0.13890667428,0.3846
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1051,0.2263,1.0,0.0,0.1051,0.0,0.1051,1.0,0.1051,0.099381,1.0,0.03867662133,0.1051
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.022354,1.0,0.0574425,0.15
0.032,0.208,1.0,0.0,0.032,0.0,0.032,1.0,0.032,0.017174,1.0,0.010996992,0.032
0.2387,0.2597,1.0,0.0,0.2387,0.0,0.2387,1.0,0.2387,0.142028,0.9998,0.09846067077000001,0.2387
0.9841,0.455,1.0,0.0,0.9841,0.06,0.9841,1.0,0.9841,0.184593,1.0,0.6502000857300001,0.9841
0.1175,0.2624,1.0,0.0,0.1175,0.22,0.1175,1.0,0.1175,0.066962,0.9999,0.04372498125,0.1175
0.0606,0.0351,0.1,0.0,0.0606,0.0,0.0606,0.1,0.0606,0.062281,0.9999,0.0032408758800000007,0.0606
0.5955,0.7768,1.0,1.0,0.5955,0.2,0.5955,1.0,0.5955,0.523084,0.999,0.5146915432500001,0.5955
0.0138,0.0701,0.3333,0.0,0.0138,0.0,0.0138,0.3333,0.0138,0.004411,1.0,0.0015950633400000002,0.0138
1.0,0.7465,0.9667,0.84,1.0,0.04,1.0,0.9667,1.0,0.126174,0.9989,0.9346311,1.0
0.1404,0.1218,0.4333,0.0,0.1404,0.0,0.1404,0.4333,0.1404,0.023161,0.9998,0.026822310840000002,0.1404
0.5217,0.3304,1.0,0.0,0.5217,0.0,0.5217,1.0,0.5217,0.350022,0.9988,0.26435900637000004,0.5217
0.0199,0.205,1.0,0.0,0.0199,0.0,0.0199,1.0,0.0199,0.001318,1.0,0.006758571330000001,0.0199
0.0659,0.1831,0.8333,0.0,0.0659,0.0,0.0659,0.8333,0.0659,0.020988,0.9998,0.01973267424,0.0659
0.5064,0.7246,1.0,1.0,0.5064,0.04,0.5064,1.0,0.5064,0.144661,0.9999,0.42265723968,0.5064
0.978,0.4445,1.0,0.0,0.978,0.0,0.978,1.0,0.978,0.137318,1.0,0.644183172,0.978
0.1036,0.2259,1.0,0.0,0.1036,0.0,0.1036,1.0,0.1036,0.112108,0.9999,0.03807287568000001,0.1036
0.5333,0.4833,1.0,0.0,0.5333,1.0,0.5333,1.0,0.5333,0.40935,0.991,0.27229706037,0.5333
0.8486,0.7987,0.9,1.0,0.8486,0.06,0.8486,0.9,0.8486,0.054507,0.9993,0.77670983268,0.8486
0.45,0.5319,0.1,1.0,0.45,0.02,0.45,0.1,0.45,0.056968,0.9999,0.23226750000000002,0.45
0.135,0.1004,0.3333,0.0,0.135,0.0,0.135,0.3333,0.135,0.047814,0.9999,0.021052426500000002,0.135
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.036347,0.9999,0.12987,0.3
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.031704,0.9999,0.12987,0.3
0.45,0.6519,0.8667,0.92,0.45,0.04,0.45,0.8667,0.45,0.065459,0.9999,0.33516949500000004,0.45
0.04,0.0967,0.4333,0.0,0.04,0.0,0.04,0.4333,0.04,0.011825,1.0,0.0063043560000000005,0.04
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.036306,0.9999,0.12987,0.3
0.8132,0.4033,1.0,0.0,0.8132,0.0,0.8132,1.0,0.8132,0.106205,0.9999,0.49100658192,0.8132
0.0015,0.2004,1.0,0.0,0.0015,0.0,0.0015,1.0,0.0015,0.000759,1.0,0.00050024925,0.0015
0.0675,0.0835,0.3333,0.0,0.0675,0.0,0.0675,0.3333,0.0675,0.034837,0.9999,0.009008982,0.0675
0.15,0.2375,1.0,0.0,0.15,0.0,0.15,1.0,0.15,0.026834,0.9998,0.0574425,0.15
0.5958,0.6551,0.5,1.0,0.5958,0.06,0.5958,0.5,0.5958,0.083919,0.9994,0.41580965412000004,0.5958
0.0474,0.2118,1.0,0.0,0.0474,0.0,0.0474,1.0,0.0474,0.100298,0.9997,0.01653237108,0.0474
0.3322,0.283,1.0,0.0,0.3322,0.0,0.3322,1.0,0.3322,0.100061,0.9974,0.14737142772,0.3322
0.095,0.2237,1.0,0.0,0.095,0.0,0.095,1.0,0.095,0.022113,1.0,0.034640325000000007,0.095
0.11,0.6368,1.0,1.0,0.11,0.12,0.11,1.0,0.11,0.0629,1.0,0.0772893,0.11
0.6268,0.3567,1.0,0.0,0.6268,0.0,0.6268,1.0,0.6268,0.390851,0.9858,0.33955285392000006,0.6268
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.008453,1.0,0.006101892,0.018
0.19,0.5362,1.0,0.72,0.19,0.04,0.19,1.0,0.19,0.061788,0.9998,0.1208457,0.19
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.031629,0.9999,0.1040625,0.25
0.022,0.1988,0.9667,0.0,0.022,0.0,0.022,0.9667,0.022,0.00905,1.0,0.0072432162,0.022
0.0317,0.2079,1.0,0.0,0.0317,0.0,0.0317,1.0,0.0317,0.065016,0.9999,0.01089072837,0.0317
0.3636,0.2909,1.0,0.0,0.3636,0.0,0.3636,1.0,0.3636,0.004961,1.0,0.16510305168,0.3636
0.89,0.3958,0.8667,0.0,0.89,0.0,0.89,0.8667,0.89,0.14421,0.9997,0.5206331790000001,0.89
0.105,0.2262,1.0,0.0,0.105,0.0,0.105,1.0,0.105,0.02143,1.0,0.038636325,0.105
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.00626,1.0,0.004043952000000001,0.012
0.235,0.3487,1.0,0.0,0.235,0.6,0.235,1.0,0.235,0.093865,0.9999,0.096644925,0.235
0.1523,0.2381,1.0,0.0,0.1523,0.0,0.1523,1.0,0.1523,0.001429,1.0,0.05843993157,0.1523
0.9998,0.45,1.0,0.0,0.9998,0.0,0.9998,1.0,0.9998,0.020701,1.0,0.6658002133200001,0.9998
0.215,0.2538,1.0,0.0,0.215,0.0,0.215,1.0,0.215,0.038842,0.9998,0.08698792500000001,0.215
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.008094,1.0,0.004727268000000001,0.014
0.3279,0.282,1.0,0.0,0.3279,0.0,0.3279,1.0,0.3279,0.131714,0.9961,0.14499433053000002,0.3279
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.002416,0.9998,0.666,1.0
0.7054,0.7693,1.0,1.0,0.7054,0.04,0.7054,1.0,0.7054,0.151338,0.9999,0.6354935902800001,0.7054
0.3,0.2683,0.9667,0.0,0.3,0.0,0.3,0.9667,0.3,0.040601,0.9998,0.12654333,0.3
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.034193,0.9999,0.07992,0.2
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3e-05,1.0,0.0,0.0
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.014163,1.0,0.008883108,0.026
0.6904,0.3726,1.0,0.0,0.6904,0.0,0.6904,1.0,0.6904,0.179487,0.9999,0.38862836928,0.6904
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.007728,1.0,0.004727268000000001,0.014
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.011954,1.0,0.006101892,0.018
0.6194,0.3549,1.0,0.0,0.6194,0.0,0.6194,1.0,0.6194,0.148771,1.0,0.33401776788,0.6194
0.9998,0.4619,1.0,0.0,0.9998,0.08,0.9998,1.0,0.9998,0.220535,0.9988,0.6658002133200001,0.9998
0.0722,0.2181,1.0,0.0,0.0722,0.0,0.0722,1.0,0.0722,0.005079,1.0,0.02577847572,0.0722
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.005799,1.0,0.0033633,0.01
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.034805,1.0,0.1040625,0.25
0.3189,0.2464,0.8333,0.0,0.3189,0.0,0.3189,0.8333,0.3189,0.08253,0.9999,0.12235638114000003,0.3189
0.9965,0.8381,1.0,1.0,0.9965,0.02,0.9965,1.0,0.9965,0.116939,0.9998,0.9943420792500002,0.9965
0.994,0.4485,1.0,0.0,0.994,0.0,0.994,1.0,0.994,0.039493,0.9998,0.6600179880000001,0.994
0.0827,0.2207,1.0,0.0,0.0827,0.0,0.0827,1.0,0.0827,0.133241,0.9998,0.02981658357,0.0827
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.4594,0.3148,1.0,0.0,0.4594,0.0,0.4594,1.0,0.4594,0.336883,0.9993,0.22325930388,0.4594
0.065,0.2162,1.0,0.0,0.065,0.0,0.065,1.0,0.065,0.025596,0.9998,0.023051925,0.065
0.0779,0.2195,1.0,0.0,0.0779,0.0,0.0779,1.0,0.0779,0.103875,1.0,0.02796148053,0.0779
0.125,0.2312,1.0,0.0,0.125,0.0,0.125,1.0,0.125,0.093245,0.9999,0.046828125000000005,0.125
0.5309,0.7198,0.9667,1.0,0.5309,0.02,0.5309,0.9667,0.5309,0.159929,0.9987,0.44154995472000014,0.5309
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.012333,1.0,0.008883108,0.026
0.016,0.204,1.0,0.0,0.016,0.0,0.016,1.0,0.016,0.009211,1.0,0.005413248,0.016
0.0386,0.2097,1.0,0.0,0.0386,0.0,0.0386,1.0,0.0386,0.075556,0.9999,0.013349956680000002,0.0386
0.3991,0.2998,1.0,0.0,0.3991,0.0,0.3991,1.0,0.3991,0.244756,0.9995,0.18594080973,0.3991
0.1404,0.2351,1.0,0.0,0.1404,0.0,0.1404,1.0,0.1404,0.0047,1.0,0.05331734928,0.1404
0.9789,0.8438,1.0,1.0,0.9789,0.02,0.9789,1.0,0.9789,0.203081,0.9999,0.9710430549300001,0.9789
0.65,0.7088,0.6667,1.0,0.65,0.1,0.65,0.6667,0.65,0.078014,0.9997,0.5014497150000001,0.65
0.0031,0.2008,1.0,0.0,0.0031,0.0,0.0031,1.0,0.0031,4e-06,1.0,0.00103550013,0.0031
0.445,0.7059,1.0,1.0,0.445,0.02,0.445,1.0,0.445,0.159789,0.9994,0.36231232500000005,0.445
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.5999,0.371,1.0,0.0,0.5999,0.14,0.5999,1.0,0.5999,0.481982,0.999,0.31960674333,0.5999
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
1.0,0.4583,0.9667,0.0,1.0,0.1,1.0,0.9667,1.0,0.232954,0.9991,0.6549111000000001,1.0
0.0596,0.1616,0.7333,0.0,0.0596,0.0,0.0596,0.7333,0.0596,0.06499,0.9998,0.015736527719999997,0.0596
0.445,0.5312,0.8333,0.625,0.445,0.06,0.445,0.8333,0.445,0.110207,0.9987,0.2820405105,0.445
0.369,0.436,0.4333,0.64,0.369,0.02,0.369,0.4333,0.369,0.109141,0.9995,0.17722549710000002,0.369
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.002217,0.9998,0.666,1.0
0.3393,0.2848,1.0,0.0,0.3393,0.0,0.3393,1.0,0.3393,0.109339,0.9999,0.15132335517,0.3393
0.8837,0.8119,1.0,1.0,0.8837,0.02,0.8837,1.0,0.8837,0.132586,0.9999,0.8485924547700001,0.8837
0.001,0.2002,1.0,0.0,0.001,0.0,0.001,1.0,0.001,0.000389,1.0,0.000333333,0.001
0.0471,0.2118,1.0,0.0,0.0471,0.0,0.0471,1.0,0.0471,0.099833,0.9998,0.01642303053,0.0471
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.5724,0.737,1.0,1.0,0.5724,0.02,0.5724,1.0,0.5724,0.127562,0.9999,0.49032310608000007,0.5724
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.006713,1.0,0.004043952000000001,0.012
0.35,0.2875,1.0,0.0,0.35,0.0,0.35,1.0,0.35,0.044268,0.9999,0.1573425,0.35
0.3074,0.2702,0.9667,0.0,0.3074,0.0,0.3074,0.9667,0.3074,0.112183,0.9999,0.13042222722000002,0.3074
0.064,0.216,1.0,0.0,0.064,0.0,0.064,1.0,0.064,0.002677,1.0,0.022675968,0.064
0.4647,0.3162,1.0,0.0,0.4647,0.0,0.4647,1.0,0.4647,0.328341,0.9995,0.22665514797,0.4647
0.004,0.181,0.9,0.0,0.004,0.0,0.004,0.9,0.004,0.001334,1.0,0.001204128,0.004
0.9523,0.4381,1.0,0.0,0.9523,0.0,0.9523,1.0,0.9523,0.049283,0.9996,0.6191053715700001,0.9523
0.9987,0.6006,0.0,0.9,0.9987,0.02,0.9987,0.0,0.9987,0.095018,0.9998,0.63144515277,0.9987
0.03,0.2008,0.9667,0.0,0.03,0.0,0.03,0.9667,0.03,0.016024,1.0,0.009957033,0.03
0.08,0.22,1.0,0.0,0.08,0.0,0.08,1.0,0.08,0.044746,1.0,0.0287712,0.08
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0861,0.0615,0.2,0.0,0.0861,0.0,0.0861,0.2,0.0861,0.000616,1.0,0.00820285893,0.0861
0.019,0.1914,0.9333,0.0,0.019,0.0,0.019,0.9333,0.019,0.006919,1.0,0.006025202100000001,0.019
0.45,0.2858,0.8667,0.0,0.45,0.0,0.45,0.8667,0.45,0.030847,0.9998,0.19730749500000003,0.45
0.2225,0.2556,1.0,0.0,0.2225,0.0,0.2225,1.0,0.2225,0.0018,1.0,0.09057808125000001,0.2225
0.45,0.1592,0.2333,0.0,0.45,0.0,0.45,0.2333,0.45,0.023063,0.9997,0.10239250500000001,0.45
0.0973,0.2243,1.0,0.0,0.0973,0.0,0.0973,1.0,0.0973,0.094156,1.0,0.035553507570000004,0.0973
0.1331,0.2199,0.9333,0.0,0.1331,0.0,0.1331,0.9333,0.1331,0.110737,0.9999,0.04726530072000001,0.1331
0.0559,0.034,0.1,0.0,0.0559,0.0,0.0559,0.1,0.0559,0.027355,0.9997,0.0029020317300000003,0.0559
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1e-05,1.0,0.0,0.0
0.0291,0.2073,1.0,0.0,0.0291,0.0,0.0291,1.0,0.0291,0.08909,0.9999,0.009972287730000001,0.0291
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.006669,1.0,0.0033633,0.01
0.0492,0.2123,1.0,0.0,0.0492,0.0,0.0492,1.0,0.0492,0.001057,1.0,0.017189673120000002,0.0492
0.024,0.206,1.0,0.0,0.024,0.0,0.024,1.0,0.024,0.01099,1.0,0.008183808,0.024
0.0821,0.2205,1.0,0.0,0.0821,0.0,0.0821,1.0,0.0821,0.083558,1.0,0.029583856530000004,0.0821
