domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
branching,63,CH,1.0,0.0,0.3987,0.290888,0.999,0.3987,0.0,0.0,0.0,0.2997,CH,op_diffusion,1.0,0.0,0.0,0.999,0.3987,0.3987,0.290888,0.0,,,,,,,0.3987,0.999,0.0,0.0,0.1159770456,0.12465616415045577,0.0,,0.39869999996013,0.9989999999001,0.0,0.0,0.14351857518737862,0.12465616402854476,0.0,,0.23798210558230762
branching,64,CH,1.0,0.0,0.4601,0.316827,0.9995,0.4601,0.0,0.0,0.0,0.315,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.4601,0.4601,0.316827,0.0,,,,,,,0.4601,0.9995,0.0,0.0,0.14577210270000002,0.14378594659367516,0.0,,0.46009999995399,0.99949999990005,0.0,0.0,0.18038918281922706,0.143785946472243,0.0,,0.25482501844935856
branching,65,CH,1.0,0.0,0.3953,0.342097,0.9986,0.3953,0.0,0.0,0.0,0.2988,CH,op_diffusion,1.0,0.0,0.0,0.9986,0.3953,0.3953,0.342097,0.0,,,,,,,0.3953,0.9986,0.0,0.0,0.1352309441,0.12353088283026625,0.0,,0.39529999996047,0.99859999990014,0.0,0.0,0.16734477342537207,0.12353088270832707,0.0,,0.2406822365706156
branching,66,CH,1.0,0.0,0.4655,0.315766,0.9995,0.4655,0.0,0.0,0.0,0.3164,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.4655,0.4655,0.315766,0.0,,,,,,,0.4655,0.9995,0.0,0.0,0.146989073,0.14553638420285875,0.0,,0.46549999995345004,0.99949999990005,0.0,0.0,0.18189515188920785,0.1455363840814704,0.0,,0.2560616479748826
branching,67,CG,1.0,0.85,0.5786,0.490991,0.9981,0.5786,0.2908,0.8395,0.32,0.7311,CG,op_diffusion,1.0,0.0,0.0,0.9981,0.5786,0.5786,0.490991,0.0,2.0,1.0,1.24,0.85,0.0,1.0,0.5786,0.9981,0.49180999999999997,0.4857347,0.2840873926,0.6640410102945686,0.185152,0.85,0.57859999994214,0.9980999999001899,0.491809999950819,0.4928253978511907,0.35155075389029783,0.6640410101861591,0.23143999997107,0.9499999999683334,0.594795895207525
branching,68,CH,1.0,0.0,0.3972,0.261903,0.9996,0.3972,0.0,0.0,0.0,0.2993,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3972,0.3972,0.261903,0.0,,,,,,,0.3972,0.9996,0.0,0.0,0.1040278716,0.12415603911926043,0.0,,0.39719999996028,0.99959999990004,0.0,0.0,0.1287317833849664,0.1241560389973369,0.0,,0.23566968889180334
branching,69,CH,1.0,0.0,0.3313,0.105772,0.9971,0.3313,0.0,0.0,0.0,0.2828,CH,op_diffusion,1.0,0.0,0.0,0.9971,0.3313,0.3313,0.105772,0.0,,,,,,,0.3313,0.9971,0.0,0.0,0.0350422636,0.1035258815824549,0.0,,0.33129999996687,0.99709999990029,0.0,0.0,0.04336388909714166,0.10352588146001497,0.0,,0.21075568148918805
branching,70,CG,1.0,0.34,0.5134,0.438589,0.9977,0.5134,0.1518,0.3364,0.04,0.4698,CG,op_diffusion,1.0,0.0,0.0,0.9977,0.5134,0.5134,0.438589,0.0,8.0,1.0,1.06,0.34,0.0,1.0,0.5134,0.9977,0.174556,0.17270776,0.2251715926,0.3373343336662499,0.020536,0.34,0.5133999999486599,0.9976999999002301,0.1745559999825444,0.17522892750711028,0.2786439848975157,0.33733433354966247,0.025669999996791246,0.7799999999739999,0.4103166557195642
branching,71,CH,1.0,0.0,0.5297,0.362874,0.9994,0.5297,0.0,0.0,0.0,0.3324,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.5297,0.5297,0.362874,0.0,,,,,,,0.5297,0.9994,0.0,0.0,0.19221435779999996,0.1655413854506701,0.0,,0.52969999994703,0.9993999999000599,0.0,0.0,0.23786026466958898,0.1655413853297825,0.0,,0.2760716642637802
branching,72,CG,1.0,1.0,0.4667,0.222388,0.9999,0.4667,1.4867,0.99,1.0,0.8652,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.4667,0.4667,0.222388,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4667,0.9999,0.4667,0.462033,0.1037884796,0.8317079270027873,0.4667,1.0,0.46669999995333,0.99989999990001,0.46669999995333,0.4687777032305479,0.12843554201605142,0.8317079268985748,0.5833749999270781,0.9999999999666667,0.6181995214806986
branching,73,CG,1.0,0.0,0.4,0.260187,0.9911,0.4,0.0,0.0,1.0,0.45,CG,op_diffusion,1.0,0.0,0.0,0.9911,0.4,0.4,0.260187,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.9911,0.0,0.0,0.10407480000000001,0.31257814462208333,0.4,-2.0,0.39999999996,0.9910999999008899,0.0,0.0,0.12878985605847676,0.31257814450487625,0.4999999999375,0.0,0.2915585000452179
branching,74,CL,0.9667,0.0,0.0,0.005663,0.9539,0.0,0.0,0.0,0.0,0.1933,CL,op_diffusion,0.9667,0.0333,0.004528,0.9539,0.0,0.0,0.005663,0.2108,,,,,,,0.0,0.92213513,0.0,0.0,0.0,0.03325831469951768,0.0,,0.0,0.9221351299077865,0.0,0.0,0.0,0.03325831457531886,0.0,,0.13648477778330076
branching,75,CH,0.7333,0.0,0.4878,0.405353,0.9718,0.4878,0.0,0.0,0.0,0.2686,CH,op_diffusion,0.7333,0.2667,0.027483,0.9718,0.4878,0.4878,0.405353,0.8366,,,,,,,0.35770374,0.71262094,0.0,0.0,0.1977311934,0.4192298075244776,0.0,,0.3577037399642296,0.7126209399287379,0.0,0.0,0.24468720512801204,0.41922980740994015,0.0,,0.24774881320441708
branching,76,CG,1.0,0.9,0.5893,0.446532,0.9977,0.5893,0.205,0.8905,0.18,0.7329,CG,op_diffusion,1.0,0.0,0.0,0.9977,0.5893,0.5893,0.446532,0.0,2.0,1.0,1.06,0.9,0.0,1.0,0.5893,0.9977,0.53037,0.52477165,0.2631413076,0.6662915729349475,0.106074,0.9,0.5892999999410701,0.9976999999002301,0.530369999946963,0.5324322046423198,0.3256305189041281,0.6662915728265942,0.13259249998342593,0.9666666666344444,0.592622932847397
branching,77,CH,1.0,0.0,0.3311,0.19843,0.9986,0.3311,0.0,0.0,0.0,0.2828,CH,op_diffusion,1.0,0.0,0.0,0.9986,0.3311,0.3311,0.19843,0.0,,,,,,,0.3311,0.9986,0.0,0.0,0.065700173,0.1035258815824549,0.0,,0.33109999996689,0.99859999990014,0.0,0.0,0.08130225399123535,0.10352588146001497,0.0,,0.21636116218832577
branching,78,CH,1.0,0.0,0.3996,0.249051,0.9996,0.3996,0.0,0.0,0.0,0.2999,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3996,0.3996,0.249051,0.0,,,,,,,0.3996,0.9996,0.0,0.0,0.0995207796,0.12490622666605333,0.0,,0.39959999996004003,0.99959999990004,0.0,0.0,0.12315437434913531,0.12490622654414858,0.0,,0.23532294296476627
branching,79,CH,1.0,0.0,0.5276,0.321992,0.9977,0.5276,0.0,0.0,0.0,0.3319,CH,op_diffusion,1.0,0.0,0.0,0.9977,0.5276,0.5276,0.321992,0.0,,,,,,,0.5276,0.9977,0.0,0.0,0.16988297919999998,0.16491622916167592,0.0,,0.5275999999472399,0.9976999999002301,0.0,0.0,0.21022576491094094,0.16491622904077266,0.0,,0.27149171339988337
branching,80,CH,1.0,0.0,0.4644,0.285264,0.9996,0.4644,0.0,0.0,0.0,0.3161,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.4644,0.4644,0.285264,0.0,,,,,,,0.4644,0.9996,0.0,0.0,0.1324766016,0.14516129042946235,0.0,,0.46439999995355996,0.99959999990004,0.0,0.0,0.16393634627383544,0.1451612903080646,0.0,,0.25329966234792856
branching,81,CH,1.0,0.0,0.466,0.313742,0.9994,0.466,0.0,0.0,0.0,0.3165,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.466,0.466,0.313742,0.0,,,,,,,0.466,0.9994,0.0,0.0,0.146203772,0.14566141546065758,0.0,,0.4659999999534,0.9993999999000599,0.0,0.0,0.1809233623421458,0.14566141533927235,0.0,,0.25599782536212545
branching,82,CH,0.9667,0.0,0.2449,0.178148,0.9567,0.2449,0.0,0.0,0.0,0.2546,CH,op_diffusion,0.9667,0.0333,0.004528,0.9567,0.2449,0.2449,0.178148,0.2108,,,,,,,0.23674483000000002,0.9248418899999999,0.0,0.0,0.043628445200000004,0.10990247573019485,0.0,,0.23674482997632554,0.9248418899075157,0.0,0.0,0.053989065339190095,0.10990247560791454,0.0,,0.1893540372615637
branching,83,CH,1.0,0.0,0.4636,0.287153,0.9994,0.4636,0.0,0.0,0.0,0.3159,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.4636,0.4636,0.287153,0.0,,,,,,,0.4636,0.9994,0.0,0.0,0.1331241308,0.14491122791386468,0.0,,0.46359999995364,0.9993999999000599,0.0,0.0,0.16473764680443131,0.14491122779246068,0.0,,0.2532355534929417
branching,84,CH,1.0,0.0,0.5302,0.367552,0.9993,0.5302,0.0,0.0,0.0,0.3325,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.5302,0.5302,0.367552,0.0,,,,,,,0.5302,0.9993,0.0,0.0,0.1948760704,0.16566641670846893,0.0,,0.53019999994698,0.99929999990007,0.0,0.0,0.24115406473092024,0.16566641658758446,0.0,,0.27661721159507924
branching,85,CG,1.0,1.0,0.4,0.199629,0.9999,0.4,1.2783,0.99,1.0,0.8485,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.4,0.4,0.199629,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.9999,0.4,0.396,0.07985160000000001,0.8108277069503843,0.4,1.0,0.39999999996,0.99989999990001,0.39999999996,0.401780761286092,0.09881427655915805,0.8108277068456491,0.4999999999375,0.9999999999666667,0.5764153430518846
branching,86,CL,0.7,0.0,0.0,0.005117,0.9891,0.0,0.0,0.0,0.0,0.14,CL,op_diffusion,0.7,0.3,0.038476,0.9891,0.0,0.0,0.005117,0.6513,,,,,,,0.0,0.6923699999999999,0.0,0.0,0.0,0.30007501884220134,0.0,,0.0,0.6923699999307629,0.0,0.0,0.0,0.3000750187246813,0.0,,0.1417778598079206
branching,87,CH,1.0,0.0,0.4556,0.342131,0.999,0.4556,0.0,0.0,0.0,0.3139,CH,op_diffusion,1.0,0.0,0.0,0.999,0.4556,0.4556,0.342131,0.0,,,,,,,0.4556,0.999,0.0,0.0,0.1558748836,0.1424106027578883,0.0,,0.45559999995444,0.9989999999001,0.0,0.0,0.1928911112197748,0.14241060263642172,0.0,,0.25570024481581954
branching,88,CH,1.0,0.0,0.5254,0.371946,0.9996,0.5254,0.0,0.0,0.0,0.3314,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.5254,0.5254,0.371946,0.0,,,,,,,0.5254,0.9996,0.0,0.0,0.19542042839999998,0.16429107287268174,0.0,,0.52539999994746,0.99959999990004,0.0,0.0,0.24182769358693804,0.16429107275176286,0.0,,0.2758741094551716
branching,89,CH,1.0,0.0,0.394,0.26303,0.9987,0.394,0.0,0.0,0.0,0.2985,CH,op_diffusion,1.0,0.0,0.0,0.9987,0.394,0.394,0.26303,0.0,,,,,,,0.394,0.9987,0.0,0.0,0.10363382,0.12315578905686975,0.0,,0.39399999996060003,0.99869999990013,0.0,0.0,0.1282441547866543,0.12315578893492118,0.0,,0.23487142051175794
branching,90,CH,1.0,0.0,0.5272,0.34141,0.9993,0.5272,0.0,0.0,0.0,0.3318,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.5272,0.5272,0.34141,0.0,,,,,,,0.5272,0.9993,0.0,0.0,0.179991352,0.16479119790387708,0.0,,0.52719999994728,0.99929999990007,0.0,0.0,0.2227346131421883,0.16479119778297072,0.0,,0.27343225868178705
branching,91,CH,1.0,0.0,0.3233,0.169213,0.9969,0.3233,0.0,0.0,0.0,0.2808,CH,op_diffusion,1.0,0.0,0.0,0.9969,0.3233,0.3233,0.169213,0.0,,,,,,,0.3233,0.9969,0.0,0.0,0.0547065629,0.10102525642647842,0.0,,0.32329999996766995,0.99689999990031,0.0,0.0,0.06769794764289726,0.1010252563039759,0.0,,0.2127033148306933
branching,92,CH,1.0,0.0,0.4622,0.338195,0.9997,0.4622,0.0,0.0,0.0,0.3156,CH,op_diffusion,1.0,0.0,0.0,0.9997,0.4622,0.4622,0.338195,0.0,,,,,,,0.4622,0.9997,0.0,0.0,0.156313729,0.14453613414046818,0.0,,0.46219999995377997,0.99969999990003,0.0,0.0,0.19343417097965832,0.1445361340190548,0.0,,0.2571243292646462
branching,93,CH,1.0,0.0,0.5264,0.351888,0.9994,0.5264,0.0,0.0,0.0,0.3316,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.5264,0.5264,0.351888,0.0,,,,,,,0.5264,0.9994,0.0,0.0,0.18523384319999997,0.16454113538827952,0.0,,0.52639999994736,0.9993999999000599,0.0,0.0,0.2292220595464651,0.16454113526736688,0.0,,0.27422331352303597
branching,94,CH,1.0,0.0,0.3968,0.27721,0.9995,0.3968,0.0,0.0,0.0,0.2992,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.3968,0.3968,0.27721,0.0,,,,,,,0.3968,0.9995,0.0,0.0,0.10999692800000001,0.1240310078614616,0.0,,0.39679999996032,0.99949999990005,0.0,0.0,0.13611833531262738,0.12403100773953493,0.0,,0.23663562041607605
branching,95,CH,1.0,0.0,0.3959,0.271757,0.9996,0.3959,0.0,0.0,0.0,0.299,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3959,0.3959,0.271757,0.0,,,,,,,0.3959,0.9996,0.0,0.0,0.1075885963,0.12378094534586381,0.0,,0.39589999996041,0.99959999990004,0.0,0.0,0.1331380875198469,0.12378094522393089,0.0,,0.23605986180060398
branching,96,CG,1.0,0.0,0.8,0.644234,0.9916,0.8,0.0,0.0,1.0,0.55,CG,op_diffusion,1.0,0.0,0.0,0.9916,0.8,0.8,0.644234,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.9916,0.0,0.0,0.5153872,0.4376094024209042,0.8,-2.0,0.79999999992,0.99159999990084,0.0,0.0,0.6377782450927734,0.4376094023068268,0.999999999875,0.0,0.48337345588693004
branching,97,CH,1.0,0.0,0.4648,0.304718,0.9997,0.4648,0.0,0.0,0.0,0.3162,CH,op_diffusion,1.0,0.0,0.0,0.9997,0.4648,0.4648,0.304718,0.0,,,,,,,0.4648,0.9997,0.0,0.0,0.1416329264,0.1452863216872612,0.0,,0.46479999995352,0.99969999990003,0.0,0.0,0.175267059885744,0.14528632156586657,0.0,,0.2550076259007372
branching,98,CH,1.0,0.0,0.3833,0.187088,0.9965,0.3833,0.0,0.0,0.0,0.2958,CH,op_diffusion,1.0,0.0,0.0,0.9965,0.3833,0.3833,0.187088,0.0,,,,,,,0.3833,0.9965,0.0,0.0,0.0717108304,0.11977994509630174,0.0,,0.38329999996166997,0.9964999999003501,0.0,0.0,0.08874028607357244,0.11977994497426868,0.0,,0.22690289012998016
branching,99,CG,1.0,0.0,0.6602,0.562574,0.9989,0.6602,0.0,0.0,0.34,0.416,CG,op_diffusion,1.0,0.0,0.0,0.9989,0.6602,0.6602,0.562574,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6602,0.9989,0.0,0.0,0.37141135480000004,0.27006751697048414,0.22446800000000003,-2.0,0.66019999993398,0.99889999990011,0.0,0.0,0.45961188417538,0.270067516852213,0.2805849999649269,0.0,0.33367055010332625
branching,100,CH,1.0,0.0,0.4609,0.296763,0.9994,0.4609,0.0,0.0,0.0,0.3152,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.4609,0.4609,0.296763,0.0,,,,,,,0.4609,0.9994,0.0,0.0,0.1367780667,0.14403600910927283,0.0,,0.46089999995390996,0.9993999999000599,0.0,0.0,0.16925929737313675,0.14403600898784694,0.0,,0.2533707580307077
branching,101,CH,1.0,0.0,0.399,0.253197,0.9994,0.399,0.0,0.0,0.0,0.2997,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.399,0.399,0.253197,0.0,,,,,,,0.399,0.9994,0.0,0.0,0.101025603,0.12465616415045577,0.0,,0.3989999999601,0.9993999999000599,0.0,0.0,0.12501655413789714,0.12465616402854476,0.0,,0.23543895971808598
branching,102,CH,1.0,0.0,0.3984,0.252967,0.9996,0.3984,0.0,0.0,0.0,0.2996,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3984,0.3984,0.252967,0.0,,,,,,,0.3984,0.9996,0.0,0.0,0.1007820528,0.12453113289265683,0.0,,0.39839999996015996,0.99959999990004,0.0,0.0,0.12471516710471509,0.12453113277074268,0.0,,0.2353208999622368
branching,103,CH,1.0,0.0,0.466,0.302252,0.9996,0.466,0.0,0.0,0.0,0.3165,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.466,0.466,0.302252,0.0,,,,,,,0.466,0.9996,0.0,0.0,0.14084943200000002,0.14566141546065758,0.0,,0.4659999999534,0.99959999990004,0.0,0.0,0.17429750595915833,0.14566141533927235,0.0,,0.2550798458788387
branching,104,CG,1.0,1.0,0.4,0.196109,0.9999,0.4,1.6689,0.99,1.0,0.8485,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.4,0.4,0.196109,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.9999,0.4,0.396,0.0784436,0.8108277069503843,0.4,1.0,0.39999999996,0.99989999990001,0.39999999996,0.401780761286092,0.09707191320769991,0.8108277068456491,0.4999999999375,0.9999999999666667,0.5761975476329522
branching,105,CG,1.0,0.0,0.6486,0.594955,0.9989,0.6486,0.0,0.0,0.26,0.4012,CG,op_diffusion,1.0,0.0,0.0,0.9989,0.6486,0.6486,0.594955,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6486,0.9989,0.0,0.0,0.38588781299999997,0.2515628908162588,0.16863599999999998,-2.0,0.64859999993514,0.99889999990011,0.0,0.0,0.47752612439313247,0.25156289069752447,0.2107949999736506,0.0,0.32342300186244466
branching,106,CH,1.0,0.0,0.3294,0.189501,0.9987,0.3294,0.0,0.0,0.0,0.2823,CH,op_diffusion,1.0,0.0,0.0,0.9987,0.3294,0.3294,0.189501,0.0,,,,,,,0.3294,0.9987,0.0,0.0,0.062421629400000005,0.10290072529346084,0.0,,0.32939999996706004,0.99869999990013,0.0,0.0,0.07724514162277113,0.10290072517100526,0.0,,0.2154636952372809
branching,107,CH,1.0,0.0,0.331,0.173705,0.9985,0.331,0.0,0.0,0.0,0.2828,CH,op_diffusion,1.0,0.0,0.0,0.9985,0.331,0.331,0.173705,0.0,,,,,,,0.331,0.9985,0.0,0.0,0.057496355,0.1035258815824549,0.0,,0.3309999999669,0.99849999990015,0.0,0.0,0.07115024275172356,0.10352588146001497,0.0,,0.21488230343982692
branching,108,CG,1.0,0.0,0.3333,0.237557,0.9919,0.3333,0.0,0.0,1.0,0.4333,CG,op_diffusion,1.0,0.0,0.0,0.9919,0.3333,0.3333,0.237557,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333,0.9919,0.0,0.0,0.07917774809999999,0.29169792456968024,0.3333,-2.0,0.33329999996667,0.99189999990081,0.0,0.0,0.09798040237246028,0.29169792445195053,0.41662499994792185,0.0,0.26643791582997656
branching,109,CH,0.9667,0.0,0.1744,0.238459,0.9557,0.1744,0.0,0.0,0.0,0.2369,CH,op_diffusion,0.9667,0.0333,0.004528,0.9557,0.1744,0.1744,0.238459,0.2108,,,,,,,0.16859248,0.92387519,0.0,0.0,0.0415872496,0.08777194309980352,0.0,,0.16859247998314075,0.9238751899076124,0.0,0.0,0.051463138914049744,0.08777194297696925,0.0,,0.1759575359688246
branching,110,CH,1.0,0.0,0.5953,0.408259,0.9993,0.5953,0.0,0.0,0.0,0.3488,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.5953,0.5953,0.408259,0.0,,,,,,,0.5953,0.9993,0.0,0.0,0.2430365827,0.18604651172967668,0.0,,0.59529999994047,0.99929999990007,0.0,0.0,0.3007514451421197,0.18604651160930236,0.0,,0.29734256522742314
branching,111,CH,1.0,0.0,0.3291,0.142883,0.9986,0.3291,0.0,0.0,0.0,0.2823,CH,op_diffusion,1.0,0.0,0.0,0.9986,0.3291,0.3291,0.142883,0.0,,,,,,,0.3291,0.9986,0.0,0.0,0.0470227953,0.10290072529346084,0.0,,0.32909999996709,0.99859999990014,0.0,0.0,0.05818948523710079,0.10290072517100526,0.0,,0.21268431575361943
branching,112,CH,1.0,0.0,0.4622,0.395068,0.9994,0.4622,0.0,0.0,0.0,0.3155,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.4622,0.4622,0.395068,0.0,,,,,,,0.4622,0.9994,0.0,0.0,0.18260042959999997,0.14441110288266934,0.0,,0.46219999995377997,0.9993999999000599,0.0,0.0,0.22596327876104505,0.14441110276125282,0.0,,0.2617106259108768
branching,113,CG,1.0,0.0,0.8667,0.59364,0.9914,0.8667,0.0,0.0,0.3,0.4617,CG,op_diffusion,1.0,0.0,0.0,0.9914,0.8667,0.8667,0.59364,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8667,0.9914,0.0,0.0,0.514507788,0.3272068017845454,0.26001,-2.0,0.86669999991333,0.9913999999008599,0.0,0.0,0.636689995632807,0.3272068016677045,0.3250124999593734,0.0,0.39337616213425936
branching,114,CG,1.0,1.0,0.9333,0.86585,0.9927,0.9333,5.9745,0.9466,0.12,0.8433,CG,op_diffusion,1.0,0.0,0.0,0.9927,0.9333,0.9333,0.86585,0.0,6.0,1.0,5.34,1.0,0.7219,2.0,0.9333,0.9927,0.9333,0.88346178,0.8080978050000001,0.8043260815448456,0.111996,0.2781,0.93329999990667,0.99269999990073,0.93329999990667,0.8963584508473887,0.9999999998762525,0.8043260814399477,0.13999499998250062,0.7593666666413545,0.8074182748126892
branching,115,CH,1.0,0.0,0.463,0.352969,0.9994,0.463,0.0,0.0,0.0,0.3158,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.463,0.463,0.352969,0.0,,,,,,,0.463,0.9994,0.0,0.0,0.163424647,0.14478619665606596,0.0,,0.4629999999537,0.9993999999000599,0.0,0.0,0.202233746916039,0.14478619653465882,0.0,,0.2584885633292082
branching,116,CH,1.0,0.0,0.3972,0.25171,0.9993,0.3972,0.0,0.0,0.0,0.2993,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.3972,0.3972,0.25171,0.0,,,,,,,0.3972,0.9993,0.0,0.0,0.099979212,0.12415603911926043,0.0,,0.39719999996028,0.99929999990007,0.0,0.0,0.12372167251169285,0.1241560389973369,0.0,,0.23491110162419712
branching,117,CH,1.0,0.0,0.3976,0.216246,0.9987,0.3976,0.0,0.0,0.0,0.2994,CH,op_diffusion,1.0,0.0,0.0,0.9987,0.3976,0.3976,0.216246,0.0,,,,,,,0.3976,0.9987,0.0,0.0,0.0859794096,0.12428107037705916,0.0,,0.39759999996024,0.99869999990013,0.0,0.0,0.10639728143966468,0.12428107025513875,0.0,,0.2324254787935962
branching,118,CH,1.0,0.0,0.4597,0.344085,0.9996,0.4597,0.0,0.0,0.0,0.3149,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.4597,0.4597,0.344085,0.0,,,,,,,0.4597,0.9996,0.0,0.0,0.15817587449999998,0.14366091533587633,0.0,,0.45969999995403,0.99959999990004,0.0,0.0,0.19573852756650678,0.14366091521444102,0.0,,0.2569570632335739
branching,119,CH,1.0,0.0,0.3305,0.198135,0.9986,0.3305,0.0,0.0,0.0,0.2826,CH,op_diffusion,1.0,0.0,0.0,0.9986,0.3305,0.3305,0.198135,0.0,,,,,,,0.3305,0.9986,0.0,0.0,0.06548361750000001,0.10327581906685723,0.0,,0.33049999996695,0.99859999990014,0.0,0.0,0.08103427219666384,0.10327581894441104,0.0,,0.216201441572595
branching,120,CH,1.0,0.0,0.4635,0.360639,0.9993,0.4635,0.0,0.0,0.0,0.3159,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.4635,0.4635,0.360639,0.0,,,,,,,0.4635,0.9993,0.0,0.0,0.1671561765,0.14491122791386468,0.0,,0.46349999995365004,0.99929999990007,0.0,0.0,0.20685141754507655,0.14491122779246068,0.0,,0.2592232350273225
branching,121,CH,1.0,0.0,0.4612,0.344497,0.9996,0.4612,0.0,0.0,0.0,0.3153,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.4612,0.4612,0.344497,0.0,,,,,,,0.4612,0.9996,0.0,0.0,0.1588820164,0.14416104036707178,0.0,,0.46119999995388,0.99959999990004,0.0,0.0,0.19661235978773478,0.144161040245649,0.0,,0.25736762855532913
branching,122,CG,1.0,0.12,0.5226,0.454457,0.998,0.5226,0.0476,0.1184,0.02,0.3814,CG,op_diffusion,1.0,0.0,0.0,0.998,0.5226,0.5226,0.454457,0.0,12.0,1.0,1.33,0.12,0.0,1.0,0.5226,0.998,0.06271199999999999,0.061875839999999994,0.23749922819999997,0.22680670177209217,0.010452,0.12,0.52259999994774,0.9979999999001999,0.06271199999372878,0.06277909621317278,0.2938991130790289,0.2268067016527381,0.013064999998366874,0.7066666666431112,0.3608160721785108
branching,123,CG,1.0,0.9,0.5859,0.550749,0.9989,0.5859,0.5526,0.889,0.2,0.7348,CG,op_diffusion,1.0,0.0,0.0,0.9989,0.5859,0.5859,0.550749,0.0,1.0,1.0,1.22,0.9,0.0,1.0,0.5859,0.9989,0.52731,0.5208651,0.32268383910000004,0.668667166833125,0.11718,0.9,0.58589999994141,0.99889999990011,0.5273099999472689,0.5284686272862537,0.39931285181509524,0.6686671667248313,0.1464749999816906,0.9666666666344444,0.6027125390288881
branching,124,CH,1.0,0.0,0.3906,0.197632,0.9979,0.3906,0.0,0.0,0.0,0.2976,CH,op_diffusion,1.0,0.0,0.0,0.9979,0.3906,0.3906,0.197632,0.0,,,,,,,0.3906,0.9979,0.0,0.0,0.0771950592,0.12203050773668045,0.0,,0.39059999996094,0.99789999990021,0.0,0.0,0.0955268764657111,0.12203050761470371,0.0,,0.22943676913450925
branching,125,CH,0.6667,0.0,0.3667,0.219103,0.9892,0.3667,0.0,0.0,0.0,0.225,CH,op_diffusion,0.6667,0.3333,0.045171,0.9892,0.3667,0.3667,0.219103,0.7312,,,,,,,0.24447889,0.6594996399999999,0.0,0.0,0.0803450701,0.4479869968182063,0.0,,0.24447888997555212,0.6594996399340499,0.0,0.0,0.09942493296347649,0.4479869967043887,0.0,,0.20734149422535245
branching,126,CH,1.0,0.0,0.5304,0.299739,0.999,0.5304,0.0,0.0,0.0,0.3326,CH,op_diffusion,1.0,0.0,0.0,0.999,0.5304,0.5304,0.299739,0.0,,,,,,,0.5304,0.999,0.0,0.0,0.15898156559999999,0.16579144796626777,0.0,,0.53039999994696,0.9989999999001,0.0,0.0,0.19673554933158915,0.16579144784538644,0.0,,0.27027528528914796
