depth,sector,condition,rg_similarity,identity_persistence,differentiation_coherence,lineage_stability,boundary_integrity,coexistence_stability,transport_identity_alignment,classification
32,Projection-Neutral,IdentityBoundaryStability,0.6945,0.6727,0.6564,0.6646,0.6474,0.6457,0.6577,IDENTITY-DEGRADING
40,Projection-Neutral,IdentityBoundaryStability,0.6535,0.6258,0.6301,0.5968,0.6256,0.6079,0.6147,IDENTITY-DEGRADING
48,Projection-Neutral,IdentityBoundaryStability,0.6025,0.5793,0.5892,0.5683,0.5686,0.5483,0.5786,IDENTITY-DEGRADING
64,Projection-Neutral,IdentityBoundaryStability,0.5394,0.5163,0.5236,0.5157,0.5133,0.498,0.5083,IDENTITY-FAILED
80,Projection-Neutral,IdentityBoundaryStability,0.4855,0.4612,0.4684,0.4636,0.4686,0.44,0.4664,IDENTITY-FAILED
96,Projection-Neutral,IdentityBoundaryStability,0.4409,0.436,0.4206,0.4246,0.4243,0.4039,0.4257,IDENTITY-FAILED
128,Projection-Neutral,IdentityBoundaryStability,0.3788,0.3598,0.3574,0.3617,0.3518,0.3448,0.3474,IDENTITY-FAILED
160,Projection-Neutral,IdentityBoundaryStability,0.3165,0.3208,0.3132,0.309,0.3075,0.2959,0.3095,IDENTITY-FAILED
192,Projection-Neutral,IdentityBoundaryStability,0.2879,0.2838,0.2696,0.2718,0.2794,0.265,0.274,IDENTITY-FAILED
256,Projection-Neutral,IdentityBoundaryStability,0.2338,0.227,0.2255,0.2224,0.2253,0.2133,0.2191,IDENTITY-FAILED
320,Projection-Neutral,IdentityBoundaryStability,0.1917,0.1889,0.1906,0.1872,0.1915,0.1835,0.1816,IDENTITY-FAILED
512,Projection-Neutral,IdentityBoundaryStability,0.1329,0.1281,0.1282,0.1274,0.1258,0.1222,0.1264,IDENTITY-FAILED
768,Projection-Neutral,IdentityBoundaryStability,0.0934,0.0903,0.09,0.0879,0.0877,0.0868,0.0891,IDENTITY-FAILED
1024,Projection-Neutral,IdentityBoundaryStability,0.0719,0.0694,0.0669,0.0663,0.0685,0.0673,0.0677,IDENTITY-FAILED
1536,Projection-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Neutral,TransportIdentityPreservation,0.9247,0.9215,0.8986,0.8911,0.8871,0.8568,0.92,IDENTITY-BOUNDED
2,Projection-Neutral,TransportIdentityPreservation,0.9145,0.9046,0.8852,0.8823,0.8776,0.8787,0.8992,IDENTITY-BOUNDED
4,Projection-Neutral,TransportIdentityPreservation,0.905,0.8863,0.858,0.8617,0.8676,0.8385,0.8721,IDENTITY-BOUNDED
6,Projection-Neutral,TransportIdentityPreservation,0.8768,0.8585,0.8654,0.8606,0.8487,0.8363,0.866,IDENTITY-BOUNDED
8,Projection-Neutral,TransportIdentityPreservation,0.8676,0.8273,0.8391,0.8321,0.8013,0.8142,0.8589,IDENTITY-BOUNDED
12,Projection-Neutral,TransportIdentityPreservation,0.8366,0.8216,0.7862,0.7865,0.7741,0.7861,0.8173,IDENTITY-PARTIAL
16,Projection-Neutral,TransportIdentityPreservation,0.7757,0.7686,0.7826,0.7514,0.7509,0.7339,0.7598,IDENTITY-PARTIAL
20,Projection-Neutral,TransportIdentityPreservation,0.7665,0.7506,0.7304,0.7296,0.7217,0.7193,0.7363,IDENTITY-PARTIAL
24,Projection-Neutral,TransportIdentityPreservation,0.7352,0.7244,0.7069,0.6937,0.6831,0.6844,0.7273,IDENTITY-PARTIAL
32,Projection-Neutral,TransportIdentityPreservation,0.67,0.6765,0.6727,0.6418,0.6487,0.6505,0.6671,IDENTITY-DEGRADING
40,Projection-Neutral,TransportIdentityPreservation,0.6417,0.6365,0.6204,0.5979,0.6087,0.5901,0.637,IDENTITY-DEGRADING
48,Projection-Neutral,TransportIdentityPreservation,0.5967,0.583,0.5839,0.5637,0.5756,0.5475,0.5805,IDENTITY-DEGRADING
64,Projection-Neutral,TransportIdentityPreservation,0.5376,0.5206,0.5051,0.5107,0.5091,0.5029,0.5128,IDENTITY-FAILED
80,Projection-Neutral,TransportIdentityPreservation,0.4854,0.463,0.4547,0.4537,0.4569,0.4512,0.4742,IDENTITY-FAILED
96,Projection-Neutral,TransportIdentityPreservation,0.4308,0.434,0.4177,0.4125,0.4104,0.4,0.433,IDENTITY-FAILED
128,Projection-Neutral,TransportIdentityPreservation,0.3646,0.3633,0.3622,0.3507,0.3521,0.3512,0.3618,IDENTITY-FAILED
160,Projection-Neutral,TransportIdentityPreservation,0.3243,0.3108,0.3066,0.3037,0.3015,0.2967,0.3197,IDENTITY-FAILED
192,Projection-Neutral,TransportIdentityPreservation,0.2791,0.2829,0.2743,0.2777,0.2703,0.2685,0.2724,IDENTITY-FAILED
256,Projection-Neutral,TransportIdentityPreservation,0.2262,0.2296,0.2224,0.2161,0.2205,0.2164,0.2275,IDENTITY-FAILED
320,Projection-Neutral,TransportIdentityPreservation,0.1975,0.1903,0.1902,0.1818,0.1848,0.1854,0.1884,IDENTITY-FAILED
512,Projection-Neutral,TransportIdentityPreservation,0.1316,0.1306,0.1267,0.1258,0.1245,0.1206,0.1287,IDENTITY-FAILED
768,Projection-Neutral,TransportIdentityPreservation,0.0936,0.0898,0.0869,0.0896,0.0852,0.0873,0.0905,IDENTITY-FAILED
1024,Projection-Neutral,TransportIdentityPreservation,0.0705,0.07,0.0671,0.0689,0.0678,0.0656,0.0685,IDENTITY-FAILED
1536,Projection-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Neutral,CompositeIdentityCoexistence,0.9417,0.9042,0.8897,0.8935,0.8921,0.9,0.9099,IDENTITY-BOUNDED
2,Projection-Neutral,CompositeIdentityCoexistence,0.9124,0.9076,0.8764,0.9005,0.8582,0.8998,0.8919,IDENTITY-BOUNDED
4,Projection-Neutral,CompositeIdentityCoexistence,0.883,0.8749,0.8918,0.8648,0.8598,0.8612,0.8711,IDENTITY-BOUNDED
6,Projection-Neutral,CompositeIdentityCoexistence,0.874,0.8629,0.847,0.86,0.8214,0.8262,0.8268,IDENTITY-BOUNDED
8,Projection-Neutral,CompositeIdentityCoexistence,0.8613,0.8317,0.8316,0.8203,0.8138,0.814,0.8365,IDENTITY-BOUNDED
12,Projection-Neutral,CompositeIdentityCoexistence,0.815,0.825,0.8135,0.7953,0.7935,0.7912,0.7754,IDENTITY-BOUNDED
16,Projection-Neutral,CompositeIdentityCoexistence,0.8005,0.7844,0.7715,0.7549,0.7366,0.7534,0.7557,IDENTITY-PARTIAL
20,Projection-Neutral,CompositeIdentityCoexistence,0.7726,0.7355,0.7269,0.7218,0.7082,0.734,0.7355,IDENTITY-PARTIAL
24,Projection-Neutral,CompositeIdentityCoexistence,0.7329,0.7216,0.7127,0.6889,0.7081,0.7008,0.6887,IDENTITY-PARTIAL
32,Projection-Neutral,CompositeIdentityCoexistence,0.676,0.6654,0.6548,0.6661,0.6573,0.651,0.6521,IDENTITY-DEGRADING
40,Projection-Neutral,CompositeIdentityCoexistence,0.645,0.6172,0.6155,0.6013,0.5936,0.6136,0.5996,IDENTITY-DEGRADING
48,Projection-Neutral,CompositeIdentityCoexistence,0.6004,0.5935,0.5876,0.5724,0.5703,0.5783,0.5718,IDENTITY-DEGRADING
64,Projection-Neutral,CompositeIdentityCoexistence,0.5235,0.51,0.5237,0.504,0.4931,0.5034,0.5108,IDENTITY-FAILED
80,Projection-Neutral,CompositeIdentityCoexistence,0.4865,0.4712,0.4694,0.4682,0.4616,0.4556,0.4625,IDENTITY-FAILED
96,Projection-Neutral,CompositeIdentityCoexistence,0.4354,0.4187,0.418,0.4136,0.4175,0.4101,0.4105,IDENTITY-FAILED
128,Projection-Neutral,CompositeIdentityCoexistence,0.3721,0.3607,0.3584,0.3495,0.3472,0.3472,0.3473,IDENTITY-FAILED
160,Projection-Neutral,CompositeIdentityCoexistence,0.3255,0.3107,0.3047,0.3037,0.3006,0.3074,0.3015,IDENTITY-FAILED
192,Projection-Neutral,CompositeIdentityCoexistence,0.2777,0.284,0.2745,0.2669,0.271,0.2663,0.2673,IDENTITY-FAILED
256,Projection-Neutral,CompositeIdentityCoexistence,0.2314,0.2216,0.2247,0.2174,0.214,0.2162,0.2174,IDENTITY-FAILED
320,Projection-Neutral,CompositeIdentityCoexistence,0.1951,0.1894,0.1887,0.1836,0.1795,0.188,0.1853,IDENTITY-FAILED
512,Projection-Neutral,CompositeIdentityCoexistence,0.129,0.1296,0.1289,0.1261,0.1255,0.1248,0.1258,IDENTITY-FAILED
768,Projection-Neutral,CompositeIdentityCoexistence,0.0915,0.0881,0.0901,0.0878,0.0887,0.0864,0.0869,IDENTITY-FAILED
1024,Projection-Neutral,CompositeIdentityCoexistence,0.0703,0.0676,0.0689,0.0688,0.0664,0.0687,0.0678,IDENTITY-FAILED
1536,Projection-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Neutral,NullIdentityControl,0.7266,0.7484,0.7406,0.7425,0.7182,0.7022,0.7179,IDENTITY-PARTIAL
2,Projection-Neutral,NullIdentityControl,0.7435,0.7489,0.7346,0.7238,0.7028,0.6954,0.717,IDENTITY-PARTIAL
4,Projection-Neutral,NullIdentityControl,0.7032,0.7281,0.7085,0.7059,0.6831,0.6796,0.7154,IDENTITY-PARTIAL
6,Projection-Neutral,NullIdentityControl,0.6919,0.6932,0.6872,0.6973,0.6751,0.6578,0.6666,IDENTITY-DEGRADING
8,Projection-Neutral,NullIdentityControl,0.6806,0.6756,0.6896,0.6824,0.6597,0.6672,0.6695,IDENTITY-DEGRADING
12,Projection-Neutral,NullIdentityControl,0.6522,0.6524,0.6673,0.6456,0.6263,0.6358,0.6468,IDENTITY-DEGRADING
16,Projection-Neutral,NullIdentityControl,0.6412,0.6421,0.6099,0.6338,0.5987,0.608,0.617,IDENTITY-DEGRADING
20,Projection-Neutral,NullIdentityControl,0.6077,0.6223,0.6056,0.6065,0.5968,0.5855,0.5816,IDENTITY-DEGRADING
24,Projection-Neutral,NullIdentityControl,0.5746,0.5699,0.5681,0.5883,0.5458,0.5444,0.5582,IDENTITY-DEGRADING
32,Projection-Neutral,NullIdentityControl,0.5391,0.5475,0.5232,0.5392,0.5202,0.5172,0.5222,IDENTITY-FAILED
40,Projection-Neutral,NullIdentityControl,0.5173,0.5166,0.4922,0.4997,0.4838,0.4874,0.4811,IDENTITY-FAILED
48,Projection-Neutral,NullIdentityControl,0.4884,0.4655,0.464,0.4717,0.4502,0.4465,0.464,IDENTITY-FAILED
64,Projection-Neutral,NullIdentityControl,0.4176,0.4305,0.4114,0.4266,0.405,0.4001,0.4141,IDENTITY-FAILED
80,Projection-Neutral,NullIdentityControl,0.3816,0.3823,0.3849,0.3756,0.3652,0.3637,0.3753,IDENTITY-FAILED
96,Projection-Neutral,NullIdentityControl,0.3489,0.357,0.3386,0.3404,0.3311,0.3309,0.3359,IDENTITY-FAILED
128,Projection-Neutral,NullIdentityControl,0.2881,0.2962,0.2958,0.3004,0.2852,0.2826,0.2802,IDENTITY-FAILED
160,Projection-Neutral,NullIdentityControl,0.2587,0.2555,0.2482,0.2583,0.2512,0.2441,0.2536,IDENTITY-FAILED
192,Projection-Neutral,NullIdentityControl,0.2226,0.2249,0.2194,0.2268,0.2153,0.2195,0.2263,IDENTITY-FAILED
256,Projection-Neutral,NullIdentityControl,0.1817,0.1846,0.1808,0.185,0.1786,0.1726,0.1761,IDENTITY-FAILED
320,Projection-Neutral,NullIdentityControl,0.1505,0.1546,0.1492,0.1552,0.145,0.1502,0.1501,IDENTITY-FAILED
512,Projection-Neutral,NullIdentityControl,0.1067,0.1039,0.1035,0.1055,0.1019,0.0989,0.0994,IDENTITY-FAILED
768,Projection-Neutral,NullIdentityControl,0.0731,0.0717,0.071,0.0744,0.0688,0.071,0.0704,IDENTITY-FAILED
1024,Projection-Neutral,NullIdentityControl,0.0569,0.0575,0.0562,0.0553,0.0553,0.0523,0.0535,IDENTITY-FAILED
1536,Projection-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,RecursiveIdentityTracking,0.9393,0.9349,0.9121,0.9117,0.8855,0.8769,0.8993,IDENTITY-STABLE
2,Antisymmetry-Neutral,RecursiveIdentityTracking,0.9496,0.929,0.9181,0.8926,0.8615,0.8673,0.8745,IDENTITY-STABLE
4,Antisymmetry-Neutral,RecursiveIdentityTracking,0.9176,0.9055,0.8734,0.8492,0.8538,0.8708,0.8721,IDENTITY-BOUNDED
6,Antisymmetry-Neutral,RecursiveIdentityTracking,0.9145,0.8846,0.8683,0.8461,0.8489,0.8245,0.8414,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,RecursiveIdentityTracking,0.8705,0.8411,0.8425,0.8216,0.8048,0.8001,0.8161,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,RecursiveIdentityTracking,0.8554,0.8196,0.7957,0.7748,0.7768,0.7714,0.8054,IDENTITY-PARTIAL
16,Antisymmetry-Neutral,RecursiveIdentityTracking,0.7894,0.7924,0.7678,0.768,0.7516,0.7577,0.7605,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,RecursiveIdentityTracking,0.7625,0.7551,0.7507,0.721,0.7233,0.7302,0.7236,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,RecursiveIdentityTracking,0.7555,0.7212,0.7183,0.7046,0.7075,0.7082,0.6932,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,RecursiveIdentityTracking,0.6913,0.6766,0.6683,0.6583,0.6423,0.654,0.6539,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,RecursiveIdentityTracking,0.6574,0.6329,0.6131,0.6028,0.6167,0.5964,0.6138,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,RecursiveIdentityTracking,0.6108,0.6028,0.5742,0.5712,0.5707,0.56,0.5672,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,RecursiveIdentityTracking,0.5446,0.5298,0.5271,0.5096,0.5049,0.5148,0.5073,IDENTITY-FAILED
80,Antisymmetry-Neutral,RecursiveIdentityTracking,0.4775,0.467,0.4751,0.4616,0.4647,0.4482,0.4625,IDENTITY-FAILED
96,Antisymmetry-Neutral,RecursiveIdentityTracking,0.442,0.4335,0.4336,0.417,0.4112,0.4081,0.4142,IDENTITY-FAILED
128,Antisymmetry-Neutral,RecursiveIdentityTracking,0.3833,0.3643,0.3687,0.3605,0.343,0.3439,0.3496,IDENTITY-FAILED
160,Antisymmetry-Neutral,RecursiveIdentityTracking,0.3296,0.3133,0.3172,0.3092,0.3029,0.3006,0.3104,IDENTITY-FAILED
192,Antisymmetry-Neutral,RecursiveIdentityTracking,0.2913,0.2848,0.273,0.2771,0.2691,0.2636,0.271,IDENTITY-FAILED
256,Antisymmetry-Neutral,RecursiveIdentityTracking,0.2353,0.2321,0.2274,0.221,0.2189,0.2134,0.2196,IDENTITY-FAILED
320,Antisymmetry-Neutral,RecursiveIdentityTracking,0.1947,0.1896,0.193,0.1888,0.1817,0.1821,0.1841,IDENTITY-FAILED
512,Antisymmetry-Neutral,RecursiveIdentityTracking,0.1309,0.1278,0.1263,0.1243,0.1263,0.1262,0.1244,IDENTITY-FAILED
768,Antisymmetry-Neutral,RecursiveIdentityTracking,0.0927,0.0921,0.0879,0.0886,0.0849,0.0856,0.0876,IDENTITY-FAILED
1024,Antisymmetry-Neutral,RecursiveIdentityTracking,0.0721,0.0692,0.0686,0.0665,0.0675,0.068,0.067,IDENTITY-FAILED
1536,Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.9543,0.9395,0.93,0.9176,0.91,0.887,0.8947,IDENTITY-STABLE
2,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.9383,0.9323,0.9021,0.8835,0.8851,0.8858,0.9047,IDENTITY-STABLE
4,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.9197,0.9221,0.905,0.8674,0.8723,0.8604,0.8647,IDENTITY-STABLE
6,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8909,0.896,0.8793,0.8452,0.8485,0.8465,0.8713,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8802,0.8764,0.8441,0.847,0.8387,0.8191,0.8467,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8451,0.8095,0.8159,0.7845,0.7834,0.7839,0.8025,IDENTITY-BOUNDED
16,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.82,0.7995,0.776,0.7662,0.7674,0.746,0.7736,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.7687,0.7678,0.7647,0.7261,0.7234,0.7138,0.729,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.7591,0.7203,0.7129,0.7109,0.7021,0.6939,0.7115,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.6905,0.6749,0.6844,0.6455,0.6605,0.6345,0.6494,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.6533,0.6361,0.6354,0.6263,0.5989,0.6145,0.6133,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.6098,0.5899,0.6014,0.584,0.5608,0.5597,0.5757,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.5376,0.5338,0.5273,0.5133,0.5199,0.5032,0.5044,IDENTITY-FAILED
80,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.4918,0.4716,0.4665,0.4596,0.4495,0.4461,0.4643,IDENTITY-FAILED
96,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.4447,0.4357,0.4313,0.419,0.418,0.4198,0.431,IDENTITY-FAILED
128,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.384,0.3729,0.3616,0.3586,0.3508,0.3469,0.354,IDENTITY-FAILED
160,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.3227,0.3252,0.3192,0.3153,0.3108,0.3009,0.3148,IDENTITY-FAILED
192,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.2906,0.2811,0.2841,0.2786,0.2757,0.2653,0.2754,IDENTITY-FAILED
256,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.2365,0.2348,0.2263,0.2228,0.224,0.2187,0.226,IDENTITY-FAILED
320,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.1979,0.193,0.1885,0.185,0.1861,0.1852,0.1878,IDENTITY-FAILED
512,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.1346,0.1312,0.1299,0.1298,0.1237,0.1228,0.1257,IDENTITY-FAILED
768,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.093,0.0911,0.0888,0.087,0.0861,0.0868,0.0868,IDENTITY-FAILED
1024,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.0711,0.0691,0.069,0.0672,0.0684,0.0656,0.0695,IDENTITY-FAILED
1536,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,LineagePersistenceMapping,0.9587,0.9255,0.9209,0.8983,0.8875,0.8748,0.9118,IDENTITY-STABLE
2,Antisymmetry-Neutral,LineagePersistenceMapping,0.9394,0.9282,0.9234,0.8974,0.865,0.8643,0.8745,IDENTITY-STABLE
4,Antisymmetry-Neutral,LineagePersistenceMapping,0.8966,0.8916,0.8805,0.8873,0.8389,0.8371,0.8679,IDENTITY-BOUNDED
6,Antisymmetry-Neutral,LineagePersistenceMapping,0.9016,0.8636,0.8682,0.8739,0.8181,0.8435,0.8504,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,LineagePersistenceMapping,0.8898,0.8443,0.8543,0.854,0.8238,0.8022,0.8199,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,LineagePersistenceMapping,0.8203,0.8001,0.7977,0.8224,0.7678,0.7733,0.7815,IDENTITY-PARTIAL
16,Antisymmetry-Neutral,LineagePersistenceMapping,0.7885,0.7679,0.7824,0.784,0.7564,0.7479,0.7563,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,LineagePersistenceMapping,0.7741,0.766,0.7424,0.7594,0.731,0.705,0.7198,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,LineagePersistenceMapping,0.7283,0.7168,0.7086,0.7146,0.6814,0.6796,0.7156,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,LineagePersistenceMapping,0.6957,0.673,0.6723,0.6652,0.6592,0.6497,0.6593,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,LineagePersistenceMapping,0.6382,0.6187,0.6336,0.6176,0.6167,0.5833,0.6054,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,LineagePersistenceMapping,0.6012,0.6002,0.5797,0.5979,0.5773,0.5518,0.5727,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,LineagePersistenceMapping,0.53,0.5379,0.5146,0.52,0.5121,0.4988,0.5024,IDENTITY-FAILED
80,Antisymmetry-Neutral,LineagePersistenceMapping,0.4824,0.4794,0.479,0.4727,0.4527,0.4568,0.4593,IDENTITY-FAILED
96,Antisymmetry-Neutral,LineagePersistenceMapping,0.4416,0.4239,0.4229,0.4299,0.4181,0.4169,0.41,IDENTITY-FAILED
128,Antisymmetry-Neutral,LineagePersistenceMapping,0.3765,0.3609,0.3581,0.3601,0.3584,0.3491,0.3521,IDENTITY-FAILED
160,Antisymmetry-Neutral,LineagePersistenceMapping,0.3223,0.3194,0.3153,0.3145,0.2993,0.3041,0.3022,IDENTITY-FAILED
192,Antisymmetry-Neutral,LineagePersistenceMapping,0.2867,0.2808,0.2796,0.2812,0.2634,0.2642,0.2676,IDENTITY-FAILED
256,Antisymmetry-Neutral,LineagePersistenceMapping,0.2308,0.229,0.2283,0.2228,0.2226,0.2128,0.2177,IDENTITY-FAILED
320,Antisymmetry-Neutral,LineagePersistenceMapping,0.1983,0.1915,0.1898,0.1918,0.1845,0.1831,0.1846,IDENTITY-FAILED
512,Antisymmetry-Neutral,LineagePersistenceMapping,0.133,0.1302,0.1297,0.1275,0.1245,0.1243,0.1278,IDENTITY-FAILED
768,Antisymmetry-Neutral,LineagePersistenceMapping,0.0919,0.0912,0.0906,0.0892,0.0884,0.0864,0.086,IDENTITY-FAILED
1024,Antisymmetry-Neutral,LineagePersistenceMapping,0.0714,0.0706,0.0683,0.0703,0.0674,0.0652,0.067,IDENTITY-FAILED
1536,Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,IdentityBoundaryStability,0.9509,0.9168,0.8983,0.9043,0.91,0.8711,0.9153,IDENTITY-BOUNDED
2,Antisymmetry-Neutral,IdentityBoundaryStability,0.9192,0.8934,0.8779,0.8677,0.8809,0.8492,0.8832,IDENTITY-BOUNDED
4,Antisymmetry-Neutral,IdentityBoundaryStability,0.8964,0.8744,0.8858,0.8631,0.8933,0.8636,0.8796,IDENTITY-BOUNDED
6,Antisymmetry-Neutral,IdentityBoundaryStability,0.8862,0.8757,0.8538,0.8346,0.8636,0.8413,0.8312,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,IdentityBoundaryStability,0.8771,0.8416,0.8347,0.8331,0.8363,0.8194,0.835,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,IdentityBoundaryStability,0.8358,0.8153,0.814,0.8001,0.786,0.776,0.7774,IDENTITY-BOUNDED
16,Antisymmetry-Neutral,IdentityBoundaryStability,0.7895,0.7888,0.7806,0.7755,0.7678,0.754,0.7549,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,IdentityBoundaryStability,0.75,0.738,0.7405,0.738,0.7285,0.7047,0.7412,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,IdentityBoundaryStability,0.7451,0.7029,0.7205,0.7048,0.7092,0.6786,0.7111,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,IdentityBoundaryStability,0.6997,0.6575,0.663,0.6591,0.6472,0.6367,0.6636,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,IdentityBoundaryStability,0.6359,0.6333,0.6097,0.6085,0.6123,0.5901,0.6047,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,IdentityBoundaryStability,0.5962,0.5863,0.579,0.5741,0.5767,0.5644,0.5628,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,IdentityBoundaryStability,0.5258,0.5141,0.5055,0.5182,0.5067,0.4989,0.5111,IDENTITY-FAILED
80,Antisymmetry-Neutral,IdentityBoundaryStability,0.4893,0.4668,0.4664,0.4664,0.4596,0.4498,0.4583,IDENTITY-FAILED
96,Antisymmetry-Neutral,IdentityBoundaryStability,0.4382,0.4229,0.4268,0.4123,0.424,0.4138,0.4219,IDENTITY-FAILED
128,Antisymmetry-Neutral,IdentityBoundaryStability,0.3798,0.3652,0.3641,0.3608,0.359,0.3477,0.3613,IDENTITY-FAILED
160,Antisymmetry-Neutral,IdentityBoundaryStability,0.3171,0.3184,0.3081,0.3015,0.313,0.3011,0.3114,IDENTITY-FAILED
192,Antisymmetry-Neutral,IdentityBoundaryStability,0.2831,0.2835,0.2794,0.2682,0.2754,0.2686,0.2752,IDENTITY-FAILED
256,Antisymmetry-Neutral,IdentityBoundaryStability,0.2305,0.2299,0.2202,0.2221,0.2248,0.2116,0.2162,IDENTITY-FAILED
320,Antisymmetry-Neutral,IdentityBoundaryStability,0.197,0.1866,0.185,0.1884,0.1887,0.1827,0.1819,IDENTITY-FAILED
