domain,sys_idx,process_regime,transition_neighbor_fraction,transition_sharpness,org_gradient_predictive_shear,org_curvature_local_curvature,process_rigidity,is_near_transition
branching,410,CH,0.0,1.6925,0.0037,0.0561,0.0119,0
branching,411,CH,0.0,1.9334,0.0056,0.1009,0.0126,0
branching,412,CH,0.0,1.3062,0.0042,0.2386,0.0287,0
branching,413,CH,0.0,1.4111,0.0342,0.5059,0.0354,0
branching,414,CG,0.1667,1.0145,0.8533,1.3242,0.2732,0
branching,415,CH,0.0,2.2076,0.0002,0.1782,0.0204,0
branching,416,CH,0.0,1.293,0.0491,0.5101,0.0986,0
branching,417,CH,0.0,1.6156,0.0024,0.0794,0.014,0
branching,418,CH,0.0,1.638,0.0003,0.2311,0.0335,0
branching,419,CH,0.0,1.2088,0.0044,0.073,0.0156,0
branching,420,CH,0.0,2.3661,0.0036,0.1159,0.0053,0
branching,421,CH,0.0,1.564,0.0045,0.0616,0.0106,0
branching,422,CH,0.0,1.25,0.0044,0.0516,0.0128,0
branching,423,CH,0.8333,0.7073,0.0277,0.5182,0.214,1
branching,424,CH,0.0,1.6542,0.0089,0.4302,0.1084,0
branching,425,CH,0.0,1.2345,0.0037,0.0648,0.0129,0
branching,426,CG,0.0,2.5705,0.5518,1.1184,0.248,0
branching,427,CH,0.0,2.2372,0.0016,0.1275,0.0147,0
branching,428,CH,0.0,1.3739,0.0298,0.2705,0.0311,0
branching,429,CH,0.0,2.0953,0.0002,0.2453,0.0354,0
branching,430,CG,1.0,0.938,0.0505,0.3348,0.0481,1
branching,431,CH,0.6667,0.5838,0.5532,1.1241,0.2603,1
branching,432,CH,0.0,2.292,0.003,0.1392,0.01,0
branching,433,CH,0.0,1.6797,0.0046,0.171,0.0092,0
branching,434,CG,0.0,2.5705,0.0971,0.6847,0.0836,0
branching,435,CH,0.0,1.5615,0.0046,0.3591,0.0757,0
branching,436,CG,0.2,0.8596,0.0082,0.2569,0.0924,0
branching,437,CG,0.0667,0.6857,0.1976,0.5414,0.1709,0
branching,438,CH,0.0,2.5434,0.0014,0.0895,0.0031,0
branching,439,CH,0.0,1.4233,0.0045,0.1082,0.0153,0
branching,440,CH,0.7,1.6271,0.005,0.9933,0.0922,1
branching,441,CG,0.0,3.2272,0.7076,1.366,0.2704,0
branching,442,CH,0.6,0.2596,0.0297,0.4913,0.2264,1
branching,443,CH,0.0,1.339,0.0032,0.1171,0.0193,0
branching,444,CH,0.0,1.1017,0.0014,0.1071,0.0341,0
branching,445,CH,0.0,1.5128,0.0493,0.8653,0.2546,0
branching,446,CH,0.0,2.0847,0.005,0.1123,0.0074,0
branching,447,CH,0.0,2.2627,0.0026,0.1157,0.0165,0
branching,448,CH,0.0,1.9523,0.0044,0.0911,0.0099,0
branching,449,CH,0.0,1.6825,0.0042,0.0495,0.0076,0
branching,450,CH,0.0,1.2167,0.0299,0.5097,0.0288,0
branching,451,CH,0.0,1.5434,0.0001,0.2942,0.0169,0
branching,452,CH,0.1,0.5037,0.0665,1.1426,0.1233,0
branching,453,CH,0.0333,1.5425,0.0028,0.0846,0.0211,0
branching,454,CG,0.0333,1.6395,0.0322,0.5723,0.0808,0
branching,455,CH,0.0,0.8783,0.0014,0.1015,0.0342,0
branching,456,CH,0.0,1.3162,0.0458,0.9831,0.2575,0
branching,457,CH,0.0,1.4936,0.004,0.1031,0.0175,0
branching,458,CH,0.0,2.2202,0.0053,0.0985,0.0076,0
branching,459,CH,0.2,0.3204,0.0009,0.1648,0.046,0
branching,460,CH,0.0,2.6783,0.0029,0.0499,0.005,0
branching,461,CH,0.0,1.3481,0.0041,0.0477,0.0074,0
branching,462,CH,0.0,1.6512,0.0009,0.3006,0.0402,0
branching,463,CH,0.0,2.6033,0.0032,0.0471,0.0058,0
branching,464,CG,0.0,2.5818,0.6172,1.0749,0.2665,0
branching,465,CG,0.0,1.8067,0.0919,0.7462,0.0738,0
branching,466,CH,0.0,2.3847,0.0032,0.1065,0.0034,0
branching,467,CH,0.0,1.2267,0.0347,0.7039,0.2417,0
branching,468,CH,0.0,2.2862,0.0003,0.2117,0.037,0
branching,469,CL,0.4667,0.1036,0.0297,0.4907,0.2264,1
branching,470,CH,0.0,1.1598,0.0079,0.2417,0.0228,0
branching,471,CH,0.0,1.8706,0.0048,0.1728,0.0087,0
branching,472,CH,0.0,1.1222,0.001,0.1461,0.0381,0
branching,473,CH,0.6,0.1146,0.8886,0.6889,0.35,1
branching,474,CH,0.8,0.6809,0.8412,0.9435,0.2808,1
branching,475,CH,0.0,1.5844,0.0001,0.2627,0.0326,0
branching,476,CH,0.7,0.3438,0.0052,0.1906,0.0843,1
branching,477,CH,0.0,0.7307,0.0009,0.1651,0.046,0
branching,478,CG,0.0,3.2824,0.2593,0.7454,0.1727,0
branching,479,CG,0.2,0.7073,0.7671,1.1431,0.2896,0
branching,480,CH,0.8,0.6025,0.0596,1.4437,0.2351,1
branching,481,CG,0.2,0.7373,0.008,0.2704,0.0899,0
branching,482,CH,0.7,0.4735,0.0374,0.68,0.2431,1
branching,483,CH,0.0,1.9897,0.003,0.1288,0.0101,0
branching,484,CH,0.0,1.2679,0.0041,0.0803,0.0106,0
branching,485,CG,0.7,0.3204,0.0009,0.1209,0.0536,1
branching,486,CG,0.0,4.3376,0.1069,0.6146,0.1455,0
branching,487,CH,0.0,1.3596,0.0029,0.0726,0.0143,0
branching,488,CG,0.0333,0.7103,0.005,0.2115,0.0944,0
branching,489,CG,0.2,0.5627,0.0077,0.2862,0.0871,0
branching,490,CH,0.0,1.5978,0.003,0.2437,0.0092,0
branching,491,CH,0.0,1.6526,0.0029,0.3903,0.058,0
branching,492,CH,0.0,0.7567,0.0244,0.3945,0.0583,0
branching,493,CG,0.0,3.5606,0.016,0.375,0.0295,0
branching,494,CH,0.0,1.1802,0.0011,0.1473,0.0415,0
branching,495,CH,0.0,1.6678,0.0016,0.1218,0.0143,0
branching,496,CH,0.0,1.6982,0.0041,0.0512,0.011,0
branching,497,CH,0.0,1.5909,0.0046,0.0527,0.0128,0
branching,498,CH,0.0,1.6868,0.0023,0.0361,0.0067,0
branching,499,CH,0.0,2.6635,0.0027,0.0356,0.0056,0
cellular_automata,0,CL,0.0,3.3553,4.5838,3.6932,6.6679,0
cellular_automata,1,CL,0.0,0.7102,0.127,1.131,0.3664,0
cellular_automata,2,CL,0.0,0.8684,0.4043,1.089,1.1913,0
cellular_automata,3,CL,0.0,2.8908,4.7352,2.5991,6.2726,0
cellular_automata,4,RG,0.0,0.7912,0.0169,0.0943,0.0129,0
cellular_automata,5,CL,0.0,3.2158,0.0518,0.6629,0.4453,0
cellular_automata,6,CL,0.1,0.4317,4.0926,1.9617,2.3854,0
cellular_automata,7,CL,0.0333,0.1555,0.0213,0.1336,0.0093,0
cellular_automata,8,CL,0.0667,0.2357,0.3031,1.3423,1.5489,0
cellular_automata,9,RG,0.0,0.7841,0.0248,0.1246,0.01,0
cellular_automata,10,CL,0.0,2.554,3.9858,2.8243,6.4772,0
cellular_automata,11,CL,0.0,0.3706,0.1001,0.489,0.1519,0
cellular_automata,12,RG,0.7,0.46,0.1017,0.4972,0.1943,1
cellular_automata,13,CL,0.0,2.6984,0.0859,0.5957,0.311,0
cellular_automata,14,CL,0.0,0.4873,0.1818,0.3388,0.0649,0
cellular_automata,15,CL,0.2333,0.203,0.0516,0.305,0.0983,0
cellular_automata,16,CL,0.0667,0.1037,0.0569,0.3683,0.1572,0
cellular_automata,17,CL,0.0,2.9918,0.072,0.5746,0.3121,0
cellular_automata,18,CL,0.0667,0.6986,4.2086,3.0443,6.4069,0
cellular_automata,19,RG,0.0,0.7985,0.2989,0.5617,0.8946,0
cellular_automata,20,CL,0.0667,0.3744,5.2173,3.4872,6.2298,0
cellular_automata,21,CL,0.0667,0.1925,0.1607,0.4398,0.1054,0
cellular_automata,22,CL,0.0333,0.4952,0.1061,1.0765,0.6699,0
cellular_automata,23,CL,0.0,4.6579,4.904,4.7581,6.1734,0
cellular_automata,24,CL,0.0,0.9787,0.1485,0.2768,0.0521,0
cellular_automata,25,CL,0.0,1.2796,0.0896,0.6118,0.3097,0
cellular_automata,26,CL,0.0667,0.4299,4.8561,3.4682,5.5836,0
cellular_automata,27,CL,0.0333,0.4784,1.0994,1.2245,0.9349,0
cellular_automata,28,CL,0.0333,0.2802,0.3755,1.0783,1.2237,0
cellular_automata,29,CL,0.0,0.9072,0.0936,0.5777,0.3136,0
cellular_automata,30,CL,0.0,0.5637,0.0671,0.5557,0.2814,0
cellular_automata,31,CL,0.0333,0.7346,0.2016,1.2898,0.4382,0
cellular_automata,32,CL,0.0,1.1964,0.193,1.1064,1.1186,0
cellular_automata,33,CL,0.0333,3.8468,5.3882,3.3147,5.5236,0
cellular_automata,34,RG,0.0,0.7901,0.0004,0.0383,0.0009,0
cellular_automata,35,CL,0.0,2.1574,0.0605,0.6463,0.3145,0
cellular_automata,36,CL,0.0667,3.568,0.1479,0.3873,0.0653,0
cellular_automata,37,RG,0.0,0.7915,0.1483,0.3892,0.0659,0
cellular_automata,38,CL,0.0,0.6287,5.2146,3.4913,6.2373,0
cellular_automata,39,CL,0.0667,0.4033,0.1435,1.4838,0.6213,0
cellular_automata,40,CL,0.0,0.3494,0.1483,0.3886,0.0657,0
cellular_automata,41,CL,0.0,3.1196,0.2919,0.9114,0.9589,0
cellular_automata,42,CL,0.0,0.7355,0.0389,0.2832,0.1824,0
cellular_automata,43,CL,0.0,0.3704,0.1354,0.2611,0.0406,0
cellular_automata,44,CL,0.0667,0.26,0.0291,0.2687,0.1762,0
cellular_automata,45,CL,0.0,0.8781,5.2269,2.4965,6.4002,0
cellular_automata,46,CL,0.0,2.4425,2.1958,1.0689,1.3196,0
cellular_automata,47,CL,0.0,3.7897,0.4262,1.8278,1.4655,0
cellular_automata,48,CL,0.0333,3.6594,0.1571,0.3667,0.0545,0
cellular_automata,49,CL,0.0333,1.0444,0.0278,0.2969,0.1772,0
cellular_automata,50,RG,0.0,0.8234,0.1224,0.681,0.0487,0
cellular_automata,51,RG,0.0,0.7923,0.3224,0.6556,0.9269,0
cellular_automata,52,CL,0.1,0.2097,0.2064,1.5377,0.9443,0
cellular_automata,53,RG,0.0,0.828,0.0037,0.1065,0.0286,0
cellular_automata,54,RG,0.0,0.7925,0.1401,0.4677,0.0392,0
cellular_automata,55,CL,0.0,0.8505,0.0469,0.365,0.2126,0
cellular_automata,56,RG,0.9,0.9634,0.1305,1.0646,0.7376,1
cellular_automata,57,CL,0.0,0.3529,0.0004,0.0383,0.0009,0
cellular_automata,58,CL,0.1,0.9973,5.1898,3.4313,6.2445,0
cellular_automata,59,CL,0.0,3.4876,0.0486,0.573,0.472,0
cellular_automata,60,CL,0.0333,0.9521,0.1162,0.6097,0.3606,0
cellular_automata,61,RG,0.0,0.7862,0.0011,0.0854,0.0039,0
cellular_automata,62,CL,0.0,3.1661,0.6209,4.6588,1.7649,0
cellular_automata,63,CL,0.0,2.8527,0.1985,1.0026,0.6874,0
cellular_automata,64,CL,0.0,0.3377,0.1354,0.2611,0.0406,0
cellular_automata,65,CL,0.0333,0.8631,0.0659,0.9711,0.2601,0
cellular_automata,66,CL,0.0333,0.9177,0.0861,0.6463,0.3122,0
cellular_automata,67,CL,0.0,1.1487,0.2306,1.2294,0.8491,0
cellular_automata,68,CL,0.0,1.7148,4.8686,3.1202,6.1379,0
cellular_automata,69,CL,0.0667,0.8593,0.0788,0.6761,0.2887,0
cellular_automata,70,CL,0.0333,0.2493,0.0011,0.0317,0.0019,0
cellular_automata,71,RG,0.0,0.8355,0.0564,0.327,0.0286,0
cellular_automata,72,CL,0.0,2.6957,0.2226,1.5282,0.8933,0
cellular_automata,73,CL,0.0667,0.0551,0.0209,0.1971,0.1209,0
cellular_automata,74,CL,0.0333,0.1406,0.1234,0.2483,0.0376,0
cellular_automata,75,CL,0.0,0.6437,0.0592,0.8723,0.4345,0
cellular_automata,76,RG,0.0,0.8004,0.1098,0.7471,0.0437,0
cellular_automata,77,CL,0.0,2.7121,0.0712,0.5892,0.3148,0
cellular_automata,78,CL,0.0,0.36,0.1479,0.3873,0.0652,0
cellular_automata,79,CL,0.0,0.9262,0.0727,0.6438,0.3562,0
cellular_automata,80,RG,0.9,0.733,0.0635,0.828,0.5566,1
cellular_automata,81,RG,0.0,1.5204,0.1385,0.3695,0.0603,0
cellular_automata,82,RG,0.0,1.5015,0.1608,0.44,0.1054,0
cellular_automata,83,CL,0.0,3.1273,5.193,3.4291,6.2437,0
cellular_automata,84,CL,0.0,0.622,0.1568,1.1157,0.6092,0
cellular_automata,85,CL,0.0,0.8807,0.0985,0.7447,0.4707,0
cellular_automata,86,CL,0.0,0.4256,0.0556,0.2984,0.1994,0
cellular_automata,87,CL,0.0,3.0241,4.6071,3.5095,5.9483,0
cellular_automata,88,CL,0.0667,0.3669,0.0256,0.1791,0.0711,0
cellular_automata,89,CL,0.0333,0.3307,0.076,0.398,0.0753,0
cellular_automata,90,CL,0.0,1.1983,0.0801,0.6161,0.3306,0
cellular_automata,91,CL,0.0,2.8938,5.0816,2.9679,6.1167,0
cellular_automata,92,CL,0.0667,0.736,0.0458,0.9485,0.3679,0
cellular_automata,93,CL,0.0,0.6384,0.0822,0.8075,0.5078,0
cellular_automata,94,RG,0.0,0.7757,0.1354,0.2611,0.0406,0
cellular_automata,95,CL,0.0333,0.1741,0.0184,0.1439,0.1116,0
cellular_automata,96,RG,0.9667,0.3853,0.4331,1.6107,1.5347,1
cellular_automata,97,CL,0.0,0.3436,0.018,0.1658,0.1086,0
cellular_automata,98,CL,0.0333,0.3715,0.0484,1.6638,0.3616,0
cellular_automata,99,CL,0.0,0.4208,0.0289,0.3994,0.1928,0
cellular_automata,100,RG,0.0,0.7924,0.3,0.6942,0.9338,0
cellular_automata,101,CL,0.0667,0.5872,0.073,0.4602,0.2819,0
cellular_automata,102,RG,0.0,0.7931,0.1417,0.3908,0.0621,0
cellular_automata,103,CL,0.0,2.6138,4.9087,3.3697,6.6219,0
cellular_automata,104,CL,0.0333,0.3574,0.072,0.3536,0.1699,0
cellular_automata,105,CL,0.0667,0.5894,4.9133,2.9228,6.1617,0
cellular_automata,106,CL,0.0,2.1252,0.0532,1.0937,0.4472,0
cellular_automata,107,CL,0.0,4.2917,0.0589,0.6345,0.2741,0
cellular_automata,108,CL,0.0,1.0114,0.2007,5.6588,1.2189,0
cellular_automata,109,CL,0.0667,0.5348,0.1487,0.3634,0.1102,0
cellular_automata,110,CL,0.0,0.849,0.1529,0.8595,0.3532,0
cellular_automata,111,CL,0.0,1.6354,0.0483,0.5707,0.4506,0
cellular_automata,112,CL,0.0333,0.3087,0.0419,0.216,0.0255,0
cellular_automata,113,CL,0.0,0.3591,0.0168,0.0944,0.0129,0
cellular_automata,114,CL,0.0,3.6147,0.0862,0.4947,0.2828,0
cellular_automata,115,CL,0.0,3.3426,0.1749,1.0551,0.9375,0
cellular_automata,116,CL,0.0,1.9094,1.0115,1.3749,1.128,0
cellular_automata,117,CL,0.0333,0.5808,0.4357,1.4486,1.5416,0
cellular_automata,118,CL,0.0333,0.3296,0.4349,1.4052,1.5454,0
cellular_automata,119,CL,0.0,2.0344,0.6741,1.9463,1.6701,0
cellular_automata,120,CL,0.0,0.74,0.0629,0.3984,0.2293,0
cellular_automata,121,CL,0.0333,0.3381,0.0347,3.8777,0.2699,0
cellular_automata,122,CL,0.0,4.3244,0.3528,1.112,1.2357,0
cellular_automata,123,CL,0.0,1.5084,0.3865,1.2975,1.5456,0
cellular_automata,124,CL,0.0,1.9658,0.0861,0.6461,0.3123,0
cellular_automata,125,CL,0.0333,0.1614,0.0597,0.3306,0.157,0
cellular_automata,126,CL,0.0,0.4949,0.0569,0.3682,0.1572,0
cellular_automata,127,RG,0.7,0.1775,0.0564,0.327,0.0286,1
cellular_automata,128,CL,0.0,0.9959,0.0241,0.5007,0.1823,0
cellular_automata,129,RG,0.9667,0.0496,0.1706,0.4461,0.1053,1
cellular_automata,130,RG,0.0,0.8011,0.2994,0.5513,0.9004,0
cellular_automata,131,CL,0.0,3.1485,0.3914,1.0612,1.2058,0
cellular_automata,132,CL,0.0,1.3255,0.0188,0.4605,0.1931,0
cellular_automata,133,CL,0.0,0.3377,0.0177,0.156,0.1085,0
cellular_automata,134,CL,0.0,0.2494,0.0248,0.1246,0.01,0
cellular_automata,135,CL,0.0,1.3576,0.0428,1.6621,0.3625,0
cellular_automata,136,CL,0.0,1.086,0.0814,0.7237,0.2207,0
cellular_automata,137,CL,0.0667,0.137,0.0004,0.0383,0.0009,0
cellular_automata,138,RG,0.0,2.3075,0.0184,0.1439,0.1116,0
cellular_automata,139,CL,0.1,0.4682,0.0756,0.6392,0.3732,0
cellular_automata,140,CL,0.0333,3.8318,0.1565,0.9076,0.391,0
cellular_automata,141,CL,0.0333,1.3447,0.2943,1.0237,0.959,0
cellular_automata,142,RG,0.0,0.7978,0.0076,0.0469,0.0031,0
cellular_automata,143,CL,0.0667,0.0855,0.0209,0.1971,0.1209,0
cellular_automata,144,CL,0.0,2.6702,0.1849,1.266,0.4284,0
cellular_automata,145,RG,0.0,0.7857,0.001,0.1003,0.0028,0
cellular_automata,146,CL,0.0,0.3641,0.1002,0.4246,0.1525,0
cellular_automata,147,CL,0.0,0.3596,0.1354,0.2611,0.0406,0
cellular_automata,148,CL,0.0667,0.1696,0.1485,0.2769,0.0521,0
cellular_automata,149,CL,0.1667,0.1236,0.0596,0.2908,0.1519,0
cellular_automata,150,CL,0.0,1.1155,0.0073,0.0468,0.0032,0
cellular_automata,151,CL,0.0667,0.5246,0.3542,1.2668,0.7385,0
cellular_automata,152,RG,0.6667,0.2611,0.1876,0.3428,0.0679,1
cellular_automata,153,CL,0.0,3.0752,0.3408,1.2094,1.2536,0
cellular_automata,154,CL,0.0,0.9218,0.1657,1.1024,0.4044,0
cellular_automata,155,CL,0.0,0.6815,0.1547,1.2325,0.4133,0
cellular_automata,156,CL,0.0,2.3896,5.1892,2.5462,6.412,0
cellular_automata,157,CL,0.0,0.9015,0.4034,1.0874,1.1913,0
cellular_automata,158,CL,0.0,0.2457,0.0233,0.2354,0.1314,0
cellular_automata,159,CL,0.0667,0.8048,0.1722,0.968,0.6988,0
cellular_automata,160,CL,0.0,0.2985,0.0184,0.1439,0.1116,0
cellular_automata,161,CL,0.0333,3.5663,0.0421,0.7317,0.4901,0
cellular_automata,162,RG,0.0,0.7892,0.0004,0.0384,0.0009,0
cellular_automata,163,RG,0.0,0.8383,0.0779,0.3029,0.1577,0
cellular_automata,164,CL,0.0,2.8915,0.0184,0.1535,0.1096,0
cellular_automata,165,CL,0.0333,4.0209,0.0815,0.7206,0.2207,0
cellular_automata,166,RG,0.0,0.8093,0.1098,0.7471,0.0437,0
cellular_automata,167,CL,0.0667,0.7435,0.4588,1.6056,1.5386,0
cellular_automata,168,CL,0.0,0.3704,0.148,0.3875,0.0653,0
cellular_automata,169,RG,0.0,1.5125,0.0455,0.1841,0.037,0
cellular_automata,170,RG,0.0,0.7846,0.148,0.3877,0.0653,0
cellular_automata,171,RG,0.0,0.7833,0.0057,0.0854,0.0042,0
cellular_automata,172,CL,0.1,0.4527,0.065,0.8632,0.5591,0
cellular_automata,173,RG,0.0,0.7893,0.0004,0.0383,0.0009,0
cellular_automata,174,CL,0.0667,0.3207,0.8756,1.1363,0.8902,0
cellular_automata,175,CL,0.1,0.4317,5.3401,4.3503,3.9008,0
cellular_automata,176,CL,0.0,0.2692,0.0004,0.0384,0.0009,0
cellular_automata,177,CL,0.0333,3.5556,0.4461,1.8385,1.9536,0
cellular_automata,178,CL,0.2,0.2986,0.1318,0.3465,0.1603,0
cellular_automata,179,RG,0.0,3.1392,0.3957,1.0711,1.1994,0
cellular_automata,180,CL,0.0,3.0279,0.058,0.3472,0.1065,0
cellular_automata,181,CL,0.0,4.0359,0.0725,0.5461,0.3129,0
cellular_automata,182,CL,0.0,0.3625,0.0192,0.1747,0.0531,0
cellular_automata,183,CL,0.0333,4.0209,0.0195,0.4965,0.1009,0
cellular_automata,184,CL,0.1,0.161,0.0596,0.2908,0.1519,0
cellular_automata,185,CL,0.0333,0.4652,0.1486,0.69,0.1921,0
cellular_automata,186,CL,0.0333,0.215,0.0184,0.1439,0.1116,0
cellular_automata,187,CL,0.1,1.3072,0.1307,1.0639,0.7376,0
cellular_automata,188,CL,0.0333,0.4686,0.1303,0.5204,0.3591,0
cellular_automata,189,CL,0.0,0.2071,0.1255,0.2479,0.0384,0
cellular_automata,190,CL,0.0,1.0369,0.0985,0.7467,0.4707,0
cellular_automata,191,CL,0.2,0.2062,0.0254,0.1937,0.0804,0
cellular_automata,192,CL,0.0333,0.1789,0.0184,0.1433,0.1116,0
cellular_automata,193,CL,0.0333,1.6408,0.042,0.7136,0.491,0
cellular_automata,194,CL,0.2667,0.1669,0.1511,0.3763,0.158,0
cellular_automata,195,RG,0.0,0.804,0.0049,0.1117,0.0213,0
cellular_automata,196,CL,0.0,1.9773,0.0586,0.6625,0.2719,0
cellular_automata,197,RG,0.0,0.7846,0.0022,0.075,0.0036,0
cellular_automata,198,CL,0.0,2.5497,4.899,2.7683,6.2074,0
cellular_automata,199,CL,0.0,0.528,0.0208,0.5526,0.1129,0
cellular_automata,200,CL,0.0667,0.3853,4.9109,2.9496,6.1611,0
cellular_automata,201,RG,0.0,0.8017,0.063,0.2989,0.0311,0
cellular_automata,202,RG,0.0,1.5833,0.0004,0.0383,0.0009,0
cellular_automata,203,CL,0.0,1.1338,0.0797,1.3675,0.2946,0
cellular_automata,204,CL,0.0,0.3596,0.148,0.3877,0.0653,0
cellular_automata,205,CL,0.0333,3.7369,0.3975,1.0766,1.1667,0
cellular_automata,206,CL,0.0,0.3377,0.0248,0.1246,0.01,0
cellular_automata,207,CL,0.0,1.5375,0.0648,0.8431,0.4111,0
cellular_automata,208,CL,0.0,2.6607,0.0484,0.4917,0.2828,0
cellular_automata,209,CL,0.0,2.0406,0.047,0.6214,0.2793,0
cellular_automata,210,CL,0.0667,0.6234,0.1702,0.9471,0.8435,0
cellular_automata,211,RG,0.0,0.7892,0.0379,0.2253,0.0278,0
cellular_automata,212,CL,0.0,0.527,4.7265,2.3996,6.4111,0
cellular_automata,213,CL,0.1,0.3506,0.0721,0.5429,0.3127,0
cellular_automata,214,RG,0.0,0.7912,0.0004,0.0441,0.0009,0
cellular_automata,215,CL,0.0333,0.4535,0.0639,0.6181,0.311,0
cellular_automata,216,CL,0.0,4.8158,5.0906,2.9588,6.1162,0
cellular_automata,217,CL,0.0,0.7899,0.04,1.4132,0.5191,0
cellular_automata,218,RG,0.0,0.7819,0.1483,0.3892,0.0659,0
cellular_automata,219,RG,0.9333,0.4317,0.1478,0.3636,0.1102,1
cellular_automata,220,RG,0.0,0.7837,0.047,0.1504,0.0171,0
cellular_automata,221,CL,0.1333,4.8902,0.0866,0.6047,0.3124,0
cellular_automata,222,RG,0.0,1.5459,0.6878,1.1994,1.4747,0
cellular_automata,223,CL,0.0,1.0314,0.0761,0.9128,0.3874,0
cellular_automata,224,CL,0.0,0.3109,0.0889,0.6763,0.115,0
cellular_automata,225,CL,0.0,2.5682,4.9315,2.839,6.169,0
cellular_automata,226,RG,0.9333,1.0245,0.0359,1.2008,0.4738,1
cellular_automata,227,CL,0.0333,3.8642,0.3559,1.217,1.5554,0
cellular_automata,228,CL,0.3,0.3221,0.0606,0.2955,0.1534,0
cellular_automata,229,CL,0.0667,0.0496,0.0186,0.1471,0.1121,0
cellular_automata,230,CL,0.0,0.2184,0.1422,0.267,0.046,0
cellular_automata,231,CL,0.0,1.1926,4.5771,3.1871,4.8823,0
cellular_automata,232,CL,0.0,0.985,0.0639,0.847,0.3877,0
cellular_automata,233,CL,0.0,2.77,0.0407,0.9199,0.445,0
cellular_automata,234,CL,0.2,0.2146,0.0439,0.409,0.0776,0
cellular_automata,235,RG,0.6333,0.2454,0.0596,0.2908,0.1519,1
cellular_automata,236,RG,0.0,0.7918,0.0248,0.1246,0.01,0
cellular_automata,237,CL,0.0,0.4204,5.2356,2.4917,6.3961,0
cellular_automata,238,CL,0.0,0.986,0.2892,0.939,0.9745,0
cellular_automata,239,CL,0.1,0.733,0.1659,1.2846,0.8411,0
cellular_automata,240,CL,0.0,1.2257,3.4972,2.8057,3.8006,0
cellular_automata,241,CL,0.0,0.4084,0.0184,0.1535,0.1096,0
cellular_automata,242,RG,0.0,0.7878,0.017,0.0943,0.0129,0
cellular_automata,243,CL,0.0,1.0133,0.0814,0.7257,0.2207,0
cellular_automata,244,CL,0.1,0.8313,0.7064,2.2528,1.6361,0
cellular_automata,245,CL,0.0,0.2948,0.0004,0.0383,0.0009,0
cellular_automata,246,CL,0.0,1.7236,0.0384,0.7481,0.4472,0
cellular_automata,247,CL,0.0333,1.1431,5.2313,2.5034,6.3985,0
cellular_automata,248,CL,0.0,1.2831,0.1729,0.8508,0.3412,0
cellular_automata,249,CL,0.0,0.5206,0.0504,0.8199,0.1907,0
cellular_automata,250,CL,0.0333,0.1264,0.0569,0.3682,0.1572,0
cellular_automata,251,RG,0.0,0.7949,0.0313,0.3902,0.0876,0
cellular_automata,252,CL,0.0667,0.2466,0.0011,0.0417,0.0019,0
cellular_automata,253,CL,0.0667,0.6899,0.0991,1.0293,0.4077,0
cellular_automata,254,RG,0.0,1.6091,0.0234,0.3239,0.1288,0
cellular_automata,255,CL,0.0333,0.1691,0.0004,0.0383,0.0009,0
cellular_automata,256,CL,0.0,0.2721,0.1246,0.2654,0.0377,0
cellular_automata,257,CL,0.0,2.7919,1.8247,1.7506,1.8267,0
cellular_automata,258,CL,0.0,0.5809,0.0507,0.7195,0.2741,0
cellular_automata,259,CL,0.0,0.7958,0.2018,1.1188,1.1183,0
cellular_automata,260,RG,0.0,0.787,0.0363,0.2239,0.0232,0
cellular_automata,261,CL,0.0,3.9591,0.109,0.4641,0.3244,0
cellular_automata,262,RG,0.0,1.5192,0.0248,0.1246,0.01,0
cellular_automata,263,CL,0.0,0.3348,0.1401,0.364,0.0525,0
cellular_automata,264,CL,0.0,0.5986,0.0741,0.3064,0.1534,0
cellular_automata,265,CL,0.0,3.0103,4.8589,3.4512,5.5837,0
cellular_automata,266,RG,0.0,9.1144,0.0307,1.5255,0.4576,0
cellular_automata,267,RG,0.7,0.203,0.3071,0.731,0.9574,1
cellular_automata,268,CL,0.0,4.5033,4.9479,2.7847,6.1744,0
cellular_automata,269,RG,0.0,1.5201,0.3836,0.4986,0.8874,0
cellular_automata,270,CL,0.0,0.8879,0.0177,0.4571,0.1836,0
cellular_automata,271,RG,0.9333,0.2097,0.0634,0.8778,0.5522,1
cellular_automata,272,CL,0.0,2.7136,5.1688,3.5631,5.9023,0
cellular_automata,273,CL,0.0,1.2151,0.3036,9.6298,1.1091,0
cellular_automata,274,RG,0.0,14.5234,0.0399,1.623,0.4602,0
cellular_automata,275,RG,0.0,1.5093,0.0248,0.1246,0.01,0
cellular_automata,276,CL,0.1333,1.609,0.3187,4.1977,1.0517,0
cellular_automata,277,RG,0.0,0.7825,0.148,0.3877,0.0653,0
cellular_automata,278,CL,0.0667,0.3075,0.0284,0.3347,0.1014,0
cellular_automata,279,CL,0.0,0.4252,0.0035,0.0623,0.0025,0
cellular_automata,280,RG,0.0,0.7828,0.0204,0.1178,0.0362,0
cellular_automata,281,CL,0.0,0.8865,5.4137,3.2426,5.5243,0
cellular_automata,282,CL,0.0333,4.1331,0.1242,0.8158,0.4673,0
cellular_automata,283,CL,0.0667,0.6491,0.1702,0.9471,0.8435,0
cellular_automata,284,RG,0.0,0.7814,0.0011,0.0854,0.0039,0
cellular_automata,285,CL,0.0,0.5081,0.0362,0.4276,0.2026,0
cellular_automata,286,RG,0.7333,0.2444,0.1234,0.2483,0.0376,1
