domain,sys_idx,process_regime,transition_continuity,transition_curvature,transition_smoothness,transition_reversibility,transition_branching,transition_fragmentation
branching,388,CH,0.0,0.1894,0.9993,0.4637,0.0327,0.25
branching,389,CG,0.6466,0.454,0.998,0.5874,0.084,0.5
branching,390,CH,0.0,0.7844,0.9996,0.4562,0.081,0.25
branching,391,CG,0.531,0.1898,0.9981,0.5906,0.0693,0.5
branching,392,CH,0.0,0.1712,0.9996,0.4624,0.0422,0.25
branching,393,CH,0.0,0.0443,0.9995,0.3994,0.0127,0.25
branching,394,CH,0.0,0.4284,0.9996,0.3983,0.0242,0.25
branching,395,CH,0.0,0.0551,0.999,0.3302,0.0417,0.25
branching,396,CL,0.2618,0.3913,0.9493,0.0,0.5068,0.75
branching,397,CG,0.0,0.2477,0.9984,0.6546,0.0768,0.25
branching,398,CH,0.0499,0.8075,0.9764,0.1514,0.7565,0.75
branching,399,CH,0.0,0.1375,0.9977,0.3222,0.1059,0.25
branching,400,CH,0.0,0.0822,0.9996,0.3965,0.0401,0.25
branching,401,CH,0.0,0.0555,0.9995,0.398,0.0274,0.25
branching,402,CL,0.0423,0.474,0.977,0.0,0.6138,0.75
branching,403,CH,0.0,0.1595,0.9987,0.392,0.0726,0.25
branching,404,CG,0.0817,0.805,0.997,0.5331,0.0132,0.5
branching,405,CH,0.0,0.4076,0.9993,0.533,0.0095,0.25
branching,406,CH,0.0,0.3104,0.9997,0.3975,0.0314,0.25
branching,407,CH,0.0,0.0349,0.9994,0.3994,0.0123,0.25
branching,408,CG,0.6462,1.1259,0.9781,0.5333,0.7578,0.75
branching,409,CL,0.0277,0.8285,0.9736,0.0,0.5357,0.75
branching,410,CH,0.0,0.0561,0.9993,0.394,0.0601,0.25
branching,411,CH,0.0,0.1009,0.9987,0.3963,0.0407,0.25
branching,412,CH,0.0,0.2386,0.9997,0.4646,0.0258,0.25
branching,413,CH,0.0,0.5059,0.9997,0.3995,0.0123,0.25
branching,414,CG,0.35,1.3242,0.9946,0.7318,0.0254,0.5
branching,415,CH,0.0,0.1782,0.999,0.3314,0.0296,0.25
branching,416,CH,0.0,0.5101,0.9997,0.464,0.0301,0.25
branching,417,CH,0.0,0.0794,0.9995,0.395,0.0526,0.25
branching,418,CH,0.0,0.2311,0.9998,0.395,0.052,0.25
branching,419,CH,0.0,0.073,0.9996,0.4661,0.0117,0.25
branching,420,CH,0.0,0.1159,0.9988,0.3323,0.019,0.25
branching,421,CH,0.0,0.0616,0.9997,0.3991,0.016,0.25
branching,422,CH,0.0,0.0516,0.9996,0.4658,0.0144,0.25
branching,423,CH,0.3784,0.5182,0.9848,0.6982,0.146,0.75
branching,424,CH,0.0,0.4302,0.9996,0.3961,0.0433,0.25
branching,425,CH,0.0,0.0648,0.9997,0.463,0.0374,0.25
branching,426,CG,0.0,1.1184,0.9986,0.2667,0.694,0.25
branching,427,CH,0.0,0.1275,0.999,0.3302,0.0415,0.25
branching,428,CH,0.0,0.2705,0.9997,0.4618,0.0462,0.25
branching,429,CH,0.0,0.2453,0.999,0.3329,0.0109,0.25
branching,430,CG,0.0,0.3348,0.9993,0.4642,0.0283,0.25
branching,431,CH,0.0277,1.1241,0.9752,0.0377,0.6435,0.75
branching,432,CH,0.0,0.1392,0.9987,0.3333,0.0049,0.25
branching,433,CH,0.0,0.171,0.9987,0.3988,0.0183,0.25
branching,434,CG,0.0,0.6847,0.9986,0.2667,0.694,0.25
branching,435,CH,0.0,0.3591,0.9996,0.3991,0.0164,0.25
branching,436,CG,0.2781,0.2569,0.993,0.7306,0.0309,0.5
branching,437,CG,0.6466,0.5414,0.9979,0.5955,0.0448,0.5
branching,438,CH,0.0,0.0895,0.9979,0.3304,0.0396,0.25
branching,439,CH,0.0,0.1082,0.9993,0.4596,0.0607,0.25
branching,440,CH,0.003,0.9933,0.959,0.4696,0.3958,0.75
branching,441,CG,0.0,1.366,0.9985,0.2,0.7622,0.25
branching,442,CH,0.2702,0.4913,0.9435,0.0247,0.5074,0.75
branching,443,CH,0.0,0.1171,0.9993,0.4606,0.0545,0.25
branching,444,CH,0.0,0.1071,0.9994,0.4639,0.0312,0.25
branching,445,CH,0.0,0.8653,0.9996,0.3951,0.0518,0.25
branching,446,CH,0.0,0.1123,0.9984,0.3981,0.0246,0.25
branching,447,CH,0.0,0.1157,0.9991,0.3302,0.0418,0.25
branching,448,CH,0.0,0.0911,0.9983,0.3962,0.0414,0.25
branching,449,CH,0.0,0.0495,0.9997,0.3959,0.045,0.25
branching,450,CH,0.0,0.5097,0.9996,0.462,0.0449,0.25
branching,451,CH,0.0,0.2942,0.9996,0.3971,0.0349,0.25
branching,452,CH,0.531,1.1426,0.9987,0.5979,0.0229,0.5
branching,453,CH,0.7892,0.0846,0.9988,0.4658,0.0126,0.5
branching,454,CG,0.7892,0.5723,0.9954,0.4,0.7622,0.5
branching,455,CH,0.0,0.1015,0.999,0.5303,0.0303,0.25
branching,456,CH,0.0,0.9831,0.9996,0.4606,0.0538,0.25
branching,457,CH,0.0,0.1031,0.9993,0.3928,0.0687,0.25
branching,458,CH,0.0,0.0985,0.9968,0.3319,0.0225,0.25
branching,459,CH,0.2781,0.1648,0.9985,0.5255,0.0626,0.5
branching,460,CH,0.0,0.0499,0.9979,0.324,0.0931,0.25
branching,461,CH,0.0,0.0477,0.9996,0.4588,0.0647,0.25
branching,462,CH,0.0,0.3006,0.9997,0.3958,0.046,0.25
branching,463,CH,0.0,0.0471,0.9976,0.3322,0.0193,0.25
branching,464,CG,0.0,1.0749,0.9986,0.2667,0.619,0.25
branching,465,CG,0.0,0.7462,0.9988,0.3333,0.7622,0.25
branching,466,CH,0.0,0.1065,0.9987,0.3322,0.0199,0.25
branching,467,CH,0.0,0.7039,0.9996,0.462,0.0447,0.25
branching,468,CH,0.0,0.2117,0.999,0.3298,0.0454,0.25
branching,469,CL,0.2618,0.4907,0.9442,0.0,0.5074,0.75
branching,470,CH,0.0,0.2417,0.999,0.4603,0.0571,0.25
branching,471,CH,0.0,0.1728,0.9986,0.3952,0.0498,0.25
branching,472,CH,0.0,0.1461,0.9993,0.4666,0.0067,0.25
branching,473,CH,0.2702,0.6889,0.9434,0.0112,0.5074,0.75
branching,474,CH,0.2702,0.9435,0.9814,0.7261,0.0534,0.75
branching,475,CH,0.0,0.2627,0.9995,0.3979,0.028,0.25
branching,476,CH,0.1187,0.1906,0.9972,0.5902,0.0673,0.5
branching,477,CH,0.0,0.1651,0.999,0.5323,0.0157,0.25
branching,478,CG,0.0,0.7454,0.9982,0.2667,0.7579,0.25
branching,479,CG,0.2781,1.1431,0.9938,0.7314,0.0262,0.5
branching,480,CH,0.081,1.4437,0.9725,0.034,0.6027,0.75
branching,481,CG,0.2781,0.2704,0.9932,0.7075,0.1206,0.5
branching,482,CH,0.003,0.68,0.9729,0.5633,0.6687,0.75
branching,483,CH,0.0,0.1288,0.9984,0.3961,0.0424,0.25
branching,484,CH,0.0,0.0803,0.9996,0.4656,0.0163,0.25
branching,485,CG,0.1187,0.1209,0.998,0.5291,0.0426,0.5
branching,486,CG,0.0,0.6146,0.9932,0.3333,0.7356,0.25
branching,487,CH,0.0,0.0726,0.9997,0.4627,0.0395,0.25
branching,488,CG,0.7892,0.2115,0.9982,0.5977,0.03,0.5
branching,489,CG,0.2781,0.2862,0.9931,0.7153,0.0938,0.5
branching,490,CH,0.0,0.2437,0.9991,0.3968,0.0371,0.25
branching,491,CH,0.0,0.3903,0.9994,0.392,0.0737,0.25
branching,492,CH,0.0,0.3945,0.9991,0.5241,0.0675,0.25
branching,493,CG,0.0,0.375,0.9924,0.5333,0.7547,0.25
branching,494,CH,0.0,0.1473,0.999,0.4592,0.0635,0.25
branching,495,CH,0.0,0.1218,0.9991,0.3985,0.0209,0.25
branching,496,CH,0.0,0.0512,0.9996,0.3935,0.0634,0.25
branching,497,CH,0.0,0.0527,0.9994,0.3991,0.0161,0.25
branching,498,CH,0.0,0.0361,0.9997,0.3985,0.0215,0.25
branching,499,CH,0.0,0.0356,0.9979,0.3279,0.0622,0.25
cellular_automata,0,CL,0.0,3.6932,1.0,0.0667,0.5258,0.25
cellular_automata,1,CL,0.0,1.131,1.0,0.0695,0.2435,0.25
cellular_automata,2,CL,0.0,1.089,1.0,0.0,0.5204,0.25
cellular_automata,3,CL,0.0,2.5991,1.0,0.25,0.5168,0.25
cellular_automata,4,RG,0.0,0.0943,1.0,0.0199,0.3625,0.25
cellular_automata,5,CL,0.0,0.6629,1.0,0.0,0.5326,0.25
cellular_automata,6,CL,0.531,1.9617,1.0,0.0,0.5,0.5
cellular_automata,7,CL,0.7892,0.1336,1.0,0.0053,0.495,0.5
cellular_automata,8,CL,0.6466,1.3423,1.0,0.202,0.4877,0.5
cellular_automata,9,RG,0.0,0.1246,1.0,0.0199,0.3777,0.25
cellular_automata,10,CL,0.0,2.8243,1.0,0.4737,0.5046,0.25
cellular_automata,11,CL,0.0,0.489,1.0,0.0,0.5,0.25
cellular_automata,12,RG,0.1187,0.4972,1.0,0.0618,0.0973,0.5
cellular_automata,13,CL,0.0,0.5957,1.0,0.3636,0.5038,0.25
cellular_automata,14,CL,0.0,0.3388,1.0,0.0,0.5138,0.25
cellular_automata,15,CL,0.2162,0.305,1.0,0.0106,0.5033,0.5
cellular_automata,16,CL,0.6466,0.3683,1.0,0.0099,0.4826,0.5
cellular_automata,17,CL,0.0,0.5746,1.0,0.013,0.525,0.25
cellular_automata,18,CL,0.6466,3.0443,1.0,0.0,0.5325,0.5
cellular_automata,19,RG,0.0,0.5617,1.0,0.0464,0.3683,0.25
cellular_automata,20,CL,0.6466,3.4872,1.0,0.0,0.5,0.5
cellular_automata,21,CL,0.6466,0.4398,1.0,0.0177,0.4826,0.5
cellular_automata,22,CL,0.7892,1.0765,1.0,0.2031,0.5078,0.5
cellular_automata,23,CL,0.0,4.7581,1.0,0.0605,0.0695,0.25
cellular_automata,24,CL,0.0,0.2768,1.0,0.0,0.5139,0.25
cellular_automata,25,CL,0.0,0.6118,1.0,0.0,0.5,0.25
cellular_automata,26,CL,0.6466,3.4682,1.0,0.5833,0.4406,0.5
cellular_automata,27,CL,0.7892,1.2245,1.0,0.0,0.5094,0.5
cellular_automata,28,CL,0.7892,1.0783,1.0,0.1801,0.3203,0.5
cellular_automata,29,CL,0.0,0.5777,1.0,0.0839,0.4933,0.25
cellular_automata,30,CL,0.0,0.5557,1.0,0.0,0.5072,0.25
cellular_automata,31,CL,0.7892,1.2898,1.0,0.1565,0.4877,0.5
cellular_automata,32,CL,0.0,1.1064,1.0,0.0861,0.4843,0.25
cellular_automata,33,CL,0.7892,3.3147,1.0,0.1177,0.0247,0.5
cellular_automata,34,RG,0.0,0.0383,1.0,0.0331,0.3841,0.25
cellular_automata,35,CL,0.0,0.6463,1.0,0.1902,0.5409,0.25
cellular_automata,36,CL,0.6466,0.3873,1.0,0.0,0.0153,0.5
cellular_automata,37,RG,0.0,0.3892,1.0,0.0265,0.3664,0.25
cellular_automata,38,CL,0.0,3.4913,1.0,0.0,0.5088,0.25
cellular_automata,39,CL,0.6466,1.4838,1.0,0.5455,0.452,0.5
cellular_automata,40,CL,0.0,0.3886,1.0,0.0,0.5,0.25
cellular_automata,41,CL,0.0,0.9114,1.0,0.16,0.5384,0.25
cellular_automata,42,CL,0.0,0.2832,1.0,0.1629,0.4418,0.25
cellular_automata,43,CL,0.0,0.2611,1.0,0.0,0.5063,0.25
cellular_automata,44,CL,0.6466,0.2687,1.0,0.2384,0.4591,0.5
cellular_automata,45,CL,0.0,2.4965,1.0,0.0728,0.5071,0.25
cellular_automata,46,CL,0.0,1.0689,1.0,0.5263,0.4591,0.25
cellular_automata,47,CL,0.0,1.8278,1.0,0.0,0.5449,0.25
cellular_automata,48,CL,0.7892,0.3667,1.0,0.0,0.0308,0.5
cellular_automata,49,CL,0.7892,0.2969,1.0,0.343,0.4863,0.5
cellular_automata,50,RG,0.0,0.681,1.0,0.0199,0.3777,0.25
cellular_automata,51,RG,0.0,0.6556,1.0,0.0331,0.3683,0.25
cellular_automata,52,CL,0.531,1.5377,1.0,0.2815,0.4818,0.5
cellular_automata,53,RG,0.0,0.1065,1.0,0.0199,0.371,0.25
cellular_automata,54,RG,0.0,0.4677,1.0,0.0397,0.379,0.25
cellular_automata,55,CL,0.0,0.365,1.0,0.0442,0.5038,0.25
cellular_automata,56,RG,0.531,1.0646,1.0,0.3245,0.3777,0.5
cellular_automata,57,CL,0.0,0.0383,1.0,0.0,0.5,0.25
cellular_automata,58,CL,0.531,3.4313,1.0,0.0,0.5053,0.5
cellular_automata,59,CL,0.0,0.573,1.0,0.0,0.5296,0.25
cellular_automata,60,CL,0.7892,0.6097,1.0,0.0,0.5158,0.5
cellular_automata,61,RG,0.0,0.0854,1.0,0.0132,0.371,0.25
cellular_automata,62,CL,0.0,4.6588,1.0,0.0,0.5411,0.25
cellular_automata,63,CL,0.0,1.0026,1.0,0.2727,0.5407,0.25
cellular_automata,64,CL,0.0,0.2611,1.0,0.0,0.5,0.25
cellular_automata,65,CL,0.7892,0.9711,1.0,0.2,0.513,0.5
cellular_automata,66,CL,0.7892,0.6463,1.0,0.3636,0.5025,0.5
cellular_automata,67,CL,0.0,1.2294,1.0,0.0,0.5,0.25
cellular_automata,68,CL,0.0,3.1202,1.0,0.2194,0.4802,0.25
cellular_automata,69,CL,0.6466,0.6761,1.0,0.0,0.5187,0.5
cellular_automata,70,CL,0.7892,0.0317,1.0,0.0,0.5,0.5
cellular_automata,71,RG,0.0,0.327,1.0,0.0199,0.2903,0.25
cellular_automata,72,CL,0.0,1.5282,1.0,0.0433,0.5366,0.25
cellular_automata,73,CL,0.6466,0.1971,1.0,0.0238,0.4624,0.5
cellular_automata,74,CL,0.7892,0.2483,1.0,0.011,0.4999,0.5
cellular_automata,75,CL,0.0,0.8723,1.0,0.0,0.5,0.25
cellular_automata,76,RG,0.0,0.7471,1.0,0.053,0.392,0.25
cellular_automata,77,CL,0.0,0.5892,1.0,0.3333,0.5081,0.25
cellular_automata,78,CL,0.0,0.3873,1.0,0.0,0.5,0.25
cellular_automata,79,CL,0.0,0.6438,1.0,0.0,0.5302,0.25
cellular_automata,80,RG,0.531,0.828,1.0,0.149,0.4981,0.5
cellular_automata,81,RG,0.0,0.3695,1.0,0.0397,0.4674,0.25
cellular_automata,82,RG,0.0,0.44,1.0,0.0397,0.4656,0.25
cellular_automata,83,CL,0.0,3.4291,1.0,0.2,0.5257,0.25
cellular_automata,84,CL,0.0,1.1157,1.0,0.0,0.5062,0.25
cellular_automata,85,CL,0.0,0.7447,1.0,0.0773,0.4996,0.25
cellular_automata,86,CL,0.0,0.2984,1.0,0.0,0.5,0.25
cellular_automata,87,CL,0.0,3.5095,1.0,0.1818,0.5202,0.25
cellular_automata,88,CL,0.6466,0.1791,1.0,0.0,0.5,0.5
cellular_automata,89,CL,0.7892,0.398,1.0,0.0,0.4083,0.5
cellular_automata,90,CL,0.0,0.6161,1.0,0.0,0.5,0.25
cellular_automata,91,CL,0.0,2.9679,1.0,0.25,0.5179,0.25
cellular_automata,92,CL,0.6466,0.9485,1.0,0.0,0.5242,0.5
cellular_automata,93,CL,0.0,0.8075,1.0,0.0728,0.5023,0.25
cellular_automata,94,RG,0.0,0.2611,1.0,0.0132,0.4064,0.25
cellular_automata,95,CL,0.7892,0.1439,1.0,0.0088,0.4946,0.5
cellular_automata,96,RG,0.7892,1.6107,1.0,0.4636,0.5171,0.5
cellular_automata,97,CL,0.0,0.1658,1.0,0.0,0.5,0.25
cellular_automata,98,CL,0.7892,1.6638,1.0,0.0,0.5,0.5
cellular_automata,99,CL,0.0,0.3994,1.0,0.0,0.5052,0.25
cellular_automata,100,RG,0.0,0.6942,1.0,0.0397,0.3799,0.25
cellular_automata,101,CL,0.6466,0.4602,1.0,0.1954,0.4968,0.5
cellular_automata,102,RG,0.0,0.3908,1.0,0.0331,0.3654,0.25
cellular_automata,103,CL,0.0,3.3697,1.0,0.4412,0.5204,0.25
cellular_automata,104,CL,0.7892,0.3536,1.0,0.0558,0.499,0.5
cellular_automata,105,CL,0.6466,2.9228,1.0,0.5333,0.4563,0.5
cellular_automata,106,CL,0.0,1.0937,1.0,0.0464,0.521,0.25
cellular_automata,107,CL,0.0,0.6345,1.0,0.4673,0.0475,0.25
cellular_automata,108,CL,0.0,5.6588,1.0,0.1225,0.5125,0.25
cellular_automata,109,CL,0.6466,0.3634,1.0,0.2627,0.4948,0.5
cellular_automata,110,CL,0.0,0.8595,1.0,0.0795,0.4999,0.25
cellular_automata,111,CL,0.0,0.5707,1.0,0.2,0.5229,0.25
cellular_automata,112,CL,0.7892,0.216,1.0,0.0028,0.5029,0.5
cellular_automata,113,CL,0.0,0.0944,1.0,0.0,0.5,0.25
cellular_automata,114,CL,0.0,0.4947,1.0,0.0,0.5533,0.25
cellular_automata,115,CL,0.0,1.0551,1.0,0.0,0.5138,0.25
cellular_automata,116,CL,0.0,1.3749,1.0,0.2856,0.5013,0.25
cellular_automata,117,CL,0.7892,1.4486,1.0,0.0,0.5156,0.5
cellular_automata,118,CL,0.7892,1.4052,1.0,0.1821,0.4869,0.5
cellular_automata,119,CL,0.0,1.9463,1.0,0.0,0.5157,0.25
cellular_automata,120,CL,0.0,0.3984,1.0,0.0,0.5,0.25
cellular_automata,121,CL,0.7892,3.8777,1.0,0.1457,0.4942,0.5
cellular_automata,122,CL,0.0,1.112,1.0,0.2216,0.0555,0.25
cellular_automata,123,CL,0.0,1.2975,1.0,0.0738,0.4889,0.25
cellular_automata,124,CL,0.0,0.6461,1.0,0.3,0.5147,0.25
cellular_automata,125,CL,0.7892,0.3306,1.0,0.0132,0.5095,0.5
cellular_automata,126,CL,0.0,0.3682,1.0,0.0,0.5172,0.25
cellular_automata,127,RG,0.1187,0.327,1.0,0.0159,0.2889,0.5
cellular_automata,128,CL,0.0,0.5007,1.0,0.0,0.5,0.25
cellular_automata,129,RG,0.7892,0.4461,1.0,0.0199,0.4818,0.5
cellular_automata,130,RG,0.0,0.5513,1.0,0.053,0.3841,0.25
cellular_automata,131,CL,0.0,1.0612,1.0,0.0,0.5189,0.25
cellular_automata,132,CL,0.0,0.4605,1.0,0.0,0.509,0.25
cellular_automata,133,CL,0.0,0.156,1.0,0.0,0.5,0.25
cellular_automata,134,CL,0.0,0.1246,1.0,0.0,0.5,0.25
cellular_automata,135,CL,0.0,1.6621,1.0,0.0,0.5164,0.25
cellular_automata,136,CL,0.0,0.7237,1.0,0.0,0.5,0.25
cellular_automata,137,CL,0.6466,0.0383,1.0,0.0066,0.4885,0.5
cellular_automata,138,RG,0.0,0.1439,1.0,0.0265,0.4992,0.25
cellular_automata,139,CL,0.531,0.6392,1.0,0.245,0.4924,0.5
cellular_automata,140,CL,0.7892,0.9076,1.0,0.0,0.0153,0.5
cellular_automata,141,CL,0.7892,1.0237,1.0,0.1667,0.5148,0.5
cellular_automata,142,RG,0.0,0.0469,1.0,0.0464,0.371,0.25
cellular_automata,143,CL,0.6466,0.1971,1.0,0.0199,0.4877,0.5
cellular_automata,144,CL,0.0,1.266,1.0,0.0268,0.5368,0.25
cellular_automata,145,RG,0.0,0.1003,1.0,0.0199,0.3738,0.25
cellular_automata,146,CL,0.0,0.4246,1.0,0.0,0.5,0.25
cellular_automata,147,CL,0.0,0.2611,1.0,0.0,0.5,0.25
cellular_automata,148,CL,0.6466,0.2769,1.0,0.0185,0.5054,0.5
cellular_automata,149,CL,0.35,0.2908,1.0,0.0132,0.4751,0.5
cellular_automata,150,CL,0.0,0.0468,1.0,0.0,0.5108,0.25
cellular_automata,151,CL,0.6466,1.2668,1.0,0.1954,0.4985,0.5
cellular_automata,152,RG,0.0817,0.3428,1.0,0.0265,0.4604,0.5
cellular_automata,153,CL,0.0,1.2094,1.0,0.1613,0.532,0.25
cellular_automata,154,CL,0.0,1.1024,1.0,0.0,0.5102,0.25
cellular_automata,155,CL,0.0,1.2325,1.0,0.0712,0.3787,0.25
cellular_automata,156,CL,0.0,2.5462,1.0,0.5455,0.4709,0.25
cellular_automata,157,CL,0.0,1.0874,1.0,0.1266,0.4784,0.25
cellular_automata,158,CL,0.0,0.2354,1.0,0.0,0.5,0.25
cellular_automata,159,CL,0.6466,0.968,1.0,0.1523,0.5173,0.5
cellular_automata,160,CL,0.0,0.1439,1.0,0.0,0.5,0.25
cellular_automata,161,CL,0.7892,0.7317,1.0,0.047,0.5234,0.5
cellular_automata,162,RG,0.0,0.0384,1.0,0.0199,0.3664,0.25
cellular_automata,163,RG,0.0,0.3029,1.0,0.0861,0.4113,0.25
cellular_automata,164,CL,0.0,0.1535,1.0,0.0,0.5145,0.25
cellular_automata,165,CL,0.7892,0.7206,1.0,0.0,0.0153,0.5
cellular_automata,166,RG,0.0,0.7471,1.0,0.053,0.2903,0.25
cellular_automata,167,CL,0.6466,1.6056,1.0,0.2176,0.3462,0.5
cellular_automata,168,CL,0.0,0.3875,1.0,0.0,0.5063,0.25
cellular_automata,169,RG,0.0,0.1841,1.0,0.0596,0.4621,0.25
cellular_automata,170,RG,0.0,0.3877,1.0,0.0132,0.3777,0.25
cellular_automata,171,RG,0.0,0.0854,1.0,0.0199,0.3799,0.25
cellular_automata,172,CL,0.531,0.8632,1.0,0.2887,0.5063,0.5
cellular_automata,173,RG,0.0,0.0383,1.0,0.0265,0.371,0.25
cellular_automata,174,CL,0.6466,1.1363,1.0,0.0781,0.5037,0.5
cellular_automata,175,CL,0.531,4.3503,1.0,0.0,0.5,0.5
cellular_automata,176,CL,0.0,0.0384,1.0,0.0,0.5,0.25
cellular_automata,177,CL,0.7892,1.8385,1.0,0.0,0.0206,0.5
cellular_automata,178,CL,0.2781,0.3465,1.0,0.0353,0.5009,0.5
cellular_automata,179,RG,0.0,1.0711,1.0,0.2053,0.4459,0.25
cellular_automata,180,CL,0.0,0.3472,1.0,0.1842,0.5215,0.25
cellular_automata,181,CL,0.0,0.5461,1.0,0.1192,0.0364,0.25
cellular_automata,182,CL,0.0,0.1747,1.0,0.0,0.5186,0.25
cellular_automata,183,CL,0.7892,0.4965,1.0,0.0,0.0153,0.5
cellular_automata,184,CL,0.531,0.2908,1.0,0.0106,0.4896,0.5
cellular_automata,185,CL,0.7892,0.69,1.0,0.0,0.5117,0.5
cellular_automata,186,CL,0.7892,0.1439,1.0,0.0106,0.4882,0.5
cellular_automata,187,CL,0.531,1.0639,1.0,0.1556,0.4826,0.5
cellular_automata,188,CL,0.7892,0.5204,1.0,0.0728,0.5106,0.5
cellular_automata,189,CL,0.0,0.2479,1.0,0.011,0.5017,0.25
cellular_automata,190,CL,0.0,0.7467,1.0,0.1159,0.4714,0.25
cellular_automata,191,CL,0.2781,0.1937,1.0,0.011,0.4996,0.5
cellular_automata,192,CL,0.7892,0.1433,1.0,0.0132,0.4973,0.5
cellular_automata,193,CL,0.7892,0.7136,1.0,0.1606,0.4667,0.5
cellular_automata,194,CL,0.1634,0.3763,1.0,0.0643,0.4704,0.5
cellular_automata,195,RG,0.0,0.1117,1.0,0.0464,0.2903,0.25
cellular_automata,196,CL,0.0,0.6625,1.0,0.0,0.5234,0.25
cellular_automata,197,RG,0.0,0.075,1.0,0.0132,0.3777,0.25
cellular_automata,198,CL,0.0,2.7683,1.0,0.4375,0.497,0.25
cellular_automata,199,CL,0.0,0.5526,1.0,0.0,0.5,0.25
cellular_automata,200,CL,0.6466,2.9496,1.0,0.4444,0.4724,0.5
cellular_automata,201,RG,0.0,0.2989,1.0,0.053,0.379,0.25
cellular_automata,202,RG,0.0,0.0383,1.0,0.0265,0.4578,0.25
cellular_automata,203,CL,0.0,1.3675,1.0,0.0618,0.4855,0.25
cellular_automata,204,CL,0.0,0.3877,1.0,0.0,0.5,0.25
cellular_automata,205,CL,0.7892,1.0766,1.0,0.0,0.0153,0.5
cellular_automata,206,CL,0.0,0.1246,1.0,0.0,0.5,0.25
cellular_automata,207,CL,0.0,0.8431,1.0,0.0,0.5237,0.25
cellular_automata,208,CL,0.0,0.4917,1.0,0.4211,0.4977,0.25
cellular_automata,209,CL,0.0,0.6214,1.0,0.2056,0.5124,0.25
cellular_automata,210,CL,0.6466,0.9471,1.0,0.1391,0.248,0.5
cellular_automata,211,RG,0.0,0.2253,1.0,0.0331,0.3809,0.25
cellular_automata,212,CL,0.0,2.3996,1.0,0.106,0.4996,0.25
cellular_automata,213,CL,0.531,0.5429,1.0,0.3548,0.4005,0.5
cellular_automata,214,RG,0.0,0.0441,1.0,0.0397,0.392,0.25
cellular_automata,215,CL,0.7892,0.6181,1.0,0.1192,0.4916,0.5
cellular_automata,216,CL,0.0,2.9588,1.0,0.2941,0.0678,0.25
cellular_automata,217,CL,0.0,1.4132,1.0,0.0,0.509,0.25
cellular_automata,218,RG,0.0,0.3892,1.0,0.0265,0.392,0.25
cellular_automata,219,RG,0.6466,0.3636,1.0,0.4927,0.4877,0.5
cellular_automata,220,RG,0.0,0.1504,1.0,0.0331,0.4012,0.25
cellular_automata,221,CL,0.4335,0.6047,0.9999,0.1779,0.5086,0.5
cellular_automata,222,RG,0.0,1.1994,1.0,0.0861,0.4749,0.25
cellular_automata,223,CL,0.0,0.9128,1.0,0.0,0.5,0.25
cellular_automata,224,CL,0.0,0.6763,1.0,0.0,0.5,0.25
cellular_automata,225,CL,0.0,2.839,1.0,0.5294,0.4847,0.25
cellular_automata,226,RG,0.6466,1.2008,1.0,0.7788,0.3679,0.5
cellular_automata,227,CL,0.7892,1.217,1.0,0.0,0.0279,0.5
cellular_automata,228,CL,0.1187,0.2955,1.0,0.0416,0.1908,0.5
cellular_automata,229,CL,0.6466,0.1471,1.0,0.0159,0.4725,0.5
cellular_automata,230,CL,0.0,0.267,1.0,0.0132,0.5022,0.25
cellular_automata,231,CL,0.0,3.1871,1.0,0.0,0.5293,0.25
cellular_automata,232,CL,0.0,0.847,1.0,0.0,0.5477,0.25
cellular_automata,233,CL,0.0,0.9199,1.0,0.3636,0.5216,0.25
cellular_automata,234,CL,0.2781,0.409,1.0,0.0079,0.4947,0.5
cellular_automata,235,RG,0.0519,0.2908,1.0,0.0221,0.3549,0.5
cellular_automata,236,RG,0.0,0.1246,1.0,0.0199,0.3616,0.25
cellular_automata,237,CL,0.0,2.4917,1.0,0.0,0.5,0.25
cellular_automata,238,CL,0.0,0.939,1.0,0.1898,0.4889,0.25
cellular_automata,239,CL,0.531,1.2846,1.0,0.0762,0.3432,0.5
cellular_automata,240,CL,0.0,2.8057,1.0,0.0,0.5,0.25
cellular_automata,241,CL,0.0,0.1535,1.0,0.0,0.5093,0.25
cellular_automata,242,RG,0.0,0.0943,1.0,0.0265,0.3744,0.25
cellular_automata,243,CL,0.0,0.7257,1.0,0.0684,0.3676,0.25
cellular_automata,244,CL,0.531,2.2528,1.0,0.0695,0.3432,0.5
cellular_automata,245,CL,0.0,0.0383,1.0,0.0,0.5,0.25
cellular_automata,246,CL,0.0,0.7481,1.0,0.0,0.5375,0.25
cellular_automata,247,CL,0.7892,2.5034,1.0,0.2697,0.3819,0.5
cellular_automata,248,CL,0.0,0.8508,1.0,0.0,0.5119,0.25
cellular_automata,249,CL,0.0,0.8199,1.0,0.0,0.5167,0.25
cellular_automata,250,CL,0.7892,0.3682,1.0,0.0099,0.4813,0.5
cellular_automata,251,RG,0.0,0.3902,1.0,0.0464,0.3958,0.25
cellular_automata,252,CL,0.6466,0.0417,1.0,0.0066,0.5034,0.5
cellular_automata,253,CL,0.6466,1.0293,1.0,0.0,0.505,0.5
cellular_automata,254,RG,0.0,0.3239,1.0,0.0596,0.4067,0.25
cellular_automata,255,CL,0.7892,0.0383,1.0,0.0044,0.5003,0.5
cellular_automata,256,CL,0.0,0.2654,1.0,0.0,0.5,0.25
