depth,sector,condition,rg_similarity,propagation_coherence,locality_constraint_stability,conservation_transport_alignment,proto_field_persistence,recursive_interaction_boundedness,constrained_relation_gain,classification
320,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,RecursiveLocalityEmergence,0.9568,0.9126,0.94,0.9126,0.8851,0.8663,0.9031,PROTO-PHYSICAL-STABLE
131072,P-A,RecursiveLocalityEmergence,0.8316,0.8247,0.842,0.8117,0.8045,0.7752,0.8182,PROTO-PHYSICAL-BOUNDED
1,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,ConservationBoundInteraction,0.9578,0.9151,0.9323,0.9265,0.9024,0.886,0.9057,PROTO-PHYSICAL-STABLE
131072,P-A,ConservationBoundInteraction,0.8406,0.827,0.8229,0.8361,0.8193,0.802,0.8062,PROTO-PHYSICAL-BOUNDED
1,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,ProtoFieldCoherenceMapping,0.9309,0.9318,0.895,0.9092,0.9157,0.8718,0.8968,PROTO-PHYSICAL-STABLE
131072,P-A,ProtoFieldCoherenceMapping,0.8259,0.825,0.8087,0.8022,0.824,0.7897,0.8049,PROTO-PHYSICAL-BOUNDED
1,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,RecursivePropagationPersistence,0.9429,0.9353,0.9127,0.8988,0.92,0.8633,0.9097,PROTO-PHYSICAL-STABLE
131072,P-A,RecursivePropagationPersistence,0.8485,0.8498,0.8105,0.8055,0.8038,0.7943,0.8264,PROTO-PHYSICAL-BOUNDED
1,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,InteractionLimitedStabilization,0.96,0.9533,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,InteractionLimitedStabilization,0.9446,0.9016,0.9154,0.8986,0.8891,0.9066,0.9177,PROTO-PHYSICAL-STABLE
131072,P-A,InteractionLimitedStabilization,0.8213,0.8064,0.815,0.8058,0.7958,0.8062,0.8161,PROTO-PHYSICAL-BOUNDED
1,P-A,NullPhysicalizationControl,0.7697,0.7286,0.7191,0.7439,0.7206,0.7003,0.7144,PROTO-PHYSICAL-PARTIAL
2,P-A,NullPhysicalizationControl,0.7533,0.765,0.7341,0.7402,0.7077,0.6954,0.7351,PROTO-PHYSICAL-PARTIAL
4,P-A,NullPhysicalizationControl,0.7553,0.734,0.7358,0.7159,0.7196,0.7191,0.72,PROTO-PHYSICAL-PARTIAL
6,P-A,NullPhysicalizationControl,0.7546,0.7278,0.7179,0.7103,0.7137,0.6963,0.7072,PROTO-PHYSICAL-PARTIAL
8,P-A,NullPhysicalizationControl,0.7673,0.7507,0.721,0.7416,0.7061,0.71,0.7419,PROTO-PHYSICAL-PARTIAL
12,P-A,NullPhysicalizationControl,0.7742,0.7315,0.7404,0.7414,0.728,0.7224,0.7068,PROTO-PHYSICAL-PARTIAL
16,P-A,NullPhysicalizationControl,0.7837,0.7361,0.7198,0.7266,0.7018,0.7025,0.7393,PROTO-PHYSICAL-PARTIAL
20,P-A,NullPhysicalizationControl,0.7526,0.7565,0.734,0.7217,0.718,0.702,0.7311,PROTO-PHYSICAL-PARTIAL
24,P-A,NullPhysicalizationControl,0.7888,0.7367,0.7394,0.7326,0.7321,0.7114,0.7288,PROTO-PHYSICAL-PARTIAL
32,P-A,NullPhysicalizationControl,0.7711,0.7441,0.725,0.7376,0.735,0.707,0.7243,PROTO-PHYSICAL-PARTIAL
40,P-A,NullPhysicalizationControl,0.7502,0.752,0.7494,0.714,0.7038,0.7209,0.7409,PROTO-PHYSICAL-PARTIAL
48,P-A,NullPhysicalizationControl,0.751,0.7498,0.7198,0.7335,0.7027,0.7139,0.7199,PROTO-PHYSICAL-PARTIAL
64,P-A,NullPhysicalizationControl,0.7554,0.7342,0.7257,0.7336,0.7133,0.6961,0.7438,PROTO-PHYSICAL-PARTIAL
80,P-A,NullPhysicalizationControl,0.788,0.7314,0.7489,0.7274,0.7274,0.7075,0.7299,PROTO-PHYSICAL-PARTIAL
96,P-A,NullPhysicalizationControl,0.7646,0.7641,0.7545,0.7445,0.7018,0.6944,0.7118,PROTO-PHYSICAL-PARTIAL
128,P-A,NullPhysicalizationControl,0.7849,0.7336,0.7344,0.7419,0.7233,0.6965,0.7074,PROTO-PHYSICAL-PARTIAL
160,P-A,NullPhysicalizationControl,0.7697,0.729,0.7358,0.722,0.7277,0.7115,0.73,PROTO-PHYSICAL-PARTIAL
192,P-A,NullPhysicalizationControl,0.7597,0.7269,0.7265,0.7161,0.7073,0.7107,0.7346,PROTO-PHYSICAL-PARTIAL
256,P-A,NullPhysicalizationControl,0.7601,0.7541,0.7303,0.7412,0.7211,0.6951,0.7077,PROTO-PHYSICAL-PARTIAL
320,P-A,NullPhysicalizationControl,0.7849,0.7512,0.7458,0.7147,0.7039,0.706,0.7357,PROTO-PHYSICAL-PARTIAL
512,P-A,NullPhysicalizationControl,0.7558,0.7383,0.7372,0.7052,0.7254,0.712,0.7448,PROTO-PHYSICAL-PARTIAL
768,P-A,NullPhysicalizationControl,0.7711,0.7456,0.7238,0.7379,0.7333,0.6916,0.7208,PROTO-PHYSICAL-PARTIAL
1024,P-A,NullPhysicalizationControl,0.7543,0.7456,0.7489,0.7199,0.7213,0.7071,0.7184,PROTO-PHYSICAL-PARTIAL
1536,P-A,NullPhysicalizationControl,0.7532,0.7239,0.745,0.7314,0.7043,0.6969,0.7136,PROTO-PHYSICAL-PARTIAL
2048,P-A,NullPhysicalizationControl,0.7584,0.7288,0.7286,0.719,0.7268,0.6894,0.7028,PROTO-PHYSICAL-PARTIAL
3072,P-A,NullPhysicalizationControl,0.771,0.7371,0.7322,0.7362,0.6938,0.6938,0.7374,PROTO-PHYSICAL-PARTIAL
4096,P-A,NullPhysicalizationControl,0.7491,0.7337,0.7143,0.7113,0.6905,0.7106,0.7201,PROTO-PHYSICAL-PARTIAL
6144,P-A,NullPhysicalizationControl,0.7797,0.7304,0.7287,0.7348,0.7127,0.689,0.7294,PROTO-PHYSICAL-PARTIAL
8192,P-A,NullPhysicalizationControl,0.7524,0.7145,0.7141,0.718,0.692,0.7025,0.6961,PROTO-PHYSICAL-PARTIAL
12288,P-A,NullPhysicalizationControl,0.7627,0.7148,0.7369,0.7217,0.6839,0.7058,0.689,PROTO-PHYSICAL-PARTIAL
16384,P-A,NullPhysicalizationControl,0.7586,0.7292,0.7243,0.7202,0.6954,0.6772,0.7035,PROTO-PHYSICAL-PARTIAL
24576,P-A,NullPhysicalizationControl,0.7393,0.7147,0.6898,0.6884,0.686,0.6895,0.6802,PROTO-PHYSICAL-PARTIAL
32768,P-A,NullPhysicalizationControl,0.7093,0.6877,0.7079,0.6746,0.6659,0.673,0.6988,PROTO-PHYSICAL-DEGRADING
65536,P-A,NullPhysicalizationControl,0.6933,0.6558,0.665,0.6587,0.6252,0.6209,0.6567,PROTO-PHYSICAL-DEGRADING
131072,P-A,NullPhysicalizationControl,0.6226,0.5867,0.5705,0.584,0.561,0.5606,0.5805,PROTO-PHYSICAL-DEGRADING
1,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
