depth,sector,condition,rg_similarity,memory_persistence,historical_encoding_strength,lineage_memory_transfer,adaptive_history_modulation,reconstruction_accuracy,transport_memory_alignment,classification
128,Projection-Neutral,LineageInheritanceAnalysis,0.4184,0.4158,0.4119,0.4018,0.3952,0.3819,0.4038,MEMORY-FAILED
160,Projection-Neutral,LineageInheritanceAnalysis,0.3714,0.3552,0.3543,0.3594,0.3411,0.3362,0.3479,MEMORY-FAILED
192,Projection-Neutral,LineageInheritanceAnalysis,0.3258,0.316,0.3172,0.313,0.3065,0.3111,0.3172,MEMORY-FAILED
256,Projection-Neutral,LineageInheritanceAnalysis,0.2616,0.2636,0.2552,0.258,0.2549,0.2484,0.2555,MEMORY-FAILED
320,Projection-Neutral,LineageInheritanceAnalysis,0.2295,0.2262,0.22,0.2167,0.2108,0.2093,0.2167,MEMORY-FAILED
512,Projection-Neutral,LineageInheritanceAnalysis,0.1574,0.1529,0.1488,0.1489,0.1468,0.1439,0.1491,MEMORY-FAILED
768,Projection-Neutral,LineageInheritanceAnalysis,0.11,0.1081,0.1073,0.1076,0.1018,0.1025,0.103,MEMORY-FAILED
1024,Projection-Neutral,LineageInheritanceAnalysis,0.084,0.0816,0.0815,0.0816,0.0797,0.0802,0.0815,MEMORY-FAILED
1536,Projection-Neutral,LineageInheritanceAnalysis,0.0591,0.0573,0.0561,0.0576,0.0556,0.0535,0.0544,MEMORY-FAILED
2048,Projection-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,TransportMemoryPreservation,0.9368,0.94,0.8995,0.92,0.9042,0.8982,0.911,MEMORY-BOUNDED
2,Projection-Neutral,TransportMemoryPreservation,0.9233,0.9313,0.9078,0.8774,0.871,0.8587,0.92,MEMORY-STABLE
4,Projection-Neutral,TransportMemoryPreservation,0.9122,0.8949,0.8989,0.8616,0.8735,0.8442,0.9108,MEMORY-BOUNDED
6,Projection-Neutral,TransportMemoryPreservation,0.8957,0.8707,0.886,0.8435,0.8383,0.8511,0.8821,MEMORY-BOUNDED
8,Projection-Neutral,TransportMemoryPreservation,0.8837,0.8486,0.8371,0.8525,0.8462,0.8233,0.8689,MEMORY-BOUNDED
12,Projection-Neutral,TransportMemoryPreservation,0.8402,0.8197,0.8286,0.8114,0.7943,0.7905,0.8495,MEMORY-BOUNDED
16,Projection-Neutral,TransportMemoryPreservation,0.8092,0.8101,0.8014,0.7939,0.7834,0.7741,0.7991,MEMORY-BOUNDED
20,Projection-Neutral,TransportMemoryPreservation,0.7783,0.7882,0.7821,0.7585,0.7479,0.7576,0.7664,MEMORY-PARTIAL
24,Projection-Neutral,TransportMemoryPreservation,0.7537,0.7608,0.7558,0.7216,0.7374,0.7164,0.7652,MEMORY-PARTIAL
32,Projection-Neutral,TransportMemoryPreservation,0.7059,0.7187,0.7009,0.6885,0.6988,0.6859,0.6928,MEMORY-PARTIAL
40,Projection-Neutral,TransportMemoryPreservation,0.6825,0.6731,0.6581,0.6625,0.6495,0.6465,0.6762,MEMORY-DEGRADING
48,Projection-Neutral,TransportMemoryPreservation,0.6517,0.6193,0.6205,0.6101,0.6102,0.6106,0.6261,MEMORY-DEGRADING
64,Projection-Neutral,TransportMemoryPreservation,0.5906,0.5663,0.5507,0.565,0.5513,0.5363,0.5618,MEMORY-DEGRADING
80,Projection-Neutral,TransportMemoryPreservation,0.5201,0.5251,0.5059,0.5109,0.5088,0.4918,0.5209,MEMORY-FAILED
96,Projection-Neutral,TransportMemoryPreservation,0.488,0.4832,0.4691,0.4632,0.46,0.4596,0.4665,MEMORY-FAILED
128,Projection-Neutral,TransportMemoryPreservation,0.4134,0.4082,0.3955,0.3977,0.3928,0.3902,0.4072,MEMORY-FAILED
160,Projection-Neutral,TransportMemoryPreservation,0.3714,0.3544,0.3596,0.3432,0.3472,0.3432,0.3497,MEMORY-FAILED
192,Projection-Neutral,TransportMemoryPreservation,0.3197,0.3118,0.3109,0.3044,0.3033,0.3069,0.313,MEMORY-FAILED
256,Projection-Neutral,TransportMemoryPreservation,0.2648,0.264,0.2552,0.2569,0.2495,0.2516,0.2613,MEMORY-FAILED
320,Projection-Neutral,TransportMemoryPreservation,0.2299,0.2242,0.2141,0.2181,0.2125,0.2125,0.2238,MEMORY-FAILED
512,Projection-Neutral,TransportMemoryPreservation,0.1515,0.1484,0.1475,0.1511,0.1436,0.1432,0.15,MEMORY-FAILED
768,Projection-Neutral,TransportMemoryPreservation,0.1111,0.1053,0.1051,0.1026,0.1055,0.101,0.1057,MEMORY-FAILED
1024,Projection-Neutral,TransportMemoryPreservation,0.0837,0.0816,0.0805,0.0811,0.0784,0.0774,0.0836,MEMORY-FAILED
1536,Projection-Neutral,TransportMemoryPreservation,0.0587,0.0573,0.056,0.0565,0.055,0.053,0.0576,MEMORY-FAILED
2048,Projection-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,AdaptiveHistoricalModulation,0.9523,0.9095,0.9124,0.8886,0.91,0.8778,0.9028,MEMORY-STABLE
2,Projection-Neutral,AdaptiveHistoricalModulation,0.9376,0.9159,0.9152,0.8924,0.91,0.8669,0.9001,MEMORY-STABLE
4,Projection-Neutral,AdaptiveHistoricalModulation,0.9126,0.887,0.8745,0.8882,0.87,0.877,0.891,MEMORY-BOUNDED
6,Projection-Neutral,AdaptiveHistoricalModulation,0.9043,0.8758,0.8595,0.8591,0.8639,0.8395,0.8449,MEMORY-BOUNDED
8,Projection-Neutral,AdaptiveHistoricalModulation,0.8851,0.8612,0.8716,0.8319,0.8541,0.8322,0.8376,MEMORY-BOUNDED
12,Projection-Neutral,AdaptiveHistoricalModulation,0.8489,0.8497,0.8426,0.8025,0.8249,0.8005,0.8179,MEMORY-BOUNDED
16,Projection-Neutral,AdaptiveHistoricalModulation,0.8189,0.8108,0.8109,0.799,0.7953,0.7834,0.7984,MEMORY-BOUNDED
20,Projection-Neutral,AdaptiveHistoricalModulation,0.804,0.7739,0.7788,0.7492,0.7579,0.7589,0.7452,MEMORY-PARTIAL
24,Projection-Neutral,AdaptiveHistoricalModulation,0.7476,0.766,0.73,0.7523,0.7545,0.7097,0.7396,MEMORY-PARTIAL
32,Projection-Neutral,AdaptiveHistoricalModulation,0.7076,0.7006,0.6982,0.6924,0.6989,0.6628,0.6896,MEMORY-DEGRADING
40,Projection-Neutral,AdaptiveHistoricalModulation,0.6697,0.677,0.6599,0.6429,0.6641,0.6417,0.6395,MEMORY-DEGRADING
48,Projection-Neutral,AdaptiveHistoricalModulation,0.6331,0.6408,0.6306,0.6116,0.6274,0.6136,0.622,MEMORY-DEGRADING
64,Projection-Neutral,AdaptiveHistoricalModulation,0.5699,0.5705,0.5517,0.5525,0.5653,0.5406,0.5467,MEMORY-DEGRADING
80,Projection-Neutral,AdaptiveHistoricalModulation,0.5269,0.5121,0.5177,0.5101,0.5032,0.4926,0.5005,MEMORY-FAILED
96,Projection-Neutral,AdaptiveHistoricalModulation,0.4894,0.4682,0.4778,0.4601,0.4609,0.4597,0.4642,MEMORY-FAILED
128,Projection-Neutral,AdaptiveHistoricalModulation,0.4212,0.4022,0.4068,0.394,0.3963,0.3929,0.3953,MEMORY-FAILED
160,Projection-Neutral,AdaptiveHistoricalModulation,0.365,0.352,0.3492,0.3511,0.3554,0.3454,0.3498,MEMORY-FAILED
192,Projection-Neutral,AdaptiveHistoricalModulation,0.317,0.3229,0.3099,0.3069,0.3192,0.3087,0.3088,MEMORY-FAILED
256,Projection-Neutral,AdaptiveHistoricalModulation,0.2676,0.2595,0.2582,0.2571,0.2545,0.255,0.2567,MEMORY-FAILED
320,Projection-Neutral,AdaptiveHistoricalModulation,0.2213,0.2196,0.2181,0.2133,0.2138,0.2133,0.2156,MEMORY-FAILED
512,Projection-Neutral,AdaptiveHistoricalModulation,0.1538,0.1515,0.1476,0.1488,0.1468,0.1473,0.1509,MEMORY-FAILED
768,Projection-Neutral,AdaptiveHistoricalModulation,0.1093,0.1047,0.1079,0.1067,0.1033,0.102,0.1048,MEMORY-FAILED
1024,Projection-Neutral,AdaptiveHistoricalModulation,0.0853,0.0818,0.0813,0.0804,0.0813,0.0796,0.0791,MEMORY-FAILED
1536,Projection-Neutral,AdaptiveHistoricalModulation,0.0577,0.0569,0.0555,0.0544,0.0563,0.0536,0.0549,MEMORY-FAILED
2048,Projection-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,InteractionHistoryReconstruction,0.9409,0.9135,0.9125,0.9072,0.8812,0.9,0.916,MEMORY-STABLE
2,Projection-Neutral,InteractionHistoryReconstruction,0.9406,0.93,0.895,0.8966,0.8956,0.9,0.9022,MEMORY-BOUNDED
4,Projection-Neutral,InteractionHistoryReconstruction,0.9153,0.8915,0.9054,0.877,0.8703,0.8797,0.8955,MEMORY-BOUNDED
6,Projection-Neutral,InteractionHistoryReconstruction,0.893,0.8968,0.859,0.8543,0.8398,0.8551,0.8712,MEMORY-BOUNDED
8,Projection-Neutral,InteractionHistoryReconstruction,0.8634,0.8582,0.8643,0.8447,0.8198,0.8395,0.8348,MEMORY-BOUNDED
12,Projection-Neutral,InteractionHistoryReconstruction,0.8398,0.8382,0.8392,0.8002,0.7931,0.8004,0.8234,MEMORY-BOUNDED
16,Projection-Neutral,InteractionHistoryReconstruction,0.8001,0.8216,0.7982,0.804,0.7953,0.7767,0.7744,MEMORY-PARTIAL
20,Projection-Neutral,InteractionHistoryReconstruction,0.7994,0.787,0.7653,0.7733,0.7451,0.7654,0.753,MEMORY-PARTIAL
24,Projection-Neutral,InteractionHistoryReconstruction,0.7549,0.7626,0.7493,0.7426,0.7386,0.7506,0.7376,MEMORY-PARTIAL
32,Projection-Neutral,InteractionHistoryReconstruction,0.7086,0.711,0.7073,0.6776,0.6908,0.6967,0.6982,MEMORY-PARTIAL
40,Projection-Neutral,InteractionHistoryReconstruction,0.6694,0.6735,0.6532,0.6458,0.6345,0.6549,0.6637,MEMORY-DEGRADING
48,Projection-Neutral,InteractionHistoryReconstruction,0.6389,0.6239,0.6286,0.6181,0.6005,0.6116,0.6202,MEMORY-DEGRADING
64,Projection-Neutral,InteractionHistoryReconstruction,0.5846,0.5767,0.5697,0.5456,0.552,0.5567,0.5621,MEMORY-DEGRADING
80,Projection-Neutral,InteractionHistoryReconstruction,0.512,0.5101,0.5005,0.5171,0.4898,0.5008,0.513,MEMORY-FAILED
96,Projection-Neutral,InteractionHistoryReconstruction,0.4886,0.4796,0.4735,0.4673,0.4611,0.4695,0.4556,MEMORY-FAILED
128,Projection-Neutral,InteractionHistoryReconstruction,0.4069,0.3995,0.4046,0.4048,0.4027,0.3902,0.3936,MEMORY-FAILED
160,Projection-Neutral,InteractionHistoryReconstruction,0.3675,0.3579,0.3534,0.3503,0.3399,0.3438,0.3534,MEMORY-FAILED
192,Projection-Neutral,InteractionHistoryReconstruction,0.3142,0.3168,0.3082,0.3135,0.3053,0.3058,0.3091,MEMORY-FAILED
256,Projection-Neutral,InteractionHistoryReconstruction,0.2682,0.2589,0.2604,0.2601,0.2531,0.2504,0.2565,MEMORY-FAILED
320,Projection-Neutral,InteractionHistoryReconstruction,0.2219,0.222,0.2211,0.2188,0.2169,0.2183,0.2142,MEMORY-FAILED
512,Projection-Neutral,InteractionHistoryReconstruction,0.1544,0.1497,0.1476,0.1477,0.1446,0.1457,0.1483,MEMORY-FAILED
768,Projection-Neutral,InteractionHistoryReconstruction,0.108,0.1056,0.1055,0.103,0.1032,0.1023,0.1066,MEMORY-FAILED
1024,Projection-Neutral,InteractionHistoryReconstruction,0.0826,0.0806,0.0801,0.0817,0.0808,0.081,0.0805,MEMORY-FAILED
1536,Projection-Neutral,InteractionHistoryReconstruction,0.0573,0.0561,0.0548,0.0557,0.0552,0.0562,0.0552,MEMORY-FAILED
2048,Projection-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,NullMemoryControl,0.7292,0.7637,0.7465,0.7569,0.713,0.7287,0.7511,MEMORY-PARTIAL
2,Projection-Neutral,NullMemoryControl,0.73,0.7655,0.7479,0.7313,0.7104,0.7081,0.717,MEMORY-PARTIAL
4,Projection-Neutral,NullMemoryControl,0.73,0.7344,0.7141,0.7291,0.6879,0.6935,0.7086,MEMORY-PARTIAL
6,Projection-Neutral,NullMemoryControl,0.6942,0.725,0.7206,0.7082,0.6789,0.665,0.7122,MEMORY-PARTIAL
8,Projection-Neutral,NullMemoryControl,0.7171,0.7129,0.7123,0.7173,0.6636,0.6769,0.6804,MEMORY-PARTIAL
12,Projection-Neutral,NullMemoryControl,0.6768,0.6861,0.6858,0.6816,0.6604,0.6415,0.6765,MEMORY-DEGRADING
16,Projection-Neutral,NullMemoryControl,0.6563,0.6544,0.6624,0.6579,0.6351,0.6372,0.6514,MEMORY-DEGRADING
20,Projection-Neutral,NullMemoryControl,0.6342,0.6285,0.617,0.6403,0.6085,0.6181,0.6073,MEMORY-DEGRADING
24,Projection-Neutral,NullMemoryControl,0.6201,0.6012,0.6131,0.6032,0.5815,0.5838,0.587,MEMORY-DEGRADING
32,Projection-Neutral,NullMemoryControl,0.5761,0.5861,0.5761,0.5841,0.5549,0.5325,0.5664,MEMORY-DEGRADING
40,Projection-Neutral,NullMemoryControl,0.5418,0.5579,0.5447,0.5295,0.5127,0.5035,0.5222,MEMORY-DEGRADING
48,Projection-Neutral,NullMemoryControl,0.5201,0.5143,0.5022,0.5149,0.5004,0.4888,0.4934,MEMORY-FAILED
64,Projection-Neutral,NullMemoryControl,0.4592,0.4627,0.4476,0.4553,0.4458,0.4383,0.4405,MEMORY-FAILED
80,Projection-Neutral,NullMemoryControl,0.4094,0.4285,0.4069,0.432,0.4095,0.3943,0.4125,MEMORY-FAILED
96,Projection-Neutral,NullMemoryControl,0.3917,0.3839,0.3918,0.3838,0.3795,0.3628,0.3784,MEMORY-FAILED
128,Projection-Neutral,NullMemoryControl,0.3354,0.3372,0.3212,0.327,0.313,0.3196,0.3191,MEMORY-FAILED
160,Projection-Neutral,NullMemoryControl,0.2816,0.2968,0.2868,0.2884,0.2827,0.2706,0.2894,MEMORY-FAILED
192,Projection-Neutral,NullMemoryControl,0.2579,0.2618,0.255,0.2541,0.2463,0.2411,0.2493,MEMORY-FAILED
256,Projection-Neutral,NullMemoryControl,0.2097,0.218,0.2149,0.217,0.2021,0.1985,0.2024,MEMORY-FAILED
320,Projection-Neutral,NullMemoryControl,0.175,0.1824,0.1825,0.1831,0.1773,0.1725,0.1741,MEMORY-FAILED
512,Projection-Neutral,NullMemoryControl,0.1225,0.1218,0.1245,0.1252,0.1186,0.114,0.1198,MEMORY-FAILED
768,Projection-Neutral,NullMemoryControl,0.0845,0.086,0.0862,0.0858,0.0817,0.0816,0.086,MEMORY-FAILED
1024,Projection-Neutral,NullMemoryControl,0.0677,0.0655,0.0676,0.0682,0.0646,0.0643,0.0664,MEMORY-FAILED
1536,Projection-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
2048,Projection-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,HistoricalStateEncoding,0.9368,0.9385,0.9245,0.9037,0.8824,0.9,0.9076,MEMORY-STABLE
2,Antisymmetry-Neutral,HistoricalStateEncoding,0.9291,0.9117,0.9061,0.8911,0.8859,0.8829,0.8923,MEMORY-STABLE
4,Antisymmetry-Neutral,HistoricalStateEncoding,0.9171,0.8908,0.8925,0.8631,0.8701,0.8766,0.8727,MEMORY-BOUNDED
6,Antisymmetry-Neutral,HistoricalStateEncoding,0.919,0.9042,0.878,0.8759,0.8442,0.8529,0.8572,MEMORY-BOUNDED
8,Antisymmetry-Neutral,HistoricalStateEncoding,0.8882,0.864,0.8557,0.8495,0.831,0.849,0.8568,MEMORY-BOUNDED
12,Antisymmetry-Neutral,HistoricalStateEncoding,0.872,0.8372,0.8354,0.8262,0.8183,0.7985,0.8283,MEMORY-BOUNDED
16,Antisymmetry-Neutral,HistoricalStateEncoding,0.8224,0.7969,0.8046,0.7738,0.7826,0.7832,0.7891,MEMORY-PARTIAL
20,Antisymmetry-Neutral,HistoricalStateEncoding,0.7858,0.7823,0.7789,0.7685,0.7394,0.7614,0.7535,MEMORY-PARTIAL
24,Antisymmetry-Neutral,HistoricalStateEncoding,0.7853,0.7645,0.7422,0.7372,0.7335,0.7132,0.7401,MEMORY-PARTIAL
32,Antisymmetry-Neutral,HistoricalStateEncoding,0.7433,0.7235,0.7048,0.6824,0.6859,0.6905,0.6971,MEMORY-PARTIAL
40,Antisymmetry-Neutral,HistoricalStateEncoding,0.6895,0.6677,0.6723,0.6534,0.6559,0.6338,0.6581,MEMORY-DEGRADING
48,Antisymmetry-Neutral,HistoricalStateEncoding,0.6397,0.6304,0.6265,0.6053,0.6172,0.6012,0.6145,MEMORY-DEGRADING
64,Antisymmetry-Neutral,HistoricalStateEncoding,0.5809,0.579,0.5666,0.5516,0.5407,0.5426,0.5448,MEMORY-DEGRADING
80,Antisymmetry-Neutral,HistoricalStateEncoding,0.5316,0.5228,0.5167,0.5147,0.5113,0.4958,0.5109,MEMORY-FAILED
96,Antisymmetry-Neutral,HistoricalStateEncoding,0.4898,0.4859,0.4676,0.4543,0.4518,0.4529,0.4718,MEMORY-FAILED
128,Antisymmetry-Neutral,HistoricalStateEncoding,0.4269,0.4113,0.4148,0.4026,0.3895,0.4007,0.3962,MEMORY-FAILED
160,Antisymmetry-Neutral,HistoricalStateEncoding,0.3712,0.3641,0.3507,0.3444,0.3481,0.3505,0.3519,MEMORY-FAILED
192,Antisymmetry-Neutral,HistoricalStateEncoding,0.3329,0.3217,0.3176,0.3113,0.307,0.3066,0.3047,MEMORY-FAILED
256,Antisymmetry-Neutral,HistoricalStateEncoding,0.274,0.2685,0.2617,0.2526,0.2508,0.2509,0.2541,MEMORY-FAILED
320,Antisymmetry-Neutral,HistoricalStateEncoding,0.2309,0.2266,0.2234,0.2144,0.2152,0.2153,0.2189,MEMORY-FAILED
512,Antisymmetry-Neutral,HistoricalStateEncoding,0.1529,0.1548,0.1524,0.1456,0.1476,0.144,0.1469,MEMORY-FAILED
768,Antisymmetry-Neutral,HistoricalStateEncoding,0.1078,0.1092,0.1084,0.1048,0.1014,0.1022,0.1047,MEMORY-FAILED
1024,Antisymmetry-Neutral,HistoricalStateEncoding,0.0836,0.085,0.0822,0.079,0.0787,0.0803,0.0806,MEMORY-FAILED
1536,Antisymmetry-Neutral,HistoricalStateEncoding,0.0574,0.0578,0.0569,0.0564,0.0547,0.0549,0.0556,MEMORY-FAILED
2048,Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.96,0.94,0.9258,0.92,0.8911,0.8852,0.9161,MEMORY-STABLE
2,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9343,0.929,0.904,0.8878,0.8978,0.873,0.92,MEMORY-STABLE
4,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9488,0.9299,0.9163,0.8736,0.8629,0.8775,0.9005,MEMORY-STABLE
6,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9092,0.9123,0.8652,0.8804,0.8596,0.8692,0.8686,MEMORY-BOUNDED
8,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9062,0.8684,0.864,0.8495,0.858,0.819,0.8597,MEMORY-BOUNDED
12,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.8602,0.8631,0.844,0.8386,0.8316,0.7996,0.8325,MEMORY-BOUNDED
16,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.8386,0.807,0.8111,0.8125,0.7886,0.7941,0.7872,MEMORY-BOUNDED
20,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.8107,0.8006,0.7732,0.7813,0.7742,0.744,0.7757,MEMORY-PARTIAL
24,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.7828,0.7695,0.7515,0.7402,0.7278,0.7267,0.7488,MEMORY-PARTIAL
32,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.7185,0.736,0.7036,0.7122,0.7025,0.6885,0.7011,MEMORY-PARTIAL
40,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.7002,0.666,0.6795,0.6584,0.6553,0.6553,0.6656,MEMORY-DEGRADING
48,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.6474,0.6561,0.6187,0.6183,0.6226,0.6123,0.6252,MEMORY-DEGRADING
64,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.5961,0.5815,0.5793,0.5572,0.553,0.5593,0.5531,MEMORY-DEGRADING
80,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.5256,0.537,0.515,0.5174,0.5069,0.4999,0.5068,MEMORY-FAILED
96,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.4914,0.4859,0.4834,0.4759,0.4547,0.4624,0.4795,MEMORY-FAILED
128,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.4246,0.408,0.4079,0.3967,0.4007,0.4018,0.406,MEMORY-FAILED
160,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.3679,0.3668,0.356,0.3581,0.3534,0.3432,0.3501,MEMORY-FAILED
192,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.3262,0.3275,0.32,0.3124,0.3082,0.3126,0.3215,MEMORY-FAILED
256,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.2702,0.2713,0.2632,0.259,0.2517,0.2576,0.2547,MEMORY-FAILED
320,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.2254,0.2249,0.2194,0.2158,0.2115,0.2144,0.2181,MEMORY-FAILED
512,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.1573,0.1546,0.1511,0.1531,0.1454,0.1497,0.1512,MEMORY-FAILED
768,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.1092,0.1109,0.1073,0.104,0.1047,0.1033,0.1033,MEMORY-FAILED
1024,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.0859,0.0827,0.0837,0.0822,0.0821,0.0808,0.0799,MEMORY-FAILED
1536,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.0598,0.059,0.057,0.0554,0.0563,0.054,0.0561,MEMORY-FAILED
2048,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.96,0.94,0.928,0.9114,0.91,0.879,0.8937,MEMORY-STABLE
2,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9462,0.9216,0.9266,0.92,0.8798,0.864,0.9079,MEMORY-STABLE
4,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9393,0.9186,0.8955,0.8938,0.8764,0.8707,0.8674,MEMORY-BOUNDED
6,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9042,0.8807,0.8981,0.8945,0.8374,0.8455,0.854,MEMORY-BOUNDED
8,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8824,0.8566,0.8498,0.8821,0.8542,0.8122,0.8576,MEMORY-BOUNDED
12,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8705,0.8253,0.8248,0.838,0.7962,0.799,0.817,MEMORY-BOUNDED
16,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8135,0.8209,0.7983,0.7984,0.766,0.7861,0.789,MEMORY-PARTIAL
20,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.7888,0.7955,0.7647,0.7756,0.7511,0.7275,0.7521,MEMORY-PARTIAL
24,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.7628,0.7582,0.7547,0.7578,0.7204,0.7254,0.7368,MEMORY-PARTIAL
32,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.7129,0.6993,0.7128,0.7151,0.6875,0.6635,0.6908,MEMORY-DEGRADING
40,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.6767,0.6737,0.6536,0.6661,0.6419,0.6436,0.6459,MEMORY-DEGRADING
48,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.651,0.6302,0.6261,0.6292,0.6088,0.6125,0.6119,MEMORY-DEGRADING
64,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.5863,0.5704,0.5609,0.5598,0.5469,0.5323,0.5489,MEMORY-DEGRADING
80,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.5408,0.5194,0.5222,0.5229,0.5078,0.4922,0.4991,MEMORY-FAILED
96,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.4869,0.4754,0.4744,0.4791,0.4641,0.4447,0.4614,MEMORY-FAILED
128,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.4138,0.4148,0.3992,0.4011,0.3928,0.3857,0.4031,MEMORY-FAILED
160,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.3628,0.3614,0.3556,0.3601,0.3435,0.3391,0.3515,MEMORY-FAILED
192,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.3288,0.3264,0.3191,0.3201,0.3123,0.3004,0.3051,MEMORY-FAILED
256,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.2618,0.2601,0.2595,0.261,0.2556,0.2495,0.26,MEMORY-FAILED
320,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.2266,0.2252,0.2184,0.2232,0.2174,0.2137,0.2177,MEMORY-FAILED
512,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.1523,0.1543,0.1487,0.1536,0.1492,0.1477,0.1496,MEMORY-FAILED
768,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.1075,0.1069,0.1052,0.1073,0.1032,0.1025,0.1036,MEMORY-FAILED
