depth,sector,condition,formalism_invariance_score,emergence_translation_fidelity,hierarchy_preservation_consistency,cross_formalism_operator_alignment,universality_retention_index,abstraction_equivalence_strength,implementation_dependency_bound,formalism_effectiveness,base_emergence,formalism_emergence,classification
33554432,P-A-N,CategoryMorphismComposition,0.8913,0.8909,1.0,1.0,0.7941,0.7941,0.1087,0.8913,0.8458,0.759,FORMALISM-STABLE
67108864,P-A-N,CategoryMorphismComposition,0.891,0.8906,1.0,1.0,0.7935,0.7935,0.109,0.891,0.758,0.6805,FORMALISM-STABLE
1,P-A-N,GroupoidInteractionFormalism,0.88,0.8787,1.0,1.0,0.7733,0.7733,0.12,0.88,0.9567,0.8467,FORMALISM-STABLE
2,P-A-N,GroupoidInteractionFormalism,0.8786,0.8773,1.0,1.0,0.7709,0.7709,0.1214,0.8786,0.9567,0.8455,FORMALISM-STABLE
4,P-A-N,GroupoidInteractionFormalism,0.8773,0.876,1.0,1.0,0.7685,0.7685,0.1227,0.8773,0.9567,0.8443,FORMALISM-STABLE
6,P-A-N,GroupoidInteractionFormalism,0.8765,0.8752,1.0,1.0,0.7671,0.7671,0.1235,0.8765,0.9567,0.8435,FORMALISM-STABLE
8,P-A-N,GroupoidInteractionFormalism,0.8759,0.8746,1.0,1.0,0.7661,0.7661,0.1241,0.8759,0.9567,0.843,FORMALISM-STABLE
12,P-A-N,GroupoidInteractionFormalism,0.8751,0.8739,1.0,1.0,0.7647,0.7647,0.1249,0.8751,0.9567,0.8423,FORMALISM-STABLE
16,P-A-N,GroupoidInteractionFormalism,0.8746,0.8733,1.0,1.0,0.7638,0.7638,0.1254,0.8746,0.9567,0.8418,FORMALISM-STABLE
20,P-A-N,GroupoidInteractionFormalism,0.8741,0.8729,1.0,1.0,0.763,0.763,0.1259,0.8741,0.9567,0.8414,FORMALISM-STABLE
24,P-A-N,GroupoidInteractionFormalism,0.8738,0.8725,1.0,1.0,0.7624,0.7624,0.1262,0.8738,0.9567,0.8411,FORMALISM-STABLE
32,P-A-N,GroupoidInteractionFormalism,0.8732,0.8719,1.0,1.0,0.7614,0.7614,0.1268,0.8732,0.9567,0.8406,FORMALISM-STABLE
40,P-A-N,GroupoidInteractionFormalism,0.8728,0.8715,1.0,1.0,0.7606,0.7606,0.1272,0.8728,0.9567,0.8402,FORMALISM-STABLE
48,P-A-N,GroupoidInteractionFormalism,0.8724,0.8711,1.0,1.0,0.76,0.76,0.1276,0.8724,0.9567,0.8399,FORMALISM-STABLE
64,P-A-N,GroupoidInteractionFormalism,0.8719,0.8706,1.0,1.0,0.759,0.759,0.1281,0.8719,0.9567,0.8394,FORMALISM-STABLE
80,P-A-N,GroupoidInteractionFormalism,0.8714,0.8702,1.0,1.0,0.7583,0.7583,0.1286,0.8714,0.9567,0.839,FORMALISM-STABLE
96,P-A-N,GroupoidInteractionFormalism,0.8711,0.8698,1.0,1.0,0.7577,0.7577,0.1289,0.8711,0.9567,0.8386,FORMALISM-STABLE
128,P-A-N,GroupoidInteractionFormalism,0.8705,0.8692,1.0,1.0,0.7567,0.7567,0.1295,0.8705,0.9567,0.8381,FORMALISM-STABLE
160,P-A-N,GroupoidInteractionFormalism,0.8701,0.8688,1.0,1.0,0.7559,0.7559,0.1299,0.8701,0.9567,0.8377,FORMALISM-STABLE
192,P-A-N,GroupoidInteractionFormalism,0.8697,0.8684,1.0,1.0,0.7553,0.7553,0.1303,0.8697,0.9567,0.8374,FORMALISM-STABLE
256,P-A-N,GroupoidInteractionFormalism,0.8692,0.8679,1.0,1.0,0.7543,0.7543,0.1308,0.8692,0.9567,0.8369,FORMALISM-STABLE
320,P-A-N,GroupoidInteractionFormalism,0.8687,0.8674,1.0,1.0,0.7536,0.7536,0.1313,0.8687,0.9567,0.8365,FORMALISM-STABLE
512,P-A-N,GroupoidInteractionFormalism,0.8678,0.8665,1.0,1.0,0.752,0.752,0.1322,0.8678,0.9567,0.8357,FORMALISM-STABLE
768,P-A-N,GroupoidInteractionFormalism,0.867,0.8657,1.0,1.0,0.7506,0.7506,0.133,0.867,0.9567,0.835,FORMALISM-STABLE
1024,P-A-N,GroupoidInteractionFormalism,0.8665,0.8652,1.0,1.0,0.7496,0.7496,0.1335,0.8665,0.9567,0.8345,FORMALISM-STABLE
1536,P-A-N,GroupoidInteractionFormalism,0.8657,0.8644,1.0,1.0,0.7483,0.7483,0.1343,0.8657,0.9567,0.8337,FORMALISM-STABLE
2048,P-A-N,GroupoidInteractionFormalism,0.8651,0.8638,1.0,1.0,0.7473,0.7473,0.1349,0.8651,0.9567,0.8332,FORMALISM-STABLE
3072,P-A-N,GroupoidInteractionFormalism,0.8643,0.863,1.0,1.0,0.7459,0.7459,0.1357,0.8643,0.9567,0.8325,FORMALISM-STABLE
4096,P-A-N,GroupoidInteractionFormalism,0.8638,0.8625,1.0,1.0,0.745,0.745,0.1362,0.8638,0.9567,0.832,FORMALISM-STABLE
6144,P-A-N,GroupoidInteractionFormalism,0.863,0.8617,1.0,1.0,0.7436,0.7436,0.137,0.863,0.9567,0.8313,FORMALISM-STABLE
8192,P-A-N,GroupoidInteractionFormalism,0.8624,0.8611,1.0,1.0,0.7426,0.7426,0.1376,0.8624,0.9567,0.8308,FORMALISM-STABLE
12288,P-A-N,GroupoidInteractionFormalism,0.8616,0.8603,1.0,1.0,0.7413,0.7413,0.1384,0.8616,0.9567,0.83,FORMALISM-STABLE
16384,P-A-N,GroupoidInteractionFormalism,0.861,0.8598,1.0,1.0,0.7403,0.7403,0.139,0.861,0.9566,0.8295,FORMALISM-STABLE
24576,P-A-N,GroupoidInteractionFormalism,0.8603,0.859,1.0,1.0,0.7389,0.7389,0.1397,0.8603,0.9566,0.8288,FORMALISM-STABLE
32768,P-A-N,GroupoidInteractionFormalism,0.8597,0.8584,1.0,1.0,0.738,0.738,0.1403,0.8597,0.9566,0.8282,FORMALISM-STABLE
65536,P-A-N,GroupoidInteractionFormalism,0.8583,0.8571,1.0,1.0,0.7357,0.7357,0.1417,0.8583,0.9565,0.8269,FORMALISM-STABLE
131072,P-A-N,GroupoidInteractionFormalism,0.857,0.8557,1.0,1.0,0.7333,0.7333,0.143,0.857,0.9562,0.8255,FORMALISM-STABLE
262144,P-A-N,GroupoidInteractionFormalism,0.8556,0.8544,1.0,1.0,0.731,0.731,0.1444,0.8556,0.9557,0.8238,FORMALISM-STABLE
524288,P-A-N,GroupoidInteractionFormalism,0.8543,0.853,1.0,1.0,0.7287,0.7287,0.1457,0.8543,0.9547,0.8218,FORMALISM-STABLE
1048576,P-A-N,GroupoidInteractionFormalism,0.8529,0.8517,1.0,1.0,0.7264,0.7264,0.1471,0.8529,0.9528,0.8189,FORMALISM-STABLE
2097152,P-A-N,GroupoidInteractionFormalism,0.8516,0.8503,1.0,1.0,0.7241,0.7241,0.1484,0.8516,0.9489,0.8144,FORMALISM-STABLE
4194304,P-A-N,GroupoidInteractionFormalism,0.8502,0.849,1.0,1.0,0.7218,0.7218,0.1498,0.8502,0.9413,0.8067,FORMALISM-STABLE
8388608,P-A-N,GroupoidInteractionFormalism,0.8489,0.8476,1.0,1.0,0.7195,0.7195,0.1511,0.8489,0.9263,0.7928,FORMALISM-STABLE
16777216,P-A-N,GroupoidInteractionFormalism,0.8475,0.8462,1.0,1.0,0.7172,0.7172,0.1525,0.8475,0.8979,0.7675,FORMALISM-STABLE
33554432,P-A-N,GroupoidInteractionFormalism,0.8462,0.8449,1.0,1.0,0.7149,0.7149,0.1538,0.8462,0.8458,0.7224,FORMALISM-STABLE
67108864,P-A-N,GroupoidInteractionFormalism,0.8448,0.8435,1.0,1.0,0.7126,0.7126,0.1552,0.8448,0.758,0.6472,FORMALISM-STABLE
1,P-A-N,AlgebraicRecursiveTransformation,0.91,0.9092,1.0,1.0,0.8274,0.8274,0.09,0.91,0.9567,0.8744,FORMALISM-STABLE
2,P-A-N,AlgebraicRecursiveTransformation,0.9093,0.9085,1.0,1.0,0.8261,0.8261,0.0907,0.9093,0.9567,0.8737,FORMALISM-STABLE
4,P-A-N,AlgebraicRecursiveTransformation,0.9086,0.9078,1.0,1.0,0.8248,0.8248,0.0914,0.9086,0.9567,0.8731,FORMALISM-STABLE
6,P-A-N,AlgebraicRecursiveTransformation,0.9082,0.9074,1.0,1.0,0.8241,0.8241,0.0918,0.9082,0.9567,0.8727,FORMALISM-STABLE
8,P-A-N,AlgebraicRecursiveTransformation,0.9079,0.9071,1.0,1.0,0.8236,0.8236,0.0921,0.9079,0.9567,0.8725,FORMALISM-STABLE
12,P-A-N,AlgebraicRecursiveTransformation,0.9075,0.9067,1.0,1.0,0.8228,0.8228,0.0925,0.9075,0.9567,0.8721,FORMALISM-STABLE
16,P-A-N,AlgebraicRecursiveTransformation,0.9072,0.9064,1.0,1.0,0.8223,0.8223,0.0928,0.9072,0.9567,0.8718,FORMALISM-STABLE
20,P-A-N,AlgebraicRecursiveTransformation,0.907,0.9062,1.0,1.0,0.8219,0.8219,0.093,0.907,0.9567,0.8716,FORMALISM-STABLE
24,P-A-N,AlgebraicRecursiveTransformation,0.9068,0.906,1.0,1.0,0.8215,0.8215,0.0932,0.9068,0.9567,0.8715,FORMALISM-STABLE
32,P-A-N,AlgebraicRecursiveTransformation,0.9065,0.9057,1.0,1.0,0.821,0.821,0.0935,0.9065,0.9567,0.8712,FORMALISM-STABLE
40,P-A-N,AlgebraicRecursiveTransformation,0.9063,0.9055,1.0,1.0,0.8206,0.8206,0.0937,0.9063,0.9567,0.871,FORMALISM-STABLE
48,P-A-N,AlgebraicRecursiveTransformation,0.9061,0.9053,1.0,1.0,0.8203,0.8203,0.0939,0.9061,0.9567,0.8708,FORMALISM-STABLE
64,P-A-N,AlgebraicRecursiveTransformation,0.9058,0.905,1.0,1.0,0.8197,0.8197,0.0942,0.9058,0.9567,0.8706,FORMALISM-STABLE
80,P-A-N,AlgebraicRecursiveTransformation,0.9056,0.9048,1.0,1.0,0.8193,0.8193,0.0944,0.9056,0.9567,0.8704,FORMALISM-STABLE
96,P-A-N,AlgebraicRecursiveTransformation,0.9054,0.9046,1.0,1.0,0.819,0.819,0.0946,0.9054,0.9567,0.8702,FORMALISM-STABLE
128,P-A-N,AlgebraicRecursiveTransformation,0.9051,0.9043,1.0,1.0,0.8185,0.8185,0.0949,0.9051,0.9567,0.8699,FORMALISM-STABLE
160,P-A-N,AlgebraicRecursiveTransformation,0.9049,0.9041,1.0,1.0,0.8181,0.8181,0.0951,0.9049,0.9567,0.8697,FORMALISM-STABLE
192,P-A-N,AlgebraicRecursiveTransformation,0.9047,0.9039,1.0,1.0,0.8177,0.8177,0.0953,0.9047,0.9567,0.8696,FORMALISM-STABLE
256,P-A-N,AlgebraicRecursiveTransformation,0.9044,0.9036,1.0,1.0,0.8172,0.8172,0.0956,0.9044,0.9567,0.8693,FORMALISM-STABLE
320,P-A-N,AlgebraicRecursiveTransformation,0.9042,0.9034,1.0,1.0,0.8168,0.8168,0.0958,0.9042,0.9567,0.8691,FORMALISM-STABLE
512,P-A-N,AlgebraicRecursiveTransformation,0.9037,0.9029,1.0,1.0,0.8159,0.8159,0.0963,0.9037,0.9567,0.8687,FORMALISM-STABLE
768,P-A-N,AlgebraicRecursiveTransformation,0.9033,0.9025,1.0,1.0,0.8152,0.8152,0.0967,0.9033,0.9567,0.8683,FORMALISM-STABLE
1024,P-A-N,AlgebraicRecursiveTransformation,0.903,0.9022,1.0,1.0,0.8147,0.8147,0.097,0.903,0.9567,0.868,FORMALISM-STABLE
1536,P-A-N,AlgebraicRecursiveTransformation,0.9026,0.9018,1.0,1.0,0.8139,0.8139,0.0974,0.9026,0.9567,0.8676,FORMALISM-STABLE
2048,P-A-N,AlgebraicRecursiveTransformation,0.9023,0.9015,1.0,1.0,0.8134,0.8134,0.0977,0.9023,0.9567,0.8674,FORMALISM-STABLE
3072,P-A-N,AlgebraicRecursiveTransformation,0.9019,0.9011,1.0,1.0,0.8127,0.8127,0.0981,0.9019,0.9567,0.867,FORMALISM-STABLE
4096,P-A-N,AlgebraicRecursiveTransformation,0.9016,0.9008,1.0,1.0,0.8122,0.8122,0.0984,0.9016,0.9567,0.8667,FORMALISM-STABLE
6144,P-A-N,AlgebraicRecursiveTransformation,0.9012,0.9004,1.0,1.0,0.8114,0.8114,0.0988,0.9012,0.9567,0.8664,FORMALISM-STABLE
8192,P-A-N,AlgebraicRecursiveTransformation,0.9009,0.9001,1.0,1.0,0.8109,0.8109,0.0991,0.9009,0.9567,0.8661,FORMALISM-STABLE
12288,P-A-N,AlgebraicRecursiveTransformation,0.9005,0.8997,1.0,1.0,0.8102,0.8102,0.0995,0.9005,0.9567,0.8657,FORMALISM-STABLE
16384,P-A-N,AlgebraicRecursiveTransformation,0.9002,0.8994,1.0,1.0,0.8096,0.8096,0.0998,0.9002,0.9566,0.8654,FORMALISM-STABLE
24576,P-A-N,AlgebraicRecursiveTransformation,0.8998,0.899,1.0,1.0,0.8089,0.8089,0.1002,0.8998,0.9566,0.865,FORMALISM-STABLE
32768,P-A-N,AlgebraicRecursiveTransformation,0.8995,0.8987,1.0,1.0,0.8084,0.8084,0.1005,0.8995,0.9566,0.8647,FORMALISM-STABLE
65536,P-A-N,AlgebraicRecursiveTransformation,0.8988,0.898,1.0,1.0,0.8071,0.8071,0.1012,0.8988,0.9565,0.864,FORMALISM-STABLE
131072,P-A-N,AlgebraicRecursiveTransformation,0.8981,0.8973,1.0,1.0,0.8059,0.8059,0.1019,0.8981,0.9562,0.8631,FORMALISM-STABLE
262144,P-A-N,AlgebraicRecursiveTransformation,0.8974,0.8966,1.0,1.0,0.8046,0.8046,0.1026,0.8974,0.9557,0.8621,FORMALISM-STABLE
524288,P-A-N,AlgebraicRecursiveTransformation,0.8967,0.8959,1.0,1.0,0.8034,0.8034,0.1033,0.8967,0.9547,0.8606,FORMALISM-STABLE
1048576,P-A-N,AlgebraicRecursiveTransformation,0.896,0.8952,1.0,1.0,0.8021,0.8021,0.104,0.896,0.9528,0.8582,FORMALISM-STABLE
2097152,P-A-N,AlgebraicRecursiveTransformation,0.8953,0.8945,1.0,1.0,0.8009,0.8009,0.1047,0.8953,0.9489,0.8541,FORMALISM-STABLE
4194304,P-A-N,AlgebraicRecursiveTransformation,0.8946,0.8938,1.0,1.0,0.7996,0.7996,0.1054,0.8946,0.9413,0.8466,FORMALISM-STABLE
8388608,P-A-N,AlgebraicRecursiveTransformation,0.8939,0.8931,1.0,1.0,0.7983,0.7983,0.1061,0.8939,0.9263,0.8327,FORMALISM-STABLE
16777216,P-A-N,AlgebraicRecursiveTransformation,0.8932,0.8924,1.0,1.0,0.7971,0.7971,0.1068,0.8932,0.8979,0.8066,FORMALISM-STABLE
33554432,P-A-N,AlgebraicRecursiveTransformation,0.8925,0.8917,1.0,1.0,0.7958,0.7958,0.1075,0.8925,0.8458,0.7596,FORMALISM-STABLE
67108864,P-A-N,AlgebraicRecursiveTransformation,0.8918,0.891,1.0,1.0,0.7946,0.7946,0.1082,0.8918,0.758,0.6808,FORMALISM-STABLE
1,P-A-N,CellularRelationalPropagation,0.85,0.8485,1.0,1.0,0.7212,0.7212,0.15,0.85,0.9567,0.8193,FORMALISM-STABLE
2,P-A-N,CellularRelationalPropagation,0.848,0.8465,1.0,1.0,0.7179,0.7179,0.152,0.848,0.9567,0.8176,FORMALISM-STABLE
4,P-A-N,CellularRelationalPropagation,0.8461,0.8446,1.0,1.0,0.7146,0.7146,0.1539,0.8461,0.9567,0.8158,FORMALISM-STABLE
6,P-A-N,CellularRelationalPropagation,0.8449,0.8434,1.0,1.0,0.7126,0.7126,0.1551,0.8449,0.9567,0.8147,FORMALISM-STABLE
8,P-A-N,CellularRelationalPropagation,0.8441,0.8426,1.0,1.0,0.7113,0.7113,0.1559,0.8441,0.9567,0.814,FORMALISM-STABLE
12,P-A-N,CellularRelationalPropagation,0.843,0.8415,1.0,1.0,0.7093,0.7093,0.157,0.843,0.9567,0.813,FORMALISM-STABLE
16,P-A-N,CellularRelationalPropagation,0.8422,0.8407,1.0,1.0,0.708,0.708,0.1578,0.8422,0.9567,0.8122,FORMALISM-STABLE
20,P-A-N,CellularRelationalPropagation,0.8415,0.84,1.0,1.0,0.7069,0.7069,0.1585,0.8415,0.9567,0.8117,FORMALISM-STABLE
24,P-A-N,CellularRelationalPropagation,0.841,0.8395,1.0,1.0,0.706,0.706,0.159,0.841,0.9567,0.8112,FORMALISM-STABLE
32,P-A-N,CellularRelationalPropagation,0.8402,0.8387,1.0,1.0,0.7047,0.7047,0.1598,0.8402,0.9567,0.8104,FORMALISM-STABLE
40,P-A-N,CellularRelationalPropagation,0.8396,0.8381,1.0,1.0,0.7036,0.7036,0.1604,0.8396,0.9567,0.8099,FORMALISM-STABLE
48,P-A-N,CellularRelationalPropagation,0.839,0.8376,1.0,1.0,0.7027,0.7027,0.161,0.839,0.9567,0.8094,FORMALISM-STABLE
64,P-A-N,CellularRelationalPropagation,0.8382,0.8367,1.0,1.0,0.7014,0.7014,0.1618,0.8382,0.9567,0.8087,FORMALISM-STABLE
80,P-A-N,CellularRelationalPropagation,0.8376,0.8361,1.0,1.0,0.7003,0.7003,0.1624,0.8376,0.9567,0.8081,FORMALISM-STABLE
96,P-A-N,CellularRelationalPropagation,0.8371,0.8356,1.0,1.0,0.6995,0.6995,0.1629,0.8371,0.9567,0.8076,FORMALISM-STABLE
128,P-A-N,CellularRelationalPropagation,0.8363,0.8348,1.0,1.0,0.6981,0.6981,0.1637,0.8363,0.9567,0.8069,FORMALISM-STABLE
160,P-A-N,CellularRelationalPropagation,0.8356,0.8342,1.0,1.0,0.6971,0.6971,0.1644,0.8356,0.9567,0.8063,FORMALISM-STABLE
192,P-A-N,CellularRelationalPropagation,0.8351,0.8336,1.0,1.0,0.6962,0.6962,0.1649,0.8351,0.9567,0.8059,FORMALISM-STABLE
256,P-A-N,CellularRelationalPropagation,0.8343,0.8328,1.0,1.0,0.6948,0.6948,0.1657,0.8343,0.9567,0.8051,FORMALISM-STABLE
320,P-A-N,CellularRelationalPropagation,0.8337,0.8322,1.0,1.0,0.6938,0.6938,0.1663,0.8337,0.9567,0.8046,FORMALISM-STABLE
512,P-A-N,CellularRelationalPropagation,0.8323,0.8309,1.0,1.0,0.6916,0.6916,0.1677,0.8323,0.9567,0.8033,FORMALISM-STABLE
768,P-A-N,CellularRelationalPropagation,0.8312,0.8297,1.0,1.0,0.6897,0.6897,0.1688,0.8312,0.9567,0.8023,FORMALISM-STABLE
1024,P-A-N,CellularRelationalPropagation,0.8304,0.8289,1.0,1.0,0.6883,0.6883,0.1696,0.8304,0.9567,0.8016,FORMALISM-STABLE
1536,P-A-N,CellularRelationalPropagation,0.8292,0.8278,1.0,1.0,0.6864,0.6864,0.1708,0.8292,0.9567,0.8005,FORMALISM-STABLE
2048,P-A-N,CellularRelationalPropagation,0.8284,0.827,1.0,1.0,0.6851,0.6851,0.1716,0.8284,0.9567,0.7998,FORMALISM-STABLE
3072,P-A-N,CellularRelationalPropagation,0.8273,0.8258,1.0,1.0,0.6832,0.6832,0.1727,0.8273,0.9567,0.7987,FORMALISM-STABLE
4096,P-A-N,CellularRelationalPropagation,0.8265,0.825,1.0,1.0,0.6818,0.6818,0.1735,0.8265,0.9567,0.798,FORMALISM-STABLE
6144,P-A-N,CellularRelationalPropagation,0.8253,0.8238,1.0,1.0,0.6799,0.6799,0.1747,0.8253,0.9567,0.797,FORMALISM-STABLE
8192,P-A-N,CellularRelationalPropagation,0.8245,0.823,1.0,1.0,0.6786,0.6786,0.1755,0.8245,0.9567,0.7962,FORMALISM-STABLE
12288,P-A-N,CellularRelationalPropagation,0.8234,0.8219,1.0,1.0,0.6767,0.6767,0.1766,0.8234,0.9567,0.7952,FORMALISM-STABLE
16384,P-A-N,CellularRelationalPropagation,0.8225,0.8211,1.0,1.0,0.6754,0.6754,0.1775,0.8225,0.9566,0.7944,FORMALISM-STABLE
24576,P-A-N,CellularRelationalPropagation,0.8214,0.8199,1.0,1.0,0.6735,0.6735,0.1786,0.8214,0.9566,0.7934,FORMALISM-STABLE
32768,P-A-N,CellularRelationalPropagation,0.8206,0.8191,1.0,1.0,0.6722,0.6722,0.1794,0.8206,0.9566,0.7926,FORMALISM-STABLE
65536,P-A-N,CellularRelationalPropagation,0.8186,0.8172,1.0,1.0,0.6689,0.6689,0.1814,0.8186,0.9565,0.7907,FORMALISM-STABLE
131072,P-A-N,CellularRelationalPropagation,0.8167,0.8152,1.0,1.0,0.6657,0.6657,0.1833,0.8167,0.9562,0.7887,FORMALISM-STABLE
262144,P-A-N,CellularRelationalPropagation,0.8147,0.8132,1.0,1.0,0.6625,0.6625,0.1853,0.8147,0.9557,0.7866,FORMALISM-STABLE
524288,P-A-N,CellularRelationalPropagation,0.8127,0.8113,1.0,1.0,0.6594,0.6594,0.1873,0.8127,0.9547,0.784,FORMALISM-STABLE
1048576,P-A-N,CellularRelationalPropagation,0.8108,0.8093,1.0,1.0,0.6562,0.6562,0.1892,0.8108,0.9528,0.7807,FORMALISM-STABLE
2097152,P-A-N,CellularRelationalPropagation,0.8088,0.8074,1.0,1.0,0.653,0.653,0.1912,0.8088,0.9489,0.7758,FORMALISM-STABLE
4194304,P-A-N,CellularRelationalPropagation,0.8068,0.8054,1.0,1.0,0.6498,0.6498,0.1932,0.8068,0.9413,0.7678,FORMALISM-STABLE
8388608,P-A-N,CellularRelationalPropagation,0.8049,0.8035,1.0,1.0,0.6467,0.6467,0.1951,0.8049,0.9263,0.7541,FORMALISM-STABLE
16777216,P-A-N,CellularRelationalPropagation,0.8029,0.8015,1.0,1.0,0.6435,0.6435,0.1971,0.8029,0.8979,0.7296,FORMALISM-STABLE
33554432,P-A-N,CellularRelationalPropagation,0.801,0.7995,1.0,1.0,0.6404,0.6404,0.199,0.801,0.8458,0.6863,FORMALISM-BOUNDED
67108864,P-A-N,CellularRelationalPropagation,0.799,0.7976,1.0,1.0,0.6373,0.6373,0.201,0.799,0.758,0.6147,FORMALISM-BOUNDED
1,P-A-N,ProbabilisticRelationalRecursion,0.8,0.7979,1.0,1.0,0.6383,0.6383,0.2,0.8,0.9567,0.7734,FORMALISM-BOUNDED
2,P-A-N,ProbabilisticRelationalRecursion,0.7975,0.7954,1.0,1.0,0.6344,0.6344,0.2025,0.7975,0.9567,0.7712,FORMALISM-BOUNDED
4,P-A-N,ProbabilisticRelationalRecursion,0.7951,0.793,1.0,1.0,0.6305,0.6305,0.2049,0.7951,0.9567,0.769,FORMALISM-BOUNDED
6,P-A-N,ProbabilisticRelationalRecursion,0.7936,0.7915,1.0,1.0,0.6282,0.6282,0.2064,0.7936,0.9567,0.7677,FORMALISM-BOUNDED
8,P-A-N,ProbabilisticRelationalRecursion,0.7926,0.7905,1.0,1.0,0.6266,0.6266,0.2074,0.7926,0.9567,0.7668,FORMALISM-BOUNDED
12,P-A-N,ProbabilisticRelationalRecursion,0.7912,0.7891,1.0,1.0,0.6243,0.6243,0.2088,0.7912,0.9567,0.7654,FORMALISM-BOUNDED
16,P-A-N,ProbabilisticRelationalRecursion,0.7902,0.788,1.0,1.0,0.6227,0.6227,0.2098,0.7902,0.9567,0.7645,FORMALISM-BOUNDED
20,P-A-N,ProbabilisticRelationalRecursion,0.7894,0.7873,1.0,1.0,0.6214,0.6214,0.2106,0.7894,0.9567,0.7638,FORMALISM-BOUNDED
24,P-A-N,ProbabilisticRelationalRecursion,0.7887,0.7866,1.0,1.0,0.6204,0.6204,0.2113,0.7887,0.9567,0.7632,FORMALISM-BOUNDED
32,P-A-N,ProbabilisticRelationalRecursion,0.7877,0.7856,1.0,1.0,0.6188,0.6188,0.2123,0.7877,0.9567,0.7623,FORMALISM-BOUNDED
40,P-A-N,ProbabilisticRelationalRecursion,0.7869,0.7848,1.0,1.0,0.6176,0.6176,0.2131,0.7869,0.9567,0.7616,FORMALISM-BOUNDED
48,P-A-N,ProbabilisticRelationalRecursion,0.7863,0.7842,1.0,1.0,0.6165,0.6165,0.2137,0.7863,0.9567,0.761,FORMALISM-BOUNDED
64,P-A-N,ProbabilisticRelationalRecursion,0.7852,0.7831,1.0,1.0,0.6149,0.6149,0.2148,0.7852,0.9567,0.7601,FORMALISM-BOUNDED
80,P-A-N,ProbabilisticRelationalRecursion,0.7844,0.7823,1.0,1.0,0.6137,0.6137,0.2156,0.7844,0.9567,0.7594,FORMALISM-BOUNDED
96,P-A-N,ProbabilisticRelationalRecursion,0.7838,0.7817,1.0,1.0,0.6127,0.6127,0.2162,0.7838,0.9567,0.7588,FORMALISM-BOUNDED
128,P-A-N,ProbabilisticRelationalRecursion,0.7828,0.7807,1.0,1.0,0.6111,0.6111,0.2172,0.7828,0.9567,0.7578,FORMALISM-BOUNDED
160,P-A-N,ProbabilisticRelationalRecursion,0.782,0.7799,1.0,1.0,0.6099,0.6099,0.218,0.782,0.9567,0.7571,FORMALISM-BOUNDED
192,P-A-N,ProbabilisticRelationalRecursion,0.7813,0.7792,1.0,1.0,0.6088,0.6088,0.2187,0.7813,0.9567,0.7565,FORMALISM-BOUNDED
256,P-A-N,ProbabilisticRelationalRecursion,0.7803,0.7782,1.0,1.0,0.6073,0.6073,0.2197,0.7803,0.9567,0.7556,FORMALISM-BOUNDED
320,P-A-N,ProbabilisticRelationalRecursion,0.7795,0.7774,1.0,1.0,0.606,0.606,0.2205,0.7795,0.9567,0.7549,FORMALISM-BOUNDED
512,P-A-N,ProbabilisticRelationalRecursion,0.7778,0.7758,1.0,1.0,0.6034,0.6034,0.2222,0.7778,0.9567,0.7534,FORMALISM-BOUNDED
768,P-A-N,ProbabilisticRelationalRecursion,0.7764,0.7743,1.0,1.0,0.6012,0.6012,0.2236,0.7764,0.9567,0.7521,FORMALISM-BOUNDED
1024,P-A-N,ProbabilisticRelationalRecursion,0.7754,0.7733,1.0,1.0,0.5996,0.5996,0.2246,0.7754,0.9567,0.7512,FORMALISM-BOUNDED
1536,P-A-N,ProbabilisticRelationalRecursion,0.7739,0.7719,1.0,1.0,0.5974,0.5974,0.2261,0.7739,0.9567,0.7499,FORMALISM-BOUNDED
2048,P-A-N,ProbabilisticRelationalRecursion,0.7729,0.7709,1.0,1.0,0.5958,0.5958,0.2271,0.7729,0.9567,0.7489,FORMALISM-BOUNDED
3072,P-A-N,ProbabilisticRelationalRecursion,0.7715,0.7694,1.0,1.0,0.5936,0.5936,0.2285,0.7715,0.9567,0.7476,FORMALISM-BOUNDED
4096,P-A-N,ProbabilisticRelationalRecursion,0.7705,0.7684,1.0,1.0,0.592,0.592,0.2295,0.7705,0.9567,0.7467,FORMALISM-BOUNDED
6144,P-A-N,ProbabilisticRelationalRecursion,0.769,0.767,1.0,1.0,0.5898,0.5898,0.231,0.769,0.9567,0.7454,FORMALISM-BOUNDED
8192,P-A-N,ProbabilisticRelationalRecursion,0.768,0.766,1.0,1.0,0.5883,0.5883,0.232,0.768,0.9567,0.7445,FORMALISM-BOUNDED
12288,P-A-N,ProbabilisticRelationalRecursion,0.7666,0.7645,1.0,1.0,0.586,0.586,0.2334,0.7666,0.9567,0.7432,FORMALISM-BOUNDED
16384,P-A-N,ProbabilisticRelationalRecursion,0.7655,0.7635,1.0,1.0,0.5845,0.5845,0.2345,0.7655,0.9566,0.7422,FORMALISM-BOUNDED
24576,P-A-N,ProbabilisticRelationalRecursion,0.7641,0.7621,1.0,1.0,0.5823,0.5823,0.2359,0.7641,0.9566,0.7409,FORMALISM-BOUNDED
32768,P-A-N,ProbabilisticRelationalRecursion,0.7631,0.761,1.0,1.0,0.5807,0.5807,0.2369,0.7631,0.9566,0.7399,FORMALISM-BOUNDED
65536,P-A-N,ProbabilisticRelationalRecursion,0.7606,0.7586,1.0,1.0,0.577,0.577,0.2394,0.7606,0.9565,0.7376,FORMALISM-BOUNDED
