sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b
126,109,population,202,nonlinear_oscillator,3,0,0.55,0.1975,0.95,0.0,0.7333,1.0,0.5318404441628324,13,0.7105746773084696,0.8088227509382614,0.8409864126334063,0.032400190431857614,0.0,0,0,14,4
127,142,nonlinear_oscillator,42,nonlinear_oscillator,0,0,0.1375,0.18,1.0,0.0,1.0,1.0,0.5555304992000626,0,0.9999505659334043,0.9967538762111307,0.9934130725484634,0.03521621409923267,0.0,0,0,0,2
128,172,coupled_map_lattice,233,nonlinear_oscillator,0,0,0.255,0.1325,0.88,1.0,1.0,1.0,0.37162496732100797,5,0.9999969663884596,0.9927978473539616,0.9685298533135887,0.04322972409543266,0.0,0,0,7,0
129,410,nonlinear_oscillator,290,gray_scott,0,3,0.1525,0.9977,0.0,0.8,1.0,1.0,0.5389321559661118,0,0.9999479693471127,0.9991693974232573,0.27897869050957824,0.09348786328100515,0.0,0,0,0,16
130,11,kuramoto,280,nonlinear_oscillator,0,0,0.398,0.1525,1.0,1.0,1.0,1.0,0.7031833764270301,10,0.9999999968720786,0.9830145555943309,0.899789632237504,0.0227879386619906,0.0,0,0,11,0
131,347,gray_scott,442,kuramoto,3,3,0.796,0.9411,1.0,1.0,1.0,1.0,0.6529960962847524,0,0.9999999974739799,0.997961172465712,0.9895022720053007,0.0028613333196923045,0.0,0,0,15,15
132,297,kuramoto,289,gray_scott,3,0,0.9285,1.0,1.0,0.0,1.0,1.0,0.44474017331887955,0,0.9999920283685924,0.9982816650207311,0.9785216828772795,0.009069706590186966,0.0,0,0,15,15
133,37,branching,42,nonlinear_oscillator,0,0,0.2,0.18,0.0,0.0,1.0,1.0,0.7537570617470933,0,0.9346082801731347,0.9378237424056977,0.9966589800330932,0.002415659660610338,0.0,0,0,2,1
134,7,nonlinear_oscillator,142,kuramoto,0,3,0.18,0.88,0.0,1.0,1.0,1.0,0.48681879176728776,0,0.9999774452780723,0.9991530070489256,0.5996159699678659,0.03461879047392487,0.0,0,0,3,15
135,27,kuramoto,47,coupled_map_lattice,3,0,0.5212,0.33,1.0,0.48,1.0,0.7667,0.5638194308665949,20,0.9560475137568536,0.9149878758288678,0.9221056241055465,0.007572431619088177,0.0,0,0,11,9
136,284,gray_scott,175,kuramoto,3,3,0.6997,0.8257,1.0,1.0,0.7333,1.0,0.480206210572607,70,0.9569623106196099,0.8074209556753318,0.5527558891427439,0.007297704816159906,0.0,0,0,14,14
137,332,nonlinear_oscillator,190,nonlinear_oscillator,0,0,0.1375,0.115,0.0,0.0,1.0,1.0,0.6567065090461797,200,0.45732252793068867,0.44550204523749243,0.9914187611536434,0.012678614675956403,0.0,0,0,0,0
138,136,kuramoto,36,kuramoto,3,3,0.6996,0.6693,1.0,1.0,1.0,1.0,0.3089862829379279,0,0.9999999937588884,0.9999848523145176,0.9984085816020215,0.0027469478341258374,0.0,0,0,14,14
139,426,branching,205,gray_scott,0,3,0.2667,0.866,0.0,1.0,1.0,1.0,0.37697415679935964,41,0.999968869439756,0.9294563071170887,0.595465183164596,0.04642225408341726,0.0,0,0,9,15
140,323,branching,421,gray_scott,0,3,0.5956,0.5785,0.5,1.0,1.0,1.0,0.28418857806756426,80,0.9998711260901054,0.7599781975997483,0.7105900003017563,0.0013992299356020612,0.0,0,0,14,12
141,451,gray_scott,69,nonlinear_oscillator,3,0,0.6,0.1498,1.0,1.0,0.6667,1.0,0.4442395855122007,15,0.9113689898450724,0.8941485929990515,0.6963045735229179,0.009803897377116129,0.0,0,0,12,0
142,289,gray_scott,110,nonlinear_oscillator,0,0,1.0,0.1375,0.0,0.0,1.0,1.0,0.13396624455694794,200,0.8857994694905411,0.8823676261469597,0.13164938415136124,0.01982866941519441,0.0,0,0,16,0
143,450,nonlinear_oscillator,227,nonlinear_oscillator,0,0,0.155,0.16,0.0,1.0,1.0,0.9333,0.6879331628310614,19,0.9952436585931153,0.9626500442607445,0.9987374222008215,0.01396640127440259,0.0,0,0,0,0
144,348,nonlinear_oscillator,499,kuramoto,0,0,0.12,0.1921,1.0,1.0,1.0,1.0,0.2489870333224623,7,0.9999999926677594,0.9902739845715033,0.9879531166223661,0.047778147818117914,0.0,0,0,0,2
145,325,nonlinear_oscillator,261,kuramoto,0,3,0.175,0.6169,0.0,1.0,1.0,1.0,0.42115306739006525,48,0.9997272261885796,0.8937163643602483,0.7583041108889519,0.03892137410641374,0.0,0,0,2,14
146,356,branching,287,gray_scott,0,3,0.3333,0.878,0.0,1.0,1.0,1.0,0.30118217070653536,22,0.9999630992786017,0.9716367198876898,0.7761357774053411,0.012573496878874168,0.0,0,0,11,15
147,367,branching,355,branching,0,0,0.6,0.4667,0.0,0.0,1.0,1.0,0.1401986008757546,200,0.3083533807936638,0.28578050821725826,0.28248564148618804,0.022627034592617643,0.0,0,0,13,14
148,240,population,291,nonlinear_oscillator,0,0,0.9,0.1525,0.0,0.0,0.0,1.0,0.09832470472017234,14,0.46397818043606553,0.6198904123568871,0.24035234577442757,0.17504093460485537,0.0,0,0,3,0
149,0,kuramoto,65,gray_scott,3,3,0.6191,0.9999,1.0,1.0,0.9667,1.0,0.21240404010958214,2,0.9969099205841502,0.9925749694807309,0.9158560185207256,0.04450510324941788,0.0,0,0,13,16
150,12,nonlinear_oscillator,298,nonlinear_oscillator,0,0,0.1575,0.13,0.0,1.0,1.0,1.0,0.6822567725879823,0,0.9999774234093352,0.9975643779797232,0.995590140742681,0.03981933907529568,0.0,0,0,0,0
151,164,nonlinear_oscillator,284,kuramoto,0,0,0.195,0.4371,0.0,1.0,1.0,0.8667,0.4237939421273771,9,0.9371589172129438,0.9331827775181598,0.8987966268547755,0.0077199215473722155,0.0,0,0,4,12
152,144,branching,177,kuramoto,0,0,0.2,0.2037,0.0,1.0,1.0,1.0,0.4442782330572161,0,0.9999037800501732,0.9968769223326494,0.9989512405928511,0.0047757952548995505,0.0,0,0,4,2
153,149,branching,256,kuramoto,0,3,0.2667,0.7278,0.0,1.0,1.0,1.0,0.146429542024472,138,0.980628789766255,0.7028785395697105,0.7134707514367297,0.013136953091923462,0.0,0,0,7,15
154,182,gray_scott,115,nonlinear_oscillator,3,0,0.65,0.155,1.0,0.0,0.5,1.0,0.12494277730151328,0,0.9190613358635676,0.6530902981983334,0.5178148654524158,0.16155646249320982,0.0,0,0,8,0
155,257,branching,104,gray_scott,3,3,0.5901,0.8621,1.0,1.0,1.0,0.9667,0.308242960459222,0,0.9985317404717222,0.9986810967711309,0.9368456427335865,0.022025438273542922,0.0,0,0,13,15
156,216,gray_scott,52,kuramoto,0,3,1.0,0.7595,0.0,1.0,0.9667,1.0,0.15790738016174793,126,0.9979470073211857,0.6330760909594317,0.08049748185400613,0.023961398218108568,0.0,0,0,16,16
157,114,gray_scott,20,kuramoto,3,3,0.8,0.8837,1.0,1.0,0.6667,1.0,0.7515903196695519,6,0.9737325690948417,0.9673082478770286,0.9289433371792651,0.05206491066272305,0.0,0,0,13,13
158,75,gray_scott,246,gray_scott,3,3,0.7793,0.9991,0.94,1.0,1.0,1.0,0.13528957668012853,0,0.9999979594891135,0.9933066876824199,0.9379051579692831,0.02424584723552524,0.0,0,0,15,15
159,266,population,116,kuramoto,0,3,0.676,0.4412,0.78,1.0,0.1,1.0,0.5086183064540611,7,0.5209267850952366,0.6394936384755556,0.34035205726872103,0.26176050657628375,0.0,0,0,5,10
160,94,kuramoto,367,gray_scott,3,3,0.8916,0.9967,1.0,1.0,1.0,1.0,0.1565131740817684,16,0.9999980699150492,0.9786879833323856,0.911069219631741,0.009627822694753721,0.0,0,0,15,15
161,379,gray_scott,116,kuramoto,3,3,0.9202,0.4412,1.0,1.0,1.0,1.0,0.28221815631427527,27,0.9999999957507665,0.9506614197119998,0.6232668553372123,0.04833327928183046,0.0,0,0,15,13
162,128,coupled_map_lattice,377,nonlinear_oscillator,3,0,0.9257,0.135,1.0,1.0,1.0,1.0,0.17650152379183326,0,0.9999999640457459,0.9999923327517567,0.2602470984844969,0.07406666771108657,0.0,0,0,16,0
163,383,nonlinear_oscillator,303,gray_scott,0,3,0.235,0.5814,0.0,1.0,1.0,1.0,0.28097257538812026,11,0.9999736186874472,0.9830970574669317,0.8806704476682649,0.019116515165247726,0.0,0,0,7,13
164,208,population,312,nonlinear_oscillator,0,0,0.4,0.13,0.48,1.0,0.9667,1.0,0.44476006788018846,0,0.9987858579912194,0.9980822608184612,0.8419420768085727,0.040821233968142114,0.0,0,0,11,0
165,404,branching,425,kuramoto,0,3,0.5331,0.5765,0.06,1.0,1.0,1.0,0.10715036173085522,46,0.995664650880086,0.9392709310484958,0.868827045973414,0.002159190565117937,0.0,0,0,14,13
166,248,branching,193,gray_scott,0,3,0.5919,0.6,0.5,1.0,1.0,0.6333,0.40863616525991636,0,0.7650191448758767,0.6969041092385813,0.5941021515165975,0.028517729058931768,0.0,0,0,14,12
167,381,population,462,nonlinear_oscillator,3,0,0.5,0.1125,0.92,1.0,0.8333,0.8667,0.06434857024208869,0,0.962254049718511,0.9681612407762787,0.6998611335268072,0.05790496973884053,0.0,0,0,12,0
168,42,kuramoto,96,branching,3,0,0.4276,0.8,1.0,0.0,0.9333,1.0,0.5450885591509363,38,0.9927176975653152,0.8959502838184008,0.7477454258144289,0.03605877237318794,0.0,0,0,13,15
169,188,nonlinear_oscillator,371,nonlinear_oscillator,0,0,0.2775,0.2473,0.0,1.0,1.0,1.0,0.7678825354389975,4,0.9999720551237468,0.9936156236924085,0.9777672875916648,0.005848975772974087,0.0,0,0,10,6
170,477,kuramoto,327,gray_scott,3,0,0.7306,0.55,1.0,1.0,1.0,0.2667,0.5764177929036276,46,0.8933150818756312,0.6388824475908457,0.37142950190592994,0.11139448070889277,0.0,0,0,13,7
171,352,nonlinear_oscillator,341,kuramoto,0,0,0.1525,0.2385,0.0,1.0,1.0,0.9,0.16519862734668095,112,0.9383687595522014,0.6265378793847318,0.9741822395148356,0.01232523868142502,0.0,0,0,0,4
172,42,kuramoto,170,population,3,0,0.4276,0.45,1.0,0.85,0.9333,0.8667,0.19022909651724523,0,0.981970350343494,0.9867767323533729,0.9903862123906118,0.008685160296059697,0.0,0,0,10,12
173,463,nonlinear_oscillator,339,kuramoto,0,0,0.1175,0.3745,0.0,1.0,1.0,0.8333,0.25582152527782015,25,0.6142047219042314,0.7979790729537433,0.8495834233040204,0.02544518938590705,0.0,0,0,0,10
174,227,nonlinear_oscillator,50,nonlinear_oscillator,0,0,0.16,0.185,1.0,0.0,0.9333,1.0,0.6371586043074586,49,0.9954315896316464,0.8375320143622694,0.9949618093503747,0.01929273273022366,0.0,0,0,0,3
175,420,kuramoto,422,nonlinear_oscillator,3,0,0.779,0.1725,1.0,1.0,1.0,1.0,0.7737086458236685,0,0.9999999977043265,0.9981103526271146,0.49596147064031154,0.005258959931248409,0.0,0,0,14,0
176,321,nonlinear_oscillator,286,nonlinear_oscillator,0,0,0.31,0.18,0.0,0.0,1.0,1.0,0.18196155663150804,200,0.830683723378703,0.7926064412263466,0.9110484040201644,0.009291869454507795,0.0,0,0,10,2
177,366,nonlinear_oscillator,41,population,0,3,0.13,0.7,1.0,0.9,1.0,0.4,0.2922697906170771,24,0.35052133078151554,0.6042460513104804,0.3109325950159952,0.13465981084337142,0.0,0,0,0,8
178,85,branching,332,branching,0,0,0.4,0.2667,1.0,0.0,1.0,1.0,0.18255775933674367,42,0.9998515354025063,0.9424996183801647,0.9807677153295122,0.006913780459411758,0.0,0,0,11,7
179,307,gray_scott,472,kuramoto,3,3,0.5043,0.4543,1.0,1.0,1.0,1.0,0.5040250455494721,17,0.9999999917959634,0.9684133542918897,0.9849880058051206,0.003896726980892235,0.0,0,0,14,12
180,263,coupled_map_lattice,167,gray_scott,3,3,0.904,0.9998,1.0,0.9,1.0,1.0,0.38456386550298133,28,0.9999996540641071,0.9386989055873213,0.862107860734389,0.00011005800572458369,0.0,0,0,15,15
181,20,kuramoto,406,population,3,2,0.8837,0.4996,1.0,0.88,1.0,0.9333,0.5923342121162093,11,0.9982400805078552,0.9821705298594905,0.6759297402874479,0.0022841192631012763,0.0,0,0,15,13
182,328,nonlinear_oscillator,354,kuramoto,0,0,0.1375,0.8761,0.0,0.0,1.0,1.0,0.5569441153963524,200,0.3695025305218209,0.39417637933618194,0.12021168445557019,0.08197875864630973,0.0,0,0,0,16
183,131,coupled_map_lattice,14,population,0,0,0.19,0.35,0.72,0.8,1.0,0.9333,0.3785796672930984,42,0.993038217045247,0.9110399378523206,0.9533557945029032,0.00438829100998998,0.0,0,0,1,11
184,481,population,335,gray_scott,0,3,0.45,0.5495,0.8,1.0,0.8,0.4333,0.18618551179729842,40,0.4990274010929743,0.6287323072358381,0.6096912245589937,0.09885134248859723,0.0,0,0,11,8
185,144,kuramoto,181,population,3,0,0.7927,0.45,1.0,0.8,1.0,0.9667,0.37461283790720334,12,0.9989120925879934,0.983444832781094,0.8551572054404227,0.015150251362948118,0.0,0,0,14,12
186,248,nonlinear_oscillator,177,branching,0,0,0.175,0.1333,0.0,0.0,1.0,1.0,0.2690776776832851,200,0.7846299542265152,0.7991478603751848,0.9901307763022836,0.01660518176258436,0.0,0,0,2,0
187,367,coupled_map_lattice,224,branching,0,0,0.22,0.2,0.86,0.0,1.0,1.0,0.430947368333046,38,0.9999036147190044,0.9327758310485302,0.9972351290979977,0.00042206929115643985,0.0,0,0,4,4
188,231,gray_scott,299,gray_scott,3,3,0.9499,0.9998,0.92,0.68,1.0,1.0,0.14691279668988533,71,0.9994292854028464,0.8671607264507276,0.6576790503165484,0.00041515378827894356,0.0,0,0,15,15
189,226,coupled_map_lattice,234,gray_scott,3,3,0.4945,1.0,1.0,0.66,0.9333,1.0,0.5766389058684863,0,0.9975515598125183,0.9956907494985551,0.7816332092491782,0.0036316681510714204,0.0,0,0,13,15
190,123,branching,454,branching,3,0,0.5859,0.4,0.9,1.0,1.0,1.0,0.4519705626096599,17,0.9999998463792531,0.9717280077628496,0.8862357006871517,0.007088050686998387,0.0,0,0,14,10
191,322,population,264,gray_scott,0,3,0.75,0.998,0.0,1.0,0.4,1.0,0.18036659436228336,22,0.9399005696208839,0.6378196668456115,-0.03140362260539343,0.14329079405607723,0.0,0,0,9,15
192,142,branching,357,coupled_map_lattice,0,0,0.6601,0.18,0.0,0.42,1.0,0.9333,0.05437394944317274,193,0.8955219497282094,0.43335137518523026,0.48394029347774536,0.025349854166617555,0.0,0,0,15,1
193,77,gray_scott,499,kuramoto,3,0,0.9494,0.1921,0.72,1.0,1.0,1.0,0.6073189011596105,0,0.9999918586773283,0.9977547329270137,0.36857611318211725,0.044710209541787393,0.0,0,0,15,0
194,462,nonlinear_oscillator,132,gray_scott,0,0,0.1125,1.0,1.0,0.0,0.8667,1.0,0.6457908954544588,128,0.9817986903710858,0.503870819791553,0.30847651270157017,0.01553998244773517,0.0,0,0,0,15
195,19,nonlinear_oscillator,339,nonlinear_oscillator,0,0,0.145,0.1975,0.0,0.0,1.0,1.0,0.6490241665394016,200,0.37183129835264017,0.36652661876947135,0.9725618251325955,0.015716736792179813,0.0,0,0,0,4
196,3,gray_scott,167,gray_scott,0,3,0.9999,0.9998,0.0,0.9,1.0,1.0,0.10728535974021737,0,0.9999642565733293,0.9986056480076266,0.9786590239746962,0.0020315859810995374,0.0,0,0,15,15
197,190,gray_scott,477,nonlinear_oscillator,3,0,0.6,0.15,1.0,0.0,0.6333,1.0,0.358538303914326,43,0.6120717616085183,0.6378053734626912,0.5248695052972698,0.004124082897268996,0.0,0,0,10,0
198,333,nonlinear_oscillator,253,coupled_map_lattice,0,0,0.2499,0.3798,1.0,0.74,1.0,0.9,0.6562918156923383,0,0.9961387871029184,0.9958685350212059,0.9617813497644353,0.01475239686699732,0.0,0,0,6,12
199,34,nonlinear_oscillator,242,gray_scott,0,3,0.165,0.8497,0.0,1.0,1.0,0.8333,0.44896645258249024,20,0.9088433655737456,0.9059643927920227,0.5169766608518603,0.05585764455799684,0.0,0,0,0,14
200,332,population,70,nonlinear_oscillator,0,0,0.3999,0.195,0.76,1.0,0.9333,1.0,0.28233638889769924,0,0.9908626550011148,0.9858626095684587,0.9203703555173511,0.014715567186348713,0.0,0,0,10,0
201,421,kuramoto,318,population,3,3,0.7356,0.8499,1.0,0.95,1.0,0.3333,0.1410809531168602,0,0.7881683221430344,0.6476976616132609,0.11023709118917992,0.36084854413123973,0.0,0,0,14,8
202,5,coupled_map_lattice,39,kuramoto,0,3,0.275,0.7644,0.54,1.0,1.0,1.0,0.6497070617371044,13,0.9999993762843087,0.9778068534636664,0.6741370864046206,0.01793393063394805,0.0,0,0,8,14
203,478,gray_scott,406,coupled_map_lattice,3,0,0.5999,0.21,1.0,0.62,0.7,1.0,0.5715395890110728,0,0.9386652540836987,0.9458763815664348,0.795948893214191,0.04612874391495366,0.0,0,0,12,4
204,155,nonlinear_oscillator,352,kuramoto,0,3,0.2142,0.8897,1.0,1.0,0.9,1.0,0.7041298918292883,17,0.997464327366527,0.962420496198018,0.45749851284396287,0.04219173503745404,0.0,0,0,2,14
205,150,kuramoto,145,nonlinear_oscillator,3,0,0.7596,0.2873,1.0,1.0,1.0,1.0,0.08753016780026483,75,0.9979371516439283,0.8785229527473274,0.5585431379822925,0.036880270078889006,0.0,0,0,14,8
206,253,branching,151,nonlinear_oscillator,3,0,0.5797,0.1425,0.85,0.0,1.0,1.0,0.4554084517952796,0,0.9999544086549508,0.9992244814587408,0.7295660428472257,0.004467246194082491,0.0,0,0,15,0
207,384,branching,145,kuramoto,0,0,0.4667,0.4477,0.0,1.0,1.0,0.4667,0.7925222170095727,5,0.9429358920665504,0.6764925792303778,0.769777227689546,0.0983788460835842,0.0,0,0,13,9
208,104,kuramoto,484,nonlinear_oscillator,0,0,0.7344,0.145,0.0,0.0,1.0,1.0,0.3637802917777924,0,0.9687958898426512,0.9553769308399006,0.4469336469374593,0.01857664201915485,0.0,0,0,15,0
209,116,kuramoto,322,population,3,0,0.4412,0.75,1.0,0.0,1.0,0.4,0.43631945957539114,15,0.9342946139522794,0.6496302610607958,-0.06214850411220119,0.23337733156662782,0.0,0,0,13,8
210,224,branching,70,branching,0,0,0.2,0.5134,0.0,0.34,1.0,1.0,0.11814022189798533,0,0.9800632220628621,0.9457966874835251,0.7515269669955348,0.02809309342819219,0.0,0,0,4,14
211,289,nonlinear_oscillator,497,nonlinear_oscillator,0,0,0.15,0.15,0.0,0.0,1.0,1.0,0.14815852873194468,200,0.7053531573488281,0.7319550803101628,0.9946227469779556,0.0025982596368113488,0.0,0,0,0,0
212,70,nonlinear_oscillator,291,nonlinear_oscillator,0,0,0.195,0.1525,1.0,0.0,1.0,1.0,0.4358008892356003,0,0.9997852305827377,0.9995466114069123,0.9958025112153187,0.0006381482417098031,0.0,0,0,0,0
213,101,population,317,branching,0,0,0.3,0.3333,0.5,0.0,1.0,1.0,0.4017291429676029,0,0.9998530073759253,0.9968905699883931,0.9938854972985451,0.004115450140035875,0.0,0,0,10,12
214,142,kuramoto,158,nonlinear_oscillator,3,0,0.88,0.2544,1.0,1.0,1.0,0.9333,0.10292430548884458,200,0.8832693230268129,0.7187266806650993,0.4876571275715265,0.02662835234885516,0.0,0,0,14,6
215,311,nonlinear_oscillator,183,nonlinear_oscillator,0,0,0.1275,0.1325,0.0,0.0,1.0,1.0,0.4336230900765668,200,0.6644886045058722,0.6443666236309804,0.9947490992490385,4.420173569188307e-05,0.0,0,0,0,0
216,333,branching,356,gray_scott,0,3,0.6504,0.6481,0.0,1.0,1.0,0.7,0.5534237914690283,162,0.9406615708307215,0.6185162628910645,0.33342676990411513,0.012936451032145656,0.0,0,0,15,13
217,28,kuramoto,203,nonlinear_oscillator,3,0,0.7368,0.3903,1.0,1.0,1.0,0.8333,0.25243187203672135,7,0.935879668851874,0.9461665296510248,0.827624086470741,0.03099757416319631,0.0,0,0,14,10
218,6,branching,344,gray_scott,0,3,0.7302,0.8493,0.0,0.975,1.0,0.8333,0.5172219259538016,183,0.9038132314794838,0.5931530070269244,0.060515501819019886,0.03366691615722175,0.0,0,0,16,16
219,16,gray_scott,59,nonlinear_oscillator,3,0,0.7,0.1971,1.0,1.0,0.5333,1.0,0.1900306844663115,3,0.5147893484522383,0.6694422919949105,0.5564375268668537,0.10156417194589942,0.0,0,0,10,0
220,96,kuramoto,448,gray_scott,0,3,0.4068,0.5442,1.0,1.0,0.9333,0.5,0.12362525589755895,22,0.9409272360675942,0.6575405968691118,0.7437385090890366,0.06989273277485016,0.0,0,0,11,9
221,396,nonlinear_oscillator,393,gray_scott,0,3,0.155,1.0,0.0,0.9,1.0,0.9667,0.1752249758689205,200,0.7464237553588621,0.4981108447571486,0.22196060094546016,0.04738735589153435,0.0,0,0,0,16
222,206,nonlinear_oscillator,242,gray_scott,0,3,0.1675,0.8497,0.0,1.0,1.0,0.8333,0.10770608489755597,0,0.8869466989648578,0.6329511146806829,0.36073314156208086,0.09809594984338792,0.0,0,0,0,13
223,176,population,182,gray_scott,0,3,0.35,0.65,0.88,1.0,0.9333,0.5,0.2853401101759673,63,0.771831113922411,0.6497958656580792,0.36338257250392864,0.10058786974193451,0.0,0,0,9,9
224,335,gray_scott,211,branching,3,0,0.5495,0.6654,1.0,0.0,0.4333,1.0,0.5197859108019529,19,0.26343012868215043,0.6119338504292999,0.31742404500036514,0.038112866143589746,0.0,0,0,8,15
225,203,nonlinear_oscillator,113,kuramoto,0,0,0.3903,0.9744,1.0,0.0,0.8333,1.0,0.7697352563877404,41,0.974276390325407,0.8413013427490474,0.20219840514310963,0.0008912696906515308,0.0,0,0,10,16
226,404,gray_scott,99,population,3,0,0.9018,0.6,0.98,0.0,1.0,0.2667,0.3563682069574908,28,0.3435048814138364,0.6076484123414628,0.05250785132657056,0.27561846952664615,0.0,0,0,15,6
227,93,population,226,coupled_map_lattice,0,3,0.8,0.4945,0.0,1.0,0.4,0.9333,0.21860778995576902,15,0.6849790901992345,0.6398877354185545,-0.06942473457864633,0.178750767960087,0.0,0,0,9,12
228,400,kuramoto,275,population,3,3,0.7589,0.65,1.0,0.9,1.0,0.5333,0.6937145344196597,24,0.9237229804698718,0.8556581780008079,0.6807399694014656,0.025995833664743284,0.0,0,0,13,11
229,221,gray_scott,393,nonlinear_oscillator,3,0,1.0,0.1925,0.6667,0.0,0.9667,1.0,0.342285092439444,1,0.9917074513026123,0.9889113100802066,0.3801650351526288,0.041371176282098326,0.0,0,0,14,4
230,158,kuramoto,354,kuramoto,3,0,0.6517,0.8761,1.0,0.0,0.7333,1.0,0.29883745105839066,5,0.8369290127100651,0.7173963094882403,0.30006355760739667,0.0634940537723945,0.0,0,0,12,15
231,357,kuramoto,114,population,3,3,0.6888,0.8487,1.0,0.92,1.0,0.4667,0.5995721692565151,5,0.8301623208171407,0.8506450986697374,0.5050447770988045,0.09358574555089916,0.0,0,0,10,12
232,69,nonlinear_oscillator,287,nonlinear_oscillator,0,0,0.1498,0.1425,1.0,0.0,1.0,1.0,0.3047930057418554,154,0.9850927147426877,0.46464740537135435,0.9955476661693725,0.01768326628439236,0.0,0,0,0,0
233,253,gray_scott,441,branching,3,0,0.543,0.2,1.0,0.0,0.8,1.0,0.6007601240037898,0,0.9365188482729007,0.9448362458690202,0.7782868612341284,0.031590001606820364,0.0,0,0,14,4
234,45,gray_scott,150,kuramoto,3,3,0.8495,0.7596,1.0,1.0,0.9333,1.0,0.321050822958826,38,0.9945341591349717,0.9183832280743743,0.8386095635617348,0.007603666697656615,0.0,0,0,15,13
235,13,gray_scott,367,nonlinear_oscillator,3,0,0.9603,0.3244,1.0,1.0,1.0,1.0,0.15227811610838832,25,0.9999946316647528,0.9670733391913592,0.6915131205375273,0.024385004882531303,0.0,0,0,15,9
236,478,kuramoto,462,nonlinear_oscillator,3,0,0.7793,0.1125,1.0,1.0,1.0,0.8667,0.5862552782067689,16,0.9934368378096874,0.9656797735892313,0.5635871115599795,0.1241206692611851,0.0,0,0,14,0
237,322,coupled_map_lattice,164,nonlinear_oscillator,0,0,0.369,0.195,0.64,0.0,0.4333,1.0,0.5851244302309473,0,0.7386443585495568,0.6551031302061209,0.8396631759206784,0.0006568058262387769,0.0,0,0,6,3
238,245,branching,450,nonlinear_oscillator,0,0,0.3333,0.155,0.0,0.0,1.0,1.0,0.2413009672514138,0,0.8942300962128693,0.9120967112536449,0.9244702309608427,0.016466305691305416,0.0,0,0,11,0
239,140,population,324,branching,3,0,0.55,0.3333,1.0,0.0,0.5667,1.0,0.5663967003044936,11,0.22800037729665817,0.6433490744790205,0.7791504379636885,0.039798348171943,0.0,0,0,11,10
