depth,sector,condition,rg_similarity,quantization_coherence,discrete_state_persistence,transition_boundary_stability,recursive_quantization_alignment,attractor_discretization_strength,discrete_regime_gain,classification
2048,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,Projection,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,Projection,DiscreteConservationStructure,0.96,0.9437,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1048576,Projection,DiscreteConservationStructure,0.9316,0.8955,0.9188,0.8653,0.899,0.8707,0.9041,QUANTIZATION-BOUNDED
2097152,Projection,DiscreteConservationStructure,0.8242,0.7958,0.7985,0.7882,0.8002,0.7824,0.7835,QUANTIZATION-PARTIAL
1,Projection,NullQuantizationControl,0.7493,0.7347,0.7076,0.6995,0.7048,0.6786,0.7121,QUANTIZATION-PARTIAL
2,Projection,NullQuantizationControl,0.7733,0.7166,0.7125,0.7106,0.6989,0.6968,0.6883,QUANTIZATION-PARTIAL
4,Projection,NullQuantizationControl,0.7596,0.7233,0.7135,0.6995,0.6938,0.6987,0.6983,QUANTIZATION-PARTIAL
6,Projection,NullQuantizationControl,0.7508,0.7271,0.6968,0.6931,0.7047,0.7031,0.6906,QUANTIZATION-PARTIAL
8,Projection,NullQuantizationControl,0.7707,0.7444,0.7157,0.721,0.6877,0.6749,0.7186,QUANTIZATION-PARTIAL
12,Projection,NullQuantizationControl,0.765,0.7412,0.7308,0.7101,0.6802,0.6971,0.698,QUANTIZATION-PARTIAL
16,Projection,NullQuantizationControl,0.7697,0.7351,0.7343,0.7106,0.706,0.6924,0.7238,QUANTIZATION-PARTIAL
20,Projection,NullQuantizationControl,0.7736,0.7326,0.7012,0.6992,0.687,0.6751,0.706,QUANTIZATION-PARTIAL
24,Projection,NullQuantizationControl,0.7606,0.7273,0.7336,0.6972,0.6776,0.6916,0.7177,QUANTIZATION-PARTIAL
32,Projection,NullQuantizationControl,0.7722,0.7302,0.7232,0.6907,0.6802,0.6819,0.7205,QUANTIZATION-PARTIAL
40,Projection,NullQuantizationControl,0.7853,0.7061,0.7005,0.7069,0.7104,0.6658,0.6961,QUANTIZATION-PARTIAL
48,Projection,NullQuantizationControl,0.7743,0.7253,0.7244,0.7115,0.6791,0.6967,0.696,QUANTIZATION-PARTIAL
64,Projection,NullQuantizationControl,0.7541,0.7432,0.6988,0.6895,0.6936,0.6949,0.7008,QUANTIZATION-PARTIAL
80,Projection,NullQuantizationControl,0.7632,0.7222,0.7255,0.6928,0.704,0.6807,0.7081,QUANTIZATION-PARTIAL
96,Projection,NullQuantizationControl,0.7696,0.7316,0.7106,0.6998,0.6786,0.6953,0.7083,QUANTIZATION-PARTIAL
128,Projection,NullQuantizationControl,0.7532,0.7107,0.7296,0.6905,0.696,0.6744,0.6922,QUANTIZATION-PARTIAL
160,Projection,NullQuantizationControl,0.763,0.7208,0.7331,0.6899,0.7098,0.6823,0.71,QUANTIZATION-PARTIAL
192,Projection,NullQuantizationControl,0.783,0.7148,0.6997,0.6889,0.7133,0.6776,0.6887,QUANTIZATION-PARTIAL
256,Projection,NullQuantizationControl,0.7757,0.7273,0.7124,0.6872,0.6976,0.6878,0.6936,QUANTIZATION-PARTIAL
320,Projection,NullQuantizationControl,0.7646,0.7125,0.7311,0.7109,0.6817,0.6809,0.7168,QUANTIZATION-PARTIAL
512,Projection,NullQuantizationControl,0.773,0.7108,0.7283,0.6916,0.697,0.6948,0.6979,QUANTIZATION-PARTIAL
768,Projection,NullQuantizationControl,0.7817,0.7356,0.7316,0.6983,0.6838,0.6785,0.7154,QUANTIZATION-PARTIAL
1024,Projection,NullQuantizationControl,0.7531,0.7206,0.7267,0.6939,0.6772,0.6889,0.7238,QUANTIZATION-PARTIAL
1536,Projection,NullQuantizationControl,0.7534,0.7268,0.7339,0.7248,0.6978,0.6706,0.6903,QUANTIZATION-PARTIAL
2048,Projection,NullQuantizationControl,0.7649,0.7119,0.7324,0.7086,0.6851,0.6966,0.6995,QUANTIZATION-PARTIAL
3072,Projection,NullQuantizationControl,0.7759,0.7365,0.7026,0.7216,0.681,0.6949,0.7061,QUANTIZATION-PARTIAL
4096,Projection,NullQuantizationControl,0.7515,0.7378,0.7127,0.7108,0.6867,0.691,0.7175,QUANTIZATION-PARTIAL
6144,Projection,NullQuantizationControl,0.7504,0.7217,0.7071,0.6921,0.6898,0.6755,0.7126,QUANTIZATION-PARTIAL
8192,Projection,NullQuantizationControl,0.7833,0.7089,0.7191,0.6974,0.6847,0.683,0.7003,QUANTIZATION-PARTIAL
12288,Projection,NullQuantizationControl,0.77,0.7347,0.7094,0.6859,0.6898,0.6939,0.7126,QUANTIZATION-PARTIAL
16384,Projection,NullQuantizationControl,0.7787,0.7388,0.7088,0.6866,0.6905,0.6985,0.7013,QUANTIZATION-PARTIAL
24576,Projection,NullQuantizationControl,0.7728,0.7206,0.7235,0.6979,0.6904,0.6841,0.692,QUANTIZATION-PARTIAL
32768,Projection,NullQuantizationControl,0.7649,0.7411,0.7145,0.7165,0.7066,0.6918,0.716,QUANTIZATION-PARTIAL
65536,Projection,NullQuantizationControl,0.776,0.7339,0.7265,0.6822,0.7076,0.6669,0.7077,QUANTIZATION-PARTIAL
131072,Projection,NullQuantizationControl,0.7374,0.7119,0.6997,0.6907,0.6772,0.6747,0.6827,QUANTIZATION-PARTIAL
262144,Projection,NullQuantizationControl,0.7297,0.6982,0.7003,0.6684,0.6851,0.6632,0.6919,QUANTIZATION-DEGRADING
524288,Projection,NullQuantizationControl,0.7157,0.6718,0.6531,0.6504,0.6495,0.6577,0.6597,QUANTIZATION-DEGRADING
1048576,Projection,NullQuantizationControl,0.6862,0.6536,0.6474,0.6369,0.6017,0.6085,0.612,QUANTIZATION-DEGRADING
2097152,Projection,NullQuantizationControl,0.6019,0.5878,0.5723,0.5494,0.5371,0.5351,0.5683,QUANTIZATION-DEGRADING
1,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,Antisymmetry,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,Antisymmetry,DiscreteAttractorEmergence,0.96,0.9355,0.9221,0.9022,0.8796,0.8958,0.9208,QUANTIZATION-STABLE
1048576,Antisymmetry,DiscreteAttractorEmergence,0.8976,0.8988,0.8772,0.8548,0.8452,0.8659,0.8634,QUANTIZATION-BOUNDED
2097152,Antisymmetry,DiscreteAttractorEmergence,0.8176,0.781,0.7869,0.7552,0.7663,0.7511,0.7663,QUANTIZATION-PARTIAL
1,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,Antisymmetry,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,Antisymmetry,RecursiveThresholdQuantization,0.96,0.9516,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,Antisymmetry,RecursiveThresholdQuantization,0.96,0.9418,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,Antisymmetry,RecursiveThresholdQuantization,0.96,0.9432,0.9258,0.93,0.9041,0.8729,0.9103,QUANTIZATION-STABLE
1048576,Antisymmetry,RecursiveThresholdQuantization,0.9118,0.866,0.8809,0.8699,0.8516,0.8216,0.8555,QUANTIZATION-BOUNDED
2097152,Antisymmetry,RecursiveThresholdQuantization,0.8207,0.7868,0.7938,0.7805,0.7734,0.7452,0.75,QUANTIZATION-PARTIAL
1,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,Antisymmetry,StabilizationStateDiscretization,0.96,0.96,0.94,0.9245,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,Antisymmetry,StabilizationStateDiscretization,0.9518,0.9516,0.9355,0.9099,0.9007,0.8848,0.9009,QUANTIZATION-STABLE
1048576,Antisymmetry,StabilizationStateDiscretization,0.8987,0.8873,0.9051,0.8609,0.8556,0.8342,0.849,QUANTIZATION-BOUNDED
2097152,Antisymmetry,StabilizationStateDiscretization,0.8297,0.8012,0.796,0.7646,0.7774,0.7561,0.7531,QUANTIZATION-BOUNDED
1,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,Antisymmetry,QuantizedPropagationPersistence,0.96,0.96,0.94,0.917,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,Antisymmetry,QuantizedPropagationPersistence,0.96,0.9325,0.9155,0.9159,0.92,0.9066,0.9217,QUANTIZATION-STABLE
1048576,Antisymmetry,QuantizedPropagationPersistence,0.9199,0.8845,0.8494,0.8601,0.8828,0.8453,0.8761,QUANTIZATION-BOUNDED
