chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,additive,constraint_propagation,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,additive,constraint_propagation,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,additive,constraint_propagation,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,additive,constraint_propagation,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,additive,constraint_propagation,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,additive,constraint_propagation,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,additive,constraint_propagation,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,additive,constraint_propagation,1.0,0.0,0.0,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,additive,resonance_locking,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,additive,resonance_locking,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,additive,resonance_locking,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,additive,resonance_locking,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,additive,resonance_locking,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,additive,resonance_locking,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,additive,resonance_locking,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,additive,resonance_locking,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,additive,resonance_locking,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,additive,resonance_locking,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,additive,resonance_locking,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,additive,resonance_locking,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,additive,resonance_locking,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,additive,resonance_locking,0.9993,0.3487,0.6705,1,0
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,additive,resonance_locking,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,additive,resonance_locking,0.9975,0.1753,0.4898,1,0
graph_diffusion→gray_scott→branching,graph_diffusion,gray_scott,branching,additive,resonance_locking,0.9994,0.198,0.5657,1,0
graph_diffusion→gray_scott→cellular_automata,graph_diffusion,gray_scott,cellular_automata,additive,resonance_locking,0.9989,0.1167,0.3333,1,0
graph_diffusion→gray_scott→coupled_map_lattice,graph_diffusion,gray_scott,coupled_map_lattice,additive,resonance_locking,0.9999,0.1727,0.4933,1,0
graph_diffusion→gray_scott→kuramoto,graph_diffusion,gray_scott,kuramoto,additive,resonance_locking,0.9995,0.236,0.6592,1,0
graph_diffusion→gray_scott→lotka_volterra,graph_diffusion,gray_scott,lotka_volterra,additive,resonance_locking,0.999,0.1167,0.3333,1,0
graph_diffusion→gray_scott→nonlinear_oscillator,graph_diffusion,gray_scott,nonlinear_oscillator,additive,resonance_locking,0.9996,0.29,0.5577,1,0
graph_diffusion→gray_scott→population,graph_diffusion,gray_scott,population,additive,resonance_locking,1.0,0.196,0.56,1,0
graph_diffusion→gray_scott→replicator,graph_diffusion,gray_scott,replicator,additive,resonance_locking,0.9983,0.1167,0.3333,1,0
graph_diffusion→kuramoto→branching,graph_diffusion,kuramoto,branching,additive,resonance_locking,0.9993,0.2007,0.5605,1,0
graph_diffusion→kuramoto→cellular_automata,graph_diffusion,kuramoto,cellular_automata,additive,resonance_locking,0.9994,0.1193,0.3333,1,0
graph_diffusion→kuramoto→coupled_map_lattice,graph_diffusion,kuramoto,coupled_map_lattice,additive,resonance_locking,1.0,0.1753,0.4898,1,0
graph_diffusion→kuramoto→gray_scott,graph_diffusion,kuramoto,gray_scott,additive,resonance_locking,0.9978,0.236,0.6592,1,0
graph_diffusion→kuramoto→lotka_volterra,graph_diffusion,kuramoto,lotka_volterra,additive,resonance_locking,0.9995,0.1193,0.3333,1,0
graph_diffusion→kuramoto→nonlinear_oscillator,graph_diffusion,kuramoto,nonlinear_oscillator,additive,resonance_locking,0.9999,0.2927,0.5628,1,0
graph_diffusion→kuramoto→population,graph_diffusion,kuramoto,population,additive,resonance_locking,0.9998,0.1987,0.5549,1,0
graph_diffusion→kuramoto→replicator,graph_diffusion,kuramoto,replicator,additive,resonance_locking,0.999,0.1193,0.3333,1,0
gray_scott→lotka_volterra→branching,gray_scott,lotka_volterra,branching,multiplicative,branching,0.9996,0.198,0.5657,1,0
gray_scott→lotka_volterra→cellular_automata,gray_scott,lotka_volterra,cellular_automata,multiplicative,branching,0.9984,0.1167,0.3333,1,0
gray_scott→lotka_volterra→coupled_map_lattice,gray_scott,lotka_volterra,coupled_map_lattice,multiplicative,branching,0.9998,0.1727,0.4933,1,0
gray_scott→lotka_volterra→graph_diffusion,gray_scott,lotka_volterra,graph_diffusion,multiplicative,branching,0.9974,0.1167,0.3333,1,0
gray_scott→lotka_volterra→kuramoto,gray_scott,lotka_volterra,kuramoto,multiplicative,branching,0.9998,0.236,0.6592,1,0
gray_scott→lotka_volterra→nonlinear_oscillator,gray_scott,lotka_volterra,nonlinear_oscillator,multiplicative,branching,0.9994,0.29,0.5577,1,0
gray_scott→lotka_volterra→population,gray_scott,lotka_volterra,population,multiplicative,branching,1.0,0.196,0.56,1,0
gray_scott→lotka_volterra→replicator,gray_scott,lotka_volterra,replicator,multiplicative,branching,0.9977,0.1167,0.3333,1,0
gray_scott→cellular_automata→branching,gray_scott,cellular_automata,branching,multiplicative,branching,0.9994,0.198,0.5657,1,0
gray_scott→cellular_automata→coupled_map_lattice,gray_scott,cellular_automata,coupled_map_lattice,multiplicative,branching,0.9998,0.1727,0.4933,1,0
gray_scott→cellular_automata→graph_diffusion,gray_scott,cellular_automata,graph_diffusion,multiplicative,branching,0.9975,0.1167,0.3333,1,0
gray_scott→cellular_automata→kuramoto,gray_scott,cellular_automata,kuramoto,multiplicative,branching,0.9997,0.236,0.6592,1,0
gray_scott→cellular_automata→lotka_volterra,gray_scott,cellular_automata,lotka_volterra,multiplicative,branching,0.9987,0.1167,0.3333,1,0
gray_scott→cellular_automata→nonlinear_oscillator,gray_scott,cellular_automata,nonlinear_oscillator,multiplicative,branching,0.9994,0.29,0.5577,1,0
gray_scott→cellular_automata→population,gray_scott,cellular_automata,population,multiplicative,branching,1.0,0.196,0.56,1,0
gray_scott→cellular_automata→replicator,gray_scott,cellular_automata,replicator,multiplicative,branching,0.9978,0.1167,0.3333,1,0
graph_diffusion→lotka_volterra→branching,graph_diffusion,lotka_volterra,branching,multiplicative,branching,0.9977,0.0813,0.3333,1,0
graph_diffusion→lotka_volterra→cellular_automata,graph_diffusion,lotka_volterra,cellular_automata,multiplicative,branching,0.9999,0.0,0.0,1,0
graph_diffusion→lotka_volterra→coupled_map_lattice,graph_diffusion,lotka_volterra,coupled_map_lattice,multiplicative,branching,0.9992,0.056,0.3333,1,0
graph_diffusion→lotka_volterra→gray_scott,graph_diffusion,lotka_volterra,gray_scott,multiplicative,branching,0.994,0.1167,0.3333,1,0
graph_diffusion→lotka_volterra→kuramoto,graph_diffusion,lotka_volterra,kuramoto,multiplicative,branching,0.9963,0.1193,0.3333,1,0
graph_diffusion→lotka_volterra→nonlinear_oscillator,graph_diffusion,lotka_volterra,nonlinear_oscillator,multiplicative,branching,0.9997,0.1733,0.3333,1,0
graph_diffusion→lotka_volterra→population,graph_diffusion,lotka_volterra,population,multiplicative,branching,0.9983,0.0793,0.3333,1,0
graph_diffusion→lotka_volterra→replicator,graph_diffusion,lotka_volterra,replicator,multiplicative,branching,1.0,0.0,0.0,1,0
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,multiplicative,branching,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,multiplicative,branching,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,multiplicative,branching,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,multiplicative,branching,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,multiplicative,branching,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,multiplicative,branching,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,multiplicative,branching,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,multiplicative,branching,1.0,0.0,0.0,1,0
gray_scott→graph_diffusion→branching,gray_scott,graph_diffusion,branching,multiplicative,synchronization,0.9994,0.198,0.5657,1,0
gray_scott→graph_diffusion→cellular_automata,gray_scott,graph_diffusion,cellular_automata,multiplicative,synchronization,0.9989,0.1167,0.3333,1,0
gray_scott→graph_diffusion→coupled_map_lattice,gray_scott,graph_diffusion,coupled_map_lattice,multiplicative,synchronization,0.9999,0.1727,0.4933,1,0
gray_scott→graph_diffusion→kuramoto,gray_scott,graph_diffusion,kuramoto,multiplicative,synchronization,0.9995,0.236,0.6592,1,0
gray_scott→graph_diffusion→lotka_volterra,gray_scott,graph_diffusion,lotka_volterra,multiplicative,synchronization,0.999,0.1167,0.3333,1,0
gray_scott→graph_diffusion→nonlinear_oscillator,gray_scott,graph_diffusion,nonlinear_oscillator,multiplicative,synchronization,0.9996,0.29,0.5577,1,0
gray_scott→graph_diffusion→population,gray_scott,graph_diffusion,population,multiplicative,synchronization,1.0,0.196,0.56,1,0
gray_scott→graph_diffusion→replicator,gray_scott,graph_diffusion,replicator,multiplicative,synchronization,0.9983,0.1167,0.3333,1,0
gray_scott→coupled_map_lattice→branching,gray_scott,coupled_map_lattice,branching,multiplicative,synchronization,0.9994,0.254,0.7257,1,0
gray_scott→coupled_map_lattice→cellular_automata,gray_scott,coupled_map_lattice,cellular_automata,multiplicative,synchronization,0.9974,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→graph_diffusion,gray_scott,coupled_map_lattice,graph_diffusion,multiplicative,synchronization,0.9961,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→kuramoto,gray_scott,coupled_map_lattice,kuramoto,multiplicative,synchronization,1.0,0.292,0.8156,1,1
gray_scott→coupled_map_lattice→lotka_volterra,gray_scott,coupled_map_lattice,lotka_volterra,multiplicative,synchronization,0.9977,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→nonlinear_oscillator,gray_scott,coupled_map_lattice,nonlinear_oscillator,multiplicative,synchronization,0.9987,0.346,0.6654,1,0
gray_scott→coupled_map_lattice→population,gray_scott,coupled_map_lattice,population,multiplicative,synchronization,0.9998,0.252,0.72,1,0
gray_scott→coupled_map_lattice→replicator,gray_scott,coupled_map_lattice,replicator,multiplicative,synchronization,0.9965,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,multiplicative,synchronization,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,multiplicative,synchronization,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,multiplicative,synchronization,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,multiplicative,synchronization,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,multiplicative,synchronization,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,multiplicative,synchronization,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,multiplicative,synchronization,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,multiplicative,synchronization,0.9998,0.056,0.3333,1,0
gray_scott→kuramoto→branching,gray_scott,kuramoto,branching,multiplicative,recursive_feedback,0.999,0.3173,0.8864,1,1
gray_scott→kuramoto→cellular_automata,gray_scott,kuramoto,cellular_automata,multiplicative,recursive_feedback,0.9962,0.236,0.6592,1,0
gray_scott→kuramoto→coupled_map_lattice,gray_scott,kuramoto,coupled_map_lattice,multiplicative,recursive_feedback,0.9988,0.292,0.8156,1,1
gray_scott→kuramoto→graph_diffusion,gray_scott,kuramoto,graph_diffusion,multiplicative,recursive_feedback,0.9947,0.236,0.6592,1,0
gray_scott→kuramoto→lotka_volterra,gray_scott,kuramoto,lotka_volterra,multiplicative,recursive_feedback,0.9966,0.236,0.6592,1,0
gray_scott→kuramoto→nonlinear_oscillator,gray_scott,kuramoto,nonlinear_oscillator,multiplicative,recursive_feedback,0.9979,0.4093,0.7872,1,0
gray_scott→kuramoto→population,gray_scott,kuramoto,population,multiplicative,recursive_feedback,0.9994,0.3153,0.8808,1,1
gray_scott→kuramoto→replicator,gray_scott,kuramoto,replicator,multiplicative,recursive_feedback,0.9952,0.236,0.6592,1,0
graph_diffusion→gray_scott→branching,graph_diffusion,gray_scott,branching,multiplicative,recursive_feedback,0.9994,0.198,0.5657,1,0
graph_diffusion→gray_scott→cellular_automata,graph_diffusion,gray_scott,cellular_automata,multiplicative,recursive_feedback,0.9989,0.1167,0.3333,1,0
graph_diffusion→gray_scott→coupled_map_lattice,graph_diffusion,gray_scott,coupled_map_lattice,multiplicative,recursive_feedback,0.9999,0.1727,0.4933,1,0
graph_diffusion→gray_scott→kuramoto,graph_diffusion,gray_scott,kuramoto,multiplicative,recursive_feedback,0.9995,0.236,0.6592,1,0
graph_diffusion→gray_scott→lotka_volterra,graph_diffusion,gray_scott,lotka_volterra,multiplicative,recursive_feedback,0.999,0.1167,0.3333,1,0
graph_diffusion→gray_scott→nonlinear_oscillator,graph_diffusion,gray_scott,nonlinear_oscillator,multiplicative,recursive_feedback,0.9996,0.29,0.5577,1,0
graph_diffusion→gray_scott→population,graph_diffusion,gray_scott,population,multiplicative,recursive_feedback,1.0,0.196,0.56,1,0
graph_diffusion→gray_scott→replicator,graph_diffusion,gray_scott,replicator,multiplicative,recursive_feedback,0.9983,0.1167,0.3333,1,0
graph_diffusion→kuramoto→branching,graph_diffusion,kuramoto,branching,multiplicative,recursive_feedback,0.9993,0.2007,0.5605,1,0
graph_diffusion→kuramoto→cellular_automata,graph_diffusion,kuramoto,cellular_automata,multiplicative,recursive_feedback,0.9994,0.1193,0.3333,1,0
graph_diffusion→kuramoto→coupled_map_lattice,graph_diffusion,kuramoto,coupled_map_lattice,multiplicative,recursive_feedback,1.0,0.1753,0.4898,1,0
graph_diffusion→kuramoto→gray_scott,graph_diffusion,kuramoto,gray_scott,multiplicative,recursive_feedback,0.9978,0.236,0.6592,1,0
graph_diffusion→kuramoto→lotka_volterra,graph_diffusion,kuramoto,lotka_volterra,multiplicative,recursive_feedback,0.9995,0.1193,0.3333,1,0
graph_diffusion→kuramoto→nonlinear_oscillator,graph_diffusion,kuramoto,nonlinear_oscillator,multiplicative,recursive_feedback,0.9999,0.2927,0.5628,1,0
