depth,sector,condition,rg_similarity,equilibrium_stability,transport_balance_index,bottleneck_equalization,recursive_flow_coherence,asymptotic_decay_suppression,equilibrium_persistence,classification
96,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.2129,0.2054,0.2115,0.2033,0.1981,0.2037,0.2087,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.1692,0.1668,0.1708,0.1659,0.1607,0.1572,0.1597,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.1466,0.1397,0.1391,0.1355,0.1344,0.1362,0.1381,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.122,0.1202,0.122,0.1158,0.117,0.1141,0.1177,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.0958,0.0913,0.0916,0.0905,0.088,0.0893,0.0904,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,TransportLoadEqualization,0.8869,0.8376,0.8418,0.8201,0.8083,0.8295,0.8413,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,TransportLoadEqualization,0.8297,0.8118,0.8276,0.8093,0.7895,0.8111,0.8033,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,TransportLoadEqualization,0.7811,0.7594,0.7884,0.7642,0.75,0.7428,0.7475,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,TransportLoadEqualization,0.7356,0.7157,0.7297,0.7094,0.6993,0.7001,0.7077,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,TransportLoadEqualization,0.7033,0.6889,0.6883,0.6786,0.664,0.6774,0.6885,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,TransportLoadEqualization,0.6575,0.6396,0.6203,0.6111,0.6164,0.6199,0.5964,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,TransportLoadEqualization,0.5842,0.5661,0.5785,0.5559,0.5562,0.5701,0.5628,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,TransportLoadEqualization,0.5338,0.5169,0.527,0.526,0.5056,0.521,0.5097,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,TransportLoadEqualization,0.5091,0.4829,0.4769,0.4883,0.4748,0.4702,0.4664,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,TransportLoadEqualization,0.4383,0.4284,0.4229,0.4145,0.408,0.4113,0.4079,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,TransportLoadEqualization,0.3922,0.3811,0.3755,0.3665,0.3723,0.3632,0.3696,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,TransportLoadEqualization,0.3425,0.3392,0.3361,0.3347,0.3238,0.3233,0.337,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,TransportLoadEqualization,0.2822,0.2797,0.283,0.2805,0.2701,0.268,0.2783,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,TransportLoadEqualization,0.2504,0.2439,0.2437,0.2411,0.2383,0.2313,0.238,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,TransportLoadEqualization,0.2178,0.2107,0.212,0.2101,0.2058,0.2066,0.2092,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,TransportLoadEqualization,0.1685,0.1687,0.1633,0.1661,0.1599,0.1592,0.1661,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,TransportLoadEqualization,0.1424,0.1404,0.1365,0.1398,0.138,0.1331,0.1359,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,TransportLoadEqualization,0.1224,0.121,0.119,0.1165,0.1179,0.1164,0.1151,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,TransportLoadEqualization,0.0971,0.0937,0.093,0.0926,0.0903,0.0902,0.0888,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.872,0.8263,0.8419,0.8289,0.8264,0.8027,0.8325,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.8454,0.8038,0.8237,0.79,0.7997,0.7684,0.7909,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.8071,0.7768,0.7804,0.7634,0.7592,0.7478,0.7466,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.7353,0.7368,0.7098,0.717,0.7038,0.7066,0.7056,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.6951,0.6725,0.6687,0.671,0.6792,0.6476,0.6838,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.6393,0.6118,0.6077,0.6052,0.61,0.6078,0.631,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.5845,0.5527,0.563,0.547,0.5405,0.5398,0.5693,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.5486,0.5216,0.5129,0.514,0.5015,0.5084,0.531,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.5046,0.4738,0.477,0.4841,0.4805,0.4581,0.4719,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.4413,0.4149,0.4218,0.4176,0.4108,0.4027,0.4097,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.3867,0.3802,0.3629,0.3673,0.3623,0.3654,0.3711,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.3437,0.3341,0.3315,0.3236,0.3232,0.3227,0.3376,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.2832,0.2709,0.2743,0.2734,0.2701,0.2699,0.2837,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.2448,0.2318,0.242,0.2383,0.2306,0.2229,0.2347,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.2123,0.2116,0.2052,0.2071,0.1997,0.199,0.2113,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.1696,0.1688,0.1665,0.1625,0.1639,0.1562,0.1614,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.1426,0.135,0.1395,0.1378,0.1331,0.1297,0.1372,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.1215,0.1184,0.1168,0.1134,0.1143,0.1139,0.1169,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.0965,0.0905,0.0917,0.0899,0.0887,0.0869,0.0911,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,NullEquilibriumControl,0.6833,0.6886,0.683,0.689,0.6535,0.6554,0.6456,EQUILIBRIUM-BOUNDED
2,Antisymmetry-Neutral,NullEquilibriumControl,0.6656,0.6552,0.6368,0.6445,0.6248,0.6262,0.6384,EQUILIBRIUM-PARTIAL
4,Antisymmetry-Neutral,NullEquilibriumControl,0.6356,0.6018,0.6039,0.5987,0.5735,0.5642,0.6092,EQUILIBRIUM-PARTIAL
6,Antisymmetry-Neutral,NullEquilibriumControl,0.5862,0.5775,0.5662,0.5992,0.552,0.5578,0.5675,EQUILIBRIUM-PARTIAL
8,Antisymmetry-Neutral,NullEquilibriumControl,0.5552,0.5378,0.5547,0.5385,0.5309,0.5265,0.5378,EQUILIBRIUM-DEGRADING
12,Antisymmetry-Neutral,NullEquilibriumControl,0.5073,0.4987,0.4918,0.5086,0.4868,0.464,0.4738,EQUILIBRIUM-DEGRADING
16,Antisymmetry-Neutral,NullEquilibriumControl,0.4733,0.4506,0.4513,0.4463,0.4297,0.4413,0.4441,EQUILIBRIUM-DEGRADING
20,Antisymmetry-Neutral,NullEquilibriumControl,0.4122,0.4146,0.4069,0.4305,0.3932,0.3983,0.4097,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,NullEquilibriumControl,0.393,0.3876,0.3734,0.3871,0.3769,0.3647,0.3711,EQUILIBRIUM-FAILED
32,Antisymmetry-Neutral,NullEquilibriumControl,0.3376,0.3298,0.334,0.3313,0.3223,0.3282,0.3282,EQUILIBRIUM-FAILED
40,Antisymmetry-Neutral,NullEquilibriumControl,0.3009,0.2978,0.2917,0.3074,0.2821,0.2894,0.2839,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,NullEquilibriumControl,0.2668,0.2638,0.2669,0.2714,0.2578,0.2472,0.2625,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,NullEquilibriumControl,0.2288,0.2231,0.22,0.2244,0.2157,0.2045,0.2174,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,NullEquilibriumControl,0.1877,0.1941,0.1832,0.1941,0.1788,0.1817,0.1906,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,NullEquilibriumControl,0.1692,0.1695,0.1634,0.1626,0.159,0.161,0.1596,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,NullEquilibriumControl,0.1372,0.1328,0.1322,0.1354,0.1291,0.1244,0.1287,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,NullEquilibriumControl,0.1113,0.1127,0.1076,0.109,0.1033,0.1016,0.1057,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,NullEquilibriumControl,0.098,0.096,0.0918,0.0965,0.0932,0.0906,0.0917,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,NullEquilibriumControl,0.074,0.0721,0.0731,0.0756,0.0694,0.0695,0.0716,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.9034,0.8357,0.8313,0.8269,0.8302,0.8238,0.8337,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.8514,0.8316,0.8283,0.791,0.7982,0.7733,0.7864,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.8233,0.7739,0.7598,0.7572,0.7466,0.762,0.7478,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.7764,0.7537,0.7243,0.7222,0.6921,0.6906,0.705,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.7125,0.6879,0.691,0.6762,0.6728,0.6693,0.6591,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.6451,0.6342,0.6118,0.6196,0.6117,0.6017,0.6078,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.5945,0.5915,0.5721,0.5509,0.5523,0.5608,0.5607,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.546,0.5379,0.5293,0.5166,0.4958,0.5185,0.5194,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.5116,0.4881,0.4903,0.4754,0.4768,0.4591,0.4731,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.442,0.4248,0.4235,0.4192,0.4177,0.4188,0.423,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.4013,0.3886,0.3795,0.3722,0.3626,0.3662,0.3612,EQUILIBRIUM-FAILED
48,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.3468,0.3408,0.3304,0.3359,0.3228,0.3268,0.3249,EQUILIBRIUM-FAILED
64,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2959,0.2878,0.2842,0.2796,0.2767,0.2748,0.2705,EQUILIBRIUM-FAILED
80,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2567,0.2469,0.2434,0.2346,0.2337,0.2313,0.2301,EQUILIBRIUM-FAILED
96,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2243,0.2139,0.2064,0.2024,0.2056,0.2063,0.2089,EQUILIBRIUM-FAILED
128,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1759,0.1707,0.1677,0.1629,0.1617,0.1643,0.1595,EQUILIBRIUM-FAILED
160,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1458,0.1425,0.1408,0.1344,0.1327,0.1344,0.1355,EQUILIBRIUM-FAILED
192,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1219,0.1226,0.1163,0.1178,0.1137,0.1174,0.1146,EQUILIBRIUM-FAILED
256,Projection-Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.0959,0.092,0.0914,0.0899,0.0872,0.0895,0.0923,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8904,0.8581,0.8296,0.8511,0.8359,0.8258,0.8531,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8743,0.8512,0.8193,0.8256,0.792,0.775,0.7964,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8218,0.7979,0.7893,0.7548,0.7459,0.7597,0.765,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.7578,0.7442,0.7149,0.7459,0.7095,0.704,0.7245,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.7125,0.7139,0.6764,0.7027,0.6898,0.6768,0.6873,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.6652,0.653,0.6294,0.6342,0.6152,0.6117,0.621,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.6023,0.5764,0.5582,0.5778,0.5497,0.5381,0.5733,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.5654,0.5392,0.5309,0.5229,0.5185,0.4984,0.5172,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.5219,0.4914,0.4846,0.4879,0.473,0.4811,0.4796,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.455,0.4363,0.4323,0.4288,0.4157,0.3999,0.4099,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.3979,0.384,0.3841,0.3692,0.3611,0.3622,0.3684,EQUILIBRIUM-FAILED
48,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.3554,0.3433,0.3381,0.3393,0.3348,0.3282,0.3391,EQUILIBRIUM-FAILED
64,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.2918,0.292,0.283,0.2846,0.2788,0.2653,0.2736,EQUILIBRIUM-FAILED
80,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.248,0.2439,0.2412,0.2414,0.2386,0.2339,0.2373,EQUILIBRIUM-FAILED
96,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.2157,0.2182,0.2051,0.2065,0.2026,0.199,0.2075,EQUILIBRIUM-FAILED
128,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.1757,0.1705,0.1644,0.1692,0.1594,0.1578,0.1682,EQUILIBRIUM-FAILED
160,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.1446,0.139,0.1414,0.1402,0.1359,0.1366,0.1387,EQUILIBRIUM-FAILED
192,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.127,0.1227,0.121,0.1163,0.1158,0.1137,0.1178,EQUILIBRIUM-FAILED
256,Projection-Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.0979,0.0944,0.0942,0.0918,0.0884,0.0871,0.0897,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.866,0.8438,0.8382,0.8261,0.8352,0.8015,0.8397,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.8602,0.8152,0.8046,0.803,0.8197,0.7943,0.7973,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.7927,0.7919,0.7778,0.7783,0.7604,0.724,0.7588,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.7761,0.7301,0.7154,0.7272,0.7092,0.684,0.71,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.7219,0.7063,0.693,0.6756,0.6698,0.6462,0.6917,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.6409,0.6472,0.6134,0.6248,0.6114,0.5896,0.611,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.6047,0.5796,0.5615,0.5585,0.5692,0.5349,0.5743,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.5393,0.5262,0.5222,0.517,0.5304,0.5075,0.5208,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.51,0.5025,0.4846,0.4867,0.4788,0.4694,0.4927,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.4436,0.4207,0.4166,0.4284,0.4131,0.4102,0.4209,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.3945,0.3717,0.3678,0.3793,0.3751,0.357,0.3718,EQUILIBRIUM-FAILED
48,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.3481,0.3354,0.3339,0.3401,0.3308,0.3276,0.3278,EQUILIBRIUM-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2887,0.2846,0.2783,0.2776,0.2732,0.2681,0.2828,EQUILIBRIUM-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2444,0.2446,0.2349,0.237,0.24,0.2323,0.2344,EQUILIBRIUM-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2199,0.2156,0.2093,0.2087,0.2066,0.1969,0.2057,EQUILIBRIUM-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1761,0.1728,0.1695,0.1672,0.1657,0.1582,0.1658,EQUILIBRIUM-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1468,0.1437,0.1388,0.1368,0.1349,0.1327,0.1367,EQUILIBRIUM-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1213,0.119,0.1177,0.1161,0.1194,0.1133,0.1155,EQUILIBRIUM-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveFlowRedistribution,0.0947,0.0922,0.0911,0.0896,0.0905,0.0861,0.0898,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.8645,0.8415,0.869,0.8446,0.7969,0.8044,0.8166,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.8504,0.8112,0.8312,0.7839,0.7865,0.7916,0.7905,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7861,0.7566,0.7986,0.7683,0.7473,0.7414,0.7647,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7437,0.7192,0.7404,0.712,0.6948,0.6955,0.7,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7033,0.699,0.6974,0.6721,0.6763,0.6739,0.6836,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.6435,0.6374,0.6201,0.6121,0.6007,0.6017,0.6032,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.5896,0.5687,0.5908,0.5463,0.5499,0.5392,0.5485,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.5492,0.5158,0.5329,0.5211,0.5115,0.5026,0.5128,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.5109,0.498,0.4988,0.4663,0.4734,0.4691,0.4675,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.4441,0.422,0.4337,0.4235,0.4074,0.4146,0.4225,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.3945,0.3704,0.3761,0.3614,0.3575,0.3636,0.3651,EQUILIBRIUM-FAILED
48,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.3578,0.3316,0.3402,0.3239,0.3239,0.3313,0.3314,EQUILIBRIUM-FAILED
64,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.2968,0.2765,0.2901,0.2729,0.2685,0.2713,0.2802,EQUILIBRIUM-FAILED
80,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.2486,0.2353,0.2399,0.2317,0.2314,0.2286,0.2392,EQUILIBRIUM-FAILED
96,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.213,0.2069,0.2157,0.2035,0.2021,0.2039,0.2011,EQUILIBRIUM-FAILED
128,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.1727,0.164,0.1689,0.162,0.1616,0.1631,0.1619,EQUILIBRIUM-FAILED
160,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.1426,0.1382,0.1422,0.1333,0.1337,0.136,0.1379,EQUILIBRIUM-FAILED
192,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.1256,0.1206,0.122,0.1163,0.1147,0.1174,0.1183,EQUILIBRIUM-FAILED
256,Projection-Antisymmetry-Neutral,SourceSinkSelfCorrection,0.0937,0.0936,0.0932,0.0914,0.09,0.091,0.0891,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.8619,0.8351,0.8301,0.8421,0.833,0.8116,0.829,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.8574,0.8123,0.8099,0.8284,0.819,0.7995,0.8098,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.7957,0.7766,0.7816,0.7625,0.7563,0.7405,0.7368,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.768,0.7326,0.7209,0.7261,0.6977,0.7006,0.7276,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.7131,0.6935,0.6775,0.6668,0.6671,0.6856,0.6638,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.6407,0.6214,0.6169,0.6216,0.6046,0.6141,0.6083,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.5771,0.5602,0.5672,0.5695,0.5702,0.5683,0.5556,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.5321,0.5169,0.5368,0.5145,0.5163,0.5236,0.5114,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.505,0.4932,0.4818,0.4766,0.4851,0.4673,0.4661,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.447,0.415,0.4245,0.4289,0.4105,0.4086,0.4222,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.3864,0.3711,0.376,0.3671,0.3608,0.3626,0.3688,EQUILIBRIUM-FAILED
48,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.3554,0.3453,0.3442,0.3298,0.3316,0.322,0.3322,EQUILIBRIUM-FAILED
64,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.2951,0.2819,0.2779,0.2757,0.2795,0.2747,0.2708,EQUILIBRIUM-FAILED
80,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.2453,0.2436,0.2375,0.24,0.2354,0.2357,0.2297,EQUILIBRIUM-FAILED
96,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.2197,0.2086,0.2102,0.2045,0.2025,0.2003,0.209,EQUILIBRIUM-FAILED
128,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.1693,0.1673,0.1708,0.1672,0.1607,0.163,0.1591,EQUILIBRIUM-FAILED
160,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.1413,0.1379,0.1415,0.1361,0.1363,0.138,0.1325,EQUILIBRIUM-FAILED
192,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.1233,0.1184,0.1168,0.1166,0.1188,0.1138,0.1183,EQUILIBRIUM-FAILED
256,Projection-Antisymmetry-Neutral,TransportLoadEqualization,0.0945,0.0905,0.0936,0.0893,0.0922,0.0901,0.0885,EQUILIBRIUM-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.8814,0.8447,0.8552,0.8408,0.8058,0.8047,0.8469,EQUILIBRIUM-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.8412,0.7978,0.8205,0.8034,0.8045,0.7946,0.8187,EQUILIBRIUM-STABLE
4,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.7952,0.7672,0.7576,0.748,0.7526,0.7524,0.7698,EQUILIBRIUM-STABLE
6,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.7544,0.7376,0.7323,0.7187,0.7097,0.692,0.7365,EQUILIBRIUM-BOUNDED
8,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.7036,0.6672,0.6959,0.673,0.6736,0.6478,0.6847,EQUILIBRIUM-BOUNDED
12,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.6287,0.6038,0.6075,0.6088,0.6143,0.5903,0.6066,EQUILIBRIUM-PARTIAL
16,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.5937,0.5752,0.5699,0.5559,0.5429,0.5532,0.5574,EQUILIBRIUM-PARTIAL
20,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.54,0.5145,0.5204,0.5164,0.498,0.5016,0.5113,EQUILIBRIUM-DEGRADING
24,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.5067,0.4711,0.4891,0.4679,0.4788,0.472,0.4819,EQUILIBRIUM-DEGRADING
32,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.4386,0.4135,0.4264,0.4235,0.4026,0.4058,0.4113,EQUILIBRIUM-DEGRADING
40,Projection-Antisymmetry-Neutral,PerturbationEquilibriumRecovery,0.3884,0.3698,0.3798,0.3748,0.3571,0.3662,0.3655,EQUILIBRIUM-FAILED
