depth,sector,condition,rg_similarity,abstraction_coherence,meta_model_fidelity,cross_model_integration,recursive_abstraction_persistence,predictive_abstraction_gain,higher_order_stabilization_strength,classification
320,Projection-Antisymmetry,PredictiveAbstractionGain,0.4814,0.4789,0.481,0.4729,0.4565,0.4717,0.4781,ABSTRACTION-FAILED
512,Projection-Antisymmetry,PredictiveAbstractionGain,0.3816,0.3744,0.3672,0.3564,0.3524,0.3567,0.3566,ABSTRACTION-FAILED
768,Projection-Antisymmetry,PredictiveAbstractionGain,0.2905,0.2853,0.284,0.2776,0.2768,0.2825,0.2792,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,PredictiveAbstractionGain,0.2337,0.2271,0.2306,0.2248,0.227,0.2288,0.227,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,PredictiveAbstractionGain,0.1703,0.1694,0.1646,0.1657,0.1643,0.1656,0.1663,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,PredictiveAbstractionGain,0.1358,0.1333,0.1293,0.1285,0.128,0.1262,0.1279,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,PredictiveAbstractionGain,0.0927,0.0903,0.0924,0.091,0.0889,0.09,0.0892,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,PredictiveAbstractionGain,0.0716,0.0716,0.071,0.0697,0.0684,0.0679,0.068,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.9401,0.9167,0.9164,0.9042,0.91,0.8926,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.9558,0.922,0.9195,0.92,0.91,0.8914,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.9405,0.9263,0.93,0.9149,0.8964,0.8821,0.92,ABSTRACTION-STABLE
6,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.9238,0.9295,0.93,0.8953,0.8824,0.8926,0.9107,ABSTRACTION-STABLE
8,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.907,0.9093,0.9062,0.8854,0.91,0.8702,0.9077,ABSTRACTION-STABLE
12,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.9149,0.9085,0.8916,0.8851,0.9016,0.859,0.895,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8912,0.8782,0.9048,0.8771,0.8577,0.8562,0.8972,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8904,0.8962,0.8949,0.861,0.8843,0.8616,0.8854,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8842,0.8845,0.8859,0.8709,0.8689,0.8587,0.8856,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8555,0.8575,0.8396,0.845,0.8225,0.822,0.8434,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8346,0.8321,0.8461,0.802,0.8326,0.8117,0.8271,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8279,0.8084,0.8201,0.7971,0.8013,0.7886,0.8092,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.8075,0.7723,0.7746,0.7549,0.7698,0.7533,0.7997,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.7568,0.7682,0.7555,0.7438,0.7531,0.7212,0.7429,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.7214,0.7195,0.733,0.7204,0.7166,0.7023,0.7191,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.6896,0.6901,0.6818,0.6543,0.6562,0.667,0.6917,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.6328,0.6468,0.6416,0.6111,0.6073,0.6251,0.6215,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.6002,0.5895,0.6053,0.5884,0.5747,0.5675,0.5893,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.541,0.537,0.5388,0.5127,0.5128,0.5024,0.5277,ABSTRACTION-FAILED
320,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.4819,0.4802,0.4787,0.4692,0.4683,0.4692,0.479,ABSTRACTION-FAILED
512,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.3756,0.3702,0.3753,0.3632,0.3639,0.3501,0.3712,ABSTRACTION-FAILED
768,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.2865,0.282,0.2833,0.2792,0.2716,0.2686,0.2856,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.23,0.2345,0.2324,0.2229,0.2249,0.2184,0.232,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.1688,0.1655,0.1696,0.1609,0.1626,0.1615,0.1673,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.135,0.1294,0.1307,0.1302,0.1279,0.1278,0.1314,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.0923,0.0912,0.0934,0.0889,0.0899,0.089,0.0929,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.0697,0.0699,0.0694,0.0691,0.0702,0.0686,0.0718,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,NullAbstractionControl,0.7614,0.7466,0.7694,0.7733,0.7347,0.7336,0.7617,ABSTRACTION-PARTIAL
2,Projection-Antisymmetry,NullAbstractionControl,0.77,0.7779,0.7367,0.7475,0.7381,0.7054,0.7301,ABSTRACTION-PARTIAL
4,Projection-Antisymmetry,NullAbstractionControl,0.7435,0.7647,0.7425,0.7589,0.7136,0.7066,0.7553,ABSTRACTION-PARTIAL
6,Projection-Antisymmetry,NullAbstractionControl,0.7509,0.7502,0.7292,0.7562,0.7106,0.7241,0.7219,ABSTRACTION-PARTIAL
8,Projection-Antisymmetry,NullAbstractionControl,0.7417,0.7554,0.7582,0.748,0.7047,0.7214,0.7437,ABSTRACTION-PARTIAL
12,Projection-Antisymmetry,NullAbstractionControl,0.7197,0.7399,0.7405,0.7403,0.723,0.7029,0.7219,ABSTRACTION-PARTIAL
16,Projection-Antisymmetry,NullAbstractionControl,0.7182,0.7478,0.7078,0.7434,0.6851,0.6822,0.7288,ABSTRACTION-PARTIAL
20,Projection-Antisymmetry,NullAbstractionControl,0.7176,0.7376,0.702,0.7085,0.6927,0.6746,0.69,ABSTRACTION-PARTIAL
24,Projection-Antisymmetry,NullAbstractionControl,0.7211,0.7229,0.7126,0.7159,0.7061,0.683,0.6792,ABSTRACTION-PARTIAL
32,Projection-Antisymmetry,NullAbstractionControl,0.6932,0.7141,0.6996,0.7163,0.6739,0.6728,0.6949,ABSTRACTION-DEGRADING
40,Projection-Antisymmetry,NullAbstractionControl,0.6794,0.6954,0.6938,0.6924,0.6418,0.6658,0.6817,ABSTRACTION-DEGRADING
48,Projection-Antisymmetry,NullAbstractionControl,0.6569,0.687,0.6749,0.6687,0.6319,0.6449,0.6494,ABSTRACTION-DEGRADING
64,Projection-Antisymmetry,NullAbstractionControl,0.6393,0.6316,0.6399,0.6305,0.6205,0.5941,0.6308,ABSTRACTION-DEGRADING
80,Projection-Antisymmetry,NullAbstractionControl,0.6178,0.6249,0.606,0.6053,0.5872,0.5857,0.5871,ABSTRACTION-DEGRADING
96,Projection-Antisymmetry,NullAbstractionControl,0.5792,0.5845,0.5945,0.5929,0.587,0.5785,0.5896,ABSTRACTION-DEGRADING
128,Projection-Antisymmetry,NullAbstractionControl,0.5453,0.5651,0.5339,0.5507,0.5273,0.5245,0.5469,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,NullAbstractionControl,0.5271,0.5118,0.5135,0.5075,0.5098,0.5005,0.4933,ABSTRACTION-FAILED
192,Projection-Antisymmetry,NullAbstractionControl,0.495,0.4792,0.4741,0.4833,0.4796,0.4517,0.4807,ABSTRACTION-FAILED
256,Projection-Antisymmetry,NullAbstractionControl,0.4336,0.433,0.4374,0.428,0.4108,0.4017,0.414,ABSTRACTION-FAILED
320,Projection-Antisymmetry,NullAbstractionControl,0.3911,0.3968,0.38,0.3918,0.3808,0.3609,0.3794,ABSTRACTION-FAILED
512,Projection-Antisymmetry,NullAbstractionControl,0.294,0.3066,0.3058,0.3065,0.2866,0.2835,0.3021,ABSTRACTION-FAILED
768,Projection-Antisymmetry,NullAbstractionControl,0.2295,0.2265,0.225,0.2349,0.2192,0.2196,0.2204,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,NullAbstractionControl,0.1897,0.1901,0.1887,0.1867,0.1765,0.1802,0.1789,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,NullAbstractionControl,0.1334,0.1348,0.1331,0.1367,0.1306,0.129,0.1352,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,NullAbstractionControl,0.1091,0.1094,0.1038,0.1098,0.1013,0.1027,0.1035,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,NullAbstractionControl,0.0737,0.0741,0.0728,0.0758,0.0714,0.0698,0.0727,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,NullAbstractionControl,0.0578,0.0578,0.0568,0.0575,0.056,0.0553,0.0547,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,MetaModelExtraction,0.9581,0.9384,0.93,0.92,0.9019,0.8941,0.8992,ABSTRACTION-STABLE
2,Projection-Neutral,MetaModelExtraction,0.96,0.94,0.9161,0.92,0.91,0.8901,0.9108,ABSTRACTION-STABLE
4,Projection-Neutral,MetaModelExtraction,0.96,0.94,0.9125,0.9184,0.901,0.894,0.8882,ABSTRACTION-STABLE
6,Projection-Neutral,MetaModelExtraction,0.9527,0.94,0.93,0.8914,0.8934,0.8739,0.8936,ABSTRACTION-STABLE
8,Projection-Neutral,MetaModelExtraction,0.9317,0.9336,0.9144,0.8949,0.8849,0.8714,0.8817,ABSTRACTION-STABLE
12,Projection-Neutral,MetaModelExtraction,0.9192,0.9329,0.9028,0.8825,0.873,0.8898,0.8871,ABSTRACTION-STABLE
16,Projection-Neutral,MetaModelExtraction,0.9229,0.9235,0.903,0.8824,0.8504,0.864,0.8703,ABSTRACTION-STABLE
20,Projection-Neutral,MetaModelExtraction,0.9017,0.9068,0.8664,0.8555,0.8466,0.8431,0.8836,ABSTRACTION-BOUNDED
24,Projection-Neutral,MetaModelExtraction,0.916,0.8897,0.8758,0.8449,0.8464,0.8431,0.851,ABSTRACTION-BOUNDED
32,Projection-Neutral,MetaModelExtraction,0.9011,0.8637,0.8545,0.8498,0.8379,0.8112,0.8232,ABSTRACTION-BOUNDED
40,Projection-Neutral,MetaModelExtraction,0.848,0.8561,0.8259,0.8299,0.8286,0.8256,0.8274,ABSTRACTION-BOUNDED
48,Projection-Neutral,MetaModelExtraction,0.8466,0.8259,0.8246,0.8134,0.7981,0.799,0.8137,ABSTRACTION-BOUNDED
64,Projection-Neutral,MetaModelExtraction,0.8239,0.785,0.7962,0.7774,0.7588,0.7484,0.7738,ABSTRACTION-PARTIAL
80,Projection-Neutral,MetaModelExtraction,0.7708,0.7691,0.7569,0.725,0.7281,0.7233,0.7329,ABSTRACTION-PARTIAL
96,Projection-Neutral,MetaModelExtraction,0.7616,0.7289,0.7337,0.7104,0.693,0.7015,0.7253,ABSTRACTION-PARTIAL
128,Projection-Neutral,MetaModelExtraction,0.6974,0.6766,0.6811,0.6705,0.6696,0.6507,0.6652,ABSTRACTION-DEGRADING
160,Projection-Neutral,MetaModelExtraction,0.6667,0.6284,0.6389,0.6087,0.6226,0.6157,0.6293,ABSTRACTION-DEGRADING
192,Projection-Neutral,MetaModelExtraction,0.6077,0.6004,0.6036,0.5922,0.573,0.5681,0.5748,ABSTRACTION-DEGRADING
256,Projection-Neutral,MetaModelExtraction,0.5389,0.5424,0.5282,0.5242,0.5169,0.516,0.5227,ABSTRACTION-FAILED
320,Projection-Neutral,MetaModelExtraction,0.4836,0.4766,0.479,0.4736,0.4596,0.4651,0.4691,ABSTRACTION-FAILED
512,Projection-Neutral,MetaModelExtraction,0.3836,0.3768,0.3644,0.3568,0.3527,0.3535,0.3547,ABSTRACTION-FAILED
768,Projection-Neutral,MetaModelExtraction,0.2972,0.2893,0.2806,0.2822,0.2792,0.2712,0.2764,ABSTRACTION-FAILED
1024,Projection-Neutral,MetaModelExtraction,0.2352,0.2331,0.2281,0.2206,0.2274,0.2253,0.2236,ABSTRACTION-FAILED
1536,Projection-Neutral,MetaModelExtraction,0.1756,0.1665,0.1694,0.163,0.1592,0.1639,0.1646,ABSTRACTION-FAILED
2048,Projection-Neutral,MetaModelExtraction,0.1339,0.1298,0.1338,0.1304,0.1257,0.1272,0.1273,ABSTRACTION-FAILED
3072,Projection-Neutral,MetaModelExtraction,0.0941,0.0916,0.0925,0.0889,0.0871,0.0884,0.0904,ABSTRACTION-FAILED
4096,Projection-Neutral,MetaModelExtraction,0.073,0.0727,0.0697,0.0678,0.0688,0.0686,0.0704,ABSTRACTION-FAILED
6144,Projection-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.9227,0.9081,0.91,0.9,0.9152,ABSTRACTION-STABLE
2,Projection-Neutral,AbstractionCoherenceAnalysis,0.96,0.9345,0.93,0.9183,0.91,0.8888,0.9159,ABSTRACTION-STABLE
4,Projection-Neutral,AbstractionCoherenceAnalysis,0.96,0.9366,0.9113,0.9031,0.91,0.9,0.9029,ABSTRACTION-STABLE
6,Projection-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.9204,0.92,0.9058,0.8837,0.8989,ABSTRACTION-STABLE
8,Projection-Neutral,AbstractionCoherenceAnalysis,0.9584,0.9291,0.9094,0.8917,0.8873,0.8785,0.9013,ABSTRACTION-STABLE
12,Projection-Neutral,AbstractionCoherenceAnalysis,0.9386,0.9232,0.9167,0.9146,0.9019,0.862,0.8876,ABSTRACTION-STABLE
16,Projection-Neutral,AbstractionCoherenceAnalysis,0.9146,0.9086,0.9055,0.8963,0.887,0.8847,0.9036,ABSTRACTION-STABLE
20,Projection-Neutral,AbstractionCoherenceAnalysis,0.911,0.9145,0.8742,0.8722,0.8573,0.8575,0.8871,ABSTRACTION-BOUNDED
24,Projection-Neutral,AbstractionCoherenceAnalysis,0.8949,0.9109,0.8936,0.8698,0.8605,0.8428,0.8805,ABSTRACTION-BOUNDED
32,Projection-Neutral,AbstractionCoherenceAnalysis,0.8735,0.8917,0.8731,0.8348,0.8515,0.8237,0.8321,ABSTRACTION-BOUNDED
40,Projection-Neutral,AbstractionCoherenceAnalysis,0.8631,0.8688,0.8206,0.8447,0.8338,0.7995,0.8309,ABSTRACTION-BOUNDED
48,Projection-Neutral,AbstractionCoherenceAnalysis,0.8471,0.8528,0.8248,0.7994,0.794,0.7897,0.8136,ABSTRACTION-BOUNDED
64,Projection-Neutral,AbstractionCoherenceAnalysis,0.816,0.8029,0.7735,0.7629,0.7739,0.7513,0.7762,ABSTRACTION-PARTIAL
80,Projection-Neutral,AbstractionCoherenceAnalysis,0.794,0.7601,0.7652,0.739,0.7469,0.7174,0.7378,ABSTRACTION-PARTIAL
96,Projection-Neutral,AbstractionCoherenceAnalysis,0.7602,0.747,0.7143,0.7352,0.7224,0.6945,0.7211,ABSTRACTION-PARTIAL
128,Projection-Neutral,AbstractionCoherenceAnalysis,0.7035,0.6864,0.6688,0.6768,0.665,0.6687,0.6704,ABSTRACTION-DEGRADING
160,Projection-Neutral,AbstractionCoherenceAnalysis,0.6552,0.6387,0.6345,0.6136,0.6067,0.6237,0.6143,ABSTRACTION-DEGRADING
192,Projection-Neutral,AbstractionCoherenceAnalysis,0.6079,0.6051,0.5941,0.5979,0.585,0.5666,0.5823,ABSTRACTION-DEGRADING
256,Projection-Neutral,AbstractionCoherenceAnalysis,0.561,0.5364,0.5399,0.5298,0.5295,0.5207,0.5186,ABSTRACTION-FAILED
320,Projection-Neutral,AbstractionCoherenceAnalysis,0.5001,0.4939,0.4796,0.4757,0.4631,0.4596,0.4697,ABSTRACTION-FAILED
512,Projection-Neutral,AbstractionCoherenceAnalysis,0.3769,0.3851,0.377,0.3612,0.3661,0.3588,0.3661,ABSTRACTION-FAILED
768,Projection-Neutral,AbstractionCoherenceAnalysis,0.2925,0.287,0.2778,0.2801,0.2757,0.2752,0.2771,ABSTRACTION-FAILED
1024,Projection-Neutral,AbstractionCoherenceAnalysis,0.239,0.2349,0.234,0.2319,0.2277,0.2245,0.2235,ABSTRACTION-FAILED
1536,Projection-Neutral,AbstractionCoherenceAnalysis,0.1717,0.1737,0.1681,0.1651,0.1669,0.165,0.1652,ABSTRACTION-FAILED
2048,Projection-Neutral,AbstractionCoherenceAnalysis,0.1368,0.1314,0.1284,0.1303,0.1275,0.1247,0.1319,ABSTRACTION-FAILED
3072,Projection-Neutral,AbstractionCoherenceAnalysis,0.0955,0.093,0.0925,0.0923,0.0902,0.0902,0.0916,ABSTRACTION-FAILED
4096,Projection-Neutral,AbstractionCoherenceAnalysis,0.0736,0.0711,0.0711,0.0692,0.0701,0.0693,0.0686,ABSTRACTION-FAILED
6144,Projection-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,CrossModelIntegrationMapping,0.96,0.94,0.9102,0.92,0.89,0.9,0.92,ABSTRACTION-STABLE
2,Projection-Neutral,CrossModelIntegrationMapping,0.9455,0.94,0.93,0.92,0.8972,0.8913,0.905,ABSTRACTION-STABLE
4,Projection-Neutral,CrossModelIntegrationMapping,0.96,0.9328,0.93,0.9195,0.8888,0.899,0.8892,ABSTRACTION-STABLE
6,Projection-Neutral,CrossModelIntegrationMapping,0.9593,0.9362,0.9102,0.9082,0.8946,0.8992,0.9054,ABSTRACTION-STABLE
8,Projection-Neutral,CrossModelIntegrationMapping,0.9277,0.9368,0.9071,0.9056,0.8815,0.8748,0.8818,ABSTRACTION-STABLE
12,Projection-Neutral,CrossModelIntegrationMapping,0.9423,0.9315,0.91,0.8955,0.879,0.8769,0.8733,ABSTRACTION-STABLE
16,Projection-Neutral,CrossModelIntegrationMapping,0.9171,0.9203,0.8718,0.9029,0.8719,0.8555,0.8766,ABSTRACTION-BOUNDED
20,Projection-Neutral,CrossModelIntegrationMapping,0.9249,0.8853,0.8929,0.8744,0.874,0.8656,0.8633,ABSTRACTION-BOUNDED
24,Projection-Neutral,CrossModelIntegrationMapping,0.8807,0.8912,0.8739,0.8698,0.852,0.8312,0.8748,ABSTRACTION-BOUNDED
32,Projection-Neutral,CrossModelIntegrationMapping,0.8947,0.8631,0.8486,0.852,0.8369,0.8343,0.823,ABSTRACTION-BOUNDED
40,Projection-Neutral,CrossModelIntegrationMapping,0.8471,0.8605,0.8439,0.8497,0.8217,0.8057,0.8047,ABSTRACTION-BOUNDED
48,Projection-Neutral,CrossModelIntegrationMapping,0.827,0.8224,0.7995,0.8373,0.7863,0.7826,0.7945,ABSTRACTION-PARTIAL
64,Projection-Neutral,CrossModelIntegrationMapping,0.7929,0.8039,0.7646,0.7776,0.7592,0.7533,0.7574,ABSTRACTION-PARTIAL
80,Projection-Neutral,CrossModelIntegrationMapping,0.7836,0.7722,0.7539,0.748,0.7312,0.7172,0.7412,ABSTRACTION-PARTIAL
96,Projection-Neutral,CrossModelIntegrationMapping,0.7476,0.7273,0.7197,0.7174,0.7149,0.697,0.7089,ABSTRACTION-PARTIAL
128,Projection-Neutral,CrossModelIntegrationMapping,0.6912,0.677,0.6668,0.6785,0.6438,0.6351,0.6558,ABSTRACTION-DEGRADING
160,Projection-Neutral,CrossModelIntegrationMapping,0.6557,0.6473,0.6208,0.6245,0.6056,0.5969,0.6284,ABSTRACTION-DEGRADING
192,Projection-Neutral,CrossModelIntegrationMapping,0.6049,0.6033,0.5918,0.5992,0.5768,0.5793,0.5927,ABSTRACTION-DEGRADING
256,Projection-Neutral,CrossModelIntegrationMapping,0.5495,0.5436,0.5165,0.5391,0.5232,0.4977,0.5273,ABSTRACTION-FAILED
320,Projection-Neutral,CrossModelIntegrationMapping,0.4888,0.4804,0.4762,0.4709,0.4545,0.4619,0.4686,ABSTRACTION-FAILED
512,Projection-Neutral,CrossModelIntegrationMapping,0.3722,0.3721,0.3648,0.3645,0.3588,0.3493,0.3672,ABSTRACTION-FAILED
768,Projection-Neutral,CrossModelIntegrationMapping,0.2901,0.2898,0.2807,0.2793,0.2762,0.268,0.2716,ABSTRACTION-FAILED
1024,Projection-Neutral,CrossModelIntegrationMapping,0.2336,0.2361,0.2306,0.2318,0.2263,0.2164,0.2237,ABSTRACTION-FAILED
1536,Projection-Neutral,CrossModelIntegrationMapping,0.1682,0.1686,0.1628,0.1658,0.1589,0.1579,0.1665,ABSTRACTION-FAILED
2048,Projection-Neutral,CrossModelIntegrationMapping,0.133,0.1306,0.1274,0.1313,0.1293,0.1236,0.1279,ABSTRACTION-FAILED
3072,Projection-Neutral,CrossModelIntegrationMapping,0.0938,0.0923,0.0891,0.0925,0.0894,0.0864,0.0909,ABSTRACTION-FAILED
4096,Projection-Neutral,CrossModelIntegrationMapping,0.0717,0.0705,0.0698,0.071,0.0683,0.0666,0.0688,ABSTRACTION-FAILED
6144,Projection-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,RecursiveAbstractionPersistence,0.9569,0.9273,0.93,0.8984,0.91,0.8921,0.9016,ABSTRACTION-STABLE
2,Projection-Neutral,RecursiveAbstractionPersistence,0.96,0.9238,0.93,0.8939,0.91,0.8952,0.8993,ABSTRACTION-STABLE
4,Projection-Neutral,RecursiveAbstractionPersistence,0.939,0.94,0.93,0.8908,0.91,0.8988,0.8914,ABSTRACTION-STABLE
6,Projection-Neutral,RecursiveAbstractionPersistence,0.9237,0.9317,0.9186,0.8861,0.9045,0.8765,0.8837,ABSTRACTION-STABLE
8,Projection-Neutral,RecursiveAbstractionPersistence,0.945,0.903,0.9256,0.9113,0.91,0.8583,0.8894,ABSTRACTION-STABLE
12,Projection-Neutral,RecursiveAbstractionPersistence,0.9199,0.9214,0.8836,0.9055,0.8844,0.8759,0.8881,ABSTRACTION-BOUNDED
16,Projection-Neutral,RecursiveAbstractionPersistence,0.9105,0.9086,0.8757,0.8763,0.8764,0.855,0.887,ABSTRACTION-BOUNDED
20,Projection-Neutral,RecursiveAbstractionPersistence,0.8928,0.8777,0.8689,0.8533,0.8809,0.8431,0.8684,ABSTRACTION-BOUNDED
24,Projection-Neutral,RecursiveAbstractionPersistence,0.9038,0.8831,0.8625,0.8453,0.8517,0.833,0.8507,ABSTRACTION-BOUNDED
32,Projection-Neutral,RecursiveAbstractionPersistence,0.881,0.8544,0.8592,0.829,0.8614,0.8351,0.8327,ABSTRACTION-BOUNDED
40,Projection-Neutral,RecursiveAbstractionPersistence,0.8427,0.8539,0.8282,0.8256,0.8295,0.8191,0.8145,ABSTRACTION-BOUNDED
48,Projection-Neutral,RecursiveAbstractionPersistence,0.8339,0.8028,0.8138,0.7861,0.8137,0.7752,0.8156,ABSTRACTION-BOUNDED
64,Projection-Neutral,RecursiveAbstractionPersistence,0.82,0.771,0.7715,0.7715,0.786,0.7693,0.7714,ABSTRACTION-PARTIAL
80,Projection-Neutral,RecursiveAbstractionPersistence,0.7692,0.7505,0.7515,0.739,0.7356,0.7381,0.7509,ABSTRACTION-PARTIAL
96,Projection-Neutral,RecursiveAbstractionPersistence,0.7329,0.7153,0.7234,0.7147,0.7134,0.6979,0.7229,ABSTRACTION-PARTIAL
128,Projection-Neutral,RecursiveAbstractionPersistence,0.7011,0.6833,0.6788,0.6509,0.6762,0.6465,0.6543,ABSTRACTION-DEGRADING
160,Projection-Neutral,RecursiveAbstractionPersistence,0.6379,0.6403,0.6246,0.6108,0.6384,0.6074,0.6248,ABSTRACTION-DEGRADING
192,Projection-Neutral,RecursiveAbstractionPersistence,0.6001,0.6073,0.5805,0.5876,0.5768,0.5807,0.5882,ABSTRACTION-DEGRADING
256,Projection-Neutral,RecursiveAbstractionPersistence,0.5525,0.5208,0.5176,0.509,0.5286,0.5006,0.523,ABSTRACTION-FAILED
320,Projection-Neutral,RecursiveAbstractionPersistence,0.492,0.4822,0.4758,0.4611,0.4788,0.4666,0.4726,ABSTRACTION-FAILED
512,Projection-Neutral,RecursiveAbstractionPersistence,0.3759,0.3626,0.3709,0.3676,0.3685,0.3536,0.3672,ABSTRACTION-FAILED
