depth,sector,condition,rg_similarity,shock_absorption_index,cascade_suppression,recovery_coherence,redistribution_efficiency,equilibrium_resilience,self_healing_persistence,classification
32,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.4753,0.4616,0.4568,0.4489,0.4513,0.4397,0.431,RESILIENCE-DEGRADING
40,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.4198,0.3969,0.404,0.3951,0.3954,0.3782,0.3974,RESILIENCE-FAILED
48,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.3672,0.3736,0.36,0.3525,0.3503,0.3433,0.3507,RESILIENCE-FAILED
64,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.3099,0.3123,0.2978,0.2982,0.3031,0.2881,0.3018,RESILIENCE-FAILED
80,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.2639,0.2581,0.257,0.2585,0.2544,0.2428,0.2588,RESILIENCE-FAILED
96,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.2388,0.2286,0.2283,0.2182,0.2299,0.2183,0.2174,RESILIENCE-FAILED
128,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1866,0.181,0.1791,0.1767,0.1839,0.174,0.1799,RESILIENCE-FAILED
160,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1587,0.1516,0.1532,0.151,0.1515,0.1424,0.1461,RESILIENCE-FAILED
192,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1335,0.13,0.1295,0.1275,0.1272,0.1219,0.1294,RESILIENCE-FAILED
256,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.106,0.1035,0.1035,0.0988,0.1008,0.0966,0.1004,RESILIENCE-FAILED
320,Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.0854,0.0859,0.0837,0.0822,0.0823,0.0784,0.082,RESILIENCE-FAILED
1,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8757,0.8721,0.8398,0.8428,0.8412,0.8365,0.8455,RESILIENCE-STABLE
2,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8475,0.8501,0.8044,0.8272,0.8054,0.7922,0.7945,RESILIENCE-STABLE
4,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8051,0.8014,0.7715,0.7604,0.7643,0.7683,0.7667,RESILIENCE-STABLE
6,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.7745,0.7528,0.7431,0.7461,0.7331,0.7137,0.7393,RESILIENCE-BOUNDED
8,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.7484,0.7423,0.7144,0.7001,0.6842,0.7009,0.6959,RESILIENCE-BOUNDED
12,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.658,0.6589,0.6385,0.6453,0.6294,0.6309,0.6187,RESILIENCE-PARTIAL
16,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.6049,0.614,0.5758,0.5778,0.5713,0.5625,0.5923,RESILIENCE-PARTIAL
20,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.5616,0.5569,0.5368,0.5346,0.5307,0.527,0.5362,RESILIENCE-DEGRADING
24,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.5378,0.5201,0.4976,0.4905,0.5019,0.4864,0.504,RESILIENCE-DEGRADING
32,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.4628,0.4615,0.4535,0.4468,0.433,0.4267,0.4432,RESILIENCE-DEGRADING
40,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.4101,0.4048,0.391,0.3844,0.3906,0.3781,0.3839,RESILIENCE-DEGRADING
48,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.3761,0.3679,0.3508,0.3473,0.3457,0.3483,0.3557,RESILIENCE-FAILED
64,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.3173,0.3054,0.2985,0.2928,0.2877,0.2928,0.2898,RESILIENCE-FAILED
80,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.2658,0.2705,0.2564,0.2539,0.2508,0.2492,0.2507,RESILIENCE-FAILED
96,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.239,0.2312,0.2239,0.2237,0.2187,0.2208,0.2245,RESILIENCE-FAILED
128,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1916,0.1876,0.1846,0.1797,0.1786,0.1747,0.1825,RESILIENCE-FAILED
160,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1548,0.1596,0.1526,0.1487,0.1492,0.1471,0.148,RESILIENCE-FAILED
192,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1357,0.135,0.1286,0.1295,0.1253,0.1238,0.1264,RESILIENCE-FAILED
256,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1042,0.1028,0.1017,0.0991,0.0974,0.0985,0.1001,RESILIENCE-FAILED
320,Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.0855,0.0868,0.0831,0.0824,0.0823,0.0812,0.0824,RESILIENCE-FAILED
1,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8684,0.8541,0.8569,0.8406,0.8136,0.834,0.8516,RESILIENCE-STABLE
2,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8612,0.8187,0.8223,0.8333,0.798,0.8035,0.8437,RESILIENCE-STABLE
4,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8161,0.8022,0.7723,0.7808,0.7541,0.762,0.7938,RESILIENCE-STABLE
6,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.751,0.7449,0.7536,0.7471,0.7264,0.705,0.7353,RESILIENCE-BOUNDED
8,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.7379,0.7265,0.7103,0.6982,0.701,0.6865,0.6987,RESILIENCE-BOUNDED
12,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.6705,0.6565,0.6519,0.6546,0.6187,0.6072,0.6404,RESILIENCE-BOUNDED
16,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.6006,0.5916,0.5916,0.5918,0.5871,0.5609,0.5824,RESILIENCE-PARTIAL
20,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.5619,0.5517,0.5537,0.5467,0.5327,0.5296,0.5583,RESILIENCE-PARTIAL
24,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.5187,0.5098,0.5032,0.4987,0.4948,0.483,0.5195,RESILIENCE-DEGRADING
32,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.4563,0.4548,0.4362,0.4374,0.4404,0.4392,0.4461,RESILIENCE-DEGRADING
40,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.4177,0.3955,0.397,0.4042,0.3881,0.3741,0.4043,RESILIENCE-FAILED
48,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.3665,0.369,0.3551,0.3592,0.3489,0.3415,0.3704,RESILIENCE-FAILED
64,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.3044,0.2972,0.2982,0.2932,0.2851,0.289,0.3001,RESILIENCE-FAILED
80,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.2605,0.2602,0.2526,0.2601,0.2499,0.2444,0.2551,RESILIENCE-FAILED
96,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.2357,0.2273,0.2258,0.2245,0.225,0.2165,0.2267,RESILIENCE-FAILED
128,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.185,0.1798,0.179,0.1791,0.1735,0.1699,0.1802,RESILIENCE-FAILED
160,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.1539,0.1527,0.1503,0.1473,0.145,0.1436,0.1511,RESILIENCE-FAILED
192,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.1334,0.129,0.1306,0.1267,0.126,0.1241,0.1291,RESILIENCE-FAILED
256,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.1057,0.0999,0.0993,0.1026,0.0989,0.0986,0.0999,RESILIENCE-FAILED
320,Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.0861,0.0827,0.0824,0.0827,0.0819,0.0788,0.082,RESILIENCE-FAILED
1,Antisymmetry-Neutral,NullResilienceControl,0.6728,0.7046,0.6746,0.6841,0.6412,0.6426,0.669,RESILIENCE-BOUNDED
2,Antisymmetry-Neutral,NullResilienceControl,0.6656,0.6569,0.6437,0.6773,0.6517,0.6124,0.6389,RESILIENCE-PARTIAL
4,Antisymmetry-Neutral,NullResilienceControl,0.6246,0.6228,0.626,0.6359,0.6116,0.5776,0.6208,RESILIENCE-PARTIAL
6,Antisymmetry-Neutral,NullResilienceControl,0.6149,0.6126,0.5976,0.5971,0.5776,0.5474,0.5939,RESILIENCE-PARTIAL
8,Antisymmetry-Neutral,NullResilienceControl,0.5811,0.5705,0.5651,0.5679,0.5601,0.537,0.5552,RESILIENCE-PARTIAL
12,Antisymmetry-Neutral,NullResilienceControl,0.5373,0.5064,0.5191,0.5263,0.5116,0.5035,0.5105,RESILIENCE-DEGRADING
16,Antisymmetry-Neutral,NullResilienceControl,0.4696,0.4644,0.4748,0.4764,0.4696,0.4591,0.4724,RESILIENCE-DEGRADING
20,Antisymmetry-Neutral,NullResilienceControl,0.4476,0.4532,0.4325,0.4485,0.4174,0.4239,0.4223,RESILIENCE-DEGRADING
24,Antisymmetry-Neutral,NullResilienceControl,0.4158,0.4119,0.4085,0.4148,0.3819,0.399,0.4074,RESILIENCE-DEGRADING
32,Antisymmetry-Neutral,NullResilienceControl,0.3728,0.358,0.3609,0.354,0.3351,0.3423,0.3478,RESILIENCE-FAILED
40,Antisymmetry-Neutral,NullResilienceControl,0.3165,0.3168,0.3209,0.3151,0.3124,0.3106,0.3039,RESILIENCE-FAILED
48,Antisymmetry-Neutral,NullResilienceControl,0.2943,0.2901,0.2912,0.282,0.279,0.2714,0.2762,RESILIENCE-FAILED
64,Antisymmetry-Neutral,NullResilienceControl,0.2443,0.2459,0.2319,0.2454,0.2299,0.2213,0.2367,RESILIENCE-FAILED
80,Antisymmetry-Neutral,NullResilienceControl,0.2098,0.205,0.2094,0.208,0.2035,0.1962,0.2052,RESILIENCE-FAILED
96,Antisymmetry-Neutral,NullResilienceControl,0.1804,0.1814,0.1832,0.1806,0.179,0.1688,0.1771,RESILIENCE-FAILED
128,Antisymmetry-Neutral,NullResilienceControl,0.1505,0.1428,0.1422,0.1447,0.1392,0.1365,0.1445,RESILIENCE-FAILED
160,Antisymmetry-Neutral,NullResilienceControl,0.1251,0.1212,0.1236,0.1236,0.1133,0.1152,0.118,RESILIENCE-FAILED
192,Antisymmetry-Neutral,NullResilienceControl,0.1032,0.1025,0.1014,0.1047,0.1016,0.1006,0.1006,RESILIENCE-FAILED
256,Antisymmetry-Neutral,NullResilienceControl,0.0823,0.0831,0.0817,0.0835,0.0777,0.0792,0.0803,RESILIENCE-FAILED
320,Antisymmetry-Neutral,NullResilienceControl,0.0675,0.0655,0.0669,0.068,0.0638,0.0624,0.0631,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.8951,0.885,0.8622,0.845,0.837,0.8068,0.8305,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.8528,0.8538,0.8284,0.826,0.7919,0.8128,0.8265,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.8094,0.8022,0.7899,0.7557,0.7483,0.7713,0.7691,RESILIENCE-STABLE
6,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.7767,0.7545,0.7611,0.718,0.7211,0.7299,0.73,RESILIENCE-STABLE
8,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.7447,0.7271,0.7057,0.7111,0.6896,0.6831,0.7062,RESILIENCE-BOUNDED
12,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.665,0.6443,0.6621,0.6286,0.6357,0.6282,0.6404,RESILIENCE-PARTIAL
16,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.6311,0.6027,0.605,0.5692,0.571,0.5615,0.5768,RESILIENCE-PARTIAL
20,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.5773,0.5479,0.548,0.5314,0.5431,0.527,0.5272,RESILIENCE-DEGRADING
24,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.5349,0.5285,0.5181,0.492,0.5046,0.4868,0.4921,RESILIENCE-DEGRADING
32,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.4672,0.4607,0.454,0.4403,0.4434,0.4253,0.4324,RESILIENCE-DEGRADING
40,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.4248,0.4,0.4097,0.3908,0.3886,0.3919,0.3848,RESILIENCE-DEGRADING
48,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.3797,0.371,0.3657,0.3484,0.3531,0.3564,0.3457,RESILIENCE-FAILED
64,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.3147,0.3009,0.2993,0.2889,0.2908,0.2967,0.299,RESILIENCE-FAILED
80,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.2742,0.2685,0.2576,0.248,0.2522,0.2545,0.2518,RESILIENCE-FAILED
96,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.2432,0.2355,0.2305,0.2198,0.2166,0.2252,0.2252,RESILIENCE-FAILED
128,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.191,0.1832,0.1826,0.1818,0.1722,0.176,0.1747,RESILIENCE-FAILED
160,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.1567,0.1536,0.1502,0.1519,0.1496,0.1442,0.1455,RESILIENCE-FAILED
192,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.1397,0.1314,0.1293,0.1252,0.1284,0.1279,0.1275,RESILIENCE-FAILED
256,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.1084,0.1011,0.1001,0.1017,0.0972,0.1002,0.1004,RESILIENCE-FAILED
320,Projection-Antisymmetry-Neutral,LargeScalePerturbationInjection,0.0884,0.0826,0.0829,0.0822,0.0821,0.0808,0.0803,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.8973,0.867,0.8645,0.8379,0.8399,0.8152,0.8323,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.8483,0.8472,0.8421,0.8053,0.8212,0.7929,0.8206,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.8361,0.7935,0.8047,0.7596,0.7752,0.746,0.7554,RESILIENCE-STABLE
6,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.7611,0.7386,0.7701,0.7369,0.7202,0.7351,0.7296,RESILIENCE-BOUNDED
8,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.7566,0.7122,0.7302,0.6941,0.6898,0.6733,0.701,RESILIENCE-BOUNDED
12,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.6687,0.6427,0.6668,0.6428,0.6357,0.6208,0.648,RESILIENCE-PARTIAL
16,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.6286,0.5978,0.609,0.5912,0.5678,0.5727,0.5879,RESILIENCE-PARTIAL
20,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.5814,0.5586,0.5641,0.5444,0.542,0.521,0.5346,RESILIENCE-PARTIAL
24,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.5396,0.5019,0.5215,0.5099,0.4958,0.4957,0.4947,RESILIENCE-DEGRADING
32,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.4588,0.4459,0.4521,0.4398,0.4334,0.4355,0.4436,RESILIENCE-DEGRADING
40,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.4266,0.3962,0.4073,0.3904,0.3953,0.3943,0.3837,RESILIENCE-FAILED
48,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.3804,0.3602,0.3724,0.3661,0.3557,0.3508,0.3547,RESILIENCE-FAILED
64,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.3106,0.2997,0.3006,0.3049,0.2983,0.2909,0.2925,RESILIENCE-FAILED
80,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.2728,0.2543,0.2668,0.253,0.2481,0.2517,0.2517,RESILIENCE-FAILED
96,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.2425,0.2331,0.2273,0.2224,0.2162,0.2205,0.2261,RESILIENCE-FAILED
128,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.1911,0.1795,0.1865,0.1807,0.177,0.1729,0.1789,RESILIENCE-FAILED
160,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.1578,0.1545,0.1524,0.1502,0.15,0.1448,0.1479,RESILIENCE-FAILED
192,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.1382,0.1308,0.132,0.1316,0.1238,0.1263,0.1261,RESILIENCE-FAILED
256,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.1044,0.1021,0.1009,0.1019,0.0974,0.1004,0.0997,RESILIENCE-FAILED
320,Projection-Antisymmetry-Neutral,CascadePropagationAnalysis,0.0874,0.0842,0.084,0.0842,0.0807,0.0793,0.0816,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.9007,0.8689,0.8575,0.868,0.841,0.8405,0.8514,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.8719,0.8515,0.8147,0.832,0.8052,0.785,0.8267,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.8428,0.8083,0.7751,0.8001,0.7683,0.764,0.7763,RESILIENCE-STABLE
6,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.7931,0.7641,0.7242,0.7629,0.7348,0.706,0.7555,RESILIENCE-BOUNDED
8,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.7569,0.7216,0.6889,0.7059,0.6937,0.6956,0.6964,RESILIENCE-BOUNDED
12,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.6941,0.6431,0.6263,0.6605,0.6396,0.6258,0.6524,RESILIENCE-PARTIAL
16,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.6388,0.5921,0.6032,0.6015,0.5865,0.5844,0.5762,RESILIENCE-PARTIAL
20,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.5879,0.5488,0.5346,0.5524,0.543,0.5365,0.5358,RESILIENCE-DEGRADING
24,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.5403,0.53,0.5171,0.518,0.4996,0.4928,0.5027,RESILIENCE-DEGRADING
32,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.4823,0.4562,0.4363,0.4422,0.4497,0.4348,0.448,RESILIENCE-DEGRADING
40,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.432,0.4078,0.3965,0.3977,0.401,0.379,0.393,RESILIENCE-DEGRADING
48,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.3779,0.3726,0.3498,0.3582,0.3592,0.3566,0.3642,RESILIENCE-FAILED
64,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.3126,0.3101,0.3017,0.307,0.2924,0.2854,0.2959,RESILIENCE-FAILED
80,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.2727,0.2588,0.2518,0.2551,0.2533,0.2525,0.2628,RESILIENCE-FAILED
96,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.2392,0.2354,0.2278,0.2264,0.2198,0.2239,0.2255,RESILIENCE-FAILED
128,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.1934,0.1814,0.1823,0.179,0.1818,0.1801,0.1811,RESILIENCE-FAILED
160,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.1631,0.1509,0.1527,0.1514,0.1518,0.1443,0.1485,RESILIENCE-FAILED
192,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.1378,0.13,0.1307,0.1285,0.1297,0.1239,0.1294,RESILIENCE-FAILED
256,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.1097,0.1046,0.0996,0.1024,0.098,0.0988,0.1026,RESILIENCE-FAILED
320,Projection-Antisymmetry-Neutral,EquilibriumRecoveryTracking,0.0891,0.0835,0.081,0.0835,0.0827,0.08,0.0838,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.9033,0.8811,0.8539,0.8282,0.8559,0.8281,0.8495,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.8429,0.8604,0.8405,0.7961,0.8303,0.8077,0.8053,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.8032,0.8131,0.7895,0.7751,0.7802,0.7464,0.775,RESILIENCE-STABLE
6,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.7588,0.7474,0.7507,0.7406,0.7545,0.7099,0.7195,RESILIENCE-BOUNDED
8,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.7299,0.7355,0.7042,0.6781,0.692,0.6651,0.7054,RESILIENCE-BOUNDED
12,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.6772,0.6421,0.6363,0.6258,0.656,0.6072,0.6342,RESILIENCE-PARTIAL
16,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.6105,0.6112,0.6065,0.5852,0.581,0.5785,0.5934,RESILIENCE-PARTIAL
20,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.5743,0.5672,0.5596,0.5377,0.5541,0.5263,0.5433,RESILIENCE-PARTIAL
24,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.52,0.5232,0.5233,0.5003,0.5043,0.4835,0.5055,RESILIENCE-DEGRADING
32,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.4689,0.4483,0.451,0.4503,0.4395,0.4264,0.4319,RESILIENCE-DEGRADING
40,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.4165,0.4144,0.3937,0.3881,0.4007,0.3815,0.3931,RESILIENCE-DEGRADING
48,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.3678,0.3688,0.3543,0.3615,0.3567,0.3532,0.3488,RESILIENCE-FAILED
64,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.3083,0.3088,0.3002,0.2962,0.2993,0.2895,0.2934,RESILIENCE-FAILED
80,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.2657,0.2635,0.2555,0.2499,0.2541,0.2539,0.2524,RESILIENCE-FAILED
96,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.2392,0.2281,0.2267,0.2262,0.2249,0.2189,0.2268,RESILIENCE-FAILED
128,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1925,0.1859,0.1868,0.1823,0.1824,0.1707,0.1781,RESILIENCE-FAILED
160,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1582,0.1508,0.1501,0.149,0.1513,0.1439,0.1456,RESILIENCE-FAILED
192,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1385,0.1346,0.1315,0.1257,0.1292,0.127,0.13,RESILIENCE-FAILED
256,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.1059,0.1015,0.1032,0.0976,0.0994,0.0977,0.1005,RESILIENCE-FAILED
320,Projection-Antisymmetry-Neutral,AdaptiveRedistributionResponse,0.0883,0.0859,0.0847,0.0815,0.0829,0.0793,0.0799,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8764,0.866,0.8467,0.8349,0.8184,0.8216,0.8177,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8505,0.8349,0.8352,0.8075,0.8213,0.7884,0.83,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.8062,0.7937,0.7831,0.7729,0.7551,0.7619,0.7694,RESILIENCE-STABLE
6,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.7819,0.7605,0.756,0.7125,0.7355,0.7067,0.7256,RESILIENCE-STABLE
8,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.7205,0.7207,0.7068,0.6982,0.7001,0.6986,0.6942,RESILIENCE-BOUNDED
12,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.6657,0.6734,0.6404,0.64,0.6263,0.612,0.6302,RESILIENCE-PARTIAL
16,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.6032,0.6205,0.5945,0.5691,0.586,0.5657,0.585,RESILIENCE-PARTIAL
20,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.5697,0.5642,0.5421,0.5278,0.5388,0.5334,0.5416,RESILIENCE-DEGRADING
24,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.5377,0.5167,0.5144,0.5089,0.4918,0.4955,0.5048,RESILIENCE-DEGRADING
32,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.4738,0.4515,0.4488,0.4503,0.4341,0.4426,0.4413,RESILIENCE-DEGRADING
40,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.422,0.4107,0.4002,0.3914,0.3936,0.3865,0.401,RESILIENCE-DEGRADING
48,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.3655,0.3761,0.3642,0.3606,0.3463,0.345,0.3569,RESILIENCE-FAILED
64,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.3178,0.304,0.2987,0.3021,0.2864,0.2889,0.2998,RESILIENCE-FAILED
80,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.2696,0.2619,0.2619,0.2557,0.2482,0.2534,0.2511,RESILIENCE-FAILED
96,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.2387,0.2293,0.2286,0.2275,0.2171,0.2186,0.2278,RESILIENCE-FAILED
128,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1909,0.1891,0.177,0.1826,0.1766,0.1804,0.1789,RESILIENCE-FAILED
160,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1542,0.1571,0.1498,0.1485,0.1439,0.1493,0.1511,RESILIENCE-FAILED
192,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1358,0.1359,0.1315,0.1259,0.1243,0.1263,0.1305,RESILIENCE-FAILED
256,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.1056,0.1022,0.0989,0.1013,0.1002,0.096,0.1011,RESILIENCE-FAILED
320,Projection-Antisymmetry-Neutral,ShockAbsorptionBasinMapping,0.0872,0.0867,0.0816,0.0801,0.0802,0.0805,0.0798,RESILIENCE-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8748,0.8575,0.8281,0.8305,0.8233,0.8286,0.8516,RESILIENCE-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8407,0.8322,0.8279,0.8205,0.7884,0.7733,0.8258,RESILIENCE-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveSelfHealingDynamics,0.8105,0.8039,0.7664,0.7619,0.7743,0.7394,0.7963,RESILIENCE-STABLE
