depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
256,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,Projection,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,Projection,RecursiveInteractionReproducibility,0.96,0.9476,0.94,0.93,0.9163,0.91,0.93,INTERACTION-STABLE
8388608,Projection,RecursiveInteractionReproducibility,0.9315,0.8858,0.8805,0.8931,0.8727,0.8823,0.9026,INTERACTION-BOUNDED
16777216,Projection,RecursiveInteractionReproducibility,0.8467,0.8167,0.8036,0.7806,0.7918,0.7985,0.7925,INTERACTION-BOUNDED
1,Projection,NullInteractionControl,0.7541,0.741,0.712,0.7101,0.6977,0.6744,0.6949,INTERACTION-PARTIAL
2,Projection,NullInteractionControl,0.7782,0.7339,0.6992,0.7159,0.6879,0.6809,0.7251,INTERACTION-PARTIAL
4,Projection,NullInteractionControl,0.7498,0.7322,0.717,0.6857,0.6775,0.6853,0.702,INTERACTION-PARTIAL
6,Projection,NullInteractionControl,0.7648,0.7139,0.7284,0.713,0.689,0.7052,0.6992,INTERACTION-PARTIAL
8,Projection,NullInteractionControl,0.7489,0.7112,0.7202,0.6897,0.677,0.686,0.7203,INTERACTION-PARTIAL
12,Projection,NullInteractionControl,0.7846,0.7406,0.729,0.6923,0.6881,0.6956,0.7129,INTERACTION-PARTIAL
16,Projection,NullInteractionControl,0.7548,0.723,0.7346,0.6913,0.6773,0.6721,0.7155,INTERACTION-PARTIAL
20,Projection,NullInteractionControl,0.7681,0.7443,0.7172,0.6914,0.6997,0.7029,0.7086,INTERACTION-PARTIAL
24,Projection,NullInteractionControl,0.7726,0.7058,0.7101,0.7054,0.6946,0.6712,0.6857,INTERACTION-PARTIAL
32,Projection,NullInteractionControl,0.7625,0.7238,0.723,0.7008,0.6888,0.6675,0.7028,INTERACTION-PARTIAL
40,Projection,NullInteractionControl,0.7629,0.7191,0.7049,0.7197,0.701,0.6987,0.6871,INTERACTION-PARTIAL
48,Projection,NullInteractionControl,0.7695,0.7333,0.7222,0.6977,0.6833,0.6792,0.691,INTERACTION-PARTIAL
64,Projection,NullInteractionControl,0.7502,0.7276,0.7045,0.7102,0.7001,0.6982,0.6991,INTERACTION-PARTIAL
80,Projection,NullInteractionControl,0.7539,0.7061,0.7023,0.6971,0.6887,0.6766,0.7065,INTERACTION-PARTIAL
96,Projection,NullInteractionControl,0.7577,0.7143,0.7099,0.7232,0.6797,0.673,0.6951,INTERACTION-PARTIAL
128,Projection,NullInteractionControl,0.7723,0.7181,0.735,0.7169,0.7151,0.6983,0.719,INTERACTION-PARTIAL
160,Projection,NullInteractionControl,0.7691,0.7318,0.6973,0.6903,0.6769,0.6889,0.6915,INTERACTION-PARTIAL
192,Projection,NullInteractionControl,0.7582,0.739,0.7227,0.7241,0.7033,0.6727,0.6863,INTERACTION-PARTIAL
256,Projection,NullInteractionControl,0.7838,0.7262,0.6994,0.7186,0.6868,0.6981,0.7051,INTERACTION-PARTIAL
320,Projection,NullInteractionControl,0.7475,0.7163,0.7242,0.6889,0.6929,0.6764,0.6925,INTERACTION-PARTIAL
512,Projection,NullInteractionControl,0.7518,0.7077,0.7296,0.717,0.691,0.6953,0.6967,INTERACTION-PARTIAL
768,Projection,NullInteractionControl,0.7773,0.7188,0.7282,0.7204,0.68,0.6711,0.7069,INTERACTION-PARTIAL
1024,Projection,NullInteractionControl,0.774,0.7307,0.7333,0.6957,0.681,0.6935,0.7065,INTERACTION-PARTIAL
1536,Projection,NullInteractionControl,0.7631,0.7396,0.7276,0.6923,0.7037,0.6657,0.7181,INTERACTION-PARTIAL
2048,Projection,NullInteractionControl,0.775,0.7141,0.7256,0.698,0.6851,0.7009,0.7007,INTERACTION-PARTIAL
3072,Projection,NullInteractionControl,0.7758,0.7319,0.7076,0.6945,0.6794,0.6947,0.7218,INTERACTION-PARTIAL
4096,Projection,NullInteractionControl,0.7478,0.7338,0.7054,0.6947,0.706,0.669,0.6987,INTERACTION-PARTIAL
6144,Projection,NullInteractionControl,0.7734,0.7258,0.7275,0.6975,0.6777,0.6796,0.7025,INTERACTION-PARTIAL
8192,Projection,NullInteractionControl,0.7469,0.7259,0.7188,0.7209,0.6966,0.698,0.721,INTERACTION-PARTIAL
12288,Projection,NullInteractionControl,0.7587,0.7282,0.7054,0.7036,0.6872,0.6677,0.7093,INTERACTION-PARTIAL
16384,Projection,NullInteractionControl,0.7831,0.7063,0.6956,0.7189,0.676,0.7019,0.7228,INTERACTION-PARTIAL
24576,Projection,NullInteractionControl,0.7741,0.7355,0.732,0.6913,0.7074,0.6976,0.6958,INTERACTION-PARTIAL
32768,Projection,NullInteractionControl,0.776,0.7139,0.7294,0.6964,0.7055,0.7019,0.6883,INTERACTION-PARTIAL
65536,Projection,NullInteractionControl,0.7688,0.7408,0.7202,0.7199,0.7067,0.6804,0.69,INTERACTION-PARTIAL
131072,Projection,NullInteractionControl,0.7461,0.7092,0.7232,0.6861,0.6884,0.6693,0.6887,INTERACTION-PARTIAL
262144,Projection,NullInteractionControl,0.7629,0.7266,0.7252,0.6904,0.6908,0.6934,0.7171,INTERACTION-PARTIAL
524288,Projection,NullInteractionControl,0.7667,0.7086,0.7117,0.6967,0.6929,0.686,0.7183,INTERACTION-PARTIAL
1048576,Projection,NullInteractionControl,0.7656,0.7215,0.6997,0.7042,0.7007,0.6803,0.7085,INTERACTION-PARTIAL
2097152,Projection,NullInteractionControl,0.7417,0.7046,0.6799,0.6777,0.6819,0.6579,0.691,INTERACTION-PARTIAL
4194304,Projection,NullInteractionControl,0.714,0.6653,0.6897,0.6716,0.6346,0.6326,0.6715,INTERACTION-DEGRADING
8388608,Projection,NullInteractionControl,0.6811,0.6312,0.6444,0.6359,0.6137,0.6125,0.628,INTERACTION-DEGRADING
16777216,Projection,NullInteractionControl,0.6052,0.573,0.5801,0.5541,0.5369,0.5567,0.5659,INTERACTION-DEGRADING
1,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,Antisymmetry,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.9127,0.91,0.93,INTERACTION-STABLE
4194304,Antisymmetry,PacketCollisionDynamics,0.96,0.9409,0.9372,0.9091,0.8956,0.8871,0.8979,INTERACTION-STABLE
8388608,Antisymmetry,PacketCollisionDynamics,0.9236,0.8888,0.8618,0.8647,0.8415,0.8213,0.8562,INTERACTION-BOUNDED
16777216,Antisymmetry,PacketCollisionDynamics,0.8207,0.7911,0.7941,0.7701,0.7609,0.7401,0.7861,INTERACTION-PARTIAL
1,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,Antisymmetry,RecursiveInteractionPersistence,0.96,0.96,0.94,0.9246,0.92,0.91,0.9197,INTERACTION-STABLE
4194304,Antisymmetry,RecursiveInteractionPersistence,0.9555,0.9224,0.94,0.8907,0.9159,0.873,0.9033,INTERACTION-STABLE
8388608,Antisymmetry,RecursiveInteractionPersistence,0.8996,0.8604,0.8753,0.8612,0.8545,0.8224,0.8362,INTERACTION-BOUNDED
16777216,Antisymmetry,RecursiveInteractionPersistence,0.8216,0.7773,0.7899,0.7548,0.7594,0.7412,0.7671,INTERACTION-PARTIAL
1,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.919,0.91,0.93,INTERACTION-STABLE
4194304,Antisymmetry,IdentityRetentionAfterCollision,0.96,0.9194,0.9333,0.93,0.8973,0.8863,0.8979,INTERACTION-STABLE
8388608,Antisymmetry,IdentityRetentionAfterCollision,0.901,0.8784,0.8711,0.871,0.8501,0.8567,0.8529,INTERACTION-BOUNDED
16777216,Antisymmetry,IdentityRetentionAfterCollision,0.8055,0.7818,0.7709,0.7845,0.7702,0.772,0.7698,INTERACTION-PARTIAL
1,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,Antisymmetry,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
