depth,sector,condition,rg_similarity,emergent_mode_stability,independent_mode_coherence,recursive_mode_persistence,composite_mode_gain,mode_reproduction_index,transport_mode_alignment,classification
40,Projection-Neutral,NullModeControl,0.4736,0.4558,0.4532,0.4586,0.4465,0.4478,0.4623,MODE-FAILED
48,Projection-Neutral,NullModeControl,0.4334,0.443,0.4212,0.4361,0.4029,0.4001,0.4181,MODE-FAILED
64,Projection-Neutral,NullModeControl,0.372,0.3791,0.372,0.3802,0.3578,0.365,0.3588,MODE-FAILED
80,Projection-Neutral,NullModeControl,0.3476,0.3344,0.3284,0.3328,0.3249,0.3099,0.3305,MODE-FAILED
96,Projection-Neutral,NullModeControl,0.3113,0.2975,0.3002,0.3024,0.2973,0.2948,0.2921,MODE-FAILED
128,Projection-Neutral,NullModeControl,0.2514,0.2499,0.2476,0.253,0.242,0.2435,0.2441,MODE-FAILED
160,Projection-Neutral,NullModeControl,0.2136,0.2203,0.215,0.2182,0.2027,0.2062,0.2142,MODE-FAILED
192,Projection-Neutral,NullModeControl,0.1957,0.1884,0.1842,0.1938,0.1868,0.1814,0.1878,MODE-FAILED
256,Projection-Neutral,NullModeControl,0.1532,0.1559,0.1471,0.1556,0.1486,0.1421,0.1468,MODE-FAILED
320,Projection-Neutral,NullModeControl,0.1315,0.1274,0.1239,0.1265,0.1194,0.1224,0.1203,MODE-FAILED
512,Projection-Neutral,NullModeControl,0.0843,0.0868,0.085,0.083,0.0801,0.082,0.0815,MODE-FAILED
768,Projection-Neutral,NullModeControl,0.0583,0.0599,0.0583,0.0573,0.0554,0.0565,0.0573,MODE-FAILED
1024,Projection-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1536,Projection-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,EmergentModeExtraction,0.9468,0.9088,0.906,0.8842,0.8942,0.8703,0.8712,MODE-STABLE
2,Antisymmetry-Neutral,EmergentModeExtraction,0.9291,0.9118,0.889,0.8735,0.8667,0.8784,0.8836,MODE-BOUNDED
4,Antisymmetry-Neutral,EmergentModeExtraction,0.9102,0.8653,0.8659,0.842,0.831,0.8378,0.8297,MODE-BOUNDED
6,Antisymmetry-Neutral,EmergentModeExtraction,0.8775,0.8363,0.8251,0.8323,0.807,0.8074,0.8197,MODE-BOUNDED
8,Antisymmetry-Neutral,EmergentModeExtraction,0.8598,0.8129,0.8264,0.7886,0.7967,0.8016,0.8038,MODE-BOUNDED
12,Antisymmetry-Neutral,EmergentModeExtraction,0.8014,0.7704,0.7685,0.7672,0.7451,0.7359,0.7556,MODE-PARTIAL
16,Antisymmetry-Neutral,EmergentModeExtraction,0.7582,0.7339,0.7422,0.7257,0.7128,0.7079,0.7153,MODE-PARTIAL
20,Antisymmetry-Neutral,EmergentModeExtraction,0.7378,0.7055,0.6946,0.6825,0.6925,0.6878,0.6788,MODE-DEGRADING
24,Antisymmetry-Neutral,EmergentModeExtraction,0.7096,0.6694,0.6809,0.6531,0.6414,0.6469,0.66,MODE-DEGRADING
32,Antisymmetry-Neutral,EmergentModeExtraction,0.6488,0.636,0.6159,0.601,0.6068,0.5894,0.6046,MODE-DEGRADING
40,Antisymmetry-Neutral,EmergentModeExtraction,0.6068,0.5858,0.5725,0.5488,0.5402,0.5629,0.5547,MODE-DEGRADING
48,Antisymmetry-Neutral,EmergentModeExtraction,0.5602,0.534,0.5268,0.5099,0.5089,0.5063,0.5228,MODE-FAILED
64,Antisymmetry-Neutral,EmergentModeExtraction,0.494,0.477,0.4754,0.4629,0.4489,0.4592,0.4459,MODE-FAILED
80,Antisymmetry-Neutral,EmergentModeExtraction,0.4393,0.4127,0.4235,0.4114,0.4068,0.4092,0.4117,MODE-FAILED
96,Antisymmetry-Neutral,EmergentModeExtraction,0.3983,0.3825,0.3813,0.3588,0.3561,0.3541,0.3727,MODE-FAILED
128,Antisymmetry-Neutral,EmergentModeExtraction,0.3242,0.3189,0.3123,0.3106,0.2959,0.3041,0.307,MODE-FAILED
160,Antisymmetry-Neutral,EmergentModeExtraction,0.2826,0.2678,0.2621,0.2584,0.2553,0.255,0.2653,MODE-FAILED
192,Antisymmetry-Neutral,EmergentModeExtraction,0.2427,0.2332,0.2295,0.2252,0.2224,0.2305,0.2302,MODE-FAILED
256,Antisymmetry-Neutral,EmergentModeExtraction,0.1954,0.1892,0.1848,0.1834,0.1816,0.1776,0.1831,MODE-FAILED
320,Antisymmetry-Neutral,EmergentModeExtraction,0.1653,0.1605,0.1586,0.1502,0.1513,0.1535,0.1531,MODE-FAILED
512,Antisymmetry-Neutral,EmergentModeExtraction,0.1087,0.1044,0.1062,0.0999,0.1031,0.1002,0.1039,MODE-FAILED
768,Antisymmetry-Neutral,EmergentModeExtraction,0.0767,0.0728,0.0715,0.071,0.0702,0.0703,0.0699,MODE-FAILED
1024,Antisymmetry-Neutral,EmergentModeExtraction,0.0571,0.0569,0.0556,0.0534,0.053,0.0547,0.0532,MODE-FAILED
1536,Antisymmetry-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,ModePersistenceAnalysis,0.96,0.9253,0.89,0.9138,0.898,0.8927,0.8977,MODE-BOUNDED
2,Antisymmetry-Neutral,ModePersistenceAnalysis,0.9299,0.9072,0.8859,0.8735,0.8713,0.8557,0.8718,MODE-BOUNDED
4,Antisymmetry-Neutral,ModePersistenceAnalysis,0.8949,0.9017,0.8658,0.8678,0.8533,0.8308,0.8411,MODE-BOUNDED
6,Antisymmetry-Neutral,ModePersistenceAnalysis,0.8886,0.8553,0.8308,0.8564,0.8329,0.8033,0.8261,MODE-BOUNDED
8,Antisymmetry-Neutral,ModePersistenceAnalysis,0.8459,0.8266,0.8306,0.8066,0.8101,0.8032,0.8159,MODE-BOUNDED
12,Antisymmetry-Neutral,ModePersistenceAnalysis,0.8016,0.8088,0.7776,0.7718,0.7757,0.7512,0.7581,MODE-PARTIAL
16,Antisymmetry-Neutral,ModePersistenceAnalysis,0.7831,0.754,0.7406,0.7443,0.7268,0.717,0.7377,MODE-PARTIAL
20,Antisymmetry-Neutral,ModePersistenceAnalysis,0.7467,0.714,0.6931,0.7003,0.6871,0.6895,0.6819,MODE-DEGRADING
24,Antisymmetry-Neutral,ModePersistenceAnalysis,0.6951,0.6779,0.6786,0.6834,0.6654,0.6392,0.6676,MODE-DEGRADING
32,Antisymmetry-Neutral,ModePersistenceAnalysis,0.66,0.6366,0.6282,0.6153,0.6169,0.6071,0.6194,MODE-DEGRADING
40,Antisymmetry-Neutral,ModePersistenceAnalysis,0.6104,0.5732,0.5663,0.5833,0.5567,0.5468,0.5713,MODE-DEGRADING
48,Antisymmetry-Neutral,ModePersistenceAnalysis,0.5527,0.5399,0.5226,0.5307,0.526,0.5224,0.5189,MODE-FAILED
64,Antisymmetry-Neutral,ModePersistenceAnalysis,0.4849,0.4697,0.4615,0.4672,0.4509,0.4552,0.4678,MODE-FAILED
80,Antisymmetry-Neutral,ModePersistenceAnalysis,0.4285,0.4183,0.4162,0.4189,0.398,0.4076,0.4014,MODE-FAILED
96,Antisymmetry-Neutral,ModePersistenceAnalysis,0.3845,0.3787,0.3671,0.3659,0.3576,0.3637,0.3729,MODE-FAILED
128,Antisymmetry-Neutral,ModePersistenceAnalysis,0.3266,0.3174,0.3119,0.3154,0.3092,0.3006,0.3125,MODE-FAILED
160,Antisymmetry-Neutral,ModePersistenceAnalysis,0.2799,0.2699,0.2638,0.2671,0.2652,0.2628,0.2622,MODE-FAILED
192,Antisymmetry-Neutral,ModePersistenceAnalysis,0.2436,0.2368,0.2293,0.236,0.226,0.2214,0.227,MODE-FAILED
256,Antisymmetry-Neutral,ModePersistenceAnalysis,0.1986,0.1946,0.1859,0.1913,0.1857,0.1789,0.186,MODE-FAILED
320,Antisymmetry-Neutral,ModePersistenceAnalysis,0.1654,0.1595,0.1563,0.1594,0.1554,0.1519,0.1539,MODE-FAILED
512,Antisymmetry-Neutral,ModePersistenceAnalysis,0.1075,0.1063,0.1039,0.1038,0.1033,0.0991,0.1041,MODE-FAILED
768,Antisymmetry-Neutral,ModePersistenceAnalysis,0.0749,0.0754,0.0714,0.0729,0.0717,0.0687,0.0716,MODE-FAILED
1024,Antisymmetry-Neutral,ModePersistenceAnalysis,0.0588,0.0564,0.056,0.0563,0.0544,0.0531,0.0551,MODE-FAILED
1536,Antisymmetry-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,IndependentTransportTracking,0.9303,0.9293,0.9011,0.9064,0.8564,0.8633,0.912,MODE-STABLE
2,Antisymmetry-Neutral,IndependentTransportTracking,0.9325,0.9178,0.8919,0.8895,0.8506,0.8585,0.8943,MODE-BOUNDED
4,Antisymmetry-Neutral,IndependentTransportTracking,0.9107,0.8743,0.8617,0.8384,0.8363,0.8417,0.879,MODE-BOUNDED
6,Antisymmetry-Neutral,IndependentTransportTracking,0.887,0.8504,0.8449,0.8411,0.8152,0.8147,0.8368,MODE-BOUNDED
8,Antisymmetry-Neutral,IndependentTransportTracking,0.8516,0.8118,0.8435,0.8188,0.8004,0.7923,0.8094,MODE-BOUNDED
12,Antisymmetry-Neutral,IndependentTransportTracking,0.8157,0.7934,0.8026,0.7669,0.7486,0.7323,0.7619,MODE-PARTIAL
16,Antisymmetry-Neutral,IndependentTransportTracking,0.7665,0.7312,0.7352,0.7459,0.7076,0.7083,0.743,MODE-PARTIAL
20,Antisymmetry-Neutral,IndependentTransportTracking,0.7196,0.7178,0.7218,0.7048,0.6878,0.6853,0.7078,MODE-PARTIAL
24,Antisymmetry-Neutral,IndependentTransportTracking,0.7112,0.6889,0.6829,0.6772,0.6522,0.6445,0.6624,MODE-DEGRADING
32,Antisymmetry-Neutral,IndependentTransportTracking,0.6437,0.6253,0.6229,0.6213,0.5945,0.5825,0.6046,MODE-DEGRADING
40,Antisymmetry-Neutral,IndependentTransportTracking,0.5893,0.574,0.5892,0.5773,0.5631,0.5456,0.5799,MODE-DEGRADING
48,Antisymmetry-Neutral,IndependentTransportTracking,0.5541,0.5379,0.5317,0.5339,0.5081,0.5034,0.5278,MODE-FAILED
64,Antisymmetry-Neutral,IndependentTransportTracking,0.4738,0.461,0.4637,0.4693,0.4431,0.4392,0.4576,MODE-FAILED
80,Antisymmetry-Neutral,IndependentTransportTracking,0.4373,0.4203,0.4102,0.4134,0.3998,0.397,0.4188,MODE-FAILED
96,Antisymmetry-Neutral,IndependentTransportTracking,0.3883,0.3846,0.3733,0.371,0.3591,0.3502,0.377,MODE-FAILED
128,Antisymmetry-Neutral,IndependentTransportTracking,0.3296,0.3188,0.3131,0.3104,0.2969,0.2992,0.3174,MODE-FAILED
160,Antisymmetry-Neutral,IndependentTransportTracking,0.2731,0.2675,0.2665,0.2626,0.2575,0.2518,0.2689,MODE-FAILED
192,Antisymmetry-Neutral,IndependentTransportTracking,0.2458,0.235,0.2319,0.2279,0.2241,0.2249,0.2358,MODE-FAILED
256,Antisymmetry-Neutral,IndependentTransportTracking,0.1992,0.1874,0.1861,0.1897,0.1832,0.1795,0.1852,MODE-FAILED
320,Antisymmetry-Neutral,IndependentTransportTracking,0.1599,0.1571,0.1572,0.1547,0.1517,0.1489,0.1558,MODE-FAILED
512,Antisymmetry-Neutral,IndependentTransportTracking,0.1082,0.1061,0.1059,0.1026,0.103,0.1012,0.1064,MODE-FAILED
768,Antisymmetry-Neutral,IndependentTransportTracking,0.0763,0.0745,0.0733,0.0711,0.0712,0.0685,0.0717,MODE-FAILED
1024,Antisymmetry-Neutral,IndependentTransportTracking,0.0587,0.0563,0.0555,0.0538,0.0546,0.0531,0.0553,MODE-FAILED
1536,Antisymmetry-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,RecursiveModeStabilization,0.9497,0.9233,0.9034,0.9064,0.8818,0.8663,0.8859,MODE-STABLE
2,Antisymmetry-Neutral,RecursiveModeStabilization,0.9191,0.9181,0.8883,0.9006,0.8797,0.8446,0.8593,MODE-BOUNDED
4,Antisymmetry-Neutral,RecursiveModeStabilization,0.884,0.8853,0.8756,0.853,0.8529,0.8496,0.8526,MODE-BOUNDED
6,Antisymmetry-Neutral,RecursiveModeStabilization,0.855,0.8409,0.8221,0.8547,0.8253,0.8265,0.8072,MODE-BOUNDED
8,Antisymmetry-Neutral,RecursiveModeStabilization,0.8624,0.8262,0.8007,0.8054,0.8062,0.8079,0.8031,MODE-BOUNDED
12,Antisymmetry-Neutral,RecursiveModeStabilization,0.8079,0.78,0.7627,0.7668,0.7459,0.7387,0.7732,MODE-PARTIAL
16,Antisymmetry-Neutral,RecursiveModeStabilization,0.7628,0.7536,0.7243,0.7388,0.7093,0.7237,0.7275,MODE-PARTIAL
20,Antisymmetry-Neutral,RecursiveModeStabilization,0.7411,0.7019,0.7117,0.7121,0.7028,0.6841,0.6833,MODE-PARTIAL
24,Antisymmetry-Neutral,RecursiveModeStabilization,0.704,0.6838,0.6577,0.6704,0.6559,0.6378,0.6453,MODE-DEGRADING
32,Antisymmetry-Neutral,RecursiveModeStabilization,0.6427,0.6266,0.6074,0.6171,0.5966,0.5888,0.6141,MODE-DEGRADING
40,Antisymmetry-Neutral,RecursiveModeStabilization,0.5991,0.5666,0.5762,0.5708,0.5655,0.5579,0.5515,MODE-DEGRADING
48,Antisymmetry-Neutral,RecursiveModeStabilization,0.5385,0.5294,0.5148,0.5391,0.5201,0.502,0.5233,MODE-FAILED
64,Antisymmetry-Neutral,RecursiveModeStabilization,0.4759,0.4751,0.4647,0.4589,0.457,0.4489,0.4565,MODE-FAILED
80,Antisymmetry-Neutral,RecursiveModeStabilization,0.4254,0.4185,0.4085,0.422,0.4075,0.4,0.3977,MODE-FAILED
96,Antisymmetry-Neutral,RecursiveModeStabilization,0.3939,0.3804,0.375,0.3798,0.3663,0.3596,0.3688,MODE-FAILED
128,Antisymmetry-Neutral,RecursiveModeStabilization,0.3193,0.3156,0.3025,0.3105,0.3025,0.3035,0.31,MODE-FAILED
160,Antisymmetry-Neutral,RecursiveModeStabilization,0.2768,0.2689,0.2629,0.2684,0.2603,0.2568,0.2657,MODE-FAILED
192,Antisymmetry-Neutral,RecursiveModeStabilization,0.2443,0.235,0.2329,0.2341,0.2316,0.2288,0.2298,MODE-FAILED
256,Antisymmetry-Neutral,RecursiveModeStabilization,0.1959,0.1929,0.1886,0.1837,0.1806,0.1849,0.1805,MODE-FAILED
320,Antisymmetry-Neutral,RecursiveModeStabilization,0.1591,0.1597,0.1525,0.1546,0.1534,0.1536,0.152,MODE-FAILED
512,Antisymmetry-Neutral,RecursiveModeStabilization,0.1093,0.107,0.1052,0.1065,0.1011,0.102,0.1002,MODE-FAILED
768,Antisymmetry-Neutral,RecursiveModeStabilization,0.0742,0.0716,0.0727,0.0717,0.0719,0.0697,0.0708,MODE-FAILED
1024,Antisymmetry-Neutral,RecursiveModeStabilization,0.0574,0.0559,0.055,0.0562,0.0536,0.0542,0.0553,MODE-FAILED
1536,Antisymmetry-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.9455,0.8975,0.8947,0.8935,0.9035,0.8708,0.8985,MODE-BOUNDED
2,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.901,0.8998,0.8637,0.8715,0.8721,0.8602,0.8609,MODE-BOUNDED
4,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.8831,0.8785,0.853,0.8438,0.8734,0.8369,0.8645,MODE-BOUNDED
6,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.8747,0.8265,0.8295,0.8248,0.8426,0.7919,0.8255,MODE-BOUNDED
8,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.832,0.8232,0.8139,0.8094,0.8261,0.79,0.8168,MODE-BOUNDED
12,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.7954,0.7882,0.7829,0.7657,0.7829,0.7489,0.7757,MODE-PARTIAL
16,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.7553,0.7548,0.7417,0.7339,0.7456,0.698,0.727,MODE-PARTIAL
20,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.7365,0.6984,0.6958,0.7007,0.7014,0.6793,0.6787,MODE-DEGRADING
24,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.693,0.6728,0.655,0.6624,0.6675,0.6389,0.6553,MODE-DEGRADING
32,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.6368,0.6221,0.6011,0.616,0.6186,0.5992,0.6072,MODE-DEGRADING
40,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.596,0.5814,0.5584,0.5713,0.5734,0.5432,0.565,MODE-DEGRADING
48,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.5464,0.5269,0.5331,0.5145,0.5322,0.5154,0.5267,MODE-FAILED
64,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.4687,0.4595,0.4556,0.4618,0.4581,0.4498,0.4581,MODE-FAILED
80,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.4239,0.4137,0.4052,0.4006,0.4011,0.3963,0.4143,MODE-FAILED
96,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.39,0.3747,0.3654,0.3574,0.3688,0.3514,0.3684,MODE-FAILED
128,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.3222,0.3165,0.3109,0.3099,0.3035,0.3041,0.2998,MODE-FAILED
160,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.2765,0.2665,0.2658,0.2614,0.2656,0.2612,0.2563,MODE-FAILED
192,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.2378,0.2294,0.2342,0.2332,0.2335,0.2249,0.2262,MODE-FAILED
256,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.1944,0.1879,0.1828,0.1818,0.1868,0.1798,0.1837,MODE-FAILED
320,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.1642,0.1596,0.153,0.1545,0.1569,0.1501,0.153,MODE-FAILED
512,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.1054,0.1045,0.1028,0.1007,0.1053,0.1001,0.1011,MODE-FAILED
768,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.0757,0.0721,0.073,0.0701,0.0719,0.0704,0.0702,MODE-FAILED
1024,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.0561,0.0549,0.0557,0.0531,0.0559,0.0522,0.0546,MODE-FAILED
1536,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,ModeReproductionDynamics,0.9147,0.8874,0.9146,0.9113,0.8842,0.8829,0.8752,MODE-BOUNDED
2,Antisymmetry-Neutral,ModeReproductionDynamics,0.9158,0.8765,0.89,0.8731,0.8738,0.8775,0.8715,MODE-BOUNDED
4,Antisymmetry-Neutral,ModeReproductionDynamics,0.8848,0.8524,0.868,0.8441,0.8303,0.8402,0.8412,MODE-BOUNDED
6,Antisymmetry-Neutral,ModeReproductionDynamics,0.8514,0.8606,0.8502,0.8193,0.8296,0.8295,0.8234,MODE-BOUNDED
8,Antisymmetry-Neutral,ModeReproductionDynamics,0.8221,0.8212,0.8006,0.8036,0.7856,0.7949,0.808,MODE-BOUNDED
12,Antisymmetry-Neutral,ModeReproductionDynamics,0.7907,0.7727,0.7615,0.7789,0.7348,0.7624,0.7728,MODE-PARTIAL
16,Antisymmetry-Neutral,ModeReproductionDynamics,0.7628,0.7434,0.7422,0.7428,0.7251,0.7107,0.7367,MODE-PARTIAL
20,Antisymmetry-Neutral,ModeReproductionDynamics,0.7291,0.7047,0.7125,0.7114,0.6716,0.6854,0.6948,MODE-PARTIAL
24,Antisymmetry-Neutral,ModeReproductionDynamics,0.6933,0.6727,0.6577,0.6685,0.6526,0.6588,0.6545,MODE-DEGRADING
32,Antisymmetry-Neutral,ModeReproductionDynamics,0.6239,0.626,0.6233,0.6244,0.5902,0.6153,0.6169,MODE-DEGRADING
40,Antisymmetry-Neutral,ModeReproductionDynamics,0.5936,0.5769,0.5694,0.5731,0.5591,0.5463,0.548,MODE-DEGRADING
48,Antisymmetry-Neutral,ModeReproductionDynamics,0.5436,0.5283,0.525,0.5143,0.502,0.5124,0.5232,MODE-FAILED
64,Antisymmetry-Neutral,ModeReproductionDynamics,0.4813,0.4698,0.4622,0.4633,0.4586,0.4576,0.4651,MODE-FAILED
80,Antisymmetry-Neutral,ModeReproductionDynamics,0.4263,0.4231,0.4087,0.4123,0.4003,0.4027,0.4048,MODE-FAILED
96,Antisymmetry-Neutral,ModeReproductionDynamics,0.3851,0.3671,0.3612,0.3747,0.355,0.3628,0.3624,MODE-FAILED
128,Antisymmetry-Neutral,ModeReproductionDynamics,0.3166,0.3185,0.3125,0.3072,0.2961,0.3001,0.3027,MODE-FAILED
160,Antisymmetry-Neutral,ModeReproductionDynamics,0.2686,0.2704,0.2617,0.2693,0.257,0.2572,0.2673,MODE-FAILED
192,Antisymmetry-Neutral,ModeReproductionDynamics,0.2439,0.2304,0.2362,0.2317,0.2307,0.2313,0.225,MODE-FAILED
256,Antisymmetry-Neutral,ModeReproductionDynamics,0.1934,0.1893,0.1889,0.1846,0.1803,0.1825,0.1799,MODE-FAILED
320,Antisymmetry-Neutral,ModeReproductionDynamics,0.1587,0.1535,0.1546,0.1557,0.1501,0.151,0.1507,MODE-FAILED
512,Antisymmetry-Neutral,ModeReproductionDynamics,0.1078,0.1048,0.1035,0.1054,0.1001,0.1026,0.1002,MODE-FAILED
768,Antisymmetry-Neutral,ModeReproductionDynamics,0.0741,0.0728,0.0719,0.07,0.0708,0.07,0.0703,MODE-FAILED
1024,Antisymmetry-Neutral,ModeReproductionDynamics,0.0573,0.0552,0.0557,0.0553,0.0539,0.0542,0.0536,MODE-FAILED
1536,Antisymmetry-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Antisymmetry-Neutral,NullModeControl,0.7381,0.7446,0.7437,0.7239,0.7055,0.698,0.7172,MODE-PARTIAL
2,Antisymmetry-Neutral,NullModeControl,0.727,0.722,0.7161,0.7112,0.7057,0.7009,0.708,MODE-PARTIAL
4,Antisymmetry-Neutral,NullModeControl,0.7166,0.6918,0.6815,0.7028,0.6639,0.6619,0.6912,MODE-DEGRADING
6,Antisymmetry-Neutral,NullModeControl,0.6891,0.6823,0.6731,0.6818,0.641,0.658,0.6595,MODE-DEGRADING
8,Antisymmetry-Neutral,NullModeControl,0.6608,0.6801,0.6655,0.6493,0.6238,0.6447,0.6567,MODE-DEGRADING
12,Antisymmetry-Neutral,NullModeControl,0.6438,0.6266,0.6134,0.6265,0.5944,0.5803,0.6213,MODE-DEGRADING
16,Antisymmetry-Neutral,NullModeControl,0.6064,0.6034,0.5963,0.5978,0.5705,0.564,0.5905,MODE-DEGRADING
20,Antisymmetry-Neutral,NullModeControl,0.5619,0.5628,0.5659,0.5598,0.5505,0.5556,0.5484,MODE-DEGRADING
24,Antisymmetry-Neutral,NullModeControl,0.5475,0.5409,0.544,0.5561,0.5385,0.5204,0.5293,MODE-FAILED
32,Antisymmetry-Neutral,NullModeControl,0.5185,0.5095,0.5042,0.4954,0.4788,0.4713,0.4909,MODE-FAILED
40,Antisymmetry-Neutral,NullModeControl,0.474,0.4681,0.4488,0.4597,0.4534,0.4439,0.4394,MODE-FAILED
48,Antisymmetry-Neutral,NullModeControl,0.4341,0.4295,0.4269,0.435,0.4252,0.399,0.4215,MODE-FAILED
64,Antisymmetry-Neutral,NullModeControl,0.3887,0.3807,0.3706,0.3827,0.3552,0.3659,0.358,MODE-FAILED
80,Antisymmetry-Neutral,NullModeControl,0.3475,0.3433,0.3351,0.345,0.3231,0.3126,0.3214,MODE-FAILED
96,Antisymmetry-Neutral,NullModeControl,0.2997,0.3116,0.3033,0.3066,0.2918,0.2894,0.3021,MODE-FAILED
128,Antisymmetry-Neutral,NullModeControl,0.2607,0.2472,0.2494,0.2486,0.2494,0.2427,0.2433,MODE-FAILED
160,Antisymmetry-Neutral,NullModeControl,0.2185,0.2166,0.2134,0.2157,0.2052,0.2041,0.2132,MODE-FAILED
192,Antisymmetry-Neutral,NullModeControl,0.1946,0.1873,0.183,0.1888,0.1797,0.1815,0.1855,MODE-FAILED
256,Antisymmetry-Neutral,NullModeControl,0.154,0.1561,0.1474,0.1532,0.1436,0.144,0.1521,MODE-FAILED
320,Antisymmetry-Neutral,NullModeControl,0.1298,0.1245,0.1258,0.1263,0.1241,0.1202,0.1236,MODE-FAILED
512,Antisymmetry-Neutral,NullModeControl,0.0873,0.0846,0.0814,0.0835,0.0834,0.0787,0.0814,MODE-FAILED
768,Antisymmetry-Neutral,NullModeControl,0.0595,0.0598,0.0595,0.0583,0.0548,0.0541,0.0581,MODE-FAILED
1024,Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1536,Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.9452,0.9349,0.9105,0.8755,0.8867,0.8793,0.9018,MODE-STABLE
2,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.9281,0.9143,0.9053,0.8916,0.8511,0.848,0.8781,MODE-STABLE
4,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.8946,0.8753,0.866,0.8522,0.8218,0.8435,0.855,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.8792,0.8417,0.8456,0.8222,0.7989,0.8109,0.8198,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.8469,0.834,0.8357,0.8016,0.7779,0.7908,0.793,MODE-BOUNDED
12,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.819,0.7812,0.7633,0.7574,0.7358,0.748,0.7564,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.7679,0.7518,0.747,0.7115,0.7129,0.7265,0.7074,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.7243,0.7201,0.7148,0.6973,0.6864,0.6884,0.7043,MODE-PARTIAL
24,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.6974,0.6667,0.6731,0.6505,0.6535,0.649,0.6591,MODE-DEGRADING
