domain,sys_idx,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
nonlinear_oscillator,306,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.059728,0.9999,0.1425,0.0,0.0,0.1,0.2506
nonlinear_oscillator,307,3,1,2.87,1.0,0.0,1,CG,1.0,1.0,0.3147,0.095914,0.9998,0.3147,0.7235,0.9713,0.06,0.6834
nonlinear_oscillator,310,4,1,1.85,1.0,0.0,1,CG,1.0,1.0,0.115,0.05545,0.9999,0.115,0.3171,0.9815,0.04,0.632
nonlinear_oscillator,311,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1275,0.067607,1.0,0.1275,0.0,0.0,0.24,0.2679
nonlinear_oscillator,312,3,1,2.1,1.0,0.0,1,CG,1.0,1.0,0.13,0.056778,1.0,0.13,0.3639,0.979,0.06,0.6383
nonlinear_oscillator,314,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.066537,0.9999,0.155,0.0,0.0,0.36,0.2927
nonlinear_oscillator,315,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.17,0.079303,1.0,0.17,0.0,0.0,0.5,0.3175
nonlinear_oscillator,319,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.070433,1.0,0.145,0.0,0.0,0.66,0.3352
nonlinear_oscillator,321,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.31,0.10935,0.9998,0.31,0.0,0.0,0.2,0.3075
nonlinear_oscillator,322,7,1,2.74,1.0,0.0,1,CG,1.0,1.0,0.095,0.051398,1.0,0.095,0.4382,0.9726,0.02,0.6226
nonlinear_oscillator,324,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1575,0.076485,0.9999,0.1575,0.0,0.0,0.5,0.3144
nonlinear_oscillator,325,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.175,0.064286,0.9999,0.175,0.0,0.0,0.42,0.3067
nonlinear_oscillator,327,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.22,0.086338,0.9999,0.22,0.0,0.0,0.66,0.354
nonlinear_oscillator,328,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1375,0.074074,0.9999,0.1375,0.0,0.0,0.24,0.2704
nonlinear_oscillator,330,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1775,0.086229,1.0,0.1775,0.0,0.0,0.88,0.3764
nonlinear_oscillator,332,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1375,0.05479,0.9999,0.1375,0.0,0.0,0.2,0.2644
nonlinear_oscillator,333,1,1,2.2,1.0,0.0,1,CG,1.0,1.0,0.2499,0.086028,0.9998,0.2499,0.8216,0.978,0.22,0.6922
nonlinear_oscillator,339,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1975,0.092584,0.9999,0.1975,0.0,0.0,0.56,0.3334
nonlinear_oscillator,342,12,1,3.88,1.0,0.0,1,CG,1.0,1.0,0.1025,0.054205,1.0,0.1025,0.2495,0.9612,0.02,0.6228
nonlinear_oscillator,345,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.125,0.066976,1.0,0.125,0.0,0.0,0.32,0.2792
nonlinear_oscillator,348,1,1,1.2,1.0,0.0,1,CG,1.0,1.0,0.12,0.061173,0.9999,0.12,0.5369,0.988,0.08,0.6402
nonlinear_oscillator,349,2,1,1.75,1.0,0.0,1,CG,1.0,1.0,0.2199,0.079802,0.9999,0.2199,0.3513,0.9825,0.1,0.6673
nonlinear_oscillator,352,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.065953,0.9999,0.1525,0.0,0.0,0.48,0.3101
nonlinear_oscillator,353,3,1,1.23,1.0,0.0,1,CG,1.0,1.0,0.1524,0.065679,0.9999,0.1524,0.7278,0.9877,0.22,0.6693
nonlinear_oscillator,354,9,1,6.82,1.0,0.0,1,CG,0.9667,1.0,0.3939,0.123989,0.9996,0.3939,0.6181,0.9318,0.04,0.6876
nonlinear_oscillator,358,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1775,0.088246,0.9999,0.1775,0.0,0.0,0.6,0.3344
nonlinear_oscillator,359,3,1,1.87,1.0,0.0,1,CG,1.0,1.0,0.2799,0.0944,0.9998,0.2799,0.6826,0.9813,0.1,0.6822
nonlinear_oscillator,361,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1875,0.079837,0.9999,0.1875,0.0,0.0,0.52,0.3249
nonlinear_oscillator,362,2,1,3.1,1.0,0.0,1,CG,1.0,1.0,0.3449,0.113414,0.9997,0.3449,0.9272,0.969,0.1,0.6966
nonlinear_oscillator,363,3,1,1.83,1.0,0.0,1,CG,1.0,1.0,0.2964,0.088903,0.9998,0.2964,0.447,0.9817,0.16,0.6954
nonlinear_oscillator,366,4,1,2.02,1.0,0.0,1,CG,1.0,1.0,0.13,0.056284,1.0,0.13,0.4316,0.9798,0.08,0.6415
nonlinear_oscillator,367,6,1,4.96,1.0,0.0,1,CG,1.0,1.0,0.3244,0.11107,0.9998,0.3244,0.543,0.9504,0.08,0.6857
nonlinear_oscillator,370,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.058213,0.9999,0.1425,0.0,0.0,0.36,0.2896
nonlinear_oscillator,371,6,1,2.34,1.0,0.0,1,CG,1.0,1.0,0.2473,0.076626,0.9999,0.2473,0.5627,0.9766,0.12,0.6763
nonlinear_oscillator,373,8,1,2.68,1.0,0.0,1,CG,1.0,1.0,0.1125,0.052414,1.0,0.1125,0.3312,0.9732,0.06,0.6331
nonlinear_oscillator,374,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.19,0.083818,0.9999,0.19,0.0,0.0,0.5,0.3225
nonlinear_oscillator,375,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1475,0.066753,0.9999,0.1475,0.0,0.0,0.3,0.2819
nonlinear_oscillator,376,4,1,4.9,1.0,0.0,1,CG,0.8667,1.0,0.3504,0.099604,0.9997,0.3504,0.9083,0.951,0.06,0.6626
nonlinear_oscillator,377,1,1,1.1,1.0,0.0,1,CG,1.0,1.0,0.135,0.058762,0.9999,0.135,0.4649,0.989,0.56,0.7161
nonlinear_oscillator,378,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.18,0.077577,1.0,0.18,0.0,0.0,0.7,0.35
nonlinear_oscillator,379,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.16,0.07014,0.9999,0.16,0.0,0.0,0.5,0.315
nonlinear_oscillator,382,3,1,1.33,1.0,0.9183,2,CG,1.0,1.0,0.1696,0.058474,0.9999,0.1696,0.613,0.9867,0.32,0.6884
nonlinear_oscillator,383,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.235,0.093865,0.9999,0.235,0.0,0.0,0.6,0.3487
nonlinear_oscillator,384,4,1,1.68,1.0,0.0,1,CG,1.0,1.0,0.1648,0.059625,0.9999,0.1648,0.6157,0.9832,0.08,0.6507
nonlinear_oscillator,391,1,1,2.0,1.0,0.0,1,CG,1.0,1.0,0.3249,0.10856,0.9998,0.3249,0.9278,0.98,0.1,0.6932
nonlinear_oscillator,392,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.14,0.077151,1.0,0.14,0.0,0.0,0.24,0.271
nonlinear_oscillator,393,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1925,0.085995,0.9999,0.1925,0.0,0.0,0.4,0.3081
nonlinear_oscillator,395,3,1,1.73,1.0,0.0,1,CG,1.0,1.0,0.12,0.053693,1.0,0.12,0.3833,0.9827,0.14,0.6484
nonlinear_oscillator,396,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.065587,0.9999,0.155,0.0,0.0,0.4,0.2987
nonlinear_oscillator,397,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.065194,0.9999,0.1425,0.0,0.0,0.62,0.3286
nonlinear_oscillator,404,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.165,0.085267,1.0,0.165,0.0,0.0,0.6,0.3312
nonlinear_oscillator,405,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.077611,1.0,0.1525,0.0,0.0,0.42,0.3011
nonlinear_oscillator,406,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2,0.076072,0.9999,0.2,0.0,0.0,0.34,0.301
nonlinear_oscillator,407,1,1,3.9,1.0,0.0,1,CG,1.0,1.0,0.3025,0.130413,0.9998,0.3025,1.2016,0.961,0.16,0.6938
nonlinear_oscillator,410,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.069735,0.9999,0.1525,0.0,0.0,0.78,0.3551
nonlinear_oscillator,413,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.3125,0.112711,0.9998,0.3125,0.0,0.0,0.26,0.3171
nonlinear_oscillator,418,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.125,0.067681,1.0,0.125,0.0,0.0,0.48,0.3032
nonlinear_oscillator,419,4,1,3.42,1.0,0.0,1,CG,1.0,1.0,0.3173,0.094963,0.9998,0.3173,0.6341,0.9658,0.12,0.6922
nonlinear_oscillator,420,6,1,4.48,1.0,0.0,1,CG,1.0,1.0,0.1075,0.061095,1.0,0.1075,0.5187,0.9552,0.04,0.6262
nonlinear_oscillator,421,8,1,6.92,1.0,0.0,1,CG,0.8333,1.0,0.3929,0.095047,0.9996,0.3929,0.9661,0.9308,0.02,0.6575
nonlinear_oscillator,422,3,1,1.2,1.0,0.0,1,CG,1.0,1.0,0.1725,0.067398,0.9999,0.1725,0.517,0.988,0.1,0.6563
nonlinear_oscillator,425,1,1,1.9,1.0,0.0,1,CG,1.0,1.0,0.2199,0.073066,0.9999,0.2199,0.7149,0.981,0.44,0.7181
nonlinear_oscillator,426,4,1,4.2,1.0,0.0,1,CG,1.0,1.0,0.2998,0.10779,0.9998,0.2998,0.499,0.958,0.16,0.6927
nonlinear_oscillator,431,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.084067,0.9999,0.185,0.0,0.0,0.28,0.2882
nonlinear_oscillator,432,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1849,0.064818,0.9999,0.1849,0.0,0.0,0.56,0.3302
nonlinear_oscillator,433,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9667,0.0,0.1724,0.062453,0.9999,0.1724,0.0,0.0,0.32,0.2845
nonlinear_oscillator,437,2,1,1.4,1.0,0.0,1,CG,1.0,1.0,0.15,0.054253,0.9999,0.15,0.3671,0.986,0.26,0.6744
nonlinear_oscillator,440,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1325,0.062071,1.0,0.1325,0.0,0.0,0.3,0.2781
nonlinear_oscillator,441,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.3075,0.110634,0.9998,0.3075,0.0,0.0,0.22,0.3099
nonlinear_oscillator,442,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2375,0.099956,0.9999,0.2375,0.0,0.0,0.62,0.3524
nonlinear_oscillator,444,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1175,0.063055,1.0,0.1175,0.0,0.0,0.22,0.2624
nonlinear_oscillator,445,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.195,0.080017,0.9999,0.195,0.0,0.0,0.4,0.3087
nonlinear_oscillator,446,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.195,0.080732,0.9999,0.195,0.0,0.0,0.62,0.3417
nonlinear_oscillator,447,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.062537,0.9999,0.145,0.0,0.0,0.58,0.3232
nonlinear_oscillator,448,1,1,5.8,1.0,0.0,1,CG,1.0,1.0,0.11,0.0629,1.0,0.11,0.545,0.942,0.12,0.6368
nonlinear_oscillator,449,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1875,0.085653,0.9999,0.1875,0.0,0.0,0.64,0.3429
nonlinear_oscillator,450,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.071068,1.0,0.155,0.0,0.0,0.62,0.3317
nonlinear_oscillator,452,1,1,1.1,1.0,0.0,1,CG,1.0,1.0,0.1425,0.062326,0.9999,0.1425,0.4649,0.989,0.24,0.67
nonlinear_oscillator,453,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.235,0.092815,0.9999,0.235,0.0,0.0,0.8,0.3787
nonlinear_oscillator,454,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.074793,0.9999,0.155,0.0,0.0,0.3,0.2837
nonlinear_oscillator,460,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.076851,0.9999,0.185,0.0,0.0,0.6,0.3362
nonlinear_oscillator,462,7,1,3.34,1.0,0.0,1,CG,0.8667,1.0,0.1125,0.055607,0.9999,0.1125,0.6575,0.9666,0.06,0.6055
nonlinear_oscillator,463,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1175,0.066962,0.9999,0.1175,0.0,0.0,0.22,0.2624
nonlinear_oscillator,464,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.081021,1.0,0.1525,0.0,0.0,0.4,0.2981
nonlinear_oscillator,466,3,1,5.87,1.0,0.0,1,CG,0.9667,1.0,0.3329,0.094337,0.9997,0.3329,0.9222,0.9413,0.06,0.6768
nonlinear_oscillator,469,9,1,4.0,1.0,0.0,1,CG,1.0,1.0,0.3099,0.12409,0.9998,0.3099,0.6407,0.96,0.06,0.6805
nonlinear_oscillator,470,1,1,2.2,1.0,0.0,1,CG,1.0,1.0,0.13,0.061132,1.0,0.13,0.3994,0.978,0.26,0.6682
nonlinear_oscillator,472,9,1,2.8,1.0,0.0,1,CG,1.0,1.0,0.115,0.052518,1.0,0.115,0.294,0.972,0.04,0.6305
nonlinear_oscillator,473,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.067168,0.9999,0.1425,0.0,0.0,0.16,0.2596
nonlinear_oscillator,474,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.29,0.103166,0.9998,0.29,0.0,0.0,0.34,0.3235
nonlinear_oscillator,477,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.15,0.059917,0.9999,0.15,0.0,0.0,0.5,0.3125
nonlinear_oscillator,479,3,1,1.4,1.0,0.0,1,CG,1.0,1.0,0.1525,0.06609,0.9999,0.1525,0.7271,0.986,0.12,0.654
nonlinear_oscillator,481,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.14,0.072296,1.0,0.14,0.0,0.0,0.42,0.298
nonlinear_oscillator,484,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.068667,1.0,0.145,0.0,0.0,0.42,0.2992
nonlinear_oscillator,485,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.078333,0.9999,0.185,0.0,0.0,0.6,0.3362
nonlinear_oscillator,487,5,1,2.68,1.0,0.0,1,CG,1.0,1.0,0.2724,0.100906,0.9998,0.2724,0.6532,0.9732,0.08,0.6761
nonlinear_oscillator,488,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.18,0.082685,0.9999,0.18,0.0,0.0,0.4,0.305
nonlinear_oscillator,489,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1825,0.081014,0.9999,0.1825,0.0,0.0,0.42,0.3086
nonlinear_oscillator,491,4,1,4.92,1.0,0.0,1,CG,1.0,1.0,0.1025,0.059808,1.0,0.1025,0.5217,0.9508,0.08,0.6302
nonlinear_oscillator,492,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.19,0.093896,0.9999,0.19,0.0,0.0,0.44,0.3135
nonlinear_oscillator,494,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1325,0.07179,0.9999,0.1325,0.0,0.0,0.3,0.2781
nonlinear_oscillator,495,12,1,2.92,1.0,0.0,1,CG,1.0,1.0,0.1125,0.052136,1.0,0.1125,0.1348,0.9708,0.02,0.6267
nonlinear_oscillator,497,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.15,0.069601,1.0,0.15,0.0,0.0,0.62,0.3305
population,0,11,1,5.84,0.86,0.0,1,CG,0.9333,0.86,0.35,0.060052,0.9998,0.35,0.5359,0.8098,0.02,0.6136
population,1,1,1,3.5,0.8,0.0,1,CG,0.6333,0.8,0.5,0.090158,0.9997,0.5,0.717,0.772,0.06,0.5765
population,3,0,-1,-1.0,-1.0,-1.0,-1,CG,0.8667,0.0,0.4,0.096119,0.9997,0.4,0.0,0.0,0.1,0.2883
population,10,2,1,6.11,0.95,0.0,1,CG,0.8667,0.95,0.4,0.072857,0.9997,0.4,0.9965,0.892,0.08,0.6566
population,13,18,1,27.79,0.48,0.0,1,CG,0.9667,0.48,0.3,0.05536,0.9998,0.3,0.21,0.3466,0.02,0.4433
population,14,3,1,6.88,0.8,0.0,1,CG,0.9333,0.8,0.35,0.06897,0.9997,0.35,0.9046,0.745,0.04,0.5919
population,15,2,1,1.2,1.0,0.0,1,CG,0.8,1.0,0.5,0.074693,0.9999,0.5,0.5692,0.988,0.06,0.6922
population,19,7,1,12.72,0.64,0.0,1,CG,0.7667,0.64,0.35,0.052827,0.9997,0.35,0.4116,0.5586,0.04,0.4906
population,37,9,1,3.86,0.84,0.0,1,CG,0.9667,0.84,0.45,0.056538,0.9998,0.45,0.226,0.8076,0.04,0.643
population,41,1,1,2.22,0.9,0.0,1,CG,0.4,0.9,0.7,0.11722,0.9997,0.7,1.1905,0.88,0.12,0.63
population,65,8,1,12.35,0.74,0.0,1,CG,0.8667,0.74,0.45,0.067883,0.9999,0.45,0.408,0.6486,0.06,0.5771
population,74,2,1,1.16,0.95,1.0,2,CG,0.3667,0.95,0.7,0.097537,0.9997,0.7,1.1183,0.939,0.1,0.6417
population,77,1,1,9.4,1.0,0.0,1,CG,0.5333,1.0,0.7,0.089358,0.9996,0.7,1.2064,0.906,0.14,0.6886
population,78,8,1,5.11,0.9,0.0,1,CG,0.8667,0.9,0.4,0.056528,0.9999,0.4,0.3191,0.854,0.04,0.6324
population,79,3,1,1.65,0.8667,0.0,1,CG,0.9,0.8667,0.45,0.074326,0.9998,0.45,0.4132,0.8524,0.06,0.646
population,88,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4667,0.0,0.65,0.108669,0.9997,0.65,0.0,0.0,0.1,0.2708
population,93,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4,0.0,0.8,0.081019,0.9994,0.8,0.0,0.0,0.16,0.304
population,94,0,-1,-1.0,-1.0,-1.0,-1,CG,0.6333,0.0,0.5,0.089894,0.9997,0.5,0.0,0.0,0.1,0.2667
population,99,0,-1,-1.0,-1.0,-1.0,-1,CG,0.2667,0.0,0.6,0.0925,0.9996,0.6,0.0,0.0,0.12,0.2213
population,101,7,1,24.28,0.5,0.0,1,CG,1.0,0.5,0.3,0.058214,0.9996,0.3,0.3115,0.3786,0.04,0.4628
population,109,4,1,3.97,0.95,0.0,1,CG,0.7333,0.95,0.55,0.072265,0.9998,0.55,0.6267,0.9123,0.08,0.6705
population,114,6,1,4.91,0.92,0.7219,2,CG,0.4667,0.92,0.8487,0.072605,0.9991,0.8487,1.0239,0.8748,0.06,0.6757
population,115,2,1,4.61,0.9,0.0,1,CG,0.5,0.9,0.6,0.07527,0.9996,0.6,0.7357,0.8585,0.14,0.6248
population,122,9,1,8.3,0.86,0.0,1,CG,0.9667,0.86,0.35,0.059866,0.9999,0.35,0.326,0.7886,0.04,0.6201
population,126,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4,0.0,0.65,0.138045,0.9996,0.65,0.0,0.0,0.12,0.2605
population,128,0,-1,-1.0,-1.0,-1.0,-1,CG,0.8333,0.0,0.4,0.093417,0.9997,0.4,0.0,0.0,0.06,0.2757
population,135,4,1,5.85,0.975,0.0,1,CG,0.8667,0.975,0.45,0.064772,0.9999,0.45,0.545,0.918,0.04,0.6733
population,136,7,1,5.11,0.74,0.0,1,CG,0.1,0.74,0.9988,0.087759,0.9997,0.9988,0.97,0.7022,0.06,0.569
population,140,1,1,3.5,1.0,0.0,1,CG,0.5667,1.0,0.55,0.09093,0.9997,0.55,0.7523,0.965,0.08,0.6576
population,141,2,1,1.26,0.95,0.0,1,CG,0.8,0.95,0.5,0.077049,0.9999,0.5,0.8189,0.938,0.08,0.6752
population,153,7,1,8.94,0.98,0.0,1,CG,0.8667,0.98,0.45,0.056752,0.9999,0.45,0.1077,0.8924,0.04,0.6707
population,160,7,1,1.42,0.9,1.371,3,CG,0.6667,0.9,0.5928,0.06093,0.9996,0.5928,0.6353,0.8872,0.04,0.6456
population,170,2,1,7.59,0.85,0.0,1,CG,0.8667,0.85,0.45,0.078742,0.9997,0.45,0.5911,0.7855,0.1,0.6312
population,176,9,1,6.16,0.88,0.0,1,CG,0.9333,0.88,0.35,0.067261,0.9998,0.35,0.5533,0.8258,0.04,0.624
population,181,5,1,10.65,0.8,0.0,1,CG,0.9667,0.8,0.45,0.074733,0.9998,0.45,0.4002,0.7148,0.06,0.6221
population,190,3,1,1.21,0.9333,0.0,1,CG,0.7667,0.9333,0.5,0.078162,0.9998,0.5,0.6645,0.922,0.08,0.662
population,193,9,1,6.65,0.92,0.0,1,CG,0.8333,0.92,0.5,0.059661,0.9998,0.5,0.3897,0.8588,0.02,0.6535
population,196,13,1,10.5,0.8,0.0,1,CG,0.9667,0.8,0.3,0.062125,0.9998,0.3,0.3969,0.716,0.02,0.5787
population,197,15,1,29.95,0.42,0.0,1,CG,0.9,0.42,0.4,0.059179,0.9998,0.4,0.1753,0.2942,0.02,0.4321
population,206,3,1,7.08,0.8667,0.0,1,CG,0.5667,0.8667,0.45,0.070657,0.9996,0.45,0.7186,0.8053,0.06,0.5723
population,208,5,1,34.58,0.48,0.0,1,CG,0.9667,0.48,0.4,0.093171,0.9998,0.4,0.8772,0.314,0.06,0.4694
population,209,5,1,6.5,0.84,0.0,1,CG,0.8667,0.84,0.45,0.065653,0.9999,0.45,0.5106,0.7854,0.04,0.6196
population,211,7,1,2.65,0.92,0.0,1,CG,0.8,0.92,0.5,0.057037,0.9998,0.5,0.341,0.8956,0.04,0.6553
population,213,5,1,3.51,0.94,0.0,1,CG,0.8667,0.94,0.45,0.063747,0.9999,0.45,0.4779,0.907,0.06,0.6659
population,214,4,1,3.33,0.9,0.0,1,CG,0.6,0.9,0.5,0.086634,0.9997,0.5,0.5117,0.87,0.06,0.6095
population,216,3,1,37.46,0.4333,0.0,1,CG,0.9,0.4333,0.4,0.072421,0.9997,0.4,0.3284,0.271,0.1,0.444
population,217,11,1,18.32,0.74,0.0,1,CG,0.9333,0.74,0.4,0.060606,0.9997,0.4,0.2866,0.6044,0.02,0.5653
population,221,10,1,5.72,0.86,0.0,1,CG,0.9333,0.86,0.45,0.061388,0.9998,0.45,0.3313,0.8108,0.02,0.6388
population,222,1,1,2.0,1.0,0.0,1,CG,0.3667,1.0,0.65,0.103227,0.9996,0.65,0.9313,0.98,0.14,0.6538
population,225,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4667,0.0,0.7,0.088047,0.9995,0.7,0.0,0.0,0.2,0.2983
population,227,15,1,14.02,0.82,0.0,1,CG,0.9667,0.82,0.25,0.058007,0.9998,0.25,0.3851,0.705,0.02,0.5696
population,230,10,1,30.63,0.54,0.0,1,CG,0.8,0.54,0.3498,0.064174,0.9997,0.3498,0.1484,0.3746,0.02,0.4417
population,231,2,1,1.25,0.8,0.0,1,CG,0.9,0.8,0.45,0.080815,0.9998,0.45,0.6538,0.79,0.08,0.623
population,238,3,1,4.84,0.8333,0.0,1,CG,0.6667,0.8333,0.5,0.079544,0.9997,0.5,0.569,0.793,0.06,0.5946
population,240,0,-1,-1.0,-1.0,-1.0,-1,CG,0.0,0.0,0.9,0.131873,0.9994,0.9,0.0,0.0,0.14,0.246
population,241,0,-1,-1.0,-1.0,-1.0,-1,CG,0.3333,0.0,0.6,0.089654,0.9995,0.6,0.0,0.0,0.12,0.2347
population,243,12,1,3.75,0.96,1.371,3,CG,0.8,0.96,0.5975,0.050085,0.9992,0.5975,0.7066,0.924,0.02,0.691
population,247,2,1,18.14,0.35,0.0,1,CG,0.9,0.35,0.4,0.079509,0.9997,0.4,0.2683,0.2865,0.08,0.4225
population,253,4,1,14.3,0.575,0.0,1,CG,0.9,0.575,0.45,0.074147,0.9997,0.45,0.4072,0.4928,0.1,0.5252
population,261,0,-1,-1.0,-1.0,-1.0,-1,CG,0.3,0.0,0.65,0.105255,0.9997,0.65,0.0,0.0,0.18,0.2495
population,262,4,1,1.18,1.0,1.5,3,CG,0.3,1.0,0.6491,0.082454,0.9997,0.6491,1.231,0.9882,0.08,0.6325
population,264,0,-1,-1.0,-1.0,-1.0,-1,CG,0.7667,0.0,0.45,0.08592,0.9997,0.45,0.0,0.0,0.12,0.2838
population,266,11,1,4.1,0.78,0.7219,2,CG,0.1,0.78,0.676,0.116305,0.9999,0.676,0.5391,0.748,0.06,0.5052
population,275,1,1,1.33,0.9,0.0,1,CG,0.5333,0.9,0.65,0.091151,0.9997,0.65,1.0493,0.888,0.14,0.6484
population,276,12,1,14.41,0.88,0.0,1,CG,0.9333,0.88,0.4,0.054212,0.9999,0.4,0.3135,0.7532,0.02,0.6226
population,278,3,1,1.41,0.9667,0.9183,2,CG,0.3333,0.9667,0.7987,0.074186,0.9995,0.7987,1.0343,0.9531,0.14,0.672
population,279,5,1,5.04,0.94,0.0,1,CG,0.8667,0.94,0.4,0.062951,0.9999,0.4,0.3815,0.8926,0.04,0.6482
population,280,10,1,7.13,0.78,0.0,1,CG,0.9,0.78,0.4,0.058304,0.9999,0.4,0.3049,0.7244,0.04,0.5897
population,284,7,1,8.98,0.9,0.0,1,CG,0.0,0.9,0.9987,0.095018,0.9998,0.9987,1.5268,0.8192,0.02,0.6006
population,285,8,1,9.61,0.88,0.0,1,CG,0.0667,0.88,0.9366,0.104482,0.9994,0.9366,0.9476,0.7954,0.12,0.6048
population,290,2,1,8.05,0.95,0.0,1,CG,0.7,0.95,0.5,0.081675,0.9997,0.5,0.6278,0.8735,0.06,0.6425
population,299,1,1,1.4,1.0,0.0,1,CG,0.3333,1.0,0.5498,0.087699,0.9995,0.5498,1.0998,0.986,0.1,0.617
population,300,2,1,2.35,1.0,0.0,1,CG,0.3333,1.0,0.6,0.083631,0.9996,0.6,0.748,0.9765,0.1,0.6281
population,301,12,1,1.71,0.9,0.0,1,CG,0.8667,0.9,0.45,0.054643,0.9999,0.45,0.1537,0.8846,0.02,0.6465
population,305,1,1,7.44,0.9,0.0,1,CG,0.4,0.9,0.7,0.113463,0.9997,0.7,1.1583,0.833,0.12,0.623
population,307,4,1,5.65,0.925,0.0,1,CG,0.8,0.925,0.5,0.071792,0.9997,0.5,0.4175,0.8727,0.04,0.6532
population,309,5,1,5.78,0.92,0.0,1,CG,0.8667,0.92,0.45,0.065459,0.9999,0.45,0.3849,0.8668,0.04,0.6519
