depth,sector,condition,rg_similarity,conservation_stability,invariant_preservation_index,redistribution_coherence,recursive_conservation_persistence,attractor_conservation_alignment,universality_conservation_score,classification
512,Antisymmetry-Neutral,RecursiveConservationTracking,0.0714,0.0682,0.0699,0.0674,0.0661,0.0652,0.0686,CONSERVATION-FAILED
768,Antisymmetry-Neutral,RecursiveConservationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.9359,0.8884,0.8999,0.8604,0.8706,0.8365,0.851,CONSERVATION-STABLE
2,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.9036,0.8582,0.8768,0.8631,0.8504,0.8142,0.8607,CONSERVATION-STABLE
4,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8466,0.8352,0.8211,0.7955,0.7963,0.8058,0.8228,CONSERVATION-BOUNDED
6,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8422,0.7954,0.8015,0.7823,0.7585,0.7699,0.761,CONSERVATION-BOUNDED
8,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8059,0.7677,0.7791,0.7323,0.7398,0.7436,0.7573,CONSERVATION-BOUNDED
12,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.721,0.6957,0.6922,0.6823,0.683,0.6625,0.6968,CONSERVATION-PARTIAL
16,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.6885,0.6726,0.6665,0.6342,0.6362,0.6174,0.6353,CONSERVATION-PARTIAL
20,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.6314,0.6231,0.603,0.6161,0.5983,0.5895,0.6083,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.5918,0.5763,0.5787,0.5552,0.5648,0.5596,0.5601,CONSERVATION-DEGRADING
32,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.538,0.5119,0.512,0.5125,0.4967,0.4929,0.4957,CONSERVATION-DEGRADING
40,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.4913,0.4682,0.4762,0.4637,0.442,0.4537,0.4606,CONSERVATION-FAILED
48,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.4367,0.419,0.433,0.4144,0.4045,0.4054,0.4138,CONSERVATION-FAILED
64,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.3729,0.3586,0.3649,0.3593,0.3516,0.339,0.3526,CONSERVATION-FAILED
80,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.3271,0.3097,0.3205,0.3027,0.2989,0.2992,0.314,CONSERVATION-FAILED
96,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.2863,0.2804,0.2799,0.2761,0.2742,0.2695,0.2738,CONSERVATION-FAILED
128,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.2348,0.225,0.2232,0.2221,0.2144,0.2138,0.2248,CONSERVATION-FAILED
160,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.2014,0.1931,0.1913,0.1885,0.1822,0.1796,0.1817,CONSERVATION-FAILED
192,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.171,0.1656,0.164,0.1597,0.1592,0.1557,0.163,CONSERVATION-FAILED
256,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.1346,0.1303,0.1296,0.1266,0.1223,0.1246,0.1251,CONSERVATION-FAILED
320,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.111,0.1069,0.1039,0.1024,0.1035,0.102,0.1018,CONSERVATION-FAILED
512,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.0723,0.068,0.069,0.0675,0.0673,0.0659,0.0671,CONSERVATION-FAILED
768,Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.0504,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,PerturbationConservationRecovery,0.9026,0.8582,0.8671,0.8597,0.8405,0.8488,0.8463,CONSERVATION-STABLE
2,Antisymmetry-Neutral,PerturbationConservationRecovery,0.8734,0.8501,0.8527,0.868,0.8136,0.8309,0.8546,CONSERVATION-STABLE
4,Antisymmetry-Neutral,PerturbationConservationRecovery,0.836,0.8299,0.8204,0.8328,0.8017,0.7882,0.8012,CONSERVATION-BOUNDED
6,Antisymmetry-Neutral,PerturbationConservationRecovery,0.7955,0.7712,0.7663,0.7901,0.7488,0.7608,0.7825,CONSERVATION-BOUNDED
8,Antisymmetry-Neutral,PerturbationConservationRecovery,0.7919,0.7486,0.7481,0.7545,0.7329,0.705,0.7506,CONSERVATION-PARTIAL
12,Antisymmetry-Neutral,PerturbationConservationRecovery,0.7146,0.6913,0.7029,0.6984,0.6815,0.6759,0.6804,CONSERVATION-PARTIAL
16,Antisymmetry-Neutral,PerturbationConservationRecovery,0.6883,0.6537,0.6528,0.6583,0.6232,0.6113,0.6409,CONSERVATION-PARTIAL
20,Antisymmetry-Neutral,PerturbationConservationRecovery,0.6291,0.6184,0.6039,0.615,0.5768,0.5822,0.6041,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,PerturbationConservationRecovery,0.595,0.567,0.5587,0.5635,0.5407,0.5352,0.5483,CONSERVATION-DEGRADING
32,Antisymmetry-Neutral,PerturbationConservationRecovery,0.5391,0.5202,0.5155,0.5091,0.5043,0.4881,0.5043,CONSERVATION-DEGRADING
40,Antisymmetry-Neutral,PerturbationConservationRecovery,0.4842,0.4513,0.448,0.4596,0.4554,0.4335,0.4449,CONSERVATION-FAILED
48,Antisymmetry-Neutral,PerturbationConservationRecovery,0.4447,0.4231,0.4101,0.4172,0.3992,0.4082,0.4121,CONSERVATION-FAILED
64,Antisymmetry-Neutral,PerturbationConservationRecovery,0.3741,0.3647,0.3529,0.3569,0.347,0.3471,0.3557,CONSERVATION-FAILED
80,Antisymmetry-Neutral,PerturbationConservationRecovery,0.3164,0.3164,0.3002,0.31,0.2962,0.2962,0.3007,CONSERVATION-FAILED
96,Antisymmetry-Neutral,PerturbationConservationRecovery,0.2883,0.2794,0.2778,0.2721,0.2638,0.2644,0.2717,CONSERVATION-FAILED
128,Antisymmetry-Neutral,PerturbationConservationRecovery,0.2355,0.2202,0.2236,0.2195,0.2168,0.2166,0.2186,CONSERVATION-FAILED
160,Antisymmetry-Neutral,PerturbationConservationRecovery,0.1971,0.1876,0.1871,0.1859,0.1821,0.1762,0.1797,CONSERVATION-FAILED
192,Antisymmetry-Neutral,PerturbationConservationRecovery,0.1687,0.1608,0.1612,0.1657,0.1593,0.1583,0.1566,CONSERVATION-FAILED
256,Antisymmetry-Neutral,PerturbationConservationRecovery,0.1339,0.1298,0.126,0.1256,0.1242,0.1216,0.1275,CONSERVATION-FAILED
320,Antisymmetry-Neutral,PerturbationConservationRecovery,0.1071,0.1074,0.1021,0.1067,0.1017,0.0989,0.101,CONSERVATION-FAILED
512,Antisymmetry-Neutral,PerturbationConservationRecovery,0.0701,0.0692,0.067,0.0679,0.0653,0.0662,0.0657,CONSERVATION-FAILED
768,Antisymmetry-Neutral,PerturbationConservationRecovery,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,TransportConservationPersistence,0.8925,0.8712,0.8641,0.8612,0.8817,0.8355,0.8856,CONSERVATION-STABLE
2,Antisymmetry-Neutral,TransportConservationPersistence,0.8867,0.8527,0.8522,0.8435,0.8457,0.8033,0.8318,CONSERVATION-STABLE
4,Antisymmetry-Neutral,TransportConservationPersistence,0.8646,0.825,0.8334,0.7905,0.8112,0.767,0.7984,CONSERVATION-BOUNDED
6,Antisymmetry-Neutral,TransportConservationPersistence,0.8167,0.8034,0.774,0.752,0.7892,0.7496,0.764,CONSERVATION-BOUNDED
8,Antisymmetry-Neutral,TransportConservationPersistence,0.8013,0.7786,0.7416,0.7278,0.7577,0.7122,0.7393,CONSERVATION-PARTIAL
12,Antisymmetry-Neutral,TransportConservationPersistence,0.7133,0.7024,0.6859,0.6747,0.6773,0.6588,0.6994,CONSERVATION-PARTIAL
16,Antisymmetry-Neutral,TransportConservationPersistence,0.6866,0.6464,0.6362,0.6287,0.6515,0.6162,0.6327,CONSERVATION-DEGRADING
20,Antisymmetry-Neutral,TransportConservationPersistence,0.6264,0.6132,0.6129,0.5909,0.6092,0.5824,0.5934,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,TransportConservationPersistence,0.5888,0.583,0.5665,0.5493,0.5736,0.5423,0.5698,CONSERVATION-DEGRADING
32,Antisymmetry-Neutral,TransportConservationPersistence,0.5269,0.5205,0.5021,0.5082,0.499,0.4938,0.5001,CONSERVATION-DEGRADING
40,Antisymmetry-Neutral,TransportConservationPersistence,0.4771,0.4675,0.4715,0.447,0.4511,0.4471,0.4564,CONSERVATION-FAILED
48,Antisymmetry-Neutral,TransportConservationPersistence,0.4297,0.4227,0.4221,0.4171,0.4124,0.4109,0.4091,CONSERVATION-FAILED
64,Antisymmetry-Neutral,TransportConservationPersistence,0.3662,0.3628,0.3574,0.3475,0.3562,0.3479,0.3458,CONSERVATION-FAILED
80,Antisymmetry-Neutral,TransportConservationPersistence,0.3286,0.3122,0.3075,0.3029,0.3117,0.3032,0.302,CONSERVATION-FAILED
96,Antisymmetry-Neutral,TransportConservationPersistence,0.2904,0.2759,0.2792,0.2654,0.271,0.2653,0.2779,CONSERVATION-FAILED
128,Antisymmetry-Neutral,TransportConservationPersistence,0.2281,0.2224,0.2189,0.219,0.2245,0.2166,0.2217,CONSERVATION-FAILED
160,Antisymmetry-Neutral,TransportConservationPersistence,0.1955,0.1896,0.1867,0.181,0.1889,0.1808,0.182,CONSERVATION-FAILED
192,Antisymmetry-Neutral,TransportConservationPersistence,0.1702,0.1609,0.1658,0.1575,0.1627,0.1566,0.1596,CONSERVATION-FAILED
256,Antisymmetry-Neutral,TransportConservationPersistence,0.1322,0.1293,0.1277,0.1271,0.1255,0.119,0.1277,CONSERVATION-FAILED
320,Antisymmetry-Neutral,TransportConservationPersistence,0.1117,0.1062,0.1054,0.1036,0.1042,0.0989,0.1045,CONSERVATION-FAILED
512,Antisymmetry-Neutral,TransportConservationPersistence,0.071,0.0684,0.0674,0.0671,0.0693,0.0642,0.0664,CONSERVATION-FAILED
768,Antisymmetry-Neutral,TransportConservationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.9168,0.8617,0.856,0.8495,0.8351,0.8449,0.8499,CONSERVATION-STABLE
2,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8667,0.8517,0.8397,0.8316,0.8418,0.8182,0.8297,CONSERVATION-BOUNDED
4,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8512,0.8061,0.8108,0.7837,0.7744,0.8087,0.8061,CONSERVATION-BOUNDED
6,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8242,0.7992,0.7646,0.7844,0.7691,0.7842,0.781,CONSERVATION-BOUNDED
8,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.7776,0.7438,0.7308,0.7331,0.7329,0.7349,0.752,CONSERVATION-PARTIAL
12,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.7141,0.6977,0.6883,0.6765,0.6803,0.6806,0.6706,CONSERVATION-PARTIAL
16,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.666,0.6536,0.6476,0.633,0.6309,0.6432,0.6333,CONSERVATION-DEGRADING
20,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.6139,0.6158,0.589,0.5952,0.5762,0.5911,0.5898,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.5977,0.5854,0.566,0.5686,0.5409,0.5695,0.5691,CONSERVATION-DEGRADING
32,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.5331,0.5072,0.4938,0.5008,0.484,0.4989,0.4922,CONSERVATION-DEGRADING
40,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.4666,0.4675,0.458,0.4536,0.4459,0.448,0.4411,CONSERVATION-FAILED
48,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.432,0.425,0.413,0.4031,0.4124,0.4142,0.418,CONSERVATION-FAILED
64,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.3757,0.3521,0.3506,0.3488,0.3406,0.3433,0.3449,CONSERVATION-FAILED
80,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.3269,0.3082,0.31,0.3017,0.297,0.299,0.3068,CONSERVATION-FAILED
96,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.284,0.278,0.27,0.2646,0.2626,0.2643,0.2644,CONSERVATION-FAILED
128,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.2347,0.2244,0.2175,0.2158,0.2169,0.2147,0.2181,CONSERVATION-FAILED
160,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1933,0.1847,0.1852,0.182,0.1828,0.1868,0.1862,CONSERVATION-FAILED
192,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1661,0.1659,0.1571,0.161,0.1593,0.1571,0.1551,CONSERVATION-FAILED
256,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.13,0.1294,0.1262,0.1223,0.1254,0.126,0.1266,CONSERVATION-FAILED
320,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1072,0.1033,0.1028,0.1022,0.1007,0.1017,0.1024,CONSERVATION-FAILED
512,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.0714,0.0684,0.0694,0.0681,0.0676,0.0686,0.0678,CONSERVATION-FAILED
768,Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.8786,0.8661,0.8524,0.8513,0.8648,0.8265,0.866,CONSERVATION-STABLE
2,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.8846,0.8391,0.8506,0.8313,0.8258,0.8054,0.8601,CONSERVATION-BOUNDED
4,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.828,0.8235,0.8012,0.7989,0.794,0.7842,0.8116,CONSERVATION-BOUNDED
6,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.8142,0.782,0.777,0.768,0.7738,0.7553,0.7796,CONSERVATION-BOUNDED
8,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.7674,0.7626,0.741,0.7356,0.7347,0.7265,0.7647,CONSERVATION-PARTIAL
12,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.7089,0.6965,0.6799,0.6864,0.6875,0.66,0.7106,CONSERVATION-PARTIAL
16,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.6624,0.645,0.6353,0.6434,0.6312,0.6108,0.6491,CONSERVATION-DEGRADING
20,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.6295,0.6143,0.5993,0.6005,0.6013,0.5706,0.5954,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.5796,0.561,0.562,0.5639,0.5477,0.5431,0.5776,CONSERVATION-DEGRADING
32,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.5234,0.5012,0.5064,0.5091,0.4893,0.49,0.5132,CONSERVATION-DEGRADING
40,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.4809,0.4696,0.4604,0.4557,0.458,0.4305,0.4575,CONSERVATION-FAILED
48,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.4272,0.418,0.4108,0.4152,0.4184,0.3932,0.4148,CONSERVATION-FAILED
64,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.3647,0.3516,0.3573,0.3452,0.3461,0.3449,0.3613,CONSERVATION-FAILED
80,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.3111,0.308,0.3042,0.302,0.3066,0.3014,0.3037,CONSERVATION-FAILED
96,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.2862,0.2714,0.2754,0.2653,0.2709,0.2563,0.2735,CONSERVATION-FAILED
128,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.2235,0.2193,0.2236,0.2142,0.2163,0.2174,0.2281,CONSERVATION-FAILED
160,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1956,0.1838,0.1846,0.1806,0.1866,0.1802,0.1902,CONSERVATION-FAILED
192,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1631,0.1624,0.1582,0.1621,0.1558,0.1564,0.1615,CONSERVATION-FAILED
256,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1286,0.129,0.1272,0.1264,0.1264,0.1212,0.1256,CONSERVATION-FAILED
320,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1082,0.103,0.1044,0.1004,0.1037,0.1005,0.1048,CONSERVATION-FAILED
512,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.0714,0.0684,0.0677,0.0685,0.0658,0.0654,0.0685,CONSERVATION-FAILED
768,Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Antisymmetry-Neutral,NullConservationControl,0.7009,0.7026,0.7019,0.7232,0.6805,0.6543,0.6893,CONSERVATION-PARTIAL
2,Antisymmetry-Neutral,NullConservationControl,0.7027,0.6712,0.6799,0.697,0.6618,0.6498,0.6512,CONSERVATION-PARTIAL
4,Antisymmetry-Neutral,NullConservationControl,0.6533,0.6702,0.6327,0.644,0.6149,0.6247,0.6581,CONSERVATION-DEGRADING
6,Antisymmetry-Neutral,NullConservationControl,0.6367,0.6458,0.6206,0.635,0.6155,0.6054,0.6002,CONSERVATION-DEGRADING
8,Antisymmetry-Neutral,NullConservationControl,0.6207,0.5953,0.5871,0.6247,0.5944,0.5605,0.5798,CONSERVATION-DEGRADING
12,Antisymmetry-Neutral,NullConservationControl,0.5737,0.5506,0.5451,0.5744,0.5392,0.539,0.545,CONSERVATION-DEGRADING
16,Antisymmetry-Neutral,NullConservationControl,0.5423,0.5333,0.5038,0.5388,0.5137,0.5034,0.5049,CONSERVATION-DEGRADING
20,Antisymmetry-Neutral,NullConservationControl,0.5071,0.5014,0.4707,0.5032,0.4613,0.4552,0.4644,CONSERVATION-DEGRADING
24,Antisymmetry-Neutral,NullConservationControl,0.4611,0.4679,0.4487,0.4566,0.4502,0.4473,0.4395,CONSERVATION-FAILED
32,Antisymmetry-Neutral,NullConservationControl,0.4235,0.4232,0.4042,0.4141,0.3961,0.3993,0.4083,CONSERVATION-FAILED
40,Antisymmetry-Neutral,NullConservationControl,0.3728,0.3681,0.3705,0.38,0.3556,0.3598,0.3536,CONSERVATION-FAILED
48,Antisymmetry-Neutral,NullConservationControl,0.3409,0.3434,0.3367,0.3386,0.3273,0.3221,0.3328,CONSERVATION-FAILED
64,Antisymmetry-Neutral,NullConservationControl,0.2835,0.281,0.2837,0.2937,0.2689,0.2648,0.2729,CONSERVATION-FAILED
80,Antisymmetry-Neutral,NullConservationControl,0.2591,0.2481,0.2444,0.2543,0.2329,0.2371,0.2374,CONSERVATION-FAILED
96,Antisymmetry-Neutral,NullConservationControl,0.221,0.2254,0.2133,0.2218,0.2111,0.2144,0.2204,CONSERVATION-FAILED
128,Antisymmetry-Neutral,NullConservationControl,0.1852,0.1777,0.1776,0.1841,0.1723,0.1748,0.1756,CONSERVATION-FAILED
160,Antisymmetry-Neutral,NullConservationControl,0.1517,0.149,0.1471,0.1483,0.1445,0.1438,0.1457,CONSERVATION-FAILED
192,Antisymmetry-Neutral,NullConservationControl,0.1342,0.1327,0.1305,0.13,0.1237,0.1271,0.1281,CONSERVATION-FAILED
256,Antisymmetry-Neutral,NullConservationControl,0.1029,0.1022,0.102,0.1018,0.0978,0.0958,0.0983,CONSERVATION-FAILED
320,Antisymmetry-Neutral,NullConservationControl,0.0856,0.0833,0.0843,0.0857,0.08,0.0799,0.0837,CONSERVATION-FAILED
512,Antisymmetry-Neutral,NullConservationControl,0.0561,0.0547,0.0544,0.0553,0.053,0.0516,0.0542,CONSERVATION-FAILED
768,Antisymmetry-Neutral,NullConservationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.9321,0.8813,0.8846,0.8615,0.8346,0.854,0.8463,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.8976,0.8545,0.8693,0.8197,0.8179,0.8075,0.8542,CONSERVATION-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.8631,0.8164,0.8064,0.7912,0.794,0.8085,0.8097,CONSERVATION-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.8226,0.7921,0.7882,0.7739,0.7501,0.747,0.7795,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.7956,0.7471,0.7375,0.7447,0.7413,0.7368,0.7252,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.7179,0.6947,0.6989,0.6934,0.6731,0.6904,0.693,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.6903,0.6488,0.6408,0.6304,0.6293,0.6146,0.6425,CONSERVATION-DEGRADING
20,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.6379,0.6188,0.6042,0.5852,0.5923,0.5952,0.5845,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.6005,0.5823,0.5767,0.552,0.5591,0.5504,0.5705,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.531,0.5105,0.5061,0.4993,0.4938,0.4832,0.5043,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.4748,0.4578,0.459,0.4527,0.4364,0.45,0.4487,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.4321,0.4337,0.4182,0.4025,0.4068,0.4103,0.4023,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.3803,0.3546,0.3562,0.3441,0.352,0.338,0.3506,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.3315,0.3117,0.3134,0.2967,0.2971,0.3018,0.3037,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.2869,0.2835,0.2754,0.264,0.2679,0.2654,0.2739,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.231,0.2245,0.2208,0.2193,0.2193,0.2155,0.2178,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.198,0.1884,0.187,0.1807,0.1835,0.1827,0.1847,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.1679,0.1678,0.1654,0.1581,0.1578,0.1576,0.1555,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.1338,0.1282,0.1256,0.1226,0.1251,0.1207,0.123,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.1093,0.1047,0.1033,0.1003,0.1029,0.102,0.1032,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.0717,0.0694,0.0696,0.0683,0.0667,0.0657,0.068,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveConservationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.9022,0.8768,0.8693,0.8813,0.8386,0.8289,0.8849,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8927,0.8576,0.8599,0.8302,0.8179,0.8383,0.8597,CONSERVATION-STABLE
4,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8438,0.8236,0.8361,0.8156,0.8083,0.7836,0.7992,CONSERVATION-BOUNDED
6,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.817,0.7984,0.7884,0.794,0.7502,0.749,0.7907,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.8044,0.7481,0.7582,0.7487,0.7262,0.7328,0.744,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.7291,0.6955,0.7012,0.6875,0.6793,0.6742,0.6994,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.6828,0.6541,0.6617,0.646,0.6346,0.6434,0.6479,CONSERVATION-PARTIAL
20,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.6526,0.6213,0.6231,0.6055,0.5819,0.5916,0.5949,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.5951,0.5832,0.5847,0.5621,0.5532,0.5653,0.5612,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.5262,0.5197,0.5267,0.5053,0.5049,0.4866,0.4988,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.4883,0.4702,0.4715,0.4486,0.4449,0.4422,0.4556,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.4508,0.4314,0.4272,0.412,0.4207,0.4021,0.4237,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.3771,0.3624,0.3556,0.3509,0.3569,0.338,0.346,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.3208,0.31,0.3108,0.3017,0.3027,0.2978,0.3086,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.2871,0.2768,0.2728,0.2747,0.2639,0.2689,0.2676,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.2319,0.2269,0.2234,0.225,0.2152,0.2176,0.216,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.1977,0.1923,0.1901,0.1818,0.1872,0.1828,0.1891,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.1687,0.1618,0.1663,0.1584,0.155,0.1542,0.1618,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.1324,0.1272,0.1272,0.1266,0.1223,0.123,0.1232,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.1112,0.1079,0.108,0.1046,0.1041,0.1004,0.1039,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.0734,0.0683,0.0681,0.0685,0.0672,0.066,0.0682,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,InvariantRedistributionAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.9114,0.8749,0.8812,0.8615,0.8609,0.8383,0.8624,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.8883,0.8619,0.8463,0.8639,0.812,0.8111,0.8226,CONSERVATION-BOUNDED
4,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.8431,0.805,0.8129,0.8209,0.7756,0.7906,0.801,CONSERVATION-BOUNDED
