depth,sector,condition,artifact_reproduction_score,hierarchy_spoof_success,leakage_dependence_index,adversarial_false_positive_rate,universality_authenticity_score,recursive_bias_sensitivity,structural_nonrandomness_index,adversarial_emergence,authentic_emergence,classification
6,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
8,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
12,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
16,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
20,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
24,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
32,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
40,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
48,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
64,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
80,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
96,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
128,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
160,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
192,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
256,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
320,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
512,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
768,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
1024,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
1536,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
2048,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
3072,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
4096,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
6144,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
8192,P-A-N,RecursiveOrderInversion,0.7923,1.0,0.7696,0.0,0.7923,0.2077,0.7923,0.758,0.9567,ARTIFACT-STABLE
12288,P-A-N,RecursiveOrderInversion,0.7924,1.0,0.7696,0.0,0.7924,0.2076,0.7924,0.758,0.9567,ARTIFACT-STABLE
16384,P-A-N,RecursiveOrderInversion,0.7924,1.0,0.7696,0.0,0.7924,0.2076,0.7924,0.758,0.9566,ARTIFACT-STABLE
24576,P-A-N,RecursiveOrderInversion,0.7924,1.0,0.7696,0.0,0.7924,0.2076,0.7924,0.7581,0.9566,ARTIFACT-STABLE
32768,P-A-N,RecursiveOrderInversion,0.7925,1.0,0.7696,0.0,0.7925,0.2075,0.7925,0.7581,0.9566,ARTIFACT-STABLE
65536,P-A-N,RecursiveOrderInversion,0.7927,1.0,0.7697,0.0,0.7927,0.2073,0.7927,0.7581,0.9565,ARTIFACT-STABLE
131072,P-A-N,RecursiveOrderInversion,0.793,1.0,0.7699,0.0,0.793,0.207,0.793,0.7583,0.9562,ARTIFACT-STABLE
262144,P-A-N,RecursiveOrderInversion,0.7938,1.0,0.7702,0.0,0.7938,0.2062,0.7938,0.7586,0.9557,ARTIFACT-STABLE
524288,P-A-N,RecursiveOrderInversion,0.7952,1.0,0.7709,0.0,0.7952,0.2048,0.7952,0.7592,0.9547,ARTIFACT-STABLE
1048576,P-A-N,RecursiveOrderInversion,0.7981,1.0,0.7722,0.0,0.7981,0.2019,0.7981,0.7605,0.9528,ARTIFACT-STABLE
2097152,P-A-N,RecursiveOrderInversion,0.804,1.0,0.7749,1.0,0.804,0.196,0.804,0.7629,0.9489,ARTIFACT-STABLE
4194304,P-A-N,RecursiveOrderInversion,0.8159,1.0,0.7804,1.0,0.8159,0.1841,0.8159,0.768,0.9413,ARTIFACT-STABLE
8388608,P-A-N,RecursiveOrderInversion,0.8401,1.0,0.7915,1.0,0.8401,0.1599,0.8401,0.7782,0.9263,ARTIFACT-STABLE
16777216,P-A-N,RecursiveOrderInversion,0.8905,1.0,0.8147,1.0,0.8905,0.1095,0.8905,0.7995,0.8979,ARTIFACT-STABLE
33554432,P-A-N,RecursiveOrderInversion,1.0,1.0,0.865,1.0,1.0,0.0,1.0,0.8458,0.8458,ARTIFACT-STABLE
67108864,P-A-N,RecursiveOrderInversion,0.7379,1.0,0.9855,0.0,0.7379,0.2621,0.7379,0.9567,0.758,ARTIFACT-BOUNDED
1,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
2,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
4,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
6,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
8,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
12,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
16,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
20,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
24,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
32,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
40,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
48,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
64,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
80,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
96,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
128,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
160,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
192,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
256,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
320,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
512,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
768,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
1024,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
1536,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
2048,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9783,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
3072,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
4096,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
6144,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
8192,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
12288,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.95,0.9567,ARTIFACT-STABLE
16384,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.9499,0.9566,ARTIFACT-STABLE
24576,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9782,1.0,0.993,0.007,0.993,0.9499,0.9566,ARTIFACT-STABLE
32768,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9781,1.0,0.993,0.007,0.993,0.9499,0.9566,ARTIFACT-STABLE
65536,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.978,1.0,0.993,0.007,0.993,0.9498,0.9565,ARTIFACT-STABLE
131072,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9777,1.0,0.993,0.007,0.993,0.9495,0.9562,ARTIFACT-STABLE
262144,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9772,1.0,0.993,0.007,0.993,0.949,0.9557,ARTIFACT-STABLE
524288,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9762,1.0,0.993,0.007,0.993,0.9481,0.9547,ARTIFACT-STABLE
1048576,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.974,1.0,0.993,0.007,0.993,0.9461,0.9528,ARTIFACT-STABLE
2097152,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9699,1.0,0.993,0.007,0.993,0.9423,0.9489,ARTIFACT-STABLE
4194304,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9616,1.0,0.993,0.007,0.993,0.9347,0.9413,ARTIFACT-STABLE
8388608,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9455,1.0,0.993,0.007,0.993,0.9199,0.9263,ARTIFACT-STABLE
16777216,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.9148,1.0,0.993,0.007,0.993,0.8916,0.8979,ARTIFACT-STABLE
33554432,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.8586,1.0,0.993,0.007,0.993,0.8399,0.8458,ARTIFACT-STABLE
67108864,P-A-N,AdversarialHierarchySpoofing,0.993,1.0,0.7638,1.0,0.993,0.007,0.993,0.7527,0.758,ARTIFACT-STABLE
1,P-A-N,CorrelatedRandomNoiseSystems,0.988,1.0,0.9731,1.0,0.988,0.012,0.988,0.9452,0.9567,ARTIFACT-STABLE
2,P-A-N,CorrelatedRandomNoiseSystems,0.9827,1.0,0.9675,1.0,0.9827,0.0173,0.9827,0.9401,0.9567,ARTIFACT-STABLE
4,P-A-N,CorrelatedRandomNoiseSystems,0.974,1.0,0.9585,1.0,0.974,0.026,0.974,0.9318,0.9567,ARTIFACT-STABLE
6,P-A-N,CorrelatedRandomNoiseSystems,0.9902,1.0,0.9957,1.0,0.9902,0.0098,0.9902,0.9661,0.9567,ARTIFACT-STABLE
8,P-A-N,CorrelatedRandomNoiseSystems,0.9861,1.0,1.0,1.0,0.9861,0.0139,0.9861,0.97,0.9567,ARTIFACT-STABLE
12,P-A-N,CorrelatedRandomNoiseSystems,0.9777,1.0,0.9624,1.0,0.9777,0.0223,0.9777,0.9354,0.9567,ARTIFACT-STABLE
16,P-A-N,CorrelatedRandomNoiseSystems,0.9888,1.0,0.9739,1.0,0.9888,0.0112,0.9888,0.946,0.9567,ARTIFACT-STABLE
20,P-A-N,CorrelatedRandomNoiseSystems,0.959,1.0,0.9429,1.0,0.959,0.041,0.959,0.9175,0.9567,ARTIFACT-STABLE
24,P-A-N,CorrelatedRandomNoiseSystems,0.9448,1.0,0.9281,1.0,0.9448,0.0552,0.9448,0.9039,0.9567,ARTIFACT-STABLE
32,P-A-N,CorrelatedRandomNoiseSystems,0.9762,1.0,0.9608,1.0,0.9762,0.0238,0.9762,0.934,0.9567,ARTIFACT-STABLE
40,P-A-N,CorrelatedRandomNoiseSystems,0.983,1.0,0.9678,1.0,0.983,0.017,0.983,0.9404,0.9567,ARTIFACT-STABLE
48,P-A-N,CorrelatedRandomNoiseSystems,0.9617,1.0,0.9457,1.0,0.9617,0.0383,0.9617,0.9201,0.9567,ARTIFACT-STABLE
64,P-A-N,CorrelatedRandomNoiseSystems,0.9905,1.0,0.9757,1.0,0.9905,0.0095,0.9905,0.9476,0.9567,ARTIFACT-STABLE
80,P-A-N,CorrelatedRandomNoiseSystems,0.9516,1.0,0.9352,1.0,0.9516,0.0484,0.9516,0.9104,0.9567,ARTIFACT-STABLE
96,P-A-N,CorrelatedRandomNoiseSystems,0.9994,1.0,0.9862,1.0,0.9994,0.0006,0.9994,0.9573,0.9567,ARTIFACT-STABLE
128,P-A-N,CorrelatedRandomNoiseSystems,0.9801,1.0,0.9648,1.0,0.9801,0.0199,0.9801,0.9376,0.9567,ARTIFACT-STABLE
160,P-A-N,CorrelatedRandomNoiseSystems,0.9934,1.0,0.9786,1.0,0.9934,0.0066,0.9934,0.9503,0.9567,ARTIFACT-STABLE
192,P-A-N,CorrelatedRandomNoiseSystems,0.9907,1.0,0.9758,1.0,0.9907,0.0093,0.9907,0.9478,0.9567,ARTIFACT-STABLE
256,P-A-N,CorrelatedRandomNoiseSystems,0.9936,1.0,0.9922,1.0,0.9936,0.0064,0.9936,0.9629,0.9567,ARTIFACT-STABLE
320,P-A-N,CorrelatedRandomNoiseSystems,0.9907,1.0,0.9759,1.0,0.9907,0.0093,0.9907,0.9478,0.9567,ARTIFACT-STABLE
512,P-A-N,CorrelatedRandomNoiseSystems,0.9878,1.0,0.9982,1.0,0.9878,0.0122,0.9878,0.9683,0.9567,ARTIFACT-STABLE
768,P-A-N,CorrelatedRandomNoiseSystems,0.9905,1.0,0.9757,1.0,0.9905,0.0095,0.9905,0.9476,0.9567,ARTIFACT-STABLE
1024,P-A-N,CorrelatedRandomNoiseSystems,0.9953,1.0,0.9904,1.0,0.9953,0.0047,0.9953,0.9612,0.9567,ARTIFACT-STABLE
1536,P-A-N,CorrelatedRandomNoiseSystems,0.9564,1.0,0.9402,1.0,0.9564,0.0436,0.9564,0.915,0.9567,ARTIFACT-STABLE
2048,P-A-N,CorrelatedRandomNoiseSystems,0.9861,1.0,1.0,1.0,0.9861,0.0139,0.9861,0.97,0.9567,ARTIFACT-STABLE
3072,P-A-N,CorrelatedRandomNoiseSystems,0.9563,1.0,0.9401,1.0,0.9563,0.0437,0.9563,0.9149,0.9567,ARTIFACT-STABLE
4096,P-A-N,CorrelatedRandomNoiseSystems,0.9843,1.0,0.9692,1.0,0.9843,0.0157,0.9843,0.9416,0.9567,ARTIFACT-STABLE
6144,P-A-N,CorrelatedRandomNoiseSystems,0.9888,1.0,0.9971,1.0,0.9888,0.0112,0.9888,0.9674,0.9567,ARTIFACT-STABLE
8192,P-A-N,CorrelatedRandomNoiseSystems,0.9811,1.0,0.9658,1.0,0.9811,0.0189,0.9811,0.9386,0.9567,ARTIFACT-STABLE
12288,P-A-N,CorrelatedRandomNoiseSystems,0.9761,1.0,0.9606,1.0,0.9761,0.0239,0.9761,0.9338,0.9567,ARTIFACT-STABLE
16384,P-A-N,CorrelatedRandomNoiseSystems,0.9961,1.0,0.9895,1.0,0.9961,0.0039,0.9961,0.9603,0.9566,ARTIFACT-STABLE
24576,P-A-N,CorrelatedRandomNoiseSystems,0.9908,1.0,0.995,1.0,0.9908,0.0092,0.9908,0.9654,0.9566,ARTIFACT-STABLE
32768,P-A-N,CorrelatedRandomNoiseSystems,0.9895,1.0,0.9963,1.0,0.9895,0.0105,0.9895,0.9666,0.9566,ARTIFACT-STABLE
65536,P-A-N,CorrelatedRandomNoiseSystems,0.9974,1.0,0.9826,1.0,0.9974,0.0026,0.9974,0.954,0.9565,ARTIFACT-STABLE
131072,P-A-N,CorrelatedRandomNoiseSystems,0.9929,1.0,0.9924,1.0,0.9929,0.0071,0.9929,0.963,0.9562,ARTIFACT-STABLE
262144,P-A-N,CorrelatedRandomNoiseSystems,0.9674,1.0,0.9506,1.0,0.9674,0.0326,0.9674,0.9246,0.9557,ARTIFACT-STABLE
524288,P-A-N,CorrelatedRandomNoiseSystems,0.984,1.0,1.0,1.0,0.984,0.016,0.984,0.97,0.9547,ARTIFACT-STABLE
1048576,P-A-N,CorrelatedRandomNoiseSystems,0.9819,1.0,1.0,1.0,0.9819,0.0181,0.9819,0.97,0.9528,ARTIFACT-STABLE
2097152,P-A-N,CorrelatedRandomNoiseSystems,0.9778,1.0,1.0,1.0,0.9778,0.0222,0.9778,0.97,0.9489,ARTIFACT-STABLE
4194304,P-A-N,CorrelatedRandomNoiseSystems,0.9842,1.0,0.9526,1.0,0.9842,0.0158,0.9842,0.9264,0.9413,ARTIFACT-STABLE
8388608,P-A-N,CorrelatedRandomNoiseSystems,0.9666,1.0,0.9189,1.0,0.9666,0.0334,0.9666,0.8954,0.9263,ARTIFACT-STABLE
16777216,P-A-N,CorrelatedRandomNoiseSystems,0.9488,1.0,0.8716,1.0,0.9488,0.0512,0.9488,0.8519,0.8979,ARTIFACT-STABLE
33554432,P-A-N,CorrelatedRandomNoiseSystems,0.9905,1.0,0.8563,1.0,0.9905,0.0095,0.9905,0.8378,0.8458,ARTIFACT-STABLE
67108864,P-A-N,CorrelatedRandomNoiseSystems,0.9961,1.0,0.7663,1.0,0.9961,0.0039,0.9961,0.755,0.758,ARTIFACT-STABLE
1,P-A-N,BiasedInitializationInjection,0.8349,1.0,0.8139,1.0,0.8349,0.1651,0.8349,0.7988,0.9567,ARTIFACT-STABLE
2,P-A-N,BiasedInitializationInjection,0.5908,1.0,0.56,0.0,0.5908,0.4092,0.5908,0.5652,0.9567,ARTIFACT-BOUNDED
4,P-A-N,BiasedInitializationInjection,0.5305,1.0,0.4973,0.0,0.5305,0.4695,0.5305,0.5075,0.9567,ARTIFACT-DEGRADING
6,P-A-N,BiasedInitializationInjection,0.9983,1.0,0.9838,1.0,0.9983,0.0017,0.9983,0.9551,0.9567,ARTIFACT-STABLE
8,P-A-N,BiasedInitializationInjection,0.8905,1.0,0.8717,1.0,0.8905,0.1095,0.8905,0.852,0.9567,ARTIFACT-STABLE
12,P-A-N,BiasedInitializationInjection,0.5575,1.0,0.5254,0.0,0.5575,0.4425,0.5575,0.5334,0.9567,ARTIFACT-BOUNDED
16,P-A-N,BiasedInitializationInjection,0.6638,1.0,0.636,0.0,0.6638,0.3362,0.6638,0.6351,0.9567,ARTIFACT-BOUNDED
20,P-A-N,BiasedInitializationInjection,0.4815,1.0,0.4464,0.0,0.4815,0.5185,0.4815,0.4607,0.9567,ARTIFACT-DEGRADING
24,P-A-N,BiasedInitializationInjection,0.7762,1.0,0.7528,0.0,0.7762,0.2238,0.7762,0.7426,0.9567,ARTIFACT-STABLE
32,P-A-N,BiasedInitializationInjection,0.7908,1.0,0.768,0.0,0.7908,0.2092,0.7908,0.7565,0.9567,ARTIFACT-STABLE
40,P-A-N,BiasedInitializationInjection,0.6254,1.0,0.596,0.0,0.6254,0.3746,0.6254,0.5983,0.9567,ARTIFACT-BOUNDED
48,P-A-N,BiasedInitializationInjection,0.7552,1.0,0.7309,0.0,0.7552,0.2448,0.7552,0.7225,0.9567,ARTIFACT-STABLE
64,P-A-N,BiasedInitializationInjection,0.7227,1.0,0.6972,0.0,0.7227,0.2773,0.7227,0.6914,0.9567,ARTIFACT-BOUNDED
80,P-A-N,BiasedInitializationInjection,0.4809,1.0,0.4458,0.0,0.4809,0.5191,0.4809,0.4601,0.9567,ARTIFACT-DEGRADING
96,P-A-N,BiasedInitializationInjection,0.5094,1.0,0.4754,0.0,0.5094,0.4906,0.5094,0.4874,0.9567,ARTIFACT-DEGRADING
128,P-A-N,BiasedInitializationInjection,0.622,1.0,0.5925,0.0,0.622,0.378,0.622,0.5951,0.9567,ARTIFACT-BOUNDED
160,P-A-N,BiasedInitializationInjection,0.7013,1.0,0.6749,0.0,0.7013,0.2987,0.7013,0.671,0.9567,ARTIFACT-BOUNDED
192,P-A-N,BiasedInitializationInjection,0.671,1.0,0.6434,0.0,0.671,0.329,0.671,0.6419,0.9567,ARTIFACT-BOUNDED
256,P-A-N,BiasedInitializationInjection,0.7368,1.0,0.7119,0.0,0.7368,0.2632,0.7368,0.7049,0.9567,ARTIFACT-BOUNDED
320,P-A-N,BiasedInitializationInjection,0.5353,1.0,0.5023,0.0,0.5353,0.4647,0.5353,0.5121,0.9567,ARTIFACT-DEGRADING
512,P-A-N,BiasedInitializationInjection,0.8237,1.0,0.8022,1.0,0.8237,0.1763,0.8237,0.7881,0.9567,ARTIFACT-STABLE
768,P-A-N,BiasedInitializationInjection,0.599,1.0,0.5686,0.0,0.599,0.401,0.599,0.5731,0.9567,ARTIFACT-BOUNDED
1024,P-A-N,BiasedInitializationInjection,0.582,1.0,0.5509,0.0,0.582,0.418,0.582,0.5568,0.9567,ARTIFACT-BOUNDED
1536,P-A-N,BiasedInitializationInjection,0.9861,1.0,1.0,1.0,0.9861,0.0139,0.9861,0.97,0.9567,ARTIFACT-STABLE
2048,P-A-N,BiasedInitializationInjection,0.5171,1.0,0.4834,0.0,0.5171,0.4829,0.5171,0.4947,0.9567,ARTIFACT-DEGRADING
3072,P-A-N,BiasedInitializationInjection,0.9303,1.0,0.913,1.0,0.9303,0.0697,0.9303,0.89,0.9567,ARTIFACT-STABLE
4096,P-A-N,BiasedInitializationInjection,0.5789,1.0,0.5476,0.0,0.5789,0.4211,0.5789,0.5538,0.9567,ARTIFACT-BOUNDED
6144,P-A-N,BiasedInitializationInjection,0.8928,1.0,0.874,1.0,0.8928,0.1072,0.8928,0.8541,0.9567,ARTIFACT-STABLE
8192,P-A-N,BiasedInitializationInjection,0.7866,1.0,0.7637,0.0,0.7866,0.2134,0.7866,0.7526,0.9567,ARTIFACT-STABLE
12288,P-A-N,BiasedInitializationInjection,0.8158,1.0,0.794,1.0,0.8158,0.1842,0.8158,0.7805,0.9567,ARTIFACT-STABLE
16384,P-A-N,BiasedInitializationInjection,0.6581,1.0,0.63,0.0,0.6581,0.3419,0.6581,0.6296,0.9566,ARTIFACT-BOUNDED
24576,P-A-N,BiasedInitializationInjection,0.6858,1.0,0.6587,0.0,0.6858,0.3142,0.6858,0.656,0.9566,ARTIFACT-BOUNDED
32768,P-A-N,BiasedInitializationInjection,0.9371,1.0,0.92,1.0,0.9371,0.0629,0.9371,0.8964,0.9566,ARTIFACT-STABLE
65536,P-A-N,BiasedInitializationInjection,0.61,1.0,0.5798,0.0,0.61,0.39,0.61,0.5835,0.9565,ARTIFACT-BOUNDED
131072,P-A-N,BiasedInitializationInjection,0.9231,1.0,0.9051,1.0,0.9231,0.0769,0.9231,0.8827,0.9562,ARTIFACT-STABLE
262144,P-A-N,BiasedInitializationInjection,0.7504,1.0,0.7251,0.0,0.7504,0.2496,0.7504,0.7171,0.9557,ARTIFACT-STABLE
524288,P-A-N,BiasedInitializationInjection,0.9377,1.0,0.9188,1.0,0.9377,0.0623,0.9377,0.8953,0.9547,ARTIFACT-STABLE
1048576,P-A-N,BiasedInitializationInjection,0.6474,1.0,0.6162,0.0,0.6474,0.3526,0.6474,0.6169,0.9528,ARTIFACT-BOUNDED
2097152,P-A-N,BiasedInitializationInjection,0.6358,1.0,0.6014,0.0,0.6358,0.3642,0.6358,0.6033,0.9489,ARTIFACT-BOUNDED
4194304,P-A-N,BiasedInitializationInjection,0.4903,1.0,0.4473,0.0,0.4903,0.5097,0.4903,0.4615,0.9413,ARTIFACT-DEGRADING
8388608,P-A-N,BiasedInitializationInjection,0.9288,1.0,0.8808,1.0,0.9288,0.0712,0.9288,0.8604,0.9263,ARTIFACT-STABLE
16777216,P-A-N,BiasedInitializationInjection,0.5371,1.0,0.4699,0.0,0.5371,0.4629,0.5371,0.4823,0.8979,ARTIFACT-DEGRADING
33554432,P-A-N,BiasedInitializationInjection,0.784,1.0,0.6665,0.0,0.784,0.216,0.784,0.6632,0.8458,ARTIFACT-STABLE
67108864,P-A-N,BiasedInitializationInjection,0.6144,1.0,0.4518,0.0,0.6144,0.3856,0.6144,0.4657,0.758,ARTIFACT-BOUNDED
1,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
2,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
4,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
6,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
8,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
12,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
16,P-A-N,MetricLeakageSimulation,0.9407,1.0,0.9239,1.0,0.9407,0.0593,0.9407,0.9,0.9567,ARTIFACT-STABLE
