depth,sector,condition,compression_survival_fraction,emergence_reconstruction_fidelity,minimal_architecture_score,generalization_consistency,recursive_information_efficiency,compression_degradation_bound,structural_redundancy_index,compression_ratio,base_emergence,compressed_emergence,classification
2,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
4,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
6,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
8,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
12,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
16,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
20,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
24,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
32,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
40,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
48,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
64,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
80,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
96,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
128,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
160,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
192,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
256,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
320,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
512,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
768,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
1024,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
1536,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
2048,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
3072,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
4096,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
6144,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
8192,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
12288,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9567,0.594,COMPRESSION-DEGRADING
16384,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9566,0.594,COMPRESSION-DEGRADING
24576,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9566,0.594,COMPRESSION-DEGRADING
32768,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0348,0.3791,1.0,0.6,0.9566,0.5939,COMPRESSION-DEGRADING
65536,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0349,0.3791,1.0,0.6,0.9565,0.5939,COMPRESSION-DEGRADING
131072,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0349,0.3791,1.0,0.6,0.9562,0.5937,COMPRESSION-DEGRADING
262144,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0349,0.3791,1.0,0.6,0.9557,0.5934,COMPRESSION-DEGRADING
524288,P-A-N,SparseRecursiveConnectivity,0.6209,0.6,0.6209,1.0,1.0349,0.3791,1.0,0.6,0.9547,0.5928,COMPRESSION-DEGRADING
1048576,P-A-N,SparseRecursiveConnectivity,0.621,0.6,0.621,1.0,1.035,0.379,1.0,0.6,0.9528,0.5917,COMPRESSION-DEGRADING
2097152,P-A-N,SparseRecursiveConnectivity,0.6211,0.6,0.6211,1.0,1.0351,0.3789,1.0,0.6,0.9489,0.5894,COMPRESSION-DEGRADING
4194304,P-A-N,SparseRecursiveConnectivity,0.6212,0.6,0.6212,1.0,1.0354,0.3788,1.0,0.6,0.9413,0.5848,COMPRESSION-DEGRADING
8388608,P-A-N,SparseRecursiveConnectivity,0.6216,0.6,0.6216,1.0,1.036,0.3784,1.0,0.6,0.9263,0.5758,COMPRESSION-DEGRADING
16777216,P-A-N,SparseRecursiveConnectivity,0.6223,0.6,0.6223,1.0,1.0371,0.3777,1.0,0.6,0.8979,0.5587,COMPRESSION-DEGRADING
33554432,P-A-N,SparseRecursiveConnectivity,0.6236,0.6,0.6236,1.0,1.0394,0.3764,1.0,0.6,0.8458,0.5275,COMPRESSION-DEGRADING
67108864,P-A-N,SparseRecursiveConnectivity,0.6264,0.6,0.6264,1.0,1.044,0.3736,1.0,0.6,0.758,0.4748,COMPRESSION-DEGRADING
1,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
2,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
4,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
6,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
8,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
12,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
16,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
20,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
24,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
32,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
40,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
48,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
64,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
80,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
96,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
128,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
160,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
192,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
256,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
320,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
512,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
768,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
1024,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
1536,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
2048,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
3072,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
4096,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
6144,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
8192,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9567,0.9567,COMPRESSION-STABLE
12288,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9567,0.9566,COMPRESSION-STABLE
16384,P-A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9566,0.9566,COMPRESSION-STABLE
24576,P-A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9566,0.9566,COMPRESSION-STABLE
32768,P-A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9566,0.9565,COMPRESSION-STABLE
65536,P-A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5382,0.0001,1.0,0.65,0.9565,0.9563,COMPRESSION-STABLE
131072,P-A-N,CompressedMemoryRepresentation,0.9997,0.9997,1.0,1.0,1.538,0.0003,1.0,0.65,0.9562,0.9559,COMPRESSION-STABLE
262144,P-A-N,CompressedMemoryRepresentation,0.9994,0.9994,1.0,1.0,1.5376,0.0006,1.0,0.65,0.9557,0.9552,COMPRESSION-STABLE
524288,P-A-N,CompressedMemoryRepresentation,0.9989,0.9988,1.0,1.0,1.5368,0.0011,1.0,0.65,0.9547,0.9537,COMPRESSION-STABLE
1048576,P-A-N,CompressedMemoryRepresentation,0.9978,0.9977,1.0,1.0,1.5351,0.0022,1.0,0.65,0.9528,0.9507,COMPRESSION-STABLE
2097152,P-A-N,CompressedMemoryRepresentation,0.9956,0.9954,1.0,1.0,1.5318,0.0044,1.0,0.65,0.9489,0.9448,COMPRESSION-STABLE
4194304,P-A-N,CompressedMemoryRepresentation,0.9914,0.9909,1.0,1.0,1.5252,0.0086,1.0,0.65,0.9413,0.9332,COMPRESSION-STABLE
8388608,P-A-N,CompressedMemoryRepresentation,0.9832,0.9822,1.0,1.0,1.5126,0.0168,1.0,0.65,0.9263,0.9108,COMPRESSION-STABLE
16777216,P-A-N,CompressedMemoryRepresentation,0.9679,0.9661,1.0,1.0,1.4891,0.0321,1.0,0.65,0.8979,0.8691,COMPRESSION-STABLE
33554432,P-A-N,CompressedMemoryRepresentation,0.9413,0.9376,1.0,1.0,1.4481,0.0587,1.0,0.65,0.8458,0.7962,COMPRESSION-STABLE
67108864,P-A-N,CompressedMemoryRepresentation,0.8994,0.8923,1.0,1.0,1.3837,0.1006,1.0,0.65,0.758,0.6818,COMPRESSION-STABLE
1,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
2,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
4,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
6,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
8,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
12,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
16,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
20,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
24,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
32,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
40,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
48,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
64,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
80,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
96,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
128,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
160,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
192,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
256,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
320,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
512,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
768,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
1024,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
1536,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
2048,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
3072,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
4096,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
6144,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
8192,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
12288,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9567,0.6466,COMPRESSION-BOUNDED
16384,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9566,0.6466,COMPRESSION-BOUNDED
24576,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9566,0.6466,COMPRESSION-BOUNDED
32768,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9566,0.6466,COMPRESSION-BOUNDED
65536,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.2289,0.3241,1.0,0.55,0.9565,0.6465,COMPRESSION-BOUNDED
131072,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
262144,P-A-N,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9557,0.646,COMPRESSION-BOUNDED
524288,P-A-N,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9547,0.6454,COMPRESSION-BOUNDED
1048576,P-A-N,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.9528,0.6441,COMPRESSION-BOUNDED
2097152,P-A-N,ReducedInteractionChannels,0.6761,0.658,0.6761,1.0,1.2292,0.3239,1.0,0.55,0.9489,0.6415,COMPRESSION-BOUNDED
4194304,P-A-N,ReducedInteractionChannels,0.6762,0.658,0.6762,1.0,1.2295,0.3238,1.0,0.55,0.9413,0.6365,COMPRESSION-BOUNDED
8388608,P-A-N,ReducedInteractionChannels,0.6765,0.658,0.6765,1.0,1.23,0.3235,1.0,0.55,0.9263,0.6267,COMPRESSION-BOUNDED
16777216,P-A-N,ReducedInteractionChannels,0.6771,0.658,0.6771,1.0,1.2311,0.3229,1.0,0.55,0.8979,0.6079,COMPRESSION-BOUNDED
33554432,P-A-N,ReducedInteractionChannels,0.6783,0.658,0.6783,1.0,1.2332,0.3217,1.0,0.55,0.8458,0.5737,COMPRESSION-BOUNDED
67108864,P-A-N,ReducedInteractionChannels,0.6806,0.658,0.6806,1.0,1.2375,0.3194,1.0,0.55,0.758,0.5159,COMPRESSION-BOUNDED
1,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
2,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
4,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
6,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
8,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
12,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
16,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
20,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
24,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
32,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
40,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
48,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
64,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
80,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
96,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
128,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
160,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
192,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
256,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
320,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
512,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
768,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
1024,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
1536,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
2048,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
3072,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
4096,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
6144,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
8192,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
12288,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9567,0.6847,COMPRESSION-BOUNDED
16384,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9566,0.6846,COMPRESSION-BOUNDED
24576,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9566,0.6846,COMPRESSION-BOUNDED
32768,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9566,0.6846,COMPRESSION-BOUNDED
65536,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9565,0.6845,COMPRESSION-BOUNDED
131072,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
262144,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9557,0.684,COMPRESSION-BOUNDED
524288,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9547,0.6833,COMPRESSION-BOUNDED
1048576,P-A-N,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9528,0.682,COMPRESSION-BOUNDED
2097152,P-A-N,SimplifiedTransportDynamics,0.7158,0.7,1.0,1.0,1.0226,0.2842,1.0,0.7,0.9489,0.6792,COMPRESSION-BOUNDED
