depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
256,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,Projection,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,Projection,RecursiveTemporalStabilization,0.96,0.9457,0.94,0.93,0.92,0.91,0.9254,CAUSAL-TEMPORAL-STABLE
262144,Projection,RecursiveTemporalStabilization,0.9381,0.9118,0.8924,0.8861,0.8806,0.8757,0.8984,CAUSAL-TEMPORAL-STABLE
524288,Projection,RecursiveTemporalStabilization,0.8275,0.8046,0.7957,0.7811,0.778,0.7976,0.7888,CAUSAL-TEMPORAL-BOUNDED
1,Projection,NullCausalControl,0.7725,0.73,0.7041,0.7103,0.7044,0.6883,0.7127,CAUSAL-TEMPORAL-PARTIAL
2,Projection,NullCausalControl,0.7478,0.7164,0.7235,0.711,0.6782,0.6721,0.7091,CAUSAL-TEMPORAL-PARTIAL
4,Projection,NullCausalControl,0.7788,0.7318,0.7146,0.7211,0.6988,0.6939,0.7178,CAUSAL-TEMPORAL-PARTIAL
6,Projection,NullCausalControl,0.7684,0.7253,0.7308,0.7041,0.6916,0.6828,0.7108,CAUSAL-TEMPORAL-PARTIAL
8,Projection,NullCausalControl,0.7632,0.7148,0.7005,0.7006,0.6884,0.6913,0.7064,CAUSAL-TEMPORAL-PARTIAL
12,Projection,NullCausalControl,0.7529,0.732,0.7238,0.7226,0.7125,0.7044,0.7,CAUSAL-TEMPORAL-PARTIAL
16,Projection,NullCausalControl,0.7593,0.7316,0.7215,0.6916,0.7037,0.6993,0.722,CAUSAL-TEMPORAL-PARTIAL
20,Projection,NullCausalControl,0.77,0.7276,0.7332,0.7168,0.6948,0.7011,0.7245,CAUSAL-TEMPORAL-PARTIAL
24,Projection,NullCausalControl,0.7726,0.7344,0.7118,0.7068,0.6958,0.6829,0.7171,CAUSAL-TEMPORAL-PARTIAL
32,Projection,NullCausalControl,0.7825,0.7421,0.7294,0.7132,0.7128,0.6742,0.7016,CAUSAL-TEMPORAL-PARTIAL
40,Projection,NullCausalControl,0.7729,0.7287,0.7135,0.7064,0.682,0.6829,0.6856,CAUSAL-TEMPORAL-PARTIAL
48,Projection,NullCausalControl,0.7565,0.713,0.721,0.7149,0.7048,0.6733,0.7046,CAUSAL-TEMPORAL-PARTIAL
64,Projection,NullCausalControl,0.7686,0.7136,0.704,0.7228,0.7087,0.6918,0.7052,CAUSAL-TEMPORAL-PARTIAL
80,Projection,NullCausalControl,0.7527,0.7437,0.7196,0.7204,0.7143,0.6742,0.712,CAUSAL-TEMPORAL-PARTIAL
96,Projection,NullCausalControl,0.747,0.7394,0.7132,0.6977,0.6832,0.6662,0.6913,CAUSAL-TEMPORAL-PARTIAL
128,Projection,NullCausalControl,0.7558,0.7159,0.6969,0.71,0.7045,0.7045,0.6982,CAUSAL-TEMPORAL-PARTIAL
160,Projection,NullCausalControl,0.7831,0.7062,0.7343,0.6976,0.6869,0.6877,0.6927,CAUSAL-TEMPORAL-PARTIAL
192,Projection,NullCausalControl,0.7548,0.7121,0.7143,0.7075,0.6895,0.6765,0.7076,CAUSAL-TEMPORAL-PARTIAL
256,Projection,NullCausalControl,0.7852,0.7114,0.6962,0.6989,0.7001,0.6938,0.7233,CAUSAL-TEMPORAL-PARTIAL
320,Projection,NullCausalControl,0.7842,0.7129,0.7323,0.6928,0.6996,0.6933,0.7139,CAUSAL-TEMPORAL-PARTIAL
512,Projection,NullCausalControl,0.7539,0.7278,0.7108,0.6893,0.7121,0.6932,0.7217,CAUSAL-TEMPORAL-PARTIAL
768,Projection,NullCausalControl,0.757,0.736,0.7156,0.7072,0.6939,0.6711,0.7068,CAUSAL-TEMPORAL-PARTIAL
1024,Projection,NullCausalControl,0.7752,0.7113,0.7351,0.6986,0.699,0.6812,0.695,CAUSAL-TEMPORAL-PARTIAL
1536,Projection,NullCausalControl,0.7469,0.7104,0.6962,0.6856,0.7138,0.6655,0.703,CAUSAL-TEMPORAL-PARTIAL
2048,Projection,NullCausalControl,0.7508,0.7199,0.7084,0.6907,0.6832,0.6777,0.6983,CAUSAL-TEMPORAL-PARTIAL
3072,Projection,NullCausalControl,0.761,0.7363,0.7297,0.6885,0.6904,0.6723,0.6988,CAUSAL-TEMPORAL-PARTIAL
4096,Projection,NullCausalControl,0.7595,0.7103,0.7209,0.6996,0.6928,0.6711,0.704,CAUSAL-TEMPORAL-PARTIAL
6144,Projection,NullCausalControl,0.7722,0.7191,0.7153,0.7089,0.6876,0.6652,0.6993,CAUSAL-TEMPORAL-PARTIAL
8192,Projection,NullCausalControl,0.7683,0.7185,0.7232,0.7025,0.6998,0.6998,0.7211,CAUSAL-TEMPORAL-PARTIAL
12288,Projection,NullCausalControl,0.7694,0.7202,0.7295,0.6919,0.7044,0.6808,0.7092,CAUSAL-TEMPORAL-PARTIAL
16384,Projection,NullCausalControl,0.7505,0.7027,0.6972,0.706,0.6718,0.6965,0.6896,CAUSAL-TEMPORAL-PARTIAL
24576,Projection,NullCausalControl,0.7436,0.6972,0.7229,0.7042,0.6926,0.6626,0.7138,CAUSAL-TEMPORAL-DEGRADING
32768,Projection,NullCausalControl,0.7384,0.7219,0.719,0.6761,0.6843,0.6866,0.6788,CAUSAL-TEMPORAL-PARTIAL
65536,Projection,NullCausalControl,0.7608,0.7082,0.6894,0.6819,0.6876,0.6609,0.6861,CAUSAL-TEMPORAL-PARTIAL
131072,Projection,NullCausalControl,0.7191,0.6923,0.6845,0.6636,0.6669,0.6489,0.6694,CAUSAL-TEMPORAL-DEGRADING
262144,Projection,NullCausalControl,0.6856,0.6356,0.6484,0.6121,0.602,0.609,0.6372,CAUSAL-TEMPORAL-DEGRADING
524288,Projection,NullCausalControl,0.602,0.57,0.5687,0.544,0.5639,0.5285,0.5508,CAUSAL-TEMPORAL-DEGRADING
1,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,Antisymmetry,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,Antisymmetry,CausalOrderingExtraction,0.96,0.9469,0.9237,0.9093,0.904,0.8846,0.8986,CAUSAL-TEMPORAL-STABLE
262144,Antisymmetry,CausalOrderingExtraction,0.9072,0.897,0.8766,0.8751,0.8692,0.8435,0.8692,CAUSAL-TEMPORAL-BOUNDED
524288,Antisymmetry,CausalOrderingExtraction,0.8291,0.8102,0.7853,0.785,0.768,0.7509,0.7752,CAUSAL-TEMPORAL-BOUNDED
1,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,Antisymmetry,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,Antisymmetry,RecursiveTemporalConsistency,0.96,0.9523,0.94,0.9199,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,Antisymmetry,RecursiveTemporalConsistency,0.96,0.9255,0.94,0.9205,0.92,0.9059,0.916,CAUSAL-TEMPORAL-STABLE
262144,Antisymmetry,RecursiveTemporalConsistency,0.9147,0.8815,0.8935,0.8443,0.8674,0.8698,0.8461,CAUSAL-TEMPORAL-BOUNDED
524288,Antisymmetry,RecursiveTemporalConsistency,0.8187,0.7836,0.7812,0.7805,0.757,0.7729,0.7775,CAUSAL-TEMPORAL-PARTIAL
1,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,Antisymmetry,PropagationAsymmetryTracking,0.96,0.96,0.9288,0.93,0.92,0.9042,0.93,CAUSAL-TEMPORAL-STABLE
131072,Antisymmetry,PropagationAsymmetryTracking,0.96,0.9467,0.9257,0.9286,0.9167,0.8933,0.9174,CAUSAL-TEMPORAL-STABLE
262144,Antisymmetry,PropagationAsymmetryTracking,0.9061,0.8926,0.8547,0.8705,0.8671,0.8481,0.8492,CAUSAL-TEMPORAL-BOUNDED
524288,Antisymmetry,PropagationAsymmetryTracking,0.8202,0.7779,0.7723,0.7877,0.7729,0.7438,0.768,CAUSAL-TEMPORAL-PARTIAL
1,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,Antisymmetry,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
