depth,sector,condition,rg_similarity,circulation_stability,flow_persistence,bottleneck_resilience,source_sink_balance,recursive_transport_coherence,circulation_hierarchy_index,classification
2,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.8291,0.7938,0.7981,0.7989,0.782,0.7629,0.7981,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.8,0.7516,0.762,0.7517,0.7537,0.7231,0.7311,FLOW-STABLE
6,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.7313,0.728,0.7171,0.6964,0.6934,0.6719,0.6977,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.6928,0.6753,0.6751,0.6495,0.6496,0.6235,0.6687,FLOW-BOUNDED
12,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.6364,0.608,0.6051,0.5927,0.609,0.5749,0.6063,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.5742,0.5455,0.5525,0.5457,0.5443,0.5265,0.5505,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.5201,0.5108,0.5003,0.4934,0.5009,0.4691,0.4964,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.4723,0.4665,0.4559,0.4518,0.4638,0.4305,0.4586,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.4235,0.3982,0.4032,0.3819,0.3929,0.3839,0.397,FLOW-FAILED
40,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.3762,0.3476,0.3487,0.3366,0.353,0.335,0.3565,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.3271,0.3211,0.3166,0.3088,0.305,0.305,0.3145,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.2707,0.2623,0.2534,0.2574,0.2555,0.2483,0.2571,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.2341,0.2166,0.2231,0.2147,0.219,0.2151,0.2141,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.2055,0.1936,0.188,0.1929,0.1951,0.1826,0.195,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.1587,0.1527,0.154,0.1499,0.1543,0.1464,0.1498,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.132,0.1264,0.126,0.1216,0.1237,0.1222,0.1281,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.1144,0.1078,0.1066,0.1044,0.1097,0.1012,0.1074,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.8656,0.8481,0.8518,0.8306,0.7963,0.8213,0.8255,FLOW-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.8184,0.8112,0.8236,0.7951,0.789,0.7764,0.7819,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.7689,0.7501,0.7513,0.7473,0.7455,0.7511,0.7416,FLOW-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.7191,0.7174,0.7035,0.6812,0.6718,0.6776,0.6849,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.6996,0.6554,0.6745,0.6537,0.6396,0.6567,0.6653,FLOW-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.6179,0.6047,0.6069,0.5916,0.5953,0.5856,0.582,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.5743,0.5506,0.5407,0.5446,0.5405,0.5283,0.5358,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.5283,0.4975,0.4991,0.4923,0.4883,0.4922,0.4926,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.4682,0.4596,0.4556,0.4455,0.4386,0.4627,0.4503,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.417,0.3926,0.3945,0.3927,0.3852,0.3983,0.3907,FLOW-FAILED
40,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.369,0.3583,0.3539,0.3434,0.3428,0.3442,0.3458,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.3281,0.3204,0.3131,0.3041,0.3058,0.3032,0.3108,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.2627,0.2549,0.2565,0.2492,0.2462,0.2565,0.2485,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.2306,0.2194,0.2249,0.2182,0.2103,0.2211,0.2117,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.1951,0.1973,0.1908,0.1881,0.1898,0.186,0.1864,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.1587,0.1526,0.1565,0.1508,0.1487,0.1518,0.149,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.1341,0.1256,0.1244,0.1253,0.1236,0.1214,0.1224,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveTransportStability,0.1114,0.1089,0.1091,0.1077,0.1069,0.1072,0.1077,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.8704,0.8199,0.8299,0.8275,0.779,0.8026,0.8154,FLOW-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.8437,0.7867,0.7973,0.8065,0.7693,0.7773,0.7969,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.7834,0.7435,0.7366,0.7559,0.7183,0.7153,0.7161,FLOW-BOUNDED
6,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.7358,0.7182,0.6932,0.7008,0.6763,0.6852,0.6935,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.6767,0.663,0.6476,0.6461,0.6415,0.6479,0.6447,FLOW-PARTIAL
12,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.6286,0.5846,0.5906,0.5777,0.5808,0.5796,0.5789,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.568,0.5373,0.5427,0.5445,0.5172,0.5312,0.5192,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.5068,0.5043,0.4908,0.4989,0.4726,0.4804,0.4795,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.478,0.4522,0.451,0.4475,0.4422,0.4403,0.4474,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.4181,0.3874,0.3898,0.3938,0.3739,0.3755,0.391,FLOW-FAILED
40,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.368,0.3463,0.3481,0.3392,0.3397,0.3354,0.3353,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.33,0.3149,0.3194,0.3057,0.3009,0.3006,0.2983,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.2719,0.253,0.2587,0.257,0.2445,0.2523,0.2572,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.2284,0.2207,0.2176,0.2158,0.2098,0.2128,0.2158,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.1993,0.1878,0.1936,0.1894,0.1873,0.1846,0.1857,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.1561,0.1486,0.1531,0.1517,0.1435,0.1432,0.1447,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.1297,0.1246,0.1272,0.1264,0.1187,0.12,0.1254,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,PerturbationFlowRecovery,0.1094,0.1076,0.1052,0.1062,0.1039,0.1039,0.1071,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,NullCirculationControl,0.6745,0.6836,0.6428,0.6595,0.6245,0.619,0.6386,FLOW-PARTIAL
2,Projection-Antisymmetry-Neutral,NullCirculationControl,0.6589,0.6291,0.6154,0.6555,0.6183,0.6148,0.63,FLOW-PARTIAL
4,Projection-Antisymmetry-Neutral,NullCirculationControl,0.6103,0.5929,0.588,0.588,0.5927,0.5573,0.5682,FLOW-PARTIAL
6,Projection-Antisymmetry-Neutral,NullCirculationControl,0.5558,0.5707,0.5486,0.564,0.5367,0.5336,0.5348,FLOW-DEGRADING
8,Projection-Antisymmetry-Neutral,NullCirculationControl,0.527,0.5414,0.5365,0.5485,0.5178,0.501,0.5203,FLOW-DEGRADING
12,Projection-Antisymmetry-Neutral,NullCirculationControl,0.4872,0.4833,0.4704,0.4934,0.4454,0.4603,0.4709,FLOW-DEGRADING
16,Projection-Antisymmetry-Neutral,NullCirculationControl,0.4429,0.448,0.4425,0.4489,0.4046,0.4069,0.433,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,NullCirculationControl,0.4038,0.4109,0.3823,0.3946,0.381,0.375,0.3762,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,NullCirculationControl,0.3695,0.3789,0.365,0.3642,0.3611,0.3533,0.3601,FLOW-FAILED
32,Projection-Antisymmetry-Neutral,NullCirculationControl,0.3198,0.3112,0.3156,0.3171,0.2998,0.3088,0.3013,FLOW-FAILED
40,Projection-Antisymmetry-Neutral,NullCirculationControl,0.2768,0.2873,0.2803,0.2757,0.2718,0.259,0.2651,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,NullCirculationControl,0.2467,0.2482,0.2453,0.2562,0.2436,0.2329,0.2422,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,NullCirculationControl,0.2124,0.2073,0.2057,0.2114,0.2005,0.1932,0.1966,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,NullCirculationControl,0.1791,0.1751,0.1691,0.174,0.1672,0.1637,0.1669,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,NullCirculationControl,0.1532,0.1508,0.1533,0.1514,0.1509,0.1451,0.1485,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,NullCirculationControl,0.1243,0.119,0.117,0.1245,0.1139,0.1184,0.1182,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,NullCirculationControl,0.1033,0.1005,0.0994,0.104,0.0971,0.093,0.1001,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,NullCirculationControl,0.0864,0.0849,0.0871,0.085,0.085,0.0799,0.0857,FLOW-FAILED
