depth,sector,condition,rg_similarity,field_coherence,distributed_influence_index,stabilization_gradient_strength,recursive_field_persistence,transport_field_alignment,attractor_field_coupling,classification
256,Antisymmetry-Neutral,DistributedInfluenceMapping,0.1496,0.1453,0.1434,0.1392,0.1402,0.1399,0.1417,FIELD-FAILED
320,Antisymmetry-Neutral,DistributedInfluenceMapping,0.1256,0.1204,0.1177,0.1161,0.1183,0.1134,0.1193,FIELD-FAILED
512,Antisymmetry-Neutral,DistributedInfluenceMapping,0.0827,0.0812,0.0804,0.0782,0.0756,0.0773,0.0766,FIELD-FAILED
768,Antisymmetry-Neutral,DistributedInfluenceMapping,0.0555,0.055,0.0536,0.0531,0.0535,0.0522,0.0533,FIELD-FAILED
1024,Antisymmetry-Neutral,DistributedInfluenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.9479,0.8926,0.8718,0.8816,0.8702,0.866,0.8877,FIELD-STABLE
2,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.9082,0.8916,0.8548,0.8557,0.854,0.8241,0.8683,FIELD-STABLE
4,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.8953,0.841,0.8493,0.8344,0.8201,0.7961,0.8431,FIELD-BOUNDED
6,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.852,0.8396,0.8164,0.8049,0.7952,0.7717,0.8041,FIELD-BOUNDED
8,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.8181,0.786,0.7937,0.7843,0.752,0.734,0.7825,FIELD-BOUNDED
12,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.7478,0.7483,0.7341,0.713,0.6975,0.7009,0.7303,FIELD-PARTIAL
16,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.7013,0.7014,0.6761,0.6937,0.6797,0.6621,0.6876,FIELD-PARTIAL
20,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.6716,0.645,0.6539,0.6356,0.6238,0.6153,0.6457,FIELD-DEGRADING
24,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.6265,0.6266,0.6172,0.6145,0.5828,0.5867,0.5946,FIELD-DEGRADING
32,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.5639,0.5595,0.5495,0.5544,0.5371,0.5338,0.5382,FIELD-DEGRADING
40,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.5142,0.5183,0.4982,0.4989,0.4968,0.4826,0.485,FIELD-DEGRADING
48,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.4837,0.4706,0.4591,0.4489,0.4527,0.4324,0.4596,FIELD-FAILED
64,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.4129,0.3948,0.4,0.3852,0.3841,0.3704,0.3829,FIELD-FAILED
80,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.361,0.3489,0.3489,0.3437,0.336,0.337,0.3365,FIELD-FAILED
96,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.3248,0.3112,0.3001,0.3104,0.2967,0.2889,0.3028,FIELD-FAILED
128,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.2649,0.2595,0.2504,0.2481,0.2407,0.2413,0.2524,FIELD-FAILED
160,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.2183,0.2197,0.2126,0.2088,0.2104,0.2006,0.2136,FIELD-FAILED
192,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.1967,0.185,0.1801,0.1827,0.1829,0.1761,0.1788,FIELD-FAILED
256,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.15,0.1496,0.1449,0.1447,0.1447,0.1387,0.1448,FIELD-FAILED
320,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.1257,0.1223,0.1185,0.1188,0.1168,0.1156,0.1175,FIELD-FAILED
512,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.083,0.0813,0.0797,0.0802,0.0763,0.0773,0.0767,FIELD-FAILED
768,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.0573,0.0555,0.0547,0.053,0.054,0.0529,0.0538,FIELD-FAILED
1024,Antisymmetry-Neutral,StabilizationGradientAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.9302,0.8884,0.8844,0.8688,0.8515,0.8665,0.8727,FIELD-STABLE
2,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.9221,0.891,0.8541,0.8652,0.8294,0.8308,0.8568,FIELD-STABLE
4,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8614,0.8588,0.8399,0.8333,0.8097,0.8076,0.8252,FIELD-BOUNDED
6,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8283,0.8106,0.8036,0.7783,0.7977,0.8048,0.7837,FIELD-BOUNDED
8,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8147,0.7995,0.7648,0.7577,0.7682,0.7666,0.7625,FIELD-BOUNDED
12,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.7619,0.7485,0.7255,0.6988,0.6994,0.7134,0.7192,FIELD-PARTIAL
16,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.7183,0.6998,0.6768,0.651,0.6537,0.6759,0.6547,FIELD-PARTIAL
20,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.6635,0.6481,0.6321,0.6216,0.6386,0.6385,0.6167,FIELD-DEGRADING
24,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.6185,0.6227,0.5964,0.5792,0.5923,0.5898,0.6029,FIELD-DEGRADING
32,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.5762,0.5431,0.537,0.5369,0.5364,0.5425,0.5413,FIELD-DEGRADING
40,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.5068,0.4922,0.4997,0.4785,0.4801,0.4808,0.495,FIELD-FAILED
48,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.4755,0.4639,0.4659,0.4471,0.4486,0.4526,0.4434,FIELD-FAILED
64,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.4015,0.4047,0.3993,0.3833,0.3796,0.3752,0.383,FIELD-FAILED
80,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.3612,0.3417,0.3401,0.3393,0.3397,0.3301,0.3369,FIELD-FAILED
96,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.3228,0.3064,0.3073,0.2931,0.297,0.3045,0.3052,FIELD-FAILED
128,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.2621,0.2494,0.2472,0.249,0.2395,0.2465,0.2464,FIELD-FAILED
160,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.2184,0.213,0.2086,0.2067,0.2029,0.2025,0.2024,FIELD-FAILED
192,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1891,0.184,0.1842,0.1789,0.1769,0.1784,0.1794,FIELD-FAILED
256,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1527,0.1439,0.1457,0.1396,0.1437,0.1435,0.1429,FIELD-FAILED
320,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1266,0.1237,0.1204,0.1155,0.1193,0.1171,0.1157,FIELD-FAILED
512,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.0813,0.0783,0.078,0.0759,0.0782,0.076,0.0774,FIELD-FAILED
768,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.0575,0.0554,0.0531,0.0518,0.0537,0.0532,0.0528,FIELD-FAILED
1024,Antisymmetry-Neutral,FieldMediatedTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.9173,0.8843,0.8603,0.873,0.8613,0.8454,0.8523,FIELD-STABLE
2,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8811,0.8774,0.8541,0.8654,0.849,0.8459,0.8622,FIELD-STABLE
4,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8603,0.8231,0.8426,0.8252,0.805,0.8022,0.812,FIELD-BOUNDED
6,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8259,0.816,0.809,0.7938,0.7901,0.7608,0.7808,FIELD-BOUNDED
8,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.7985,0.7942,0.7794,0.7572,0.7495,0.7374,0.7497,FIELD-BOUNDED
12,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.7508,0.7181,0.7029,0.7239,0.6939,0.6975,0.7257,FIELD-PARTIAL
16,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.7121,0.6705,0.6714,0.6731,0.6612,0.6469,0.6523,FIELD-PARTIAL
20,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.6534,0.6368,0.6408,0.6274,0.6323,0.6205,0.6402,FIELD-DEGRADING
24,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.6298,0.6035,0.5971,0.6106,0.5744,0.5877,0.5873,FIELD-DEGRADING
32,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.5718,0.5391,0.5472,0.5525,0.5302,0.5123,0.5304,FIELD-DEGRADING
40,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.5063,0.5017,0.4965,0.4998,0.4708,0.476,0.4848,FIELD-DEGRADING
48,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.4765,0.4532,0.4601,0.4458,0.4454,0.4377,0.4541,FIELD-FAILED
64,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.4042,0.3919,0.3935,0.3951,0.3784,0.3809,0.3914,FIELD-FAILED
80,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.3531,0.3368,0.338,0.3352,0.3366,0.3314,0.3427,FIELD-FAILED
96,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.3103,0.3012,0.2998,0.299,0.2949,0.2957,0.3015,FIELD-FAILED
128,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.2554,0.2497,0.2486,0.2443,0.2421,0.2352,0.2432,FIELD-FAILED
160,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.215,0.2161,0.2116,0.2058,0.2003,0.2064,0.2081,FIELD-FAILED
192,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.1912,0.1845,0.1785,0.1796,0.1735,0.1726,0.1769,FIELD-FAILED
256,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.1523,0.148,0.1437,0.146,0.1418,0.14,0.1386,FIELD-FAILED
320,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.1229,0.118,0.1168,0.1211,0.1165,0.115,0.1197,FIELD-FAILED
512,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.0814,0.0773,0.0771,0.0778,0.0746,0.075,0.0783,FIELD-FAILED
768,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.0571,0.053,0.054,0.0538,0.0522,0.0506,0.0525,FIELD-FAILED
1024,Antisymmetry-Neutral,PerturbationPropagationGeometry,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,AttractorFieldCoupling,0.9084,0.904,0.8937,0.8703,0.8705,0.8286,0.9045,FIELD-STABLE
2,Antisymmetry-Neutral,AttractorFieldCoupling,0.8862,0.8622,0.8684,0.8537,0.8235,0.8173,0.8763,FIELD-STABLE
4,Antisymmetry-Neutral,AttractorFieldCoupling,0.8409,0.8272,0.8078,0.8242,0.8254,0.7797,0.8355,FIELD-BOUNDED
6,Antisymmetry-Neutral,AttractorFieldCoupling,0.8376,0.8185,0.7892,0.7823,0.7647,0.7532,0.7934,FIELD-BOUNDED
8,Antisymmetry-Neutral,AttractorFieldCoupling,0.8003,0.7864,0.7634,0.742,0.762,0.75,0.7899,FIELD-BOUNDED
12,Antisymmetry-Neutral,AttractorFieldCoupling,0.7586,0.7302,0.7042,0.7004,0.6967,0.6848,0.7244,FIELD-PARTIAL
16,Antisymmetry-Neutral,AttractorFieldCoupling,0.7014,0.6739,0.6863,0.6729,0.6466,0.6366,0.6818,FIELD-PARTIAL
20,Antisymmetry-Neutral,AttractorFieldCoupling,0.654,0.6294,0.6245,0.635,0.6264,0.6059,0.6554,FIELD-DEGRADING
24,Antisymmetry-Neutral,AttractorFieldCoupling,0.621,0.6171,0.6087,0.5958,0.5887,0.5886,0.6034,FIELD-DEGRADING
32,Antisymmetry-Neutral,AttractorFieldCoupling,0.5532,0.5377,0.5372,0.545,0.5395,0.5199,0.558,FIELD-DEGRADING
40,Antisymmetry-Neutral,AttractorFieldCoupling,0.5154,0.5044,0.5024,0.4794,0.476,0.4806,0.4863,FIELD-DEGRADING
48,Antisymmetry-Neutral,AttractorFieldCoupling,0.4658,0.4611,0.4518,0.4545,0.4441,0.4428,0.4557,FIELD-FAILED
64,Antisymmetry-Neutral,AttractorFieldCoupling,0.4091,0.3981,0.3868,0.3899,0.3852,0.3739,0.3957,FIELD-FAILED
80,Antisymmetry-Neutral,AttractorFieldCoupling,0.3514,0.3451,0.3404,0.3299,0.3343,0.3213,0.3484,FIELD-FAILED
96,Antisymmetry-Neutral,AttractorFieldCoupling,0.3178,0.3055,0.3081,0.2998,0.2968,0.2875,0.3087,FIELD-FAILED
128,Antisymmetry-Neutral,AttractorFieldCoupling,0.2574,0.2495,0.2489,0.2429,0.2406,0.2405,0.2464,FIELD-FAILED
160,Antisymmetry-Neutral,AttractorFieldCoupling,0.2133,0.2122,0.2137,0.211,0.2076,0.2044,0.2159,FIELD-FAILED
192,Antisymmetry-Neutral,AttractorFieldCoupling,0.1931,0.1868,0.1837,0.1796,0.1786,0.1715,0.1822,FIELD-FAILED
256,Antisymmetry-Neutral,AttractorFieldCoupling,0.1475,0.145,0.146,0.1414,0.1395,0.1398,0.1468,FIELD-FAILED
320,Antisymmetry-Neutral,AttractorFieldCoupling,0.122,0.1189,0.1185,0.1149,0.1146,0.1131,0.1183,FIELD-FAILED
512,Antisymmetry-Neutral,AttractorFieldCoupling,0.0828,0.0772,0.0781,0.0764,0.0771,0.0763,0.0784,FIELD-FAILED
768,Antisymmetry-Neutral,AttractorFieldCoupling,0.0554,0.0543,0.0547,0.0541,0.0515,0.0515,0.0545,FIELD-FAILED
1024,Antisymmetry-Neutral,AttractorFieldCoupling,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.9043,0.8964,0.8635,0.8574,0.863,0.8449,0.871,FIELD-STABLE
2,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8795,0.8953,0.8526,0.8648,0.8568,0.8127,0.8623,FIELD-STABLE
4,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8529,0.8617,0.8243,0.8213,0.8403,0.806,0.8295,FIELD-BOUNDED
6,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8247,0.8098,0.8115,0.8012,0.8097,0.7713,0.7753,FIELD-BOUNDED
8,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.7935,0.7896,0.7554,0.7512,0.7818,0.7253,0.7693,FIELD-BOUNDED
12,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.7497,0.7422,0.7073,0.7078,0.7104,0.6995,0.7065,FIELD-PARTIAL
16,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.6906,0.6875,0.6705,0.6603,0.6698,0.6403,0.6673,FIELD-PARTIAL
20,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.6494,0.6427,0.6481,0.6311,0.6337,0.6208,0.6279,FIELD-DEGRADING
24,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.6156,0.6254,0.5982,0.6039,0.5965,0.5858,0.5816,FIELD-DEGRADING
32,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.5669,0.5452,0.5312,0.5408,0.5342,0.5337,0.523,FIELD-DEGRADING
40,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.5013,0.5064,0.501,0.4827,0.49,0.4745,0.4955,FIELD-DEGRADING
48,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.4596,0.4608,0.4475,0.456,0.4587,0.4462,0.4442,FIELD-FAILED
64,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.4088,0.3924,0.3838,0.3772,0.3919,0.3778,0.3818,FIELD-FAILED
80,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.358,0.3426,0.3355,0.329,0.3388,0.3232,0.3318,FIELD-FAILED
96,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.3192,0.3143,0.3066,0.2925,0.3075,0.2906,0.2916,FIELD-FAILED
128,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.2572,0.2583,0.25,0.2499,0.2447,0.2371,0.2407,FIELD-FAILED
160,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.2141,0.2108,0.206,0.2099,0.2057,0.205,0.2065,FIELD-FAILED
192,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1877,0.1859,0.1846,0.1776,0.1836,0.1713,0.1809,FIELD-FAILED
256,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1509,0.1492,0.1452,0.1399,0.1431,0.1356,0.1428,FIELD-FAILED
320,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1245,0.1206,0.1179,0.117,0.1172,0.1163,0.12,FIELD-FAILED
512,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.0794,0.08,0.0771,0.0767,0.0792,0.0742,0.0756,FIELD-FAILED
768,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.0563,0.0559,0.0535,0.0522,0.0524,0.0523,0.0533,FIELD-FAILED
1024,Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,NullFieldControl,0.7409,0.7235,0.7074,0.7033,0.6893,0.6755,0.7066,FIELD-PARTIAL
2,Antisymmetry-Neutral,NullFieldControl,0.6884,0.7083,0.7035,0.7046,0.6533,0.6579,0.6681,FIELD-PARTIAL
4,Antisymmetry-Neutral,NullFieldControl,0.6839,0.6575,0.6833,0.6731,0.6418,0.6292,0.6425,FIELD-PARTIAL
6,Antisymmetry-Neutral,NullFieldControl,0.6608,0.6507,0.624,0.6637,0.6154,0.6023,0.619,FIELD-DEGRADING
8,Antisymmetry-Neutral,NullFieldControl,0.6302,0.6139,0.6329,0.6274,0.5902,0.6026,0.6112,FIELD-DEGRADING
12,Antisymmetry-Neutral,NullFieldControl,0.586,0.5876,0.5754,0.5764,0.5699,0.5404,0.5791,FIELD-DEGRADING
16,Antisymmetry-Neutral,NullFieldControl,0.549,0.5656,0.5565,0.5407,0.531,0.5186,0.5399,FIELD-DEGRADING
20,Antisymmetry-Neutral,NullFieldControl,0.5164,0.5041,0.4984,0.524,0.5049,0.4774,0.4902,FIELD-DEGRADING
24,Antisymmetry-Neutral,NullFieldControl,0.5046,0.4949,0.4949,0.4882,0.4683,0.4559,0.4847,FIELD-FAILED
32,Antisymmetry-Neutral,NullFieldControl,0.4339,0.4463,0.4367,0.4309,0.4182,0.4154,0.4269,FIELD-FAILED
40,Antisymmetry-Neutral,NullFieldControl,0.4072,0.4082,0.3935,0.4037,0.3902,0.3775,0.3961,FIELD-FAILED
48,Antisymmetry-Neutral,NullFieldControl,0.3736,0.3644,0.3568,0.3591,0.3619,0.3386,0.3634,FIELD-FAILED
64,Antisymmetry-Neutral,NullFieldControl,0.3201,0.317,0.3049,0.3095,0.2997,0.3057,0.3032,FIELD-FAILED
80,Antisymmetry-Neutral,NullFieldControl,0.2764,0.2743,0.2736,0.2728,0.2706,0.2687,0.265,FIELD-FAILED
96,Antisymmetry-Neutral,NullFieldControl,0.2461,0.2436,0.2373,0.2477,0.2364,0.2266,0.2338,FIELD-FAILED
128,Antisymmetry-Neutral,NullFieldControl,0.2015,0.2051,0.1955,0.2023,0.1959,0.1868,0.2012,FIELD-FAILED
160,Antisymmetry-Neutral,NullFieldControl,0.1765,0.1713,0.1643,0.1754,0.1617,0.1629,0.1623,FIELD-FAILED
192,Antisymmetry-Neutral,NullFieldControl,0.1534,0.1467,0.144,0.1453,0.1398,0.1376,0.1453,FIELD-FAILED
256,Antisymmetry-Neutral,NullFieldControl,0.1213,0.1203,0.1146,0.12,0.1106,0.1083,0.1143,FIELD-FAILED
320,Antisymmetry-Neutral,NullFieldControl,0.0967,0.0986,0.0978,0.0977,0.094,0.0902,0.0927,FIELD-FAILED
512,Antisymmetry-Neutral,NullFieldControl,0.0628,0.0638,0.0641,0.0647,0.0601,0.0617,0.0629,FIELD-FAILED
768,Antisymmetry-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1024,Antisymmetry-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.9073,0.8947,0.8839,0.8482,0.8435,0.8513,0.8724,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.8977,0.8675,0.8716,0.8582,0.849,0.8572,0.8323,FIELD-STABLE
4,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.8567,0.8384,0.8224,0.8245,0.8229,0.8199,0.8005,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.8425,0.81,0.7935,0.7792,0.7939,0.78,0.7689,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.8133,0.7823,0.7772,0.7578,0.754,0.7585,0.7589,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.7748,0.732,0.7296,0.7073,0.6928,0.7084,0.7079,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.7077,0.6772,0.6763,0.6802,0.6719,0.6714,0.677,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.6842,0.6536,0.6356,0.6274,0.6336,0.6316,0.626,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.6414,0.6143,0.6174,0.6049,0.5839,0.5741,0.6011,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.5677,0.5547,0.5573,0.5289,0.5253,0.5296,0.5383,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.5228,0.4928,0.4912,0.49,0.4735,0.4783,0.49,FIELD-FAILED
48,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.47,0.4547,0.4471,0.4388,0.448,0.437,0.4453,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.4102,0.3994,0.3981,0.384,0.3723,0.3767,0.3819,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.3552,0.3449,0.3418,0.3278,0.3335,0.3256,0.3415,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.3241,0.3107,0.31,0.3031,0.2988,0.2905,0.2995,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.2574,0.2486,0.2446,0.2493,0.24,0.2365,0.248,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.2174,0.2101,0.2117,0.207,0.2032,0.2049,0.2106,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.1951,0.1834,0.1847,0.1798,0.178,0.1793,0.1787,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.1533,0.1487,0.1458,0.145,0.1379,0.1397,0.1413,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.1276,0.1238,0.1227,0.1172,0.1138,0.1144,0.1165,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.0833,0.0799,0.078,0.0754,0.0766,0.0767,0.0758,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.0563,0.0542,0.0531,0.054,0.0524,0.0517,0.0531,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,DistributedInfluenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.9415,0.9011,0.9016,0.8759,0.8585,0.87,0.859,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.9146,0.8943,0.8833,0.8699,0.855,0.8418,0.8392,FIELD-STABLE
4,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.8696,0.8396,0.8422,0.8521,0.8026,0.8036,0.8367,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.8388,0.8352,0.7937,0.8153,0.7838,0.7898,0.8078,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.8296,0.7777,0.7634,0.7786,0.7551,0.74,0.751,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.7533,0.7537,0.736,0.7308,0.7044,0.7169,0.7098,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.7299,0.6876,0.6692,0.6851,0.6784,0.6647,0.6702,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.6778,0.6515,0.6531,0.6419,0.6191,0.6212,0.6416,FIELD-PARTIAL
24,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.6501,0.6184,0.6055,0.6171,0.5986,0.5997,0.6072,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.5712,0.5546,0.5542,0.544,0.5331,0.5359,0.5516,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.5212,0.5104,0.5024,0.4948,0.4797,0.488,0.4977,FIELD-DEGRADING
48,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.4885,0.4588,0.4463,0.452,0.4442,0.4476,0.4602,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.4206,0.3941,0.3874,0.3946,0.3893,0.3769,0.3811,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.3616,0.3543,0.3497,0.347,0.3331,0.3382,0.3372,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.3172,0.3086,0.3078,0.311,0.292,0.2945,0.2966,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.2663,0.2569,0.2544,0.2474,0.2399,0.2399,0.2438,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.2208,0.2173,0.2105,0.2125,0.2099,0.2013,0.211,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.1933,0.185,0.1801,0.1838,0.1768,0.1799,0.1787,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.1522,0.1495,0.1436,0.1458,0.1386,0.1389,0.1409,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.1259,0.1214,0.1208,0.1211,0.1179,0.1158,0.1166,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.0831,0.0809,0.0772,0.0783,0.0768,0.0749,0.0767,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.058,0.0563,0.0531,0.0541,0.0524,0.0536,0.0525,FIELD-FAILED
